name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015
TotalRevenue,"953,423,000","320,268,000","251,671,000","227,868,000","153,616,000","359,429,000","294,978,000","101,716,000","17,265,000","7,753,000","8,387,000","10,347,000","8,424,000","5,370,000","5,673,000","5,625,000","5,400,000","4,653,000","4,281,000","4,503,000","4,640,000","5,306,000","5,854,000","5,011,000","3,971,000","3,440,000","2,901,000","2,905,000"
	OperatingRevenue,"953,423,000","320,268,000","251,671,000","227,868,000","153,616,000","359,429,000","294,978,000","101,716,000","17,265,000","7,753,000","8,387,000","10,347,000","8,424,000","5,370,000","5,673,000","5,625,000","5,400,000","4,653,000","4,281,000","4,503,000","4,640,000","5,306,000","5,854,000","5,011,000","3,971,000","3,440,000","2,901,000","2,905,000"
CostOfRevenue,"219,183,000","77,725,000","62,134,000","43,466,000","35,858,000","74,075,000","51,772,000","26,261,000","7,717,000","4,057,000","3,634,000","3,885,000","3,620,000","2,968,000","2,769,000","2,612,000","2,544,000","2,772,000","2,545,000","2,268,000","1,879,000","1,859,000","1,864,000","2,143,000","1,411,000","1,304,000","2,726,000","918,000"
GrossProfit,"734,240,000","242,543,000","189,537,000","184,402,000","117,758,000","285,354,000","243,206,000","75,455,000","9,548,000","3,696,000","4,753,000","6,462,000","4,804,000","2,402,000","2,904,000","3,013,000","2,856,000","1,881,000","1,736,000","2,235,000","2,761,000","3,447,000","3,990,000","2,868,000","2,560,000","2,136,000","175,000","1,987,000"
OperatingExpense,"123,276,000","40,610,000","38,677,000","25,129,000","18,860,000","18,432,000","17,297,000","11,932,000","6,908,000","5,610,000","5,162,000","4,953,000","4,509,000","4,225,000","3,933,000","3,859,000","3,857,000","4,075,000","3,806,000","3,716,000","2,911,000","3,228,000","2,732,000","3,563,000","1,590,000","2,751,000","7,519,000","807,000"
	SellingGeneralAndAdministration,"95,876,000","33,715,000","30,302,000","18,311,000","13,548,000","13,010,000","12,721,000","8,755,000","5,059,000","3,632,000","3,367,000","3,209,000","2,935,000","2,801,000","2,507,000","2,421,000","2,645,000","2,617,000","2,482,000","2,588,000","1,991,000","2,377,000","1,913,000","2,040,000","934,000","2,190,000","3,870,000","496,000"
		GeneralAndAdministrativeExpense,"68,505,000","25,775,000","22,102,000","12,299,000","8,329,000","8,002,000","7,640,000","3,741,000","1,799,000","2,035,000","1,732,000","1,522,000","1,631,000","1,529,000","1,379,000","1,306,000","1,366,000","1,487,000","1,402,000","1,205,000","1,140,000","1,486,000","1,115,000","1,147,000","457,000","1,889,000","1,957,000","216,000"
			SalariesAndWages,,,"1,146,000",,"733,000",,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"65,025,000","25,775,000","18,622,000","12,299,000","8,329,000","8,002,000","7,640,000","3,741,000","1,799,000","2,035,000","1,732,000","1,522,000","1,631,000","1,529,000","1,379,000","1,306,000","1,366,000","1,487,000","1,402,000","1,205,000","1,140,000","1,486,000","1,115,000","1,147,000","457,000","1,889,000","1,957,000","216,000"
		SellingAndMarketingExpense,"27,371,000","7,940,000","8,200,000","6,012,000","5,219,000","5,008,000","5,081,000","5,014,000","3,260,000","1,597,000","1,635,000","1,687,000","1,304,000","1,272,000","1,128,000","1,115,000","1,279,000","1,130,000","1,080,000","1,383,000","851,000","891,000","798,000","893,000","477,000","301,000","1,913,000","280,000"
	ResearchAndDevelopment,"24,786,000","5,989,000","7,464,000","6,021,000","5,312,000","5,422,000","4,576,000","3,177,000","1,849,000","1,978,000","1,795,000","1,744,000","1,574,000","1,424,000","1,426,000","1,438,000","1,212,000","1,458,000","1,324,000","1,128,000","920,000","851,000","819,000","1,523,000","656,000","561,000","3,649,000","311,000"
	DepreciationAmortizationDepletionIncomeStatement,"2,614,000","906,000","911,000","797,000",,,,,,,,,,,,,,,,,,,,,,,,
