name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996
OperatingCashFlow,"48,881,000","25,154,000","5,785,000","25,338,000","-7,396,000","26,942,000","25,005,000","37,427,000","9,516,000","36,543,000","32,372,000","40,040,000","-2,160,000","25,703,000","26,207,000","19,471,000","8,118,000","18,418,000","16,460,000","20,343,000","14,440,000","11,930,000","22,871,000","18,444,000","7,205,000","19,743,000","28,785,000","915,000","3,202,000","8,404,000","17,111,000","6,268,000","6,471,000","11,549,000","16,249,000","3,617,000","-1,908,000","16,091,000","18,713,000","11,463,000","-3,889,000","10,124,000","9,045,000","3,511,000","907,000","20,289,000","-9,158,000","-778,000","-7,073,000","12,725,000","-6,799,000","19,070,000","4,871,000","18,930,000","12,272,000","19,198,000","9,831,000","21,605,000","14,101,000","14,223,000","9,661,000","18,265,000","12,269,000","10,172,000","4,789,000","9,365,000","14,562,000","13,953,000","10,637,000","8,963,000","11,449,000","-3,740,000","1,132,000","8,720,000","-6,916,000","17,586,000","6,979,000","17,165,000","-3,641,000","6,819,000","-5,660,000","1,909,000","-7,944,000","56,754,000","-1,251,000","27,706,000","-5,449,000","9,275,000","-3,842,000","16,621,000","400,000","16,400,000","3,300,000","48,200,000","7,100,000","13,800,000","-11,600,000","16,200,000","8,000,000","7,600,000","8,400,000","10,600,000","7,900,000","3,400,000","7,000,000"
	CashFlowFromContinuingOperatingActivities,"48,881,000","25,154,000","5,785,000","25,338,000","-7,396,000","26,942,000","25,005,000","37,427,000","9,516,000","36,543,000","32,372,000","40,040,000","-2,160,000","25,703,000","26,207,000","19,471,000","8,118,000","18,418,000","16,460,000","20,343,000","14,440,000","11,930,000","22,871,000","18,444,000","7,205,000","19,743,000","28,785,000","915,000","3,202,000","8,404,000","17,111,000","6,268,000","6,471,000","11,549,000","16,249,000","3,617,000","-1,908,000","16,091,000","18,713,000","11,463,000","-3,889,000","10,124,000","9,045,000","3,511,000","907,000","20,289,000","-9,158,000","-778,000","-7,073,000","12,725,000","-6,799,000","19,070,000","4,871,000","21,295,000","12,455,000","17,228,000","12,049,000","21,605,000","14,101,000","14,223,000","9,661,000","18,265,000","12,269,000","10,172,000","4,789,000","10,008,000","14,347,000","13,739,000","10,423,000","8,748,000","11,235,000","-3,954,000","1,132,000","8,720,000","-6,916,000","17,586,000","6,979,000","17,165,000","-3,641,000","6,797,000","-6,142,000","2,238,000","-7,944,000","56,754,000","-1,251,000","27,706,000","-5,449,000","9,275,000","-3,842,000","16,621,000","400,000","16,400,000","3,300,000","48,200,000","7,100,000","13,800,000","-11,600,000","16,200,000","8,000,000","7,600,000","8,400,000","10,600,000","7,900,000","3,400,000","7,000,000"
		NetIncomeFromContinuingOperations,"29,660,000","11,826,000","9,894,000","15,203,000","-7,263,000","9,585,000","6,594,000","-4,104,000","-2,969,000","9,244,000","15,250,000","16,599,000","18,579,000","19,741,000","-782,000","15,912,000","7,706,000","8,466,000","-10,565,000","12,508,000","11,656,000","-4,738,000","505,000","6,816,000","6,401,000","5,889,000","7,227,000","-448,000","6,911,000","1,997,000","7,861,000","10,599,000","6,733,000","9,615,000","6,664,000","7,122,000","7,020,000","52,029,000","26,267,000",,,"-643,000","0",,,"2,408,000","-39,767,000","1,735,000","-722,000","195,000","-2,477,000","-2,731,000","-2,531,000","-100,222,000","3,813,000","8,541,000","11,766,000","8,242,000","9,855,000","9,314,000","9,381,000","10,934,000","8,918,000","8,096,000","5,433,000","47,745,000","1,198,000","3,049,000","7,108,000","8,134,000","2,191,000","2,380,000","3,362,000","-1,511,000","705,000","1,500,000","499,000","-8,052,000","-2,473,000","1,015,000","3,499,000","67,000","-92,000","-1,332,000","-4,661,000","3,589,000","1,296,000","4,388,000","5,946,000","6,880,000","3,300,000","500,000","6,400,000","10,500,000","5,700,000","5,100,000","6,100,000","7,900,000","5,400,000","5,700,000","4,400,000","4,900,000","3,300,000","5,200,000","5,000,000"
		OperatingGainsLosses,"614,000","697,000","82,000","226,000","-391,000","-227,000","-818,000","13,623,000","2,228,000","39,000","-156,000","-171,000","-99,000","-893,000","26,801,000","-26,000","-16,000","57,000","-8,000",,,"8,746,000","1,825,000","-22,000","-93,000","413,000","-4,000","-225,000","-150,000","-664,000","-883,000","-294,000","-56,000","-703,000","-86,000","-1,196,000","-347,000","-396,000","-178,000","-170,000","-83,000","-49,000","-2,536,000","-117,000","-106,000","2,046,000","-140,000","-791,000","-60,000",,"-1,906,000","-39,000","-49,000","-349,000","3,292,000","-601,000","-48,000","-1,407,000","1,144,000","-8,000","-325,000","-1,132,000","-7,355,000","2,983,000","-373,000","432,000","3,778,000","1,566,000","-706,000","-5,198,000","281,000","286,000","369,000","-3,047,000","-654,000","-304,000","-2,786,000","580,000","2,999,000","662,000","-2,182,000","3,835,000","369,000","327,000","403,000","209,000","312,000","293,000","334,000","123,000","300,000","100,000","300,000","-800,000","200,000","400,000","800,000",,"800,000","400,000","-100,000","-200,000","300,000","100,000","100,000"
			GainLossOnSaleOfBusiness,"0",,,,,"0","0","0","0","0","0","7,000","169,000","-978,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,"-375,000","0","0",,,"0","0",,,,,"-178,000","-268,000","85,000","151,000","-26,000","-16,000","57,000","-8,000","-2,000","0","130,000","-1,000","-22,000","-93,000","413,000","-4,000","-225,000","-150,000","-664,000","-883,000","-294,000","-56,000","-703,000","-86,000","-1,196,000","-347,000","-396,000","-178,000",,"-83,000",,"-1,686,000","-117,000","-106,000",,"-140,000","-791,000","-60,000",,"-1,906,000","-39,000","-49,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"989,000","697,000","82,000","601,000","-391,000","-332,000","-705,000","-63,000","-494,000","39,000","-156,000","-178,000","-268,000","85,000","151,000","-26,000","-16,000","57,000","-8,000",,,"-106,000","1,825,000","-22,000","-93,000","413,000","-4,000","-225,000","-150,000","-664,000","-883,000","-294,000","-56,000","-703,000","-86,000","-1,196,000","-347,000","-396,000",,,"-83,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PensionAndEmployeeBenefitExpense,"0","0","0","0","0","105,000","-113,000","16,324,000","2,722,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"41,924,000","10,679,000","10,276,000","10,502,000","10,467,000","6,950,000","6,993,000","7,129,000","7,081,000","7,135,000","7,244,000","7,344,000","7,403,000","7,912,000","7,901,000","8,030,000","8,832,000","9,263,000","9,118,000","9,095,000","8,660,000","7,467,000","5,767,000","5,927,000","6,001,000","6,659,000","5,351,000","4,549,000","3,972,000","3,957,000","3,288,000","3,609,000","3,708,000","3,814,000","3,242,000","3,332,000","2,992,000","2,999,000","2,895,000","3,111,000","3,110,000","3,253,000","2,898,000","2,737,000","2,974,000","2,793,000","2,601,000","2,767,000","2,889,000","3,259,000","2,785,000","3,239,000","3,207,000","3,644,000","3,009,000","2,207,000","2,305,000","2,606,000","2,245,000","2,575,000","2,372,000","2,201,000","2,335,000","2,271,000","3,085,000","2,526,000","3,381,000","3,562,000","2,652,000","3,545,000","2,549,000","2,327,000","2,325,000","8,760,000","2,604,000","2,640,000","2,735,000","6,333,000","2,768,000","2,836,000","2,866,000","814,000","7,123,000","7,278,000","7,247,000","6,930,000","7,127,000","7,050,000","7,140,000","6,836,000","7,300,000","7,200,000","7,200,000","7,500,000","6,600,000","6,600,000","6,600,000","4,900,000","4,700,000","4,700,000","4,800,000","4,500,000","3,500,000","1,700,000","1,600,000"
			DepreciationAndAmortization,"41,924,000","10,679,000","10,276,000","10,502,000","10,467,000","6,950,000","6,993,000","7,129,000","7,081,000","7,135,000","7,244,000","7,344,000","7,403,000","7,912,000","7,901,000","8,030,000","8,832,000","9,263,000","9,118,000","9,095,000","8,660,000","7,467,000","5,767,000","5,927,000","6,001,000","6,659,000","5,351,000","4,549,000","3,972,000","3,957,000","3,288,000","3,609,000","3,708,000","3,814,000","3,242,000","3,332,000","2,992,000","2,999,000","2,895,000","3,111,000","3,110,000","3,253,000","2,898,000","2,737,000","2,974,000","2,793,000","2,601,000","2,767,000","2,889,000","3,259,000","2,785,000","3,239,000","3,207,000","3,644,000","3,009,000","2,207,000","2,305,000","2,606,000","2,245,000","2,575,000","2,372,000","2,201,000","2,335,000","2,271,000","3,085,000","2,526,000","3,381,000","3,562,000","2,652,000","3,545,000","2,549,000","2,327,000","2,325,000","8,760,000","2,604,000","2,640,000","2,735,000","6,333,000","2,768,000","2,836,000","2,866,000","814,000","7,123,000","7,278,000","7,247,000","6,930,000","7,127,000","7,050,000","7,140,000","6,836,000","7,300,000","7,200,000","7,200,000","7,500,000","6,600,000","6,600,000","6,600,000","4,900,000","4,700,000","4,700,000","4,800,000","4,500,000","3,500,000","1,700,000","1,600,000"
