name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016
TotalAssets,"2,310,628,000","2,571,193,000","2,498,664,000","2,449,291,000","2,491,345,000","2,603,492,000","2,621,139,000","2,610,018,000","2,604,341,000","2,645,554,000","2,727,462,000","2,589,822,000","1,995,944,174","1,791,014,099","1,564,846,084","1,233,185,960","1,061,124,236","988,251,310","528,789,661","613,417,685","367,716,059","176,855,085"
	CurrentAssets,,,,,,,,,,,"215,110,000","157,055,000","158,430,321","59,189,109",,"158,904,126","140,207,654","150,726,728","44,579,449","194,363,682","171,857,233",
		CashCashEquivalentsAndShortTermInvestments,,,,,,,,,,,"71,629,000","100,957,000","80,619,139","15,283,990",,"140,990,088","122,740,886","140,918,144","38,542,126","20,393,502","168,152,720",
			CashAndCashEquivalents,"80,807,000","117,422,000","35,106,000","31,576,000","37,661,000","54,676,000","45,029,000","76,669,000","55,760,000","37,341,000","71,629,000","100,957,000","80,619,139","15,283,990","152,735,969","140,990,088","122,740,886","140,918,144","38,542,126","20,393,502","168,152,720","66,732,154"
				CashFinancial,"80,807,000","117,422,000","35,106,000","31,576,000","37,661,000","54,676,000","45,029,000","76,669,000","55,760,000","37,341,000","71,629,000","100,957,000","80,619,139","15,283,990","152,735,969","140,990,088","122,740,886","140,918,144","38,542,126","20,393,502","168,152,720","66,732,154"
				CashEquivalents,,,,,,,,,,,"992,000","599,000","1,478,627","591,113",,"15,204,499","2,315,865","1,411,855","728,717","48,811","9,601,005",
		Receivables,"31,476,000","68,000,000","39,210,000","35,789,000","35,962,000","29,237,000","30,438,000","22,896,000","28,156,000","45,437,000","47,707,000","25,837,000","57,359,484","16,593,030","10,664,947","13,004,759","9,593,033","5,386,616","1,817,323","171,950,180","3,704,513","616,579"
			AccruedInterestReceivable,,,,,,,,,,,"18,600,000","13,529,000","7,973,786","6,250,621",,"3,936,470","3,052,319","2,888,847","1,795,921","1,440,015","616,984",
			OtherReceivables,,,,,,,,,,,"29,107,000","12,308,000","49,385,698","10,342,409",,"9,068,289","6,540,714","2,497,769","21,402","170,510,165","3,087,529",
		PrepaidAssets,"15,000","193,000","376,000","558,000",,,,,,"0","0","0","0","1,517","3,033","48,535","93,160","137,785","2,078","46,703","91,328","139,875"
		RestrictedCash,,,,,,,,,,,"86,402,000","27,946,000","14,009,400","17,986,541",,,,,,,,
		HedgingAssetsCurrent,,,,,,,,,,,"9,308,000","331,000","6,038,508","9,321,758",,"4,089,279",,"4,421,968",,,,
