name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014
		DeferredTax,,,,,,,,,,,,,,,"0",,,,"-164,000","7,000","-18,000","-21,000","0","-10,000","-19,000","-80,656,000","1,251,000","-18,000","-23,000","-15,000","-77,000","-48,000"
			DeferredIncomeTax,,,,,,,,,,,,,,,"0",,,,"-164,000","7,000","-18,000","-21,000","0","-10,000","-19,000","-80,656,000","1,251,000","-18,000","-23,000","-15,000","-77,000","-48,000"
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,"879,000","452,000","415,000","398,000","399,000","398,000","398,000","398,000",,,,"0",,
		StockBasedCompensation,"4,077,000","1,500,000","856,000","845,000","876,000","1,371,000","880,000","868,000","797,000","831,000","810,000","803,000","775,000","1,214,000","1,096,000","764,000","923,000","1,184,000","756,000","722,000","704,000","494,000","392,000","416,000","420,000","322,000","5,000","11,000","39,000","46,000","60,000","47,000"
		OtherNonCashItems,"3,221,000","998,000","596,000","615,000","1,012,000","1,049,000","969,000","-3,212,000","736,000","697,000","669,000","512,000","514,000","513,000","466,000","458,000","455,000","455,000","879,000","452,000","415,000","398,000","399,000","398,000","398,000","398,000","5,000","11,000","39,000","46,000","60,000",
		ChangeInWorkingCapital,"-4,762,000","320,000","-5,325,000","3,670,000","-3,427,000","1,002,000","-3,857,000","4,146,000","-7,594,000","-10,803,000","-3,875,000","873,000","-4,606,000","7,220,000","-11,009,000","250,000","-4,109,000","-1,365,000","-3,577,000","-1,061,000","-1,433,000","-2,924,000","-2,477,000","-2,443,000","-3,965,000","-3,438,000","10,866,000","154,000","138,000","-508,000","242,000","81,000"
			ChangeInReceivables,,,,,"-1,785,000","-2,011,000","-2,069,000","-2,249,000","-2,109,000","-2,161,000","-2,199,000","-2,413,000","-2,236,000","-2,359,000","-2,431,000","-2,294,000","-2,280,000","-2,283,000",,,,,,,,,,,,,,
			ChangeInInventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,"102,000",,,"86,000","-74,000"
			ChangeInPrepaidAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,000",,,"-9,000","5,000"
			ChangeInPayablesAndAccruedExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55,000",,,"197,000","121,000"
				ChangeInPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"69,000",,,"162,000","117,000"
					ChangeInTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"90,000",,,"92,000","97,000"
						ChangeInIncomeTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"90,000",,,"92,000","97,000"
					ChangeInAccountPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-21,000",,,"70,000","20,000"
				ChangeInAccruedExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-14,000",,,"35,000","4,000"
			ChangeInOtherCurrentAssets,"-7,214,000","-1,642,000","-1,808,000","-1,979,000","-1,785,000","-2,011,000","-2,069,000","-2,249,000","-2,109,000","-2,161,000","-2,199,000","-2,413,000","-2,236,000","-2,359,000","-2,431,000","-2,294,000","-2,280,000","-2,283,000",,,"10,000","52,000",,,,"381,000",,,,"0",,
			ChangeInOtherCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-28,000",,,"-7,000","19,000"
			ChangeInOtherWorkingCapital,"2,452,000","1,962,000","-3,517,000","5,649,000","-1,642,000","3,013,000","-1,788,000","6,395,000","-5,485,000","-8,642,000","-1,676,000","3,286,000","-2,370,000","9,579,000","-8,578,000","2,544,000","-1,829,000","918,000","5,959,000","-999,000","-1,443,000","-2,976,000","-2,477,000","-2,443,000","-3,584,000","-3,819,000","10,677,000","21,000","460,000","-508,000","-25,000","10,000"
InvestingCashFlow,"-275,295,000","-43,271,000","-73,007,000","-110,376,000","-48,641,000","-32,893,000","-106,667,000","-51,416,000","-33,767,000","-37,223,000","-125,935,000","-17,025,000","-44,134,000","-20,259,000","-46,402,000","-178,247,000","-1,297,000","-21,100,000","-21,900,000","-4,285,000","-47,412,000","-11,722,000","-35,580,000","-23,718,000","-19,000","-5,000","-459,000","-47,000","-5,000","-45,000","-9,000","-31,000"
	CashFlowFromContinuingInvestingActivities,"-275,295,000","-43,271,000","-73,007,000","-110,376,000","-48,641,000","-32,893,000","-106,667,000","-51,416,000","-33,767,000","-37,223,000","-125,935,000","-17,025,000","-44,134,000","-20,259,000","-46,402,000","-178,247,000","-1,297,000","-21,100,000","-21,900,000","-4,285,000","-47,412,000","-11,722,000","-35,580,000","-23,718,000","-19,000","-5,000","-459,000","-47,000","-5,000","-45,000","-9,000","-31,000"
		NetPPEPurchaseAndSale,,,,,,,,,,,,,,,,,"-1,225,000","-21,050,000","4,911,000","-620,000","-47,290,000","-11,722,000","47,833,000","-23,718,000","-19,000","-5,000","-459,000","-47,000","-5,000","-45,000","-9,000","-31,000"
			PurchaseOfPPE,,,,,,,,,,,,,,,,,"-16,939,000","-21,050,000","-24,746,000","-6,353,000","-52,291,000","-11,722,000","-59,521,000","-23,718,000","-19,000","-5,000","-459,000","-47,000","-5,000","-45,000","-9,000","-31,000"
			SaleOfPPE,,,,,,,,,,,,,,,,,,,"4,911,000","5,733,000",,,,,,,,,,,,
		NetInvestmentPropertiesPurchaseAndSale,"-275,295,000","-43,271,000","-73,007,000","-110,376,000","-48,641,000","-32,893,000","-106,667,000","-51,416,000","-33,767,000","-37,223,000","-125,935,000","-17,025,000","-44,134,000","-20,259,000","-46,402,000","-178,247,000","-1,297,000","-21,100,000","-20,025,000","-1,255,000","-47,412,000","-11,722,000","-35,580,000","-23,718,000","-19,000","-5,000",,,,"-45,000",,
			PurchaseOfInvestmentProperties,"-275,424,000","-43,271,000","-73,136,000","-110,376,000","-48,641,000","-36,236,000","-107,067,000","-51,503,000","-34,740,000","-37,223,000","-125,935,000","-17,025,000","-44,134,000","-20,259,000","-51,827,000","-178,247,000","-17,011,000","-21,100,000","-24,936,000","-6,988,000","-52,413,000","-11,722,000","-59,671,000","-23,718,000","-19,000","-5,000",,,,"-45,000",,
			SaleOfInvestmentProperties,"129,000","0","129,000","0","0","3,343,000","400,000","87,000",,,"0","0",,,"5,425,000","0",,,"4,911,000","5,733,000",,,,,,,,,,,,
		NetOtherInvestingChanges,,,,,,,,,,,,,,,,,,,"-1,875,000","-3,665,000","-122,000","0","23,941,000","0","0","0","0","0","0","0","0",
FinancingCashFlow,"196,546,000","60,272,000","43,129,000","55,920,000","37,225,000","1,463,000","73,934,000","35,325,000","-71,179,000","105,516,000","77,852,000","-19,725,000","-18,727,000","-24,879,000","97,686,000","91,660,000","17,643,000","-16,955,000","-15,265,000","-15,123,000","90,425,000","-15,840,000","24,047,000","-14,508,000","-14,510,000","-78,076,000","77,677,000","-444,000","-468,000","164,000","-378,000","-286,000"
	CashFlowFromContinuingFinancingActivities,"196,546,000","60,272,000","43,129,000","55,920,000","37,225,000","1,463,000","73,934,000","35,325,000","-71,179,000","105,516,000","77,852,000","-19,725,000","-18,727,000","-24,879,000","97,686,000","91,660,000","17,643,000","-16,955,000","-15,265,000","-15,123,000","90,425,000","-15,840,000","24,047,000","-14,508,000","-14,510,000","-78,076,000","77,677,000","-444,000","-468,000","164,000","-378,000","-286,000"
		NetIssuancePaymentsOfDebt,"191,000,000","89,000,000","-17,000,000","53,000,000","66,000,000","24,000,000","10,000,000","-4,500,000","-48,500,000","126,000,000",,,,,"100,000,000",,,"0","0","0","80,000,000","-2,305,000",,,,,,,,,,
			NetLongTermDebtIssuance,"251,000,000","125,000,000","26,000,000","0",,,"10,000,000","-4,500,000","-48,500,000","126,000,000",,,,,"100,000,000",,,"0","0","0","80,000,000","-2,305,000",,,,,,,,,,
				LongTermDebtIssuance,"415,500,000","125,000,000","190,500,000","0",,,"18,000,000","28,000,000","129,500,000","126,000,000",,,,,"125,000,000",,,,"0","0",,,,,,,,,,,,
				LongTermDebtPayments,,,,,,,"-8,000,000","-32,500,000",,,,,,,"-25,000,000",,,"0","0","0","-81,000,000","-2,305,000",,,,,,,,,,
			NetShortTermDebtIssuance,,"-36,000,000",,"53,000,000","-34,000,000","24,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,
				ShortTermDebtIssuance,,"28,000,000",,"77,000,000","25,500,000","46,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,
				ShortTermDebtPayments,,"-64,000,000",,"-24,000,000","-59,500,000","-22,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		NetCommonStockIssuance,"111,847,000","0","84,707,000","27,140,000","0","4,659,000","86,147,000","61,311,000","0","4,288,000","45,581,000","0","992,000","660,000","18,197,000","109,052,000","34,609,000","0","3,358,000","-84,000","27,887,000","984,000",,,,,,,,,,
			CommonStockIssuance,"111,847,000","0","84,707,000","27,140,000","0","4,659,000","86,147,000","61,311,000","0","4,288,000","45,581,000","0","992,000","660,000","18,197,000","109,052,000","34,609,000","0","3,358,000","-84,000","27,887,000","984,000",,,,,,,,,,
			CommonStockPayments,,,,,,,,,,,"0","0","-9,000","-2,693,000",,,,,,,,,,,,,,,,,,
		CashDividendsPaid,"-99,467,000","-26,655,000","-24,508,000","-24,157,000","-24,147,000","-24,091,000","-22,162,000","-21,421,000","-21,417,000","-21,328,000","-19,641,000","-19,641,000","-19,626,000","-19,580,000","-18,519,000","-17,278,000","-16,854,000","-16,843,000","-14,820,000","-14,821,000","-14,535,000","-14,519,000","-14,510,000","-14,508,000","-14,510,000","-78,076,000",,,,"0",,
			CommonStockDividendPaid,,,,,,"-24,091,000","-22,162,000","-21,421,000","-21,417,000","-21,328,000","-19,641,000","-19,641,000","-19,626,000","-19,580,000","-18,519,000","-17,278,000","-16,854,000","-16,843,000","-14,820,000","-14,821,000","-14,535,000","0","-14,510,000","-14,508,000","-14,510,000","-78,076,000",,,,"0",,
		NetOtherFinancingCharges,"-6,834,000","-2,073,000","-70,000","-63,000","-4,628,000","-3,105,000","-51,000","-65,000","-1,262,000","-3,444,000","-88,000","-84,000","-93,000","-5,959,000","-1,992,000","-114,000","-112,000","-112,000","-3,803,000","-218,000","-3,911,000","984,000","38,557,000","0","0","0","-322,323,000","-444,000","-468,000","164,000","-378,000","-286,000"
EndCashPosition,"58,109,000","58,109,000","6,300,000","7,809,000","27,096,000","11,483,000","11,064,000","17,735,000","5,098,000","90,491,000","5,083,000","29,789,000","39,289,000","81,013,000","93,242,000","26,890,000","88,649,000","53,066,000","64,466,000","82,865,000","81,328,000","18,070,000","26,643,000","18,870,000","38,732,000","36,088,000","98,073,000","7,000","7,000","7,000","7,000","7,000"
	ChangesInCash,"46,626,000","51,809,000","-1,509,000","-19,287,000","15,613,000","419,000","-6,671,000","12,637,000","-85,393,000","85,408,000","-24,706,000","-9,500,000","-41,724,000","-12,229,000","66,352,000","-61,759,000","35,583,000","-16,305,000","-18,399,000","1,537,000","63,258,000","-8,573,000","7,773,000","-19,862,000","2,644,000","-61,985,000","98,066,000","0","0","0","0",
	BeginningCashPosition,"11,483,000","6,300,000","7,809,000","27,096,000","11,483,000","11,064,000","17,735,000","5,098,000","90,491,000","5,083,000","29,789,000","39,289,000","81,013,000","93,242,000","26,890,000","88,649,000","53,066,000","69,371,000","82,865,000","81,328,000","18,070,000","26,643,000","18,870,000","38,732,000","36,088,000","98,073,000","7,000","7,000","7,000","7,000","7,000","7,000"
IncomeTaxPaidSupplementalData,"298,000","9,000","23,000","182,000","84,000","25,000","65,000","298,000","162,000","72,000","41,000","161,000","190,000","197,000","-145,000","205,000","258,000","152,000","39,000","189,000","134,000","199,000","-201,000","74,000","73,000","2,222,000",,,,"0",,
InterestPaidSupplementalData,"22,179,000","1,641,000","10,453,000","1,655,000","8,430,000","2,207,000","9,366,000","1,850,000","8,275,000","3,736,000","11,873,000","6,159,000","4,041,000","3,875,000","981,000","4,291,000","6,036,000","2,872,000","3,157,000","3,221,000","3,783,000","3,941,000","6,939,000","-2,000","3,237,000","3,319,000",,,,"0",,
CapitalExpenditure,,,,,,,,,,,,,,,,,"-16,939,000","-21,050,000","-24,746,000","-6,353,000","-52,291,000","-11,722,000","-59,521,000","-23,718,000","-19,000","-5,000","-459,000","-47,000","-5,000","-45,000","-9,000","-31,000"
IssuanceOfCapitalStock,"111,847,000","0","84,707,000","27,140,000","0","4,659,000","86,147,000","61,311,000","0","4,288,000","45,581,000","0","992,000","660,000","18,197,000","109,052,000","34,609,000","0","3,358,000","-84,000","27,887,000","984,000",,,,,,,,,,
IssuanceOfDebt,"397,500,000","153,000,000","42,000,000","77,000,000","125,500,000","46,000,000","18,000,000","28,000,000","129,500,000","126,000,000",,,,,"125,000,000",,,,"0","0",,,,,,,,,,,,
RepaymentOfDebt,"-206,500,000","-64,000,000","-59,000,000","-24,000,000","-59,500,000","-22,000,000","-8,000,000","-32,500,000",,,,,,,"-25,000,000",,,"0","0","0","-81,000,000","-2,305,000",,,,,,,,,,
RepurchaseOfCapitalStock,,,,,,,,,,,"0","0","-9,000","-2,693,000",,,,,,,,,,,,,,,,,,
FreeCashFlow,"125,375,000","34,808,000","28,369,000","35,169,000","27,029,000","31,849,000","26,062,000","28,728,000","19,553,000","17,115,000","23,377,000","27,250,000","21,137,000","32,909,000","15,067,000","24,828,000","19,237,000","21,750,000","18,766,000","20,945,000","20,245,000","18,989,000","19,306,000","18,364,000","17,173,000","16,096,000","20,945,000","444,000","423,000","-119,000","378,000","286,000"
