name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017
TotalAssets,"1,643,350,000","1,464,211,000","1,344,607,000","1,347,078,000","1,379,991,000","1,393,936,000","1,391,013,000","1,397,189,000","1,439,174,000","1,344,264,000","1,349,582,000","1,290,478,000","1,400,001,000","1,395,040,000","1,100,118,000","1,029,783,000","1,301,610,000","993,315,000","1,120,625,000","1,010,361,000","865,945,000"
	CurrentAssets,"839,610,000","627,201,000","479,230,000","452,060,000","477,126,000","467,483,000","502,018,000","519,320,000","564,531,000","444,046,000","462,858,000","400,776,000","466,006,000","469,169,000","367,551,000","293,004,000","575,097,000","268,869,000","452,836,000","362,514,000","219,556,000"
		CashCashEquivalentsAndShortTermInvestments,"442,553,000","404,344,000","276,900,000","275,381,000","230,451,000","220,420,000","224,917,000","229,165,000","265,243,000","208,058,000","232,844,000","133,568,000","172,413,000","223,078,000","147,656,000","72,588,000","339,525,000","52,971,000","251,554,000","173,293,000","30,956,000"
			CashAndCashEquivalents,"434,047,000","395,839,000","268,395,000","266,876,000","221,947,000","211,916,000","216,413,000","220,663,000","256,743,000","193,383,000","208,673,000","119,318,000","154,912,000","205,577,000","130,155,000","55,087,000","322,024,000","35,470,000","234,053,000","155,792,000","13,455,000"
			OtherShortTermInvestments,"8,506,000","8,505,000","8,505,000","8,505,000","8,504,000","8,504,000","8,504,000","8,502,000","8,500,000","14,675,000","24,171,000","14,250,000","17,501,000","17,501,000","17,501,000","17,501,000","17,501,000","17,501,000","17,501,000","17,501,000","17,501,000"
		Receivables,"260,477,000","130,141,000","73,270,000","65,158,000","76,120,000","88,440,000","81,417,000","101,283,000","155,800,000","114,243,000","120,181,000","171,489,000","204,038,000","161,440,000","125,104,000","140,220,000","165,267,000","132,228,000","148,422,000","97,251,000","102,322,000"
			AccountsReceivable,"260,477,000","122,150,000","73,270,000","65,158,000","76,120,000","83,298,000","81,417,000","77,009,000","131,526,000","99,471,000","109,245,000","160,834,000","182,728,000","138,399,000","113,750,000","129,946,000","152,325,000","117,746,000","128,541,000","92,551,000","96,180,000"
			TaxesReceivable,,,,,,"0","0","24,274,000","24,274,000","12,925,000","10,936,000","10,655,000","21,310,000","21,607,000",,,,,,,
			OtherReceivables,,"7,991,000",,,,"5,142,000",,,,"1,847,000",,,,"1,434,000","11,354,000","10,274,000","12,942,000","14,482,000","19,881,000","4,700,000","6,142,000"
		Inventory,"110,534,000","59,619,000","94,026,000","76,964,000","135,696,000","118,713,000","155,667,000","153,905,000","117,563,000","97,901,000","81,918,000","69,234,000","70,356,000","56,719,000","66,771,000","59,446,000","51,282,000","54,294,000","33,902,000","75,286,000","72,101,000"
			RawMaterials,"110,534,000","59,619,000","94,026,000","76,964,000","135,696,000","118,713,000","155,667,000","153,905,000","117,563,000","97,901,000","81,918,000","69,234,000","70,356,000","56,719,000","66,771,000","59,446,000","51,282,000","54,294,000","33,902,000","75,286,000","72,101,000"
			FinishedGoods,,,"53,161,000","38,168,000","102,058,000","86,272,000","126,169,000","123,243,000","87,684,000","69,064,000","55,561,000","43,907,000","43,444,000","32,854,000","43,991,000","37,221,000","28,723,000","32,422,000","12,691,000","52,738,000","50,499,000"
		PrepaidAssets,"26,045,000","2,332,000","35,034,000","34,557,000","34,859,000","10,769,000","40,017,000","34,967,000","25,925,000","3,976,000","27,915,000","26,485,000","19,199,000","5,362,000","28,020,000","20,750,000","19,023,000","5,998,000","18,958,000","16,684,000","14,177,000"
		CurrentDeferredAssets,,"20,901,000",,,,"22,972,000",,,,"15,621,000",,,,"20,053,000",,,,"19,600,000",,,
		HedgingAssetsCurrent,,"4,043,000",,,,,,,,,,,,"0",,,,"1,664,000",,,
		OtherCurrentAssets,"1,000","5,821,000",,,,"6,169,000",,,,"4,247,000",,,,"2,517,000",,,,"2,114,000",,,
	TotalNonCurrentAssets,"803,740,000","837,010,000","865,377,000","895,018,000","902,865,000","926,453,000","888,995,000","877,869,000","874,643,000","900,218,000","886,724,000","889,702,000","933,995,000","925,871,000","732,567,000","736,779,000","726,513,000","724,446,000","667,789,000","647,847,000","646,389,000"
		NetPPE,"697,394,000","696,592,000","701,644,000","725,707,000","739,127,000","737,963,000","710,285,000","707,075,000","706,054,000","716,330,000","702,599,000","697,511,000","696,214,000","660,742,000","672,471,000","676,205,000","667,405,000","666,749,000","646,395,000","629,669,000","629,656,000"
			GrossPPE,,"1,240,866,000",,,,"1,159,902,000","710,285,000",,,"1,023,969,000","702,599,000","697,511,000","696,214,000","868,985,000","672,471,000","676,205,000","667,405,000","792,698,000","646,395,000","629,669,000","629,656,000"
				Properties,,,,,,,,,,,"112,375,000","114,951,000","117,552,000","147,794,000","122,878,000","125,000,000","127,254,000","144,512,000","132,329,000","134,597,000","137,392,000"
				LandAndImprovements,,"90,630,000",,,,"89,910,000",,,,"90,293,000",,,,"90,222,000",,,,"84,326,000",,,
				BuildingsAndImprovements,,"83,649,000",,,,"77,556,000",,,,"74,342,000",,,,"71,561,000",,,,"82,836,000",,,
				MachineryFurnitureEquipment,,"742,890,000",,,,"679,393,000",,,,"614,687,000",,,,"512,594,000",,,,"441,353,000",,,
				OtherProperties,,"93,367,000",,,,"56,528,000",,,,"44,996,000",,,,,,,,,,,"492,264,000"
