name,ttm,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996,05/31/1996,02/29/1996,11/30/1995,08/31/1995,05/31/1995,02/28/1995,11/30/1994,08/31/1994,05/31/1994,02/28/1994,11/30/1993,08/31/1993,05/31/1993,02/28/1993,11/30/1992,08/31/1992,05/31/1992,02/29/1992,11/30/1991,08/31/1991,05/31/1991,02/28/1991,11/30/1990,08/31/1990,05/31/1990,02/28/1990,11/30/1989,08/31/1989,05/31/1989,02/28/1989,11/30/1988,08/31/1988,05/31/1988,02/29/1988,11/30/1987,08/31/1987
MarketCap,"10,412,043,894","15,837,080,000","23,155,870,000","20,016,320,000","27,374,760,000","33,461,920,000","30,943,498,256","21,718,260,000","14,123,360,000","12,312,292,518","23,761,728,714","32,121,453,270","31,578,327,410","35,321,100,000","39,912,160,000","41,961,840,000","43,043,000,000","44,281,080,000","47,907,560,000","47,129,520,000","50,095,080,000","46,386,680,000","40,619,700,000","37,323,660,000","34,894,000,000","35,566,300,000","36,209,800,000","39,009,160,000","38,300,940,000","36,023,727,862","34,168,821,984","34,297,569,544","29,409,072,385","31,076,742,449","30,815,820,000","28,007,517,122","27,972,546,504","25,652,500,000","27,721,750,000","30,000,160,000","26,946,360,000","24,998,110,000","23,595,910,000","25,796,400,000","25,829,460,000","30,737,520,000","33,794,640,000","32,634,900,000","24,601,020,000","28,585,470,000","28,372,440,000","25,207,610,000","22,961,250,000","20,029,478,345","15,393,720,000","16,485,000,000","29,129,160,000","31,533,268,459","30,960,833,610","35,742,511,917","36,114,829,749","40,073,862,793","36,883,700,934","38,898,060,000","33,412,824,367","32,300,158,554","41,784,075,559","46,262,010,000","39,715,419,038","42,584,500,000","43,762,759,290","42,584,383,300","36,764,002,908","34,184,010,939","35,517,347,028","28,080,837,057","27,571,553,441","23,189,348,524","13,482,681,467","16,459,076,280","14,355,789,279","17,831,970,082","16,001,876,698","15,267,281,239","18,290,331,565","16,506,907,292","19,494,371,894","13,260,444,242","11,751,525,188","16,395,853,104","17,784,962,955","27,044,366,231","27,389,430,892","25,129,042,844","27,274,205,038","20,519,840,034","17,174,213,941","20,148,103,801","17,509,073,939","16,058,959,386","12,958,496,636","11,287,371,572","10,470,522,313","9,008,829,132","8,047,158,128","8,510,332,610","8,011,836,089","7,347,982,174","6,146,869,703","6,570,791,751","6,712,099,101","6,110,037,032","6,267,420,122","6,601,287,000","6,830,239,613","6,793,690,108","4,760,540,236","4,816,567,228","5,326,185,250","4,549,475,250","3,691,275,000","4,024,817,620","4,604,093,250","3,251,264,368","2,530,746,996","3,199,077,500","2,384,322,500","1,805,405,250","2,374,942,824","3,114,455,685","2,373,726,685","2,673,874,624","3,298,067,500","2,422,998,000","2,221,081,500","1,901,407,297","1,968,829,798","1,650,356,750","1,754,207,374","1,212,507,000","2,273,477,569"
EnterpriseValue,"39,601,043,894","45,137,080,000","48,623,870,000","44,862,320,000","50,337,760,000","54,676,920,000","49,810,498,256","39,884,260,000","29,492,360,000","25,376,292,518","34,745,728,714","41,706,453,270","41,550,327,410","46,258,100,000","49,253,160,000","51,052,840,000","51,847,000,000","53,387,080,000","56,707,560,000","55,810,520,000","58,916,080,000","55,041,680,000","49,470,700,000","46,254,660,000","43,804,000,000","43,856,300,000","43,601,800,000","46,330,160,000","46,271,940,000","44,882,727,862","42,925,821,984","42,728,569,544","38,502,072,385","40,265,742,449","39,913,820,000","37,044,517,122","37,123,546,504","34,563,500,000","36,158,750,000","38,437,160,000","35,430,360,000","34,098,110,000","32,651,910,000","34,699,400,000","35,221,460,000","40,022,520,000","42,634,640,000","41,569,900,000","33,286,020,000","37,751,470,000","37,881,440,000","34,716,610,000","32,099,250,000","28,937,478,345","24,086,720,000","24,980,000,000","37,353,160,000","38,347,268,459","37,774,833,610","42,255,511,917","41,773,829,749","45,957,862,793","43,838,700,934","45,582,060,000","40,376,824,367","41,917,158,554","50,532,075,559","54,472,010,000","48,025,419,038","49,312,500,000","51,207,759,290","49,877,383,300","43,681,002,908","41,721,010,939","41,850,347,028","34,033,074,057","33,176,664,441","25,729,219,524","16,022,552,467","18,181,853,280","15,970,581,279","19,446,762,082","17,782,254,698","17,413,513,239","19,795,425,565","18,674,828,292","21,721,870,894","15,418,458,242","13,088,456,188","17,175,614,104","18,300,128,955","28,249,393,231","27,667,630,892","25,406,342,844","29,399,999,038","22,645,634,034","18,475,013,941","21,265,003,801","18,434,260,939","16,821,859,386","13,851,696,636","12,368,671,572","11,551,822,313","10,036,129,132","9,358,358,128","9,821,532,610","9,245,736,089","8,467,005,174","7,143,169,703","7,440,491,751","7,814,099,101","7,232,365,032","7,317,320,122","7,494,987,000","7,872,739,613","7,856,290,108","5,464,740,236","5,691,867,228","6,085,685,250","5,308,975,250","4,569,375,000","4,902,917,620","5,482,193,250","4,408,364,368","3,687,846,996","4,356,177,500","3,541,422,500","2,962,505,250","3,265,242,824","4,004,755,685","3,264,026,685","3,564,174,624","3,031,467,500","2,156,398,000","1,954,481,500","1,634,807,297","1,723,629,798","1,405,156,750","1,509,007,374","967,307,000","2,432,677,569"
PeRatio,"5.985",,,,,,,,,"5.83","7.745","10.176","10.396","11.687","13.009","13.488","15.686","17.063","18.638","17.837","18.578","15.938","15.04","15.916","16.54","20.059","21.221","28.072","26.755","27.577","27.667","24.533","26.865","30.326","28.532","25.43","18.699","17.421","21.419","23.15","18.951","17.729","14.776","13.719","13.482","16.307","17.488","16.725","12.992","17.009","16.054","14.299","11.842","8.683","6.745","7.317","12.779","13.814","13.569","15.295","15.046","17.823","16.527","17.686","15.752","15.469","19.714","20.181","18.76","21.245","22.564","23.665","21.397","25.213","26.729","20.109","21.892","17.769","13.277","17.531","15.39","19.122","17.272","16.525","18.292","18.451","21.649","14.18","11.939","16.146","17.151","26.581","27.416","26.115","31.786","24.643","16.837","29.846","26.402","26.898","22.033","19.487","18.077","18.281","17.226","18.217","17.47","16.352","20.813","28.182","32.313","32.039","68.27","75.403","80.625","84.43","74.777","68.25","75.5","64.5","53.571","58.419","69.681","52.557","55.938","59.375","42.683","33.974","45.193","68.015","55.079","54.514","61.25","51.429","44.595","38.176","41.786","34.028","35.764","27.273","51.137"
ForwardPeRatio,"33.333",,,"75.188","60.976",,,,,,"7.273","10.235","9.191","11.124","11.806","12.953","12.61","13.908","15.385","15.221","15.848","17.422","15.625","13.21","11.834","12.077","12.484","15.291","14.728","13.967","12.837","18.727","15.65","17.007","16.639","19.455","14.793","13.85","12.151","15.038","13.298","14.225","11.891","11.806","11.099","12.21","11.976","14.006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,,,,,"1.085","1.19","0.998","1.009","1.178","1.192","1.193","1.562","1.401","0.86","0.736","0.744","0.769","0.761","0.731","0.709","0.673","1.029","0.767","1.442","1.409","1.647","1.061","0.942","0.679","1.708","1.509","1.615","0.993","0.804","0.756","1.029","0.968","0.95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"1.711","4.489","11.966","28.821","169.066","31.261","3.706","1.386","0.681","0.518","1.112","1.527","1.555","1.865","2.172","2.31","2.413","2.508","2.77","2.776","3.025","2.856","2.55","2.413","2.306","2.341","2.378","2.508","2.429","2.279","2.155","2.171","1.888","2.012","1.994","1.826","1.832","1.675","1.812","1.958","1.742","1.58","1.49","1.659","1.685","2.057","2.327","2.298","1.796","2.177","2.197","1.957","1.786","1.441","1.09","1.173","2.154","2.406","2.364","2.826","2.919","3.356","3.166","3.405","2.996","2.94","3.874","4.108","3.824","4.25","4.451","4.511","4.003","4.326","4.751","3.97","4.369","4.002","2.99","3.842","3.316","4.12","3.615","3.374","4.157","3.98","5.013","3.623","3.29","4.608","5","7.807","7.933","7.853","8.829","6.845","7.812","8.111","14.453","13.38","10.869","4.94","4.583","8.226","7.583","8.019","3.952","7.345","3.143","3.488","3.647","3.383","3.641","4.002","4.22","4.364","3.087","3.279","3.614","3.087","2.514","2.793","3.278","1.874","2.185","2.319","1.673","1.298","1.798","2.505","2.02","2.33","3.135","3.012","3.273","3.171","3.308","2.762","2.945","2.149","4.184"
PbRatio,"1.261","1.536","1.907","1.347","1.531","1.688","1.473","1.113","0.678","0.491","0.904","1.219","1.256","1.457","1.633","1.702","1.798","1.816","1.978","1.95","2.181","2.047","1.798","1.63","1.531","1.572","1.523","1.602","1.647","1.544","1.409","1.364","1.208","1.271","1.255","1.155","1.203","1.091","1.159","1.254","1.114","1.086","0.998","1.082","1.044","1.289","1.442","1.417","1.089","1.335","1.288","1.144","1.065","1.046","0.806","0.811","1.462","1.597","1.568","1.79","1.832","2.157","2.011","2.136","1.869","1.889","2.432","2.726","2.324","2.652","2.732","2.702","2.403","2.41","2.575","2.07","2.122","3.077","1.789","2.257","2.1","2.609","2.403","2.316","2.794","2.727","3.28","2.259","2.037","2.819","2.952","4.56","4.896","4.914","6.364","4.788","4.184","5.479","4.857","4.595","4.012","3.584","3.325","3.067","3.066","3.243","3.343","3.134","2.691","3.138","3.394","3.168","3.329","3.811","4.081","4.175","2.982","3.399","3.846","3.285","3.152","3.437","3.931","3.138","2.443","3.088","2.301","1.743","2.659","3.487","2.658","2.994","4.384","3.221","2.952","2.527","3.098","2.597","2.76","1.908","10.941"
EnterprisesValueRevenueRatio,"6.761","18.799","29.959","34.858","92.194","1,115.856","1,915.788","1,208.614","951.366","34.292","7.254","8.723","6.361","9.561","10.538","11.457","8.884","12.253","13.4","13.104","10.683","13.952","13.05","11.755","8.594","11.837","11.942","12.485","9.476","12.502","12.157","11.489","7.783","11.083","11.134","10.127","7.855","9.935","10.064","10.743","7.564","9.638","9.116","9.386","6.964","11.056","12.47","11.076","7.521","11.816","12.24","10.829","7.755","9.816","8.41","7.565","7.759","11.352","11.984","13.526","9.668","15.848","16.309","16.221","10.34","15.746","20.533","21.22","13.322","19.576","21.372","22.247","13.461","18.493","21.137","18.733","13.146","19.278","15.539","17.555","11.109","19.66","19.632","18.156","13.286","17.306","21.558","18.132","10.657","19.626","22.185","36.038","23.666","31.914","39.289","31.081","17.405","32.152","33.048","32.08","17.199","20.732","22.168","21.13","12.122","19.005","20.601","18.693","10.62","16.432","18.614","17.618","12.179","18.307","20.433","24.121","10.324","15.05","18.806","17.076","9.367","14.17","16.673","14.425","7.388","14.19","12.091","9.992","6.762","11.361","12.583","15.764","7.481","7.574","8.432","12.537","10.937","8.854","9.869","7.683","15.195"
EnterprisesValueEBITDARatio,"-7.256","-50.773","-50.335","-26.022","-26.79","-51.777","-48.407","-29.632","-14.746","-6.998","-239.626","40.18","17.12","43.805","54.423","48.072","22.503","47.455","61.239","51.391","31.173","61.775","58.615","41.935","22.247","39.797","70.553","62.524","27.187","65.142","84.168","110.125","22.256","68.363","86.394","68.474","26.199","67.772","70.761","68.394","19.651","71.485","101.09","50.582","19.268","59.293","69.893","58.14","18.934","54.008","63.031","53.824","21.007","42.744","37.344","9.387","20.569","47.342","61.623","59.264","23.614","62.87","71.515","61.848","25.315","60.926","82.975","80.342","31.658","69.749","80.137","89.067","31.861","68.96","93.416","76.976","33.699","85.036","67.098","63.06","26.289","62.13","75.487","59.267","31.737","62.194","94.225","62.357","-108.558","-71.582","80.574","14.008","-276.124","-145.846","-151.002","13.194","-156.701","-143.295","-135.347","11.813","-381.589","-79.541","-75.899","7.673","-104.68","-62.478","-61.679","7.167","-75.033","-53.49","-56.298","26.593","31.432","66.92","79.926","100.851","27.953","60.876","82.239","-6.337","9.367","14.17","16.673","-5.629","7.388","14.19","12.091","-3.59","6.762","11.361","12.583","-5.235","7.481","7.574","8.432","-5.252","10.937","8.854","9.869","-3.381","15.195"
