name,ttm,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996
TotalRevenue,"1,533,993,000","477,485,000","390,903,000","331,704,000","349,798,000","359,080,000","347,328,000","292,782,000","453,333,000","345,588,000","311,522,000","241,166,000","280,572,000","383,992,000","356,040,000","340,583,000","443,095,000","435,820,000","361,172,000","262,845,000","274,584,000","306,540,000","253,544,000","239,845,000","303,020,000","449,760,000","545,975,000","609,895,000","403,011,000","437,556,000","378,617,000","356,944,000","371,582,000","395,522,000","354,275,000","319,528,000","325,933,000","360,373,000","328,870,000","272,928,000","275,245,000","303,660,000","290,369,000","243,842,000","242,381,000","274,674,000","234,523,000","190,403,000","222,088,000","271,156,000","229,233,000","187,666,000","213,601,000","270,009,000","238,314,000","206,888,000","235,628,000","278,017,000","223,696,000","178,598,000","169,872,000","175,211,000","137,737,000","115,308,000","129,405,000","130,107,000","138,288,000","79,756,000","81,477,000","101,042,000","90,730,000","102,017,000","142,352,000","165,655,000","149,948,000","114,376,000","103,438,000","106,822,000","94,984,000","82,218,000","83,057,000","86,927,000","83,759,000","72,428,000","86,392,000","103,913,000","92,589,000","75,518,000","77,755,000","79,191,000","71,100,000","59,100,000","63,400,000","77,900,000","77,900,000","68,800,000","76,600,000","89,300,000","79,400,000","63,700,000","68,700,000","79,600,000","78,600,000","65,600,000"
	OperatingRevenue,"1,533,993,000","477,485,000","390,903,000","331,704,000","349,798,000","359,080,000","347,328,000","292,782,000","453,333,000","345,588,000","311,522,000","241,166,000","280,572,000","383,992,000","356,040,000","340,583,000","443,095,000","435,820,000","361,172,000","262,845,000","274,584,000","306,540,000","253,544,000","239,845,000","303,020,000","449,760,000","545,975,000","609,895,000","403,011,000","437,556,000","378,617,000","356,944,000","371,582,000","395,522,000","354,275,000","319,528,000","325,933,000","360,373,000","328,870,000","272,928,000","275,245,000","303,660,000","290,369,000","243,842,000","242,381,000","274,674,000","234,523,000","190,403,000","222,088,000","271,156,000","229,233,000","187,666,000","213,601,000","270,009,000","238,314,000","206,888,000","235,628,000","278,017,000","223,696,000","178,598,000","169,872,000","175,211,000","137,737,000","115,308,000","129,405,000","130,107,000","138,288,000","79,756,000","81,477,000","101,042,000","90,730,000","102,017,000","142,352,000","165,655,000","149,948,000","114,376,000","103,438,000","106,822,000","94,984,000","82,218,000","83,057,000","86,927,000","83,759,000","72,428,000","86,392,000","103,913,000","92,589,000","75,518,000","77,755,000","79,191,000","71,100,000","59,100,000","63,400,000","77,900,000","77,900,000","68,800,000","76,600,000","89,300,000","79,400,000","63,700,000","68,700,000","79,600,000","78,600,000","65,600,000"
CostOfRevenue,"1,354,090,000","385,903,000","347,156,000","325,059,000","311,869,000","311,563,000","288,877,000","276,017,000","331,823,000","295,760,000","282,147,000","262,291,000","267,818,000","301,551,000","285,505,000","283,455,000","301,879,000","315,722,000","278,776,000","245,509,000","262,578,000","267,375,000","249,596,000","249,414,000","262,340,000","317,034,000","334,378,000","346,824,000","293,617,000","325,039,000","285,908,000","275,843,000","280,291,000","303,627,000","279,608,000","274,617,000","274,444,000","293,326,000","277,572,000","228,213,000","233,890,000","238,511,000","228,877,000","210,056,000","200,981,000","209,094,000","189,308,000","157,667,000","167,412,000","196,232,000","182,406,000","169,449,000","175,694,000","201,852,000","180,298,000","166,241,000","163,586,000","173,115,000","147,664,000","133,018,000","128,792,000","131,029,000","112,782,000","106,901,000","111,930,000","104,134,000","120,479,000","78,796,000","78,826,000","83,927,000","85,744,000","91,336,000","101,962,000","107,871,000","99,170,000","87,701,000","81,379,000","82,014,000","79,629,000","72,147,000","72,763,000","74,908,000","74,365,000","69,731,000","74,120,000","83,354,000","74,293,000","67,650,000","58,779,000","72,644,000","64,400,000","57,300,000","44,300,000","62,200,000","60,600,000","62,700,000","55,900,000","74,400,000","64,000,000","58,300,000","48,700,000","60,500,000","60,800,000","53,100,000"
GrossProfit,"179,903,000","91,582,000","43,747,000","6,645,000","37,929,000","47,517,000","58,451,000","16,765,000","121,510,000","49,828,000","29,375,000","-21,125,000","12,754,000","82,441,000","70,535,000","57,128,000","141,216,000","120,098,000","82,396,000","17,336,000","12,006,000","39,165,000","3,948,000","-9,569,000","40,680,000","132,726,000","211,597,000","263,071,000","109,394,000","112,517,000","92,709,000","81,101,000","91,291,000","91,895,000","74,667,000","44,911,000","51,489,000","67,047,000","51,298,000","44,715,000","41,355,000","65,149,000","61,492,000","33,786,000","41,400,000","65,580,000","45,215,000","32,736,000","54,676,000","74,924,000","46,827,000","18,217,000","37,907,000","68,157,000","58,016,000","40,647,000","72,042,000","104,902,000","76,032,000","45,580,000","41,080,000","44,182,000","24,955,000","8,407,000","17,475,000","25,973,000","17,809,000","960,000","2,651,000","17,115,000","4,986,000","10,681,000","40,390,000","57,784,000","50,778,000","26,675,000","22,059,000","24,808,000","15,355,000","10,071,000","10,294,000","12,019,000","9,394,000","2,697,000","12,272,000","20,559,000","18,296,000","7,868,000","18,976,000","6,547,000","6,700,000","1,800,000","19,100,000","15,700,000","17,300,000","6,100,000","20,700,000","14,900,000","15,400,000","5,400,000","20,000,000","19,100,000","17,800,000","12,500,000"
OperatingExpense,"195,440,000","52,686,000","47,780,000","46,525,000","48,449,000","47,656,000","43,873,000","43,965,000","45,803,000","44,231,000","45,728,000","42,475,000","42,295,000","45,009,000","42,981,000","44,510,000","49,104,000","44,175,000","42,160,000","41,710,000","47,995,000","43,738,000","41,991,000","40,256,000","42,404,000","46,955,000","45,438,000","42,963,000","42,844,000","40,492,000","37,112,000","39,938,000","43,763,000","45,299,000","33,809,000","33,841,000","30,770,000","36,136,000","30,932,000","29,118,000","29,272,000","30,210,000","25,819,000","27,829,000","27,702,000","26,619,000","22,432,000","24,695,000","22,143,000","24,987,000","21,392,000","23,518,000","22,738,000","22,957,000","14,892,000","22,666,000","19,998,000","19,244,000","17,029,000","18,648,000","14,564,000","16,902,000","14,458,000","14,470,000","14,562,000","15,493,000","16,729,000","10,917,000","11,227,000","12,440,000","12,430,000","11,662,000","11,533,000","21,341,000","23,176,000","13,255,000","13,568,000","11,629,000","10,275,000","10,557,000","11,320,000","10,543,000","10,455,000","10,014,000","10,639,000","11,148,000","10,438,000","10,112,000","26,376,000","10,780,000","9,600,000","9,100,000","21,700,000","8,700,000","9,300,000","8,900,000","21,000,000","9,500,000","8,100,000","7,500,000","17,800,000","7,500,000","7,100,000","9,700,000"
	SellingGeneralAndAdministration,"195,440,000","52,686,000","47,780,000","46,525,000","48,449,000","47,656,000","43,873,000","43,965,000","45,803,000","44,231,000","45,728,000","42,475,000","42,295,000","45,009,000","42,981,000","44,510,000","49,104,000","44,175,000","42,160,000","41,710,000","47,995,000","43,738,000","41,991,000","40,256,000","42,404,000","46,955,000","45,438,000","42,963,000","42,844,000","40,492,000","37,112,000","39,938,000","43,763,000","45,299,000","33,809,000","33,841,000","30,770,000","36,136,000","30,932,000","29,118,000","29,272,000","30,210,000","25,819,000","27,829,000","27,702,000","26,619,000","22,432,000","24,695,000","22,143,000","24,987,000","21,392,000","23,518,000","22,738,000","22,957,000","14,892,000","22,666,000","19,998,000","19,244,000","17,029,000","18,648,000","14,564,000","16,902,000","14,458,000","14,470,000","14,562,000","15,493,000","16,729,000","10,917,000","11,227,000","12,440,000","12,430,000","11,662,000","11,533,000","21,341,000","23,176,000","13,255,000","13,568,000","11,629,000","10,275,000","10,557,000","11,320,000","10,543,000","10,455,000","10,014,000","10,639,000","11,148,000","10,438,000","10,112,000","10,570,000","10,780,000","9,600,000","9,100,000","9,500,000","8,700,000","9,300,000","8,900,000","9,000,000","9,500,000","8,100,000","7,500,000","7,200,000","7,500,000","7,100,000","7,100,000"
		GeneralAndAdministrativeExpense,"136,904,000","36,246,000","33,385,000","32,589,000","34,684,000","34,297,000","30,821,000","31,471,000","32,914,000","30,922,000","32,204,000","29,967,000","28,845,000","31,567,000","29,521,000","31,267,000","35,607,000","30,732,000","29,047,000","35,213,000","34,283,000","29,863,000","28,855,000","27,696,000","30,459,000","34,174,000","32,729,000","30,769,000","31,106,000","28,491,000","25,319,000","28,471,000","32,173,000","34,233,000","23,466,000","23,794,000","21,277,000","25,673,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,"48,413,000","12,405,000","12,278,000","10,940,000","12,790,000","11,159,000","10,961,000","12,194,000","13,702,000","11,525,000","11,160,000","10,139,000","10,497,000","10,529,000","9,426,000","11,510,000","10,911,000","10,266,000","9,125,000","21,230,000","12,103,000","7,606,000","9,531,000","9,286,000","10,293,000","10,748,000","10,842,000","10,285,000","10,210,000","8,128,000","8,541,000","8,041,000","10,260,000","7,172,000","6,917,000","6,857,000","8,789,000","6,604,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"88,491,000","23,841,000","21,107,000","21,649,000","21,894,000","23,138,000","19,860,000","19,277,000","19,212,000","19,397,000","21,044,000","19,828,000","18,348,000","21,038,000","20,095,000","19,757,000","24,696,000","20,466,000","19,922,000","13,983,000","22,180,000","22,257,000","19,324,000","18,410,000","20,166,000","23,426,000","21,887,000","20,484,000","20,896,000","20,363,000","16,778,000","20,430,000","21,913,000","27,061,000","16,549,000","16,937,000","12,488,000","19,069,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,"58,536,000","16,440,000","14,395,000","13,936,000","13,765,000","13,359,000","13,052,000","12,494,000","12,889,000","13,309,000","13,524,000","12,508,000","13,450,000","13,442,000","13,460,000","13,243,000","13,497,000","13,443,000","13,113,000","6,497,000","13,712,000","13,875,000","13,136,000","12,560,000","11,945,000","12,781,000","12,709,000","12,194,000","11,738,000","12,001,000","11,793,000","11,467,000","11,590,000","11,066,000","10,343,000","10,047,000","9,493,000","10,463,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,600,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,600,000"
OperatingIncome,"-15,537,000","38,896,000","-4,033,000","-39,880,000","-10,520,000","-139,000","14,578,000","-27,200,000","75,707,000","5,597,000","-16,353,000","-63,600,000","-29,541,000","37,432,000","27,554,000","12,618,000","92,112,000","75,923,000","40,236,000","-24,374,000","-35,989,000","-4,573,000","-38,043,000","-49,825,000","-1,724,000","85,771,000","166,159,000","220,108,000","66,550,000","72,025,000","55,597,000","41,163,000","47,528,000","46,596,000","40,858,000","11,070,000","20,719,000","30,911,000","20,366,000","15,597,000","12,083,000","34,939,000","35,673,000","5,957,000","13,698,000","38,961,000","22,783,000","8,041,000","32,533,000","49,937,000","25,435,000","-5,301,000","15,169,000","45,200,000","43,124,000","17,981,000","52,044,000","85,658,000","59,003,000","26,932,000","26,516,000","27,280,000","10,497,000","-6,063,000","2,913,000","10,480,000","1,080,000","-9,957,000","-8,576,000","4,675,000","-7,444,000","-981,000","28,857,000","36,443,000","27,602,000","13,420,000","8,491,000","13,179,000","5,080,000","-486,000","-1,026,000","1,476,000","-1,061,000","-7,317,000","1,633,000","9,411,000","7,858,000","-2,244,000","-7,400,000","-4,233,000","-2,900,000","-7,300,000","-2,600,000","7,000,000","8,000,000","-2,800,000","-300,000","5,400,000","7,300,000","-2,100,000","2,200,000","11,600,000","10,700,000","2,800,000"
