name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995
TotalAssets,"40,360,000,000","39,719,000,000","39,435,000,000","49,636,000,000","46,699,000,000","45,496,000,000","44,439,000,000","43,739,000,000","43,232,000,000","41,882,000,000","38,345,000,000","36,851,000,000","36,434,000,000","36,288,000,000","35,292,000,000","34,330,000,000","33,841,000,000","33,767,000,000","33,071,000,000","32,582,000,000","32,149,000,000","32,041,000,000","29,462,000,000","28,769,000,000","28,564,000,000","28,737,000,000","28,654,000,000","28,350,000,000","28,068,000,000","27,974,000,000","26,376,000,000","26,189,000,000","26,161,000,000","25,935,000,000","26,231,000,000","25,944,000,000","25,949,000,000","26,339,000,000","25,909,000,000","26,075,000,000","25,846,000,000","26,009,000,000","24,780,000,000","24,579,000,000","24,489,000,000","24,896,000,000","24,033,000,000","24,203,000,000","24,195,000,000","23,959,000,000","23,895,000,000","24,188,000,000","24,590,000,000","23,688,000,000","23,906,000,000","23,148,000,000","23,754,000,000","23,826,000,000","23,958,000,000","23,436,000,000","23,785,000,000","22,316,000,000","22,220,000,000","22,377,000,000","23,335,000,000","23,714,000,000","21,822,000,000","21,543,000,000","21,297,000,000","21,194,000,000","21,011,000,000","20,874,000,000","20,753,000,000","19,936,000,000","20,022,000,000","20,029,000,000","19,238,000,000","19,233,000,000","19,504,000,000","19,490,000,000","19,228,000,000","18,775,000,000","19,520,000,000","13,882,000,000","12,662,000,000","12,346,000,000","12,517,000,000","12,369,000,000","12,316,000,000","12,316,000,000","12,181,000,000","12,053,000,000","12,088,000,000","11,812,000,000","11,595,000,000","11,442,000,000","11,223,000,000","11,187,600,000","11,256,400,000","11,053,100,000","11,014,900,000","11,099,000,000","11,093,300,000","11,146,200,000","11,130,600,000","11,119,600,000","11,124,400,000","11,142,000,000"
	CurrentAssets,"3,610,000,000","3,317,000,000","3,494,000,000","6,402,000,000","4,376,000,000","3,498,000,000","3,821,000,000","3,497,000,000","3,526,000,000","3,086,000,000","2,985,000,000","2,726,000,000","2,840,000,000","3,260,000,000","3,103,000,000","2,895,000,000","2,957,000,000","3,081,000,000","2,815,000,000","2,631,000,000","2,567,000,000","2,762,000,000","2,595,000,000","2,258,000,000","2,362,000,000","2,575,000,000","2,700,000,000","2,691,000,000","2,788,000,000","3,087,000,000","2,755,000,000","2,721,000,000","2,973,000,000","2,806,000,000","2,549,000,000","2,496,000,000","2,769,000,000","2,915,000,000","2,730,000,000","3,050,000,000","2,951,000,000","3,196,000,000","2,911,000,000","2,771,000,000","2,800,000,000","3,167,000,000","2,581,000,000","2,733,000,000","2,877,000,000","2,654,000,000","2,535,000,000","2,866,000,000","3,328,000,000","3,723,000,000","3,894,000,000","3,434,000,000","3,995,000,000","3,729,000,000","4,336,000,000","3,540,000,000","3,961,000,000","3,710,000,000","3,526,000,000","3,780,000,000","4,682,000,000","4,986,000,000","3,347,000,000","3,191,000,000","2,996,000,000","2,904,000,000","2,727,000,000","2,708,000,000","2,712,000,000","2,757,000,000","2,708,000,000","2,885,000,000","2,764,000,000","2,712,000,000","2,881,000,000","2,851,000,000","2,826,000,000","2,631,000,000","3,259,000,000","2,553,000,000","1,652,000,000","1,394,000,000","1,505,000,000","1,360,000,000","1,310,000,000","1,454,000,000","1,252,000,000","1,204,000,000","1,232,000,000","1,187,000,000","1,178,000,000","989,000,000","935,000,000","928,900,000","922,600,000","909,500,000","810,400,000","881,400,000","859,200,000","887,800,000","835,500,000","817,200,000","795,100,000","738,600,000"
		CashCashEquivalentsAndShortTermInvestments,"150,000,000","28,000,000","54,000,000","3,448,000,000","1,568,000,000","514,000,000","945,000,000","579,000,000","552,000,000","93,000,000","76,000,000","62,000,000","56,000,000","71,000,000","84,000,000","63,000,000","164,000,000","66,000,000","63,000,000","62,000,000","82,000,000","92,000,000","66,000,000","32,000,000","35,000,000","37,000,000","67,000,000","230,000,000","99,000,000","48,000,000","60,000,000","75,000,000","98,000,000","52,000,000","71,000,000","46,000,000","218,000,000","65,000,000","59,000,000","185,000,000","57,000,000","68,000,000","46,000,000","170,000,000","319,000,000","196,000,000","299,000,000","458,000,000","261,000,000","354,000,000","361,000,000","369,000,000","86,000,000","223,000,000","445,000,000","77,000,000","123,000,000","249,000,000","1,136,000,000","144,000,000","293,000,000","65,000,000","76,000,000","75,000,000","88,000,000","91,000,000","86,000,000","60,000,000","56,000,000","74,000,000","75,000,000","64,000,000","54,000,000","90,000,000","103,000,000","136,000,000","133,000,000","112,000,000","82,000,000","73,000,000","268,000,000","105,000,000","342,000,000","987,000,000","64,000,000","46,000,000","40,000,000","25,000,000","33,000,000","54,000,000","35,000,000","41,000,000","130,000,000","181,000,000","94,000,000","123,000,000","99,000,000","92,800,000","80,900,000","67,300,000","53,000,000","79,900,000","42,100,000","65,200,000","64,900,000","12,300,000","12,700,000","16,600,000"
			CashAndCashEquivalents,"150,000,000","28,000,000","54,000,000","3,448,000,000","1,568,000,000","514,000,000","945,000,000","579,000,000","552,000,000","93,000,000","76,000,000","62,000,000","56,000,000","71,000,000","84,000,000","63,000,000","164,000,000","66,000,000","63,000,000","62,000,000","82,000,000","92,000,000","66,000,000","32,000,000","35,000,000","37,000,000","67,000,000","230,000,000","99,000,000","48,000,000","60,000,000","75,000,000","98,000,000","52,000,000","71,000,000","46,000,000","218,000,000","65,000,000","59,000,000","185,000,000","57,000,000","68,000,000","46,000,000","61,000,000","197,000,000","65,000,000","124,000,000","193,000,000","52,000,000","83,000,000","42,000,000","88,000,000","86,000,000","223,000,000","445,000,000","77,000,000","123,000,000","249,000,000","1,136,000,000","144,000,000","293,000,000","65,000,000","76,000,000","75,000,000","88,000,000","91,000,000","86,000,000","60,000,000","56,000,000","74,000,000","75,000,000","64,000,000","54,000,000","90,000,000","103,000,000","136,000,000","133,000,000","112,000,000","82,000,000","73,000,000","268,000,000","105,000,000","342,000,000","987,000,000","64,000,000","46,000,000","40,000,000","25,000,000","33,000,000","54,000,000","35,000,000","41,000,000","130,000,000","181,000,000","94,000,000","123,000,000","99,000,000","92,800,000","80,900,000","67,300,000","53,000,000","79,900,000","42,100,000","65,200,000","64,900,000","12,300,000","12,700,000","16,600,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","109,000,000","122,000,000","131,000,000","175,000,000","265,000,000","209,000,000","271,000,000","319,000,000","281,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"1,812,000,000","1,830,000,000","1,692,000,000","1,707,000,000","1,685,000,000","1,792,000,000","1,559,000,000","1,746,000,000","1,742,000,000","1,887,000,000","1,717,000,000","1,529,000,000","1,755,000,000","1,897,000,000","1,773,000,000","1,837,000,000","1,825,000,000","1,856,000,000","1,561,000,000","1,543,000,000","1,509,000,000","1,593,000,000","1,337,000,000","1,262,000,000","1,265,000,000","1,348,000,000","1,321,000,000","1,364,000,000","1,607,000,000","1,598,000,000","1,377,000,000","1,526,000,000","1,951,000,000","1,669,000,000","1,320,000,000","1,416,000,000","1,549,000,000","1,462,000,000","1,235,000,000","1,403,000,000","1,384,000,000","1,407,000,000","1,327,000,000","1,448,000,000","1,513,000,000","1,795,000,000","1,314,000,000","1,463,000,000","1,655,000,000","1,217,000,000","1,281,000,000","1,662,000,000","1,832,000,000","1,695,000,000","1,877,000,000","2,009,000,000","2,162,000,000","1,265,000,000","1,698,000,000","1,837,000,000","1,495,000,000","1,787,000,000","1,814,000,000","2,180,000,000","2,581,000,000","2,448,000,000","1,805,000,000","1,861,000,000","1,641,000,000","1,473,000,000","1,535,000,000","1,744,000,000","1,531,000,000","1,341,000,000","1,490,000,000","1,728,000,000","1,435,000,000","1,295,000,000","1,439,000,000","1,416,000,000","1,352,000,000","1,288,000,000","1,320,000,000","791,000,000","838,000,000","690,000,000","756,000,000","654,000,000","698,000,000","688,000,000","656,000,000","582,000,000","604,000,000","609,000,000","568,000,000","473,000,000","520,000,000","514,800,000","509,400,000","501,900,000","484,500,000","490,100,000","474,500,000","456,100,000","452,100,000","464,000,000","426,000,000","349,100,000"
			AccountsReceivable,"1,812,000,000","1,922,000,000","1,522,000,000","1,550,000,000","1,685,000,000","1,665,000,000","1,419,000,000","1,375,000,000","1,482,000,000","1,642,000,000","1,453,000,000","1,436,000,000","1,683,000,000","789,000,000","1,690,000,000","1,690,000,000","1,709,000,000","758,000,000","1,395,000,000","1,451,000,000","1,408,000,000","708,000,000","1,250,000,000","1,180,000,000","1,185,000,000","656,000,000","1,242,000,000","1,251,000,000","1,534,000,000","731,000,000","1,257,000,000","1,400,000,000","1,811,000,000","727,000,000","1,239,000,000","1,314,000,000","1,460,000,000","650,000,000","1,235,000,000","1,403,000,000","1,384,000,000","1,407,000,000","1,327,000,000","1,448,000,000","1,513,000,000","1,795,000,000","1,314,000,000","1,463,000,000","1,655,000,000","1,217,000,000","1,281,000,000","1,662,000,000","1,832,000,000","1,695,000,000","1,877,000,000","2,009,000,000","2,162,000,000","1,265,000,000","1,698,000,000","1,837,000,000","1,495,000,000","1,609,000,000","1,600,000,000","1,883,000,000","2,123,000,000","2,223,000,000","1,573,000,000","1,567,000,000","1,263,000,000","1,299,000,000","1,323,000,000","1,478,000,000","1,215,000,000","1,154,000,000","1,300,000,000","1,506,000,000","1,139,000,000","1,093,000,000","1,228,000,000","1,175,000,000","1,110,000,000","1,120,000,000","1,122,000,000","609,000,000","650,000,000","533,000,000","563,000,000","485,000,000","532,000,000","534,000,000","453,000,000","439,000,000","451,000,000","453,000,000","401,000,000","349,000,000","383,000,000","82,000,000","72,300,000","86,600,000","44,000,000","50,400,000","42,400,000","43,200,000","37,700,000","41,800,000","37,700,000","28,900,000"
				GrossAccountsReceivable,"1,912,000,000",,"1,624,000,000","1,665,000,000","1,808,000,000","1,766,000,000","1,419,000,000","1,375,000,000","1,572,000,000","1,642,000,000","1,453,000,000","1,527,000,000","1,683,000,000","880,000,000","1,765,000,000","1,760,000,000","1,763,000,000","807,000,000","1,434,000,000","1,487,000,000","1,440,000,000","749,000,000","1,296,000,000","1,222,000,000","1,227,000,000","705,000,000","1,298,000,000","1,304,000,000","1,585,000,000","785,000,000","1,317,000,000","1,460,000,000","1,867,000,000","782,000,000","1,306,000,000","1,377,000,000","1,519,000,000","712,000,000","1,385,000,000","1,556,000,000","1,544,000,000","1,569,000,000","1,495,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-100,000,000",,"-102,000,000","-115,000,000","-123,000,000","-101,000,000",,,"-90,000,000",,,"-91,000,000",,"-91,000,000","-75,000,000","-70,000,000","-54,000,000","-49,000,000","-39,000,000","-36,000,000","-32,000,000","-41,000,000","-46,000,000","-42,000,000","-42,000,000","-49,000,000","-56,000,000","-53,000,000","-51,000,000","-54,000,000","-60,000,000","-60,000,000","-56,000,000","-55,000,000","-67,000,000","-63,000,000","-59,000,000","-62,000,000","-150,000,000","-153,000,000","-160,000,000","-162,000,000","-168,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,"170,000,000","157,000,000",,"127,000,000","140,000,000","371,000,000","260,000,000","245,000,000","264,000,000","93,000,000","72,000,000","108,000,000","83,000,000","147,000,000","116,000,000","98,000,000","166,000,000","92,000,000","101,000,000","71,000,000","87,000,000","82,000,000","80,000,000","72,000,000","79,000,000","113,000,000","73,000,000","94,000,000","120,000,000","126,000,000","140,000,000","127,000,000","81,000,000","102,000,000","89,000,000","126,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
