name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,09/30/2003
TotalAssets,"3,062,990,000","3,104,921,000","3,105,687,000","3,135,136,000","3,106,290,000","3,096,854,000","2,917,325,000","2,903,906,000","2,944,833,000","2,893,284,000","2,821,749,000","2,809,808,000","2,846,951,000","2,823,060,000","2,659,269,000","2,669,819,000","2,606,639,000","2,514,709,000","2,533,554,000","2,473,106,000","2,387,797,000","2,330,703,000","2,310,106,000","2,263,353,000","2,158,851,000","2,113,604,000","2,133,293,000","2,151,635,000","2,114,604,000","2,022,419,000","1,984,012,000","1,938,776,000","1,896,555,000","1,765,625,000","1,737,945,000","1,667,450,000","1,626,505,000","1,551,950,000","1,960,798,000","1,953,555,000","1,985,400,000","1,939,120,000","1,884,387,000","1,831,227,000","1,825,968,000","1,760,131,000","1,711,772,000","1,703,186,000","1,699,460,000","1,676,443,000","1,581,315,000","1,508,749,000","1,423,900,000","1,401,212,000","1,336,146,000","1,275,607,000","1,191,268,000","1,126,631,000","991,697,000","923,700,000","859,302,000","795,613,000","739,288,000","693,860,000","661,696,000","613,771,000","586,277,000","564,002,000","549,941,000","286,607,000","261,866,000","202,707,000"
	CurrentAssets,"1,621,570,000","1,695,145,000","1,760,498,000","1,772,876,000","1,751,148,000","1,724,671,000","1,547,196,000","1,503,435,000","1,459,572,000","1,401,008,000","1,381,540,000","1,338,817,000","1,395,761,000","1,423,803,000","1,301,954,000","1,238,933,000","1,154,665,000","1,035,511,000","1,011,434,000","978,310,000","871,671,000","811,016,000","759,730,000","871,929,000","786,287,000","737,941,000","918,330,000","895,529,000","942,018,000","892,158,000","1,005,851,000","986,950,000","967,394,000","858,811,000","812,722,000","714,540,000","677,081,000","618,558,000","970,286,000","1,169,031,000","1,294,005,000","1,229,050,000","1,158,598,000","1,093,916,000","1,022,435,000","924,057,000","1,060,413,000","1,012,238,000","975,034,000","954,341,000","900,838,000","738,148,000","725,487,000","739,312,000","691,869,000","619,986,000","549,429,000","629,184,000","733,418,000","668,094,000","650,191,000","611,789,000","572,632,000","538,483,000","531,701,000","483,295,000","454,188,000","431,535,000","415,670,000","150,832,000","144,757,000","105,592,000"
		CashCashEquivalentsAndShortTermInvestments,"1,042,081,000","1,137,304,000","1,264,219,000","1,267,925,000","1,163,152,000","1,162,285,000","1,118,824,000","1,044,486,000","899,790,000","911,663,000","916,356,000","837,297,000","885,275,000","966,344,000","1,096,201,000","1,024,905,000","946,016,000","848,997,000","874,774,000","840,281,000","727,505,000","677,656,000","637,741,000","718,769,000","625,469,000","606,243,000","670,827,000","636,701,000","702,158,000","620,558,000","799,680,000","771,543,000","737,981,000","664,046,000","594,664,000","517,903,000","452,923,000","434,874,000","795,293,000","992,807,000","1,098,723,000","1,021,826,000","942,793,000","903,671,000","787,086,000","704,231,000","848,130,000","822,869,000","799,446,000","779,005,000","735,486,000","574,655,000","566,071,000","583,557,000","514,428,000","419,459,000","376,407,000","480,973,000","599,684,000","536,457,000","532,393,000","528,394,000","485,699,000","447,597,000","450,583,000","404,502,000","372,403,000","361,551,000","350,650,000","94,087,000","78,711,000","61,922,000"
			CashAndCashEquivalents,"900,393,000","1,056,686,000","1,225,380,000","1,219,648,000","1,104,570,000","1,110,024,000","1,071,876,000","855,103,000","724,931,000","741,429,000","797,210,000","716,560,000","726,596,000","790,787,000","918,063,000","829,621,000","705,519,000","596,390,000","627,017,000","592,616,000","532,508,000","512,838,000","516,112,000","599,991,000","521,202,000","467,099,000","531,926,000","470,868,000","513,994,000","409,115,000","568,472,000","590,097,000","568,899,000","484,640,000","454,397,000","408,561,000","328,508,000","316,193,000","492,600,000","670,408,000","747,988,000","654,414,000","551,512,000","594,604,000","520,268,000","433,638,000","545,861,000","519,098,000","417,349,000","406,238,000","451,678,000","363,376,000","372,528,000","402,434,000","394,761,000","369,907,000","347,502,000","280,246,000","368,467,000","325,909,000","337,401,000","409,265,000","412,487,000","373,421,000","450,583,000","404,502,000","372,403,000","361,551,000","350,650,000","94,087,000","78,711,000","61,922,000"
				CashFinancial,"665,624,000","861,252,000","990,182,000","915,221,000","791,545,000","976,704,000","856,740,000","791,914,000","704,418,000","719,126,000","680,287,000","652,269,000","698,336,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,"234,769,000","195,434,000","235,198,000","304,427,000","313,025,000","133,320,000","215,136,000","63,189,000","20,512,000","22,303,000","116,923,000","64,291,000","28,260,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"141,688,000","80,618,000","38,839,000","48,277,000","58,582,000","52,261,000","46,948,000","189,383,000","174,859,000","170,234,000","119,146,000","120,737,000","158,679,000","175,557,000","178,138,000","195,284,000","240,497,000","252,607,000","247,757,000","247,665,000","194,997,000","164,818,000","121,629,000","118,778,000","104,267,000","139,144,000","138,901,000","165,833,000","188,164,000","211,443,000","231,208,000","181,446,000","169,082,000","179,406,000","140,267,000","109,342,000","124,415,000","118,681,000","302,693,000","322,399,000","350,735,000","367,412,000","391,281,000","309,067,000","266,818,000","270,593,000","302,269,000","303,771,000","382,097,000","372,767,000","283,808,000","211,279,000","193,543,000","181,123,000","119,667,000","49,552,000","28,905,000","200,727,000","231,217,000","210,548,000","194,992,000","119,129,000","73,212,000","74,176,000",,,,,,,,
		Receivables,"486,109,000","468,258,000","414,925,000","441,664,000","516,884,000","481,487,000","341,697,000","375,951,000","470,782,000","396,636,000","385,549,000","414,849,000","426,709,000","383,443,000","139,587,000","150,234,000","141,257,000","122,917,000","76,194,000","82,102,000","88,216,000","81,393,000","76,972,000","91,637,000","102,083,000","89,935,000","112,389,000","103,921,000","108,732,000","127,191,000","90,231,000","95,259,000","110,874,000","75,949,000","105,351,000","74,528,000","96,337,000","51,797,000","43,495,000","46,034,000","57,762,000","54,211,000","61,815,000","49,224,000","73,657,000","68,638,000","54,257,000","47,650,000","44,427,000","43,507,000","22,981,000","49,817,000","45,245,000","23,667,000","27,650,000","45,933,000","43,399,000","37,955,000","28,165,000","45,896,000","45,659,000","18,472,000","24,921,000","37,462,000","30,580,000","31,625,000","33,242,000","19,497,000","19,194,000","12,432,000","24,430,000","15,799,000"
			AccountsReceivable,"227,263,000","241,449,000","232,609,000","275,080,000","283,505,000","293,948,000","180,340,000","247,486,000","247,043,000","191,001,000","189,115,000","231,185,000","178,617,000","181,614,000","137,151,000","149,582,000","141,257,000","122,917,000","73,750,000","82,102,000","88,216,000","81,393,000","75,688,000","91,637,000","102,083,000","89,935,000","101,563,000","103,921,000","98,562,000","117,240,000","86,168,000","95,259,000","109,143,000","75,949,000","97,460,000","74,528,000","91,201,000","51,797,000","43,495,000","46,034,000","57,762,000","54,211,000","61,815,000","39,370,000","73,657,000","68,638,000","54,257,000","47,650,000","44,427,000","43,507,000","22,981,000","49,817,000","45,245,000","23,667,000","27,650,000","45,933,000","43,399,000","37,955,000","28,165,000","25,021,000","30,889,000","16,886,000","23,550,000","23,597,000","22,737,000","30,381,000","25,221,000","17,730,000","19,049,000","12,287,000","20,184,000","14,070,000"
				GrossAccountsReceivable,"237,419,000","251,349,000","241,353,000","286,272,000","295,176,000","306,572,000","196,248,000","261,778,000","258,305,000","199,899,000","198,890,000","241,633,000","185,824,000","188,474,000","142,503,000","155,204,000","145,842,000","127,004,000","76,717,000","85,381,000","91,474,000","83,787,000","78,058,000","94,171,000","104,748,000","91,391,000","103,105,000","105,524,000","99,608,000","118,443,000","87,783,000","96,377,000","110,151,000","76,850,000","97,974,000","75,286,000","92,299,000","52,496,000","44,451,000","48,500,000","60,228,000","56,677,000","64,281,000","41,982,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-10,156,000","-9,900,000","-8,744,000","-11,192,000","-11,671,000","-12,624,000","-15,908,000","-14,292,000","-11,262,000","-8,898,000","-9,775,000","-10,448,000","-7,207,000","-6,860,000","-5,352,000","-5,622,000","-4,585,000","-4,087,000","-2,967,000","-3,279,000","-3,258,000","-2,394,000","-2,370,000","-2,534,000","-2,665,000","-1,456,000","-1,542,000","-1,603,000","-1,046,000","-1,203,000","-1,615,000","-1,118,000","-1,008,000","-901,000","-514,000","-758,000","-1,098,000","-699,000","-956,000","-2,466,000","-2,466,000","-2,466,000","-2,466,000","-2,612,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,,,,,,,,"146,000","0","672,000","783,000","752,000","3,175,000","2,349,000","2,436,000","652,000",,,"2,444,000",,,,"1,284,000",,,,"10,826,000",,"10,170,000","9,951,000","4,063,000",,"1,731,000",,"7,891,000",,"5,136,000",,,,,,,"9,854,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"258,846,000","226,809,000","182,316,000","166,584,000","233,379,000","187,539,000","161,357,000","128,319,000","223,739,000","204,963,000","195,651,000","182,912,000","244,917,000","199,480,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,875,000","14,770,000","1,586,000","1,371,000","13,865,000","7,843,000","1,244,000","8,021,000","1,767,000","145,000","145,000","4,246,000","1,729,000"
		Inventory,"16,623,000","13,144,000","10,965,000","12,143,000","14,881,000","20,108,000","25,550,000","29,330,000","28,331,000","29,104,000","32,331,000","38,908,000","34,632,000","27,765,000","26,206,000","23,932,000","24,066,000","24,862,000","25,051,000","19,950,000","17,697,000","14,773,000","16,354,000","18,544,000","17,259,000","14,237,000","13,872,000","20,070,000","23,761,000","28,291,000","8,536,000","9,185,000","9,569,000","8,253,000","10,093,000","12,795,000","19,487,000","21,023,000","16,700,000","12,760,000","16,562,000","33,515,000","26,244,000","23,416,000","31,382,000","27,799,000","28,338,000","16,989,000","10,446,000","9,493,000","12,975,000","9,986,000","14,113,000","16,316,000","18,133,000","22,000,000","20,153,000","14,585,000","14,883,000","14,091,000","13,212,000","11,585,000","11,104,000","11,957,000","13,146,000","10,409,000","11,722,000","9,143,000","8,195,000","8,446,000","7,163,000","4,234,000"
			RawMaterials,"5,929,000","4,571,000","2,792,000","2,340,000","3,517,000","4,691,000","3,770,000","5,827,000","6,421,000","6,933,000","8,031,000","9,338,000","10,122,000","8,087,000","6,095,000","4,202,000","3,787,000","4,465,000","6,812,000","4,755,000","3,934,000","3,709,000","3,526,000","4,849,000","4,293,000","2,600,000","3,246,000","7,152,000","9,752,000","9,960,000","1,013,000","936,000","2,188,000","2,081,000","2,050,000","919,000","3,506,000","3,933,000","4,403,000","4,803,000","5,535,000","15,969,000","10,821,000","10,042,000","13,618,000","13,098,000","10,314,000","5,309,000","3,716,000","3,096,000","3,670,000","3,107,000","3,441,000","4,159,000","3,315,000","7,277,000","5,360,000","3,614,000","4,799,000","4,023,000","4,266,000","3,976,000","4,339,000","3,747,000","4,040,000","2,735,000","2,376,000","2,164,000","2,032,000","2,433,000","2,215,000","1,195,000"
			WorkInProcess,"4,398,000","3,761,000","3,461,000","3,927,000","6,082,000","8,789,000","9,214,000","8,192,000","5,265,000","4,432,000","4,872,000","3,607,000","4,554,000","4,116,000","4,044,000","4,566,000","4,432,000","6,321,000","4,954,000","2,389,000","3,236,000","4,290,000","4,020,000","5,696,000","5,628,000","4,338,000","3,279,000","3,776,000","2,950,000","5,087,000","47,000","94,000","49,000",,,"23,000","117,000",,"0","153,000","0","2,437,000","2,942,000","3,606,000","3,993,000","1,552,000","3,109,000","2,778,000","1,628,000","499,000","1,207,000","1,228,000","1,279,000","1,628,000","1,891,000","3,781,000","6,826,000","3,324,000","2,723,000","2,580,000","2,299,000","2,394,000","1,437,000","1,584,000","2,046,000","1,919,000","1,571,000","1,602,000","1,474,000","1,248,000","1,689,000","851,000"
			FinishedGoods,"6,296,000","4,812,000","4,712,000","5,876,000","5,282,000","6,628,000","12,566,000","15,311,000","16,645,000","17,739,000","19,428,000","25,963,000","19,956,000","15,562,000","16,067,000","15,164,000","15,847,000","14,076,000","13,285,000","12,806,000","10,527,000","6,774,000","8,808,000","7,999,000","7,338,000","7,299,000","7,347,000","9,142,000","11,059,000","13,244,000","7,476,000","8,155,000","7,332,000","6,172,000","8,043,000","11,853,000","15,864,000","17,090,000","12,297,000","7,804,000","11,027,000","15,109,000","12,481,000","9,768,000","13,771,000","13,149,000","14,915,000","8,902,000","5,102,000","5,898,000","8,098,000","5,651,000","9,393,000","10,529,000","12,927,000","10,942,000","7,967,000","7,647,000","7,361,000","7,488,000","6,647,000","5,215,000","5,328,000","6,626,000","7,060,000","5,755,000","7,775,000","5,377,000","4,689,000","4,765,000","3,259,000","2,188,000"
		PrepaidAssets,"35,093,000","35,615,000","29,964,000","18,938,000","20,078,000","18,716,000","17,884,000","22,025,000","27,803,000","28,774,000","17,997,000","20,348,000","24,050,000","22,316,000","18,508,000","17,941,000","35,244,000","31,105,000","16,681,000","29,790,000","32,501,000","32,119,000","13,440,000","37,306,000","36,198,000","23,195,000","13,680,000","45,551,000","16,371,000","13,774,000","11,665,000","22,446,000","12,719,000","25,584,000","10,195,000","30,200,000","12,283,000","28,203,000","33,832,000","27,447,000","26,099,000","26,916,000","36,877,000","17,980,000","35,654,000","25,475,000","26,930,000","23,007,000","27,864,000","34,569,000","45,958,000","35,498,000","29,344,000","34,236,000","39,834,000","47,018,000","27,596,000","19,585,000","17,000,000","13,819,000","13,067,000","8,358,000","6,130,000","4,834,000","3,919,000","3,336,000","5,433,000","2,775,000","3,038,000","2,999,000","3,640,000","1,422,000"
		RestrictedCash,"8,445,000","7,746,000","7,652,000","7,604,000","8,926,000","9,401,000","8,103,000","8,290,000","9,513,000","11,726,000","8,383,000","7,485,000","8,270,000","8,999,000","7,187,000","7,842,000","8,082,000","7,630,000","7,351,000","6,187,000","5,752,000","5,075,000","3,645,000","5,673,000","5,278,000","4,331,000","2,936,000","1,919,000","2,156,000","2,040,000","2,142,000","3,334,000","3,344,000","3,349,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"210,000","208,000","243,000","185,000","205,000","175,000",,,,
