name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999
			ReceivablesAdjustmentsAllowances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3,254,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"27,883,000","20,795,000","22,055,000","22,649,000","24,571,000","26,455,000","27,898,000","28,826,000","30,942,000","32,381,000","34,401,000","36,009,000","33,463,000","31,559,000","30,568,000","31,322,000","29,512,000","29,112,000","29,834,000","31,045,000","32,548,000","33,678,000","34,051,000","33,805,000","35,179,000","33,571,000","33,717,000","30,026,000","29,343,000","27,582,000","24,471,000","23,143,000","20,710,000","19,051,000","19,026,000","18,260,000","17,963,000","18,723,000","17,410,000","17,038,000","17,023,000","17,493,000","17,149,000","17,941,000","18,154,000","18,184,000","18,815,000","17,747,000","16,472,000","14,819,000","13,819,000","13,590,000","15,036,000","15,562,000","10,148,000","9,662,000","8,577,000","10,189,000","10,672,000","9,278,000","7,915,000","5,730,000","5,763,000","7,888,000","3,024,000","2,698,000","2,699,000","2,288,000","2,095,000","1,728,000","1,696,000","1,868,000","1,905,000","1,158,000","762,000","667,000","496,000","253,000","349,000","332,000","960,000","2,830,000","2,602,000","4,164,000","8,845,000","16,625,000","5,231,000","1,630,000","1,566,000","900,000","600,000","700,000"
			RawMaterials,"16,601,000","5,061,000","8,974,000","8,920,000","9,874,000","10,616,000","10,802,000","10,576,000","10,840,000","10,918,000","11,960,000","12,906,000","11,158,000","10,180,000","9,229,000","9,793,000","9,543,000","9,455,000","9,554,000","9,962,000","10,686,000","11,168,000","10,409,000","9,509,000","9,942,000","8,827,000","9,371,000","7,525,000","7,324,000","7,037,000","6,425,000","5,284,000","5,800,000","5,634,000","5,517,000","4,973,000","4,420,000","4,127,000","3,845,000","3,909,000","4,068,000","4,681,000","4,232,000","4,058,000","4,278,000","3,707,000","3,866,000","3,761,000","4,244,000","4,250,000","2,598,000","4,016,000","3,698,000","9,137,000","3,757,000","3,186,000","3,010,000","4,108,000","2,969,000","3,885,000","3,091,000","2,456,000","3,153,000",,,,"213,000",,,,"244,000",,,,"354,000",,,"160,000","316,000",,"735,000","1,254,000","1,347,000",,"3,515,000",,,,,,,
			FinishedGoods,"11,282,000","15,734,000","13,081,000","13,729,000","14,697,000","15,839,000","17,096,000","18,250,000","20,102,000","21,463,000","22,441,000","23,103,000","22,305,000","21,379,000","21,339,000","21,529,000","19,969,000","19,657,000","20,280,000","21,083,000","21,862,000","22,510,000","23,642,000","24,296,000","25,237,000","24,744,000","24,346,000","22,501,000","22,019,000","20,545,000","18,046,000","17,859,000","14,910,000","13,417,000","13,509,000","13,287,000","13,543,000","14,596,000","13,565,000","13,129,000","12,955,000","12,812,000","12,917,000","13,883,000","13,876,000","14,477,000","14,949,000","13,986,000","12,228,000","10,569,000","11,221,000","9,574,000","11,338,000","6,425,000","6,391,000","6,476,000","5,567,000","6,081,000","7,703,000","5,393,000","4,824,000","3,274,000","2,610,000",,,,"2,486,000",,,,"1,452,000",,,,"408,000",,,"195,000","324,000",,"1,183,000","3,028,000","3,283,000",,"8,370,000",,,,,,,
			InventoriesAdjustmentsAllowances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-102,000","-291,000",,"-958,000","-1,452,000","-2,028,000",,"-3,040,000",,,,,,,
		PrepaidAssets,"96,227,000","94,024,000","59,636,000","53,274,000","62,851,000","59,232,000","47,197,000",,"53,569,000","55,170,000","49,051,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RestrictedCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,400,000",,,,,,,,,,,,,,,,,,,,"2,400,000","2,400,000",,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,"34,320,000","34,689,000","34,265,000","32,859,000","31,388,000","30,687,000","29,650,000",,"27,202,000","27,752,000","28,228,000",,,,,,,,"53,084,000","54,010,000","52,777,000","54,058,000","51,601,000","49,460,000","50,673,000","52,841,000","50,128,000","46,493,000","44,832,000","44,963,000","42,290,000","22,898,000","23,724,000","20,530,000","16,342,000","10,617,000","10,578,000","10,335,000","10,362,000","8,702,000","8,612,000","8,604,000","8,391,000","9,197,000","8,759,000","8,657,000","8,767,000","7,868,000","8,049,000","8,095,000","8,010,000","5,827,000","5,808,000","5,843,000","5,910,000","5,591,000","5,517,000","5,440,000","5,305,000","4,503,000","4,479,000","4,943,000","4,682,000","4,759,000","3,942,000","4,260,000","3,935,000","3,233,000","4,794,000","4,619,000","4,494,000",,,,,,,,,,,,,"4,961,000","4,282,000",,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,"53,084,000","54,010,000","52,777,000","54,058,000","51,601,000","49,460,000","50,673,000","52,841,000","50,128,000","46,493,000","44,832,000","44,963,000","42,290,000","22,898,000","23,724,000","20,530,000","16,342,000","10,617,000","10,578,000","10,335,000","10,362,000","8,702,000","8,612,000","8,604,000","8,391,000","9,197,000","8,759,000","8,657,000","8,767,000","7,868,000","8,049,000","8,095,000","8,010,000","5,827,000","5,808,000","5,843,000","5,910,000","5,591,000","5,517,000","5,440,000","5,305,000","4,503,000","4,479,000","4,943,000","4,682,000","4,759,000","3,942,000","4,260,000","3,935,000","3,233,000","4,794,000","4,619,000","4,494,000",,,,,,,,,,,,,"4,961,000","4,282,000",,,,,,,
		OtherCurrentAssets,"23,901,000","24,187,000","28,605,000","30,730,000","37,296,000","29,876,000","44,563,000","238,163,000","36,169,000","20,164,000","26,188,000","161,940,000","138,736,000","129,793,000","52,326,000","55,853,000","62,125,000","56,056,000","67,538,000","51,513,000","51,022,000","52,706,000","52,579,000","50,741,000","66,939,000","51,061,000","50,519,000","50,214,000","48,858,000","44,344,000","44,466,000","44,647,000","58,753,000","32,387,000","34,655,000","48,969,000","60,239,000","35,916,000","30,986,000","43,785,000","47,229,000","33,606,000","29,907,000","30,015,000","45,767,000","30,140,000","37,745,000","30,886,000","26,668,000","24,580,000","22,252,000","26,324,000","26,991,000","22,835,000","20,068,000","27,446,000","29,295,000","19,363,000","20,434,000","19,627,000","21,746,000","14,166,000","15,607,000","12,138,000","12,266,000","9,788,000","9,906,000","9,744,000","7,141,000","8,495,000","5,776,000","4,500,000","5,275,000","4,574,000","4,779,000","4,373,000","4,628,000","5,223,000","4,713,000","4,240,000","6,012,000","5,080,000","6,885,000","4,428,000","3,887,000","6,529,000","4,148,000","4,520,000","1,804,000","4,200,000","1,000,000","900,000"
	TotalNonCurrentAssets,"3,342,342,000","3,398,935,000","3,386,180,000","3,318,410,000","3,183,544,000","2,869,529,000","2,884,444,000","2,907,923,000","3,032,246,000","2,137,889,000","1,878,689,000","1,672,374,000","1,182,776,000","1,272,260,000","1,187,818,000","1,092,016,000","1,109,917,000","1,112,922,000","1,021,492,000","972,671,000","943,074,000","969,599,000","1,017,522,000","1,045,820,000","1,048,159,000","1,107,948,000","1,124,150,000","1,076,843,000","1,169,155,000","1,209,567,000","1,186,102,000","1,230,362,000","1,215,781,000","1,343,896,000","1,414,183,000","1,313,494,000","1,261,485,000","1,245,863,000","1,135,120,000","1,055,179,000","1,011,753,000","894,587,000","804,876,000","799,906,000","847,684,000","791,298,000","756,237,000","707,187,000","661,287,000","613,431,000","600,463,000","616,143,000","586,540,000","563,219,000","615,854,000","526,414,000","461,415,000","508,131,000","557,638,000","381,770,000","297,558,000","280,162,000","266,536,000","219,838,000","221,556,000","263,982,000","243,075,000","241,915,000","210,492,000","200,834,000","187,727,000","174,324,000","140,820,000","111,166,000","78,429,000","50,208,000","44,941,000","42,247,000","20,490,000","21,786,000","23,141,000","23,544,000","22,765,000","26,336,000","27,676,000","27,369,000","21,787,000","10,753,000","5,568,000","4,100,000","3,000,000","2,100,000"
		NetPPE,"406,318,000","422,696,000","436,098,000","449,943,000","467,988,000","501,693,000","529,919,000","545,054,000","559,442,000","533,235,000","223,426,000","226,002,000","208,221,000","179,224,000","145,042,000","126,108,000","117,392,000","117,310,000","122,420,000","125,139,000","126,705,000","128,667,000","123,248,000","115,135,000","107,545,000","99,946,000","95,909,000","83,507,000","68,746,000","66,636,000","66,791,000","62,650,000","61,608,000","62,157,000","63,522,000","63,720,000","63,182,000","62,026,000","59,604,000","54,257,000","52,279,000","50,870,000","47,998,000","42,323,000","37,533,000","35,520,000","34,157,000","35,991,000","37,058,000","38,481,000","39,371,000","40,237,000","42,852,000","46,596,000","47,557,000","47,632,000","40,716,000","37,234,000","36,024,000","33,307,000","31,693,000","29,951,000","29,951,000","29,960,000","23,669,000","19,076,000","16,158,000","15,563,000","13,108,000","12,969,000","11,954,000","12,007,000","10,272,000","9,871,000","10,079,000","10,495,000","11,071,000","11,898,000","12,211,000","13,123,000","14,293,000","14,876,000","15,496,000","16,737,000","17,812,000","18,080,000","13,524,000","9,211,000","5,273,000","3,800,000","2,800,000","1,900,000"
			GrossPPE,"406,318,000","422,696,000","725,657,000","449,943,000","467,988,000","501,693,000","770,097,000","545,054,000","559,442,000","533,235,000","418,185,000",,,,"334,087,000",,,,"298,426,000",,,,"270,396,000",,,,"225,701,000",,,,"185,591,000",,,,"161,689,000",,,,"152,279,000",,,,"130,486,000",,,,"105,812,000",,,,"99,533,000",,,"46,596,000","95,281,000","81,969,000","75,053,000","71,571,000","70,361,000","56,302,000","54,688,000","52,946,000","52,946,000","47,244,000","40,953,000","36,360,000","33,442,000","36,275,000","33,820,000","33,681,000","32,666,000","28,710,000","26,975,000","26,574,000","26,782,000","22,669,000","23,245,000","24,072,000","24,385,000","20,570,000","21,740,000","22,323,000","22,943,000","16,737,000","17,812,000","21,179,000","16,623,000","11,532,000","6,914,000","8,200,000","3,600,000","2,500,000"
				Properties,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,,,,,
				BuildingsAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34,069,000",,,,"21,048,000",,,,"16,118,000",,,,"8,772,000",,,,"8,272,000",,,,"7,364,000",,,,"7,417,000",,,,"7,227,000",,,,,,,,,
				MachineryFurnitureEquipment,,,"306,219,000",,,,"293,824,000",,,,"267,130,000",,,,"226,472,000",,,,"210,016,000",,,,"186,684,000",,,,"154,748,000",,,,"127,615,000",,,,"106,717,000",,,,"108,322,000",,,,"89,142,000",,,,"69,350,000",,,,"64,441,000",,,,"61,212,000",,,,"49,313,000",,,,"36,828,000",,,,"24,670,000",,,,"24,394,000",,,,"19,418,000",,,,"16,968,000",,"21,740,000",,"15,716,000",,"17,812,000",,,,,,,
				OtherProperties,"406,318,000","422,696,000","244,934,000","449,943,000","467,988,000","501,693,000","300,680,000","545,054,000","559,442,000","533,235,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				Leases,,,"174,504,000",,,,"175,593,000",,,,"151,055,000",,,,"107,615,000",,,,"88,410,000",,,,"83,712,000",,,,"70,953,000",,,,"57,976,000",,,,"54,972,000",,,,"43,957,000",,,,"41,344,000",,,,"36,462,000",,,,"35,092,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,,,"-289,559,000",,,,"-240,178,000",,,,"-194,759,000",,,,"-189,045,000",,,,"-176,006,000",,,,"-147,148,000",,,,"-129,792,000",,,,"-118,800,000",,,,"-98,167,000",,,,"-92,675,000",,,,"-82,488,000",,,,"-71,655,000",,,,"-60,162,000",,,,"-47,724,000","-34,337,000","-34,337,000","-34,337,000","-34,337,000","-22,995,000","-22,995,000","-22,995,000","-22,995,000","-17,284,000","-17,284,000","-17,284,000","-17,284,000","-20,712,000","-20,712,000","-20,712,000","-20,712,000","-16,703,000","-16,703,000","-16,703,000","-16,703,000","-12,174,000","-12,174,000","-12,174,000","-12,174,000","-7,447,000","-7,447,000","-7,447,000","-7,447,000",,,"-3,099,000","-3,099,000","-2,321,000","-1,641,000","-4,400,000","-800,000","-600,000"
		GoodwillAndOtherIntangibleAssets,"2,484,474,000","2,497,935,000","2,453,731,000","2,472,157,000","2,483,119,000","2,087,263,000","2,084,866,000","2,095,337,000","2,111,173,000","1,169,694,000","1,174,282,000","1,065,379,000","555,965,000","555,965,000","587,224,000","555,965,000","555,965,000","555,965,000","598,519,000","555,965,000","555,965,000","555,965,000","606,466,000","555,965,000","555,965,000","555,965,000","614,761,000","556,957,000","556,957,000","556,957,000","622,220,000","556,957,000","517,611,000","523,727,000","591,858,000","447,799,000","447,799,000","348,239,000","348,239,000","347,901,000","347,901,000","234,691,000","234,691,000","234,700,000","234,700,000","234,700,000","234,700,000","233,526,000","233,526,000","233,526,000","231,883,000","231,892,000","231,892,000","231,892,000","248,971,000","231,892,000","231,968,000","233,997,000","255,708,000","81,701,000","81,701,000","81,701,000","92,109,000","81,701,000","81,652,000","81,652,000","49,677,000","50,067,000","50,067,000","50,067,000","50,067,000","48,998,000","24,188,000","24,188,000","24,188,000",,,,,,,,,,,,,,,,,
			Goodwill,"2,259,951,000","2,260,407,000","2,216,553,000","2,209,639,000","2,209,639,000","1,863,892,000","1,858,966,000","1,858,966,000","1,864,991,000","1,065,379,000","1,065,379,000","1,065,379,000","555,965,000","555,965,000","555,965,000","555,965,000","555,965,000","555,965,000","555,965,000","555,965,000","555,965,000","555,965,000","555,965,000","555,965,000","555,965,000","555,965,000","555,965,000","556,957,000","556,957,000","556,957,000","556,957,000","556,957,000","517,611,000","523,727,000","523,727,000","447,799,000","447,799,000","348,239,000","348,239,000","347,901,000","347,901,000","234,691,000","234,691,000","234,700,000","234,700,000","234,700,000","234,700,000","233,526,000","233,526,000","233,526,000","231,883,000","231,892,000","231,892,000","231,892,000","231,892,000","231,892,000","231,968,000","233,997,000","233,997,000","81,701,000","81,701,000","81,701,000","81,701,000","81,701,000","81,652,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,"224,523,000","237,528,000","237,178,000","262,518,000","273,480,000","223,371,000","225,900,000","236,371,000","246,182,000","104,315,000","108,903,000",,,,"31,259,000",,,,"42,554,000",,,,"50,501,000",,,,"58,796,000",,,,"65,263,000",,,,"68,131,000",,,,,,,,,,,,,,,,,,,,"17,079,000",,,,"21,711,000",,,,"10,408,000",,,"81,652,000","49,677,000","50,067,000","50,067,000","50,067,000","50,067,000","48,998,000","24,188,000","24,188,000","24,188,000",,,,,,,,,,,,,,,,,
