name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,12/31/2005
TotalAssets,"1,495,538,000","1,587,224,000","1,533,459,000","1,560,527,000","1,566,955,000","1,732,497,000","1,571,467,000","1,595,858,000","1,667,131,000","1,628,338,000","1,506,271,000","1,514,019,000","1,574,951,000","1,801,270,000","1,247,398,000","940,980,000","1,132,657,000","1,117,670,000","1,191,099,000","1,192,618,000","1,180,363,000","1,198,583,000","1,236,459,000","1,271,774,000","1,243,364,000","1,226,294,000","1,159,591,000","863,540,000","823,030,000","818,016,000","761,092,000","718,654,000","697,086,000","700,926,000","670,833,000","656,360,000","510,798,000","528,170,000","501,021,000","490,761,000","517,072,000","531,704,000","519,587,000","524,899,000","526,332,000","551,525,000","526,729,000","503,271,000","487,194,000","491,945,000","478,807,000","482,478,000","483,119,000","507,067,000","494,840,000","508,539,000","523,446,000","529,188,000","406,569,000","394,853,000","227,870,000","230,466,000","100,912,000"
	CurrentAssets,"927,399,000","991,761,000","909,510,000","914,234,000","916,244,000","1,061,873,000","925,969,000","952,407,000","1,017,479,000","942,831,000","822,599,000","822,235,000","875,435,000","957,097,000","856,488,000","535,639,000","686,113,000","647,937,000","687,402,000","671,936,000","670,995,000","730,423,000","691,854,000","707,596,000","678,832,000","665,115,000","630,562,000","693,219,000","645,234,000","651,855,000","606,209,000","585,707,000","566,361,000","539,070,000","520,919,000","536,090,000","418,225,000","429,497,000","396,095,000","375,913,000","386,404,000","383,231,000","408,089,000","434,541,000","436,671,000","461,595,000","448,753,000","426,519,000","413,232,000","408,228,000","410,522,000","350,619,000","351,671,000","373,202,000","369,792,000","355,791,000","377,374,000","454,345,000","353,362,000","357,583,000","192,362,000","196,040,000","72,499,000"
		CashCashEquivalentsAndShortTermInvestments,"191,937,000","190,611,000","203,484,000","219,735,000","234,029,000","298,014,000","196,546,000","202,782,000","261,534,000","109,201,000","94,804,000","110,531,000","183,281,000","229,465,000","446,886,000","122,168,000","264,322,000","263,941,000","256,361,000","257,749,000","264,771,000","304,338,000","267,639,000","257,750,000","275,090,000","274,662,000","287,321,000","397,222,000","333,703,000","326,123,000","317,577,000","314,001,000","311,954,000","296,990,000","289,450,000","301,648,000","161,106,000","180,812,000","168,858,000","190,034,000","203,878,000","195,754,000","245,257,000","268,593,000","275,202,000","281,662,000","272,916,000","267,944,000","265,056,000","253,209,000","269,052,000","211,183,000","233,298,000","235,002,000","247,990,000","210,166,000","213,743,000","272,377,000","174,826,000","198,115,000","39,662,000","29,572,000","37,112,000"
			CashAndCashEquivalents,"191,937,000","190,611,000","203,484,000","219,735,000","234,029,000","298,014,000","196,546,000","202,782,000","261,534,000","109,201,000","94,804,000","109,034,000","167,259,000","202,954,000","416,406,000","63,308,000","151,436,000","116,345,000","122,042,000","119,820,000","125,658,000","162,641,000","130,996,000","138,380,000","179,974,000","149,101,000","161,103,000","198,018,000","118,623,000","86,495,000","110,864,000","83,307,000","85,249,000","124,330,000","137,629,000","181,211,000","98,998,000","104,666,000","76,600,000","84,988,000","96,709,000","94,458,000","112,641,000","100,926,000","111,352,000","113,649,000","97,976,000","104,068,000","104,817,000","109,859,000","90,945,000","94,151,000","153,371,000","166,770,000","169,439,000","135,963,000","121,930,000","91,209,000","88,823,000","197,419,000","38,970,000","28,884,000","36,013,000"
				CashFinancial,"191,937,000","190,611,000","203,484,000","219,735,000","234,029,000","298,014,000","196,546,000","202,782,000","261,534,000","109,201,000","94,804,000","93,393,000","166,355,000","168,620,000","416,356,000","63,077,000","78,195,000","87,991,000","80,508,000","80,648,000","83,047,000","109,978,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,,,,,,,,,,,,"15,641,000","904,000","34,334,000","50,000","231,000","73,241,000","28,354,000","41,534,000","39,172,000","42,611,000","52,663,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,"0","0","1,497,000","16,022,000","26,511,000","30,480,000","58,860,000","112,886,000","147,596,000","134,319,000","137,929,000","139,113,000","141,697,000","136,643,000","119,370,000","95,116,000","125,561,000","126,218,000","199,204,000","215,080,000","239,628,000","206,713,000","230,694,000","226,705,000","172,660,000","151,821,000","120,437,000","62,108,000","76,146,000","92,258,000","105,046,000","107,169,000","101,296,000","132,616,000","167,667,000","163,850,000","168,013,000","174,940,000","163,876,000","160,239,000","143,350,000","178,107,000","117,032,000","79,927,000","68,232,000","78,551,000","74,203,000","91,813,000","181,168,000","86,003,000","696,000","692,000","688,000","1,099,000"
		Receivables,"276,056,000","358,954,000","273,371,000","281,022,000","276,855,000","319,428,000","290,316,000","289,107,000","272,278,000","349,645,000","284,448,000","260,352,000","267,117,000","317,115,000","153,901,000","148,026,000","161,541,000","126,152,000","137,133,000","123,903,000","124,325,000","150,370,000","152,467,000","193,414,000","184,309,000","186,243,000","141,586,000","109,448,000","131,224,000","154,596,000","136,085,000","120,686,000","107,405,000","101,956,000","87,796,000","97,780,000","115,431,000","109,948,000","94,789,000","57,692,000","66,038,000","81,962,000","70,213,000","75,423,000","62,752,000","80,351,000","67,279,000","55,619,000","59,382,000","69,483,000","56,229,000","54,677,000","45,789,000","70,439,000","48,821,000","57,291,000","44,332,000","40,343,000","41,243,000","27,584,000","19,951,000","42,148,000","4,860,000"
			AccountsReceivable,"276,056,000","358,954,000","273,371,000","281,022,000","276,855,000","319,428,000","290,316,000","289,107,000","272,278,000","349,645,000","284,448,000","260,352,000","267,117,000","317,115,000","153,901,000","148,026,000","161,541,000","126,152,000","137,133,000","123,903,000","124,325,000","150,370,000","152,467,000","193,414,000","184,309,000","186,243,000","141,586,000","109,448,000","131,224,000","154,596,000","136,085,000","120,686,000","107,405,000","100,643,000","87,180,000","96,668,000","112,133,000","107,039,000","91,544,000","56,200,000","65,444,000","80,616,000","68,954,000","73,684,000","60,923,000","75,931,000","64,058,000","55,619,000","59,382,000","69,483,000","54,030,000","54,059,000","44,837,000","69,354,000","48,571,000","56,804,000","42,547,000","39,216,000","38,608,000","27,584,000","19,951,000","42,148,000","3,410,000"
				GrossAccountsReceivable,"277,910,000","360,258,000","274,995,000","283,752,000","279,957,000","322,340,000","293,673,000","292,290,000","276,292,000","353,650,000","286,830,000","264,481,000","272,393,000","322,199,000","154,767,000","148,895,000","162,457,000","127,044,000","138,018,000","124,821,000","125,142,000","151,142,000","153,274,000","194,044,000","184,939,000","186,873,000","142,216,000","109,495,000","131,244,000","154,634,000","136,105,000","120,727,000","107,446,000","100,686,000","87,327,000","96,801,000","112,233,000","107,133,000","91,638,000",,,,,,,,,,,,,,,,,,,,,,,,
