name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012
TotalRevenue,"200,999,000","29,835,000","114,666,000","29,313,000","27,185,000","22,970,000","24,683,000","20,081,000","18,033,000","20,341,000","24,657,000","18,544,000","15,835,000","10,852,000","14,456,000","7,302,000","2,423,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
	OperatingRevenue,"200,999,000","29,835,000","114,666,000","29,313,000","27,185,000","22,970,000","24,683,000","20,081,000","18,033,000","20,341,000","24,657,000","18,544,000","15,835,000","10,852,000","14,456,000","7,302,000","2,423,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
CostOfRevenue,"26,926,000","6,780,000","6,070,000","7,899,000","6,177,000","6,700,000","6,534,000","5,381,000","7,326,000","6,092,000","1,684,000","2,063,000","705,000","381,000","377,000","205,000","59,000",,,,,,,,,,,,,,,,,,,,,,,
GrossProfit,"174,073,000","23,055,000","108,596,000","21,414,000","21,008,000","16,270,000","18,149,000","14,700,000","10,707,000","14,249,000","22,973,000","16,481,000","15,130,000","10,471,000","14,079,000","7,097,000","2,364,000",,,,,,,,,,,,,,,,,,,,,,,
OperatingExpense,"219,851,000","56,698,000","56,856,000","53,788,000","52,509,000","50,489,000","53,742,000","48,304,000","53,260,000","58,189,000","72,911,000","59,808,000","61,205,000","58,623,000","66,004,000","68,435,000","58,048,000","40,795,000","60,314,000","32,182,000","27,768,000","25,429,000","28,757,000","23,315,000","22,690,000","22,110,000","19,950,000","17,366,000","18,129,000","19,641,000","15,973,000","13,174,000","11,843,000","8,982,000","6,750,000","5,686,000","5,113,000","4,621,000","3,287,000","2,789,000"
	SellingGeneralAndAdministration,"136,731,000","31,524,000","36,009,000","34,656,000","34,542,000","32,598,000","35,016,000","32,029,000","33,237,000","36,902,000","35,467,000","32,171,000","34,482,000","36,282,000","12,967,000","39,933,000","39,891,000","27,823,000","22,213,000","19,774,000","17,153,000","14,475,000","14,664,000","10,627,000","9,386,000","9,801,000","7,648,000","7,462,000","7,502,000","8,023,000","6,380,000","4,944,000","5,167,000","3,612,000","3,594,000","3,287,000","1,940,000","1,466,000","1,319,000","1,416,000"
		GeneralAndAdministrativeExpense,,,,,,,,,,,"35,467,000","32,171,000","34,482,000","36,282,000","12,967,000","39,933,000","39,891,000","27,823,000","22,213,000","19,774,000","17,153,000","14,475,000","14,664,000","10,627,000","9,386,000","9,801,000","7,648,000","7,462,000","7,502,000","8,023,000","6,380,000","4,944,000","5,167,000","3,612,000","3,594,000","3,287,000","1,940,000","1,466,000","1,319,000","1,416,000"
			OtherGandA,,,,,,,,,,,"35,467,000","32,171,000","34,482,000","36,282,000","12,967,000","39,933,000","39,891,000","27,823,000","22,213,000","19,774,000","17,153,000","14,475,000","14,664,000","10,627,000","9,386,000","9,801,000","7,648,000","7,462,000","7,502,000","8,023,000","6,380,000","4,944,000","5,167,000","3,612,000","3,594,000","3,287,000","1,940,000","1,466,000","1,319,000","1,416,000"
	ResearchAndDevelopment,"83,120,000","25,174,000","20,847,000","19,132,000","17,967,000","17,891,000","18,726,000","16,165,000","19,943,000","19,173,000","30,794,000","21,796,000","20,904,000","17,884,000","26,492,000","28,502,000","18,157,000","12,972,000","38,101,000","12,408,000","10,615,000","10,954,000","14,093,000","12,688,000","13,304,000","12,309,000","12,302,000","9,904,000","10,627,000","11,618,000","9,593,000","8,230,000","6,676,000","5,370,000","3,156,000","2,399,000","3,173,000","3,155,000","1,968,000","1,373,000"
	OtherOperatingExpenses,,,,,,,"0","110,000","80,000","2,114,000","6,650,000","5,841,000","5,819,000","4,457,000","7,625,000",,,,,,,,,,,,,,,,,,,,,,,,,
