name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013
TotalRevenue,"257,707,000","60,827,000","16,543,000","155,973,000","24,364,000","38,429,000","64,999,000","44,032,000","42,888,000","24,401,000","7,974,000","33,174,000","191,566,000","23,863,000","108,055,000","29,027,000","43,952,000","31,925,000","42,508,000","27,272,000","28,997,000","26,891,000","31,912,000","30,102,000","89,280,000","28,282,000","24,442,000","19,538,000","120,550,000","16,298,000","16,105,000","13,662,000","89,958,000","17,876,000","12,390,000","71,248,000"
	OperatingRevenue,"257,707,000","60,827,000","16,543,000","155,973,000","24,364,000","38,429,000","64,999,000","44,032,000","42,888,000","24,401,000","7,974,000","33,174,000","191,566,000","23,863,000","108,055,000","29,027,000","43,952,000","31,925,000","35,126,000","19,997,000","21,352,000","19,581,000","23,550,000","20,867,000","73,197,000","19,738,000","16,663,000","13,045,000","106,879,000","11,506,000","11,016,000","9,027,000","82,463,000","14,685,000","8,926,000","69,140,000"
CostOfRevenue,"13,708,000","4,238,000","3,125,000","3,266,000","3,078,000","3,401,000","2,616,000","2,207,000","3,076,000","970,000","905,000","242,000",,,,,,,,,,,,,,,,,,,,,,,"0",
GrossProfit,"243,999,000","56,589,000","13,418,000","152,707,000","21,286,000","35,028,000","62,383,000","41,825,000","39,812,000","23,431,000","7,069,000","32,932,000",,,,,,,,,,,,,,,,,,,,,,,"12,390,000",
OperatingExpense,"525,095,000","119,582,000","148,659,000","101,733,000","155,121,000","105,455,000","120,381,000","9,495,000","124,949,000","104,505,000","107,505,000","85,786,000","78,747,000","72,706,000","88,135,000","71,799,000","67,193,000","72,524,000","66,320,000","63,289,000","60,406,000","58,262,000","63,192,000","52,204,000","62,768,000","55,067,000","72,889,000","63,308,000","61,235,000","61,021,000","64,079,000","50,757,000","40,785,000","32,082,000","37,345,000","30,072,000"
	SellingGeneralAndAdministration,"123,710,000","30,564,000","34,739,000","25,853,000","32,554,000","30,779,000","42,249,000","-48,981,000","63,535,000","49,603,000","50,707,000","35,823,000","26,739,000","22,210,000","17,851,000","15,356,000","15,055,000","15,550,000","13,852,000","12,953,000","13,425,000","11,530,000","12,585,000","11,646,000","10,376,000","11,417,000","12,965,000","11,237,000","9,680,000","10,482,000","12,821,000","10,140,000","7,516,000","6,432,000","7,911,000","6,888,000"
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,"17,851,000","15,356,000","15,055,000","15,550,000","13,852,000","12,953,000","13,425,000","11,530,000","12,585,000","11,646,000","10,376,000","11,417,000","12,965,000","11,237,000","9,680,000","10,482,000","12,821,000","10,140,000","7,516,000","6,432,000","7,911,000","6,888,000"
			OtherGandA,,,,,,,,,,,,,,,"17,851,000","15,356,000","15,055,000","15,550,000","13,852,000","12,953,000","13,425,000","11,530,000","12,585,000","11,646,000","10,376,000","11,417,000","12,965,000","11,237,000","9,680,000","10,482,000","12,821,000","10,140,000","7,516,000","6,432,000","7,911,000","6,888,000"
	ResearchAndDevelopment,"401,385,000","89,018,000","113,920,000","75,880,000","122,567,000","74,676,000","78,132,000","58,476,000","61,414,000","54,902,000","56,798,000","49,963,000","52,008,000","50,496,000","70,284,000","56,443,000","52,138,000","56,974,000","52,468,000","50,336,000","46,981,000","46,732,000","50,607,000","40,558,000","52,392,000","43,650,000","59,924,000","52,071,000","51,555,000","50,539,000","51,258,000","40,617,000","33,269,000","25,650,000","29,434,000","23,184,000"
OperatingIncome,"-281,096,000","-62,993,000","-135,241,000","50,974,000","-133,835,000","-70,427,000","-57,998,000","32,330,000","-85,137,000","-81,074,000","-100,436,000","-52,854,000","112,819,000","-48,843,000","19,920,000","-42,772,000","-23,241,000","-40,599,000","-23,812,000","-36,017,000","-31,409,000","-31,371,000","-31,280,000","-22,102,000","26,512,000","-26,785,000","-48,447,000","-43,770,000","59,315,000","-44,723,000","-47,974,000","-37,095,000","49,173,000","-14,206,000","-24,955,000","41,176,000"
NetNonOperatingInterestIncomeExpense,"-1,618,000","-419,000","932,000","-1,412,000","-718,000","-501,000","-264,000","889,000","-7,000","2,532,000","2,385,000","3,491,000","3,389,000","3,407,000","1,038,000","340,000","-104,000","-698,000","1,845,000","-1,663,000","-1,726,000","-1,730,000","-2,533,000","-1,894,000","-2,309,000","-1,361,000","-2,642,000","-1,300,000","-2,055,000","-1,915,000","-2,608,000","-2,440,000","-2,342,000","-2,034,000","-1,860,000","-1,823,000"
	InterestIncomeNonOperating,,,"1,042,000",,,,"274,000","1,469,000","644,000","3,165,000","3,052,000","4,193,000","4,125,000","4,177,000","3,772,000","3,079,000","2,646,000","2,071,000","3,650,000","1,106,000","1,031,000","645,000","217,000","866,000","129,000","1,416,000","113,000","1,458,000","707,000","843,000","326,000","283,000","383,000","692,000","843,000","869,000"
	InterestExpenseNonOperating,"1,618,000","419,000","-932,000","1,412,000","718,000","501,000","538,000","580,000","651,000","633,000","667,000","702,000","736,000","770,000","2,734,000","2,739,000","2,750,000","2,769,000","1,805,000","2,769,000","2,757,000","2,375,000","2,750,000","2,760,000","2,438,000","2,777,000","2,755,000","2,758,000","2,762,000","2,758,000","2,934,000","2,723,000","2,725,000","2,726,000","2,703,000","2,692,000"
OtherIncomeExpense,,,,,,"-453,000","-190,000",,,,,,,,,,,,,,,,,,,,,,,,"22,000",,,,"42,000","-50,000"
	GainOnSaleOfSecurity,,,,,,,"-190,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42,000",
	OtherNonOperatingIncomeExpenses,,,,,,"-453,000",,,,,,,,,,,,,,,,,,,,,,,,,"22,000",,,,"42,000","-50,000"
PretaxIncome,"-282,714,000","-63,412,000","-134,309,000","49,562,000","-134,553,000","-71,381,000","-58,464,000","33,219,000","-85,144,000","-78,542,000","-98,051,000","-49,363,000","116,208,000","-45,436,000","20,958,000","-42,432,000","-23,345,000","-41,297,000","-21,967,000","-37,680,000","-33,135,000","-33,101,000","-33,813,000","-23,996,000","24,203,000","-28,146,000","-51,089,000","-45,070,000","57,260,000","-46,638,000","-50,560,000","-39,535,000","46,831,000","-16,240,000","-26,773,000","39,303,000"
TaxProvision,"326,000","113,000","112,000","106,000","-3,000","134,000","170,000","215,000","169,000","-194,000","72,000","76,000","205,000","-25,000","5,000","124,000","75,000","99,000","155,000","57,000","48,000","60,000","189,000","158,000","-113,000","-305,000","280,000","28,000","205,000","-271,000","0","0","0","0","0","0"
EarningsFromEquityInterestNetOfTax,"1,567,000","320,000","343,000","342,000","562,000","-240,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"-281,473,000","-63,205,000","-134,078,000","49,798,000","-133,988,000","-71,755,000","-58,634,000","33,004,000","-85,313,000","-78,348,000","-98,123,000","-49,439,000","116,003,000","-45,411,000","20,953,000","-42,556,000","-23,420,000","-41,396,000","-22,122,000","-37,737,000","-33,183,000","-33,161,000","-34,002,000","-24,154,000","24,316,000","-27,841,000","-51,369,000","-45,098,000","57,055,000","-46,367,000","-50,560,000","-39,535,000","18,123,000","-16,240,000","-26,773,000","39,303,000"
	NetIncome,"-281,473,000","-63,205,000","-134,078,000","49,798,000","-133,988,000","-71,755,000","-58,634,000","33,004,000","-85,313,000","-78,348,000","-98,123,000","-49,439,000","116,003,000","-45,411,000","20,953,000","-42,556,000","-23,420,000","-41,396,000","-22,122,000","-37,737,000","-33,183,000","-33,161,000","-34,002,000","-24,154,000","24,316,000","-27,841,000","-51,369,000","-45,098,000","57,055,000","-46,367,000","-50,560,000","-39,535,000","46,831,000","-16,240,000","-26,773,000","39,303,000"
		NetIncomeIncludingNoncontrollingInterests,"-281,473,000","-63,205,000","-134,078,000","49,798,000","-133,988,000","-71,755,000","-58,634,000","33,004,000","-85,313,000","-78,348,000","-98,123,000","-49,439,000","116,003,000","-45,411,000","20,953,000","-42,556,000","-23,420,000","-41,396,000","-22,122,000","-37,737,000","-33,183,000","-33,161,000","-34,002,000","-24,154,000","24,316,000","-27,841,000","-51,369,000","-45,098,000","57,055,000","-46,367,000","-50,560,000","-39,535,000","46,831,000","-16,240,000","-26,773,000","39,303,000"
			NetIncomeContinuousOperations,"-281,473,000","-63,205,000","-134,078,000","49,798,000","-133,988,000","-71,755,000","-58,634,000","33,004,000","-85,313,000","-78,348,000","-98,123,000","-49,439,000","116,003,000","-45,411,000","20,953,000","-42,556,000","-23,420,000","-41,396,000","-22,122,000","-37,737,000","-33,183,000","-33,161,000","-34,002,000","-24,154,000","24,316,000","-27,841,000","-51,369,000","-45,098,000","57,055,000","-46,367,000","-50,560,000","-39,535,000","46,831,000","-16,240,000","-26,773,000","39,303,000"
	PreferredStockDividends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,708,000",,,
DilutedNIAvailtoComStockholders,"-281,473,000","-63,205,000","-134,078,000","49,798,000","-133,988,000","-71,755,000","-58,634,000","33,004,000","-85,313,000","-78,348,000","-98,123,000","-49,439,000","116,003,000","-45,411,000","20,953,000","-42,556,000","-23,420,000","-41,396,000","-22,122,000","-37,737,000","-33,183,000","-33,161,000","-34,002,000","-24,154,000","24,316,000","-27,841,000","-51,369,000","-45,098,000","57,055,000","-46,367,000","-50,560,000","-39,535,000","18,123,000","-16,240,000","-26,773,000","39,303,000"
BasicEPS,,"-0.68","-1.45","0.54","-1.45","-0.78","-0.64","0.36","-0.95","-0.89","-1.12","-0.57","1.34","-0.53","0.25","-0.5","-0.28","-0.5","-0.27","-0.5","-0.48","-0.52",,"-0.38","0.39","-0.45",,"-0.74","0.95","-0.78",,"-0.71","0.383","-0.344",,
