name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002
OperatingCashFlow,"749,000,000","201,000,000","95,000,000","87,000,000","366,000,000","173,000,000","193,000,000","298,000,000","214,000,000","180,000,000","349,000,000","278,000,000","260,000,000","-96,000,000","565,800,000","288,200,000","267,400,000","-19,400,000","273,900,000","293,700,000","216,000,000","15,000,000","220,800,000","137,000,000","260,700,000","6,900,000","51,400,000","62,600,000","-70,500,000","47,300,000","-8,043,000","13,349,000","-17,864,000","-8,742,000","-4,757,000","-12,472,000","-21,059,000","-28,014,000","-7,391,000","-6,772,000","-7,361,000","-2,776,000","3,304,000","-259,000","1,583,000","1,983,000","1,554,000","-589,000","-1,095,000","1,887,000","785,000","-884,000","109,000","-109,000","5,565,000","478,000","175,000","830,000","862,000","1,168,000","761,000","1,252,000","1,364,000","1,093,000","-98,000","1,278,000","1,177,933","-57,933","-574,000","799,000","-115,748","-863,117","-854,821","-1,200,314","561,103","-1,329,651","901,437","-224,194","161,769","0","-36,832","249,178"
	CashFlowFromContinuingOperatingActivities,"779,000,000","200,000,000","98,000,000","19,000,000","366,000,000","173,000,000","193,000,000","298,000,000","214,000,000","180,000,000","349,000,000","278,000,000","260,000,000","-96,000,000","565,800,000","288,200,000","267,400,000","-19,400,000","273,900,000","293,700,000","216,000,000","15,000,000","220,800,000","137,000,000","260,700,000","6,900,000","51,400,000","62,600,000","-70,500,000","47,300,000","-8,043,000","13,349,000","-17,864,000","-8,742,000","-4,757,000","-12,472,000","-21,059,000","-28,014,000","-7,391,000","-6,772,000","-7,361,000","-2,776,000","3,304,000","-259,000","1,583,000","1,983,000","1,554,000","-589,000","-1,095,000","1,887,000","785,000","-884,000","109,000","-109,000","5,565,000","478,000","175,000","830,000","862,000","1,168,000","761,000","1,252,000","1,364,000","1,093,000","-98,000","1,278,000","1,177,933","-57,933","-574,000","799,000","-115,748","-863,117","-854,821","-1,200,314","561,103","-1,329,651","901,437","-224,194","161,769","0","-36,832","249,178"
		NetIncomeFromContinuingOperations,"767,000,000","489,000,000","144,000,000","-79,000,000","158,000,000","118,000,000","128,000,000","98,000,000","-134,000,000","25,000,000","107,000,000","136,000,000","145,000,000","52,000,000","90,600,000","115,200,000","159,100,000","79,100,000","207,100,000","71,000,000","57,200,000","24,900,000","32,100,000","21,300,000","50,400,000","-19,300,000","-62,900,000","-35,500,000","-78,500,000","-14,700,000","-10,005,000","-11,698,000","-13,762,000","-28,135,000","-10,598,000","-6,026,000","-17,362,000","-14,544,000","-9,319,000",,,,,,"914,000","1,117,000","820,000","1,730,000","1,504,000","834,000","601,000","811,000","288,000","5,000",,"1,152,000","774,000","643,000","457,000","499,000","754,000","461,000","1,594,000","905,000","848,000","557,000","597,570","-551,570","-1,211,000","-4,650,000","-2,150,835","-288,783","-394,351","-404,031",,"52,042","142,827","130,842","88,704","151,086","35,965","98,360"
		OperatingGainsLosses,"-454,000,000","-451,000,000","-37,000,000","41,000,000","-5,000,000","-17,000,000","-25,000,000","-29,000,000","-9,000,000","-31,000,000","-33,000,000","-37,000,000","-12,000,000","-14,000,000","-31,200,000","16,100,000","-15,700,000","13,800,000","21,900,000","14,100,000","28,500,000","20,900,000","-23,200,000",,,,"-16,500,000","-7,700,000","5,500,000","6,500,000",,,,,,,,,,,,,"21,000",,,,"0","5,000","0","-1,000","0","0","2,000","-31,000",,,"-1,000","3,000","-1,000","-38,000","25,000","2,000","135,000","-90,000","-37,000","148,000","3,444,000","-3,198,000","124,000","3,484,000","1,298,084","-233,662","-70,834","-8,588",,,,,,,,
			GainLossOnSaleOfBusiness,,"-450,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,"-51,000,000","-1,000,000","-37,000,000","-5,000,000","-7,000,000","-24,000,000","-24,000,000","-29,000,000","-12,000,000","-27,000,000","-37,000,000","-33,000,000","-19,000,000","-21,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,000","-9,000","0","0","0","5,000","0","-1,000","0","0","2,000","-31,000","4,000","-2,000","-1,000","3,000",,,,,,,,,,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,,,,,,,,,,,,,,,,,,,,,,,,,,,"-12,300,000","800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,"0","0","2,000,000","-1,000,000","-1,000,000","0","3,000,000","-4,000,000","4,000,000","-4,000,000","7,000,000","2,000,000","-7,100,000","-700,000","-15,700,000","3,500,000","-600,000","9,500,000","28,500,000","11,900,000",,,,,,,"400,000","6,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"473,000,000","116,000,000","119,000,000","-40,000,000","205,000,000","192,000,000","194,000,000","193,000,000","196,000,000","183,000,000","193,000,000","186,000,000","180,000,000","180,000,000","188,800,000","179,900,000","176,400,000","170,900,000","169,300,000","167,300,000","164,400,000","157,400,000","158,000,000","161,800,000","161,500,000","162,100,000","173,000,000","102,000,000","56,100,000","33,800,000","34,510,000","27,247,000","25,270,000","11,273,000","9,052,000","8,394,000","1,795,000","1,554,000","1,250,000","722,000","424,000","317,000","296,000","305,000","323,000","316,000","264,000","325,000","316,000","385,000","356,000","278,000","281,000","276,000","267,000","288,000","317,000","242,000","-1,492,000","198,000","220,000","231,000","305,000","236,000","254,000","259,000","259,541","314,459","414,000","447,000","431,422","293,871","289,411","239,296","73,382","69,653","14,610","21,526","34,084","23,930","18,816","24,934"
			DepreciationAndAmortization,"473,000,000","116,000,000","119,000,000","-40,000,000","205,000,000","192,000,000","194,000,000","193,000,000","196,000,000","183,000,000","193,000,000","186,000,000","180,000,000","180,000,000","188,800,000","179,900,000","176,400,000","170,900,000","169,300,000","167,300,000","164,400,000","157,400,000","158,000,000","161,800,000","161,500,000","162,100,000","173,000,000","102,000,000","56,100,000","33,800,000","34,510,000","27,247,000","25,270,000","11,273,000","9,052,000","8,394,000","1,795,000","1,554,000","1,250,000","722,000","424,000","317,000","296,000","305,000","323,000","316,000","264,000","325,000","316,000","385,000","356,000","278,000","281,000","276,000","267,000","288,000","317,000","242,000","-1,492,000","198,000","220,000","231,000","305,000","236,000","254,000","259,000","259,541","314,459","414,000","447,000","431,422","293,871","289,411","239,296","73,382","69,653","14,610","21,526","34,084","23,930","18,816","24,934"
