name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016
MarketCap,"403,500,440","572,632,361","441,851,702","509,251,099","323,432,935","380,578,153","348,114,904","124,852,324","83,843,448","41,504,073","65,838,731","95,282,139","45,395,077","116,093,620","181,451,669","226,565,325","200,887,921","190,692,481","190,543,990","188,258,000","188,258,000","188,273,368","187,297,500"
EnterpriseValue,"768,174,440","834,530,361","667,906,702","840,543,099","671,810,935","665,177,153","738,965,904","521,399,324","480,456,448","351,154,073","466,028,731","497,202,139","439,261,077","471,581,620","435,398,669","313,604,325","293,500,921","190,773,290","190,624,799","188,338,809","188,338,809","188,354,177","187,542,128"
PeRatio,"39.522",,,,,,"32.842","27.045",,,,,,,,,,,,"5,010.225",,,
ForwardPeRatio,,,,,,,,,,,,,,"20.964","5.087",,,,,,,,
PegRatio,,,,,,,,,,,,,,"2.62","0.636",,,,,,,,
PsRatio,"0.153","0.274","0.127","0.146","0.165","0.194","0.182","0.066","0.049","0.028","0.055","0.095","0.048","0.146","0.284","0.628","1.731",,,,,,
PbRatio,"56.034","15.37","26.924",,,,,,,,,,,,,,,"1.313","1.313","1.298","1.299","1.298","1.292"
EnterprisesValueRevenueRatio,"0.355","2.318","1.228","1.205","1.199","2.406","1.886","0.998","1","0.98","0.898","1.178","1.339","2.471","1.578","1.123","1.686","3.805",,,,,
EnterprisesValueEBITDARatio,"-234.988","-41.348","11.527","-11.145","19.535","285.239","27.648","11.597","13.11","24.483","11.937","12.886","12.339","-51.629","24.546","29.04","30.484","-10.549","-758.811","-2,324.769","-1,575.2","-1,223.731","-2,908.126"
