name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988
TotalRevenue,"1,454,836,000","365,623,000","371,198,000","348,327,000","280,374,000","280,654,000","283,111,000","268,241,000","259,729,000","271,487,000","266,172,000","254,613,000","330,294,000","308,609,000","316,594,000","284,190,000","226,496,000","342,193,000","337,244,000","421,025,000","451,469,000","452,089,000","456,350,000","449,892,000","471,701,000","474,221,000","456,203,000","441,413,000","473,189,000","489,830,000","484,880,000","462,044,000","485,073,000","496,117,000","491,269,000","450,913,000","467,643,000","508,752,000","505,244,000","482,736,000","505,887,000","540,807,000","524,049,000","519,038,000","546,750,000","562,730,000","551,463,000","521,428,000","506,674,000","504,385,000","473,012,000","431,110,000","396,239,000","391,882,000","369,615,000","303,717,000","276,805,000","290,973,000","273,737,000","250,318,000","227,503,000","247,781,000","237,536,000","220,653,000","216,443,000","220,206,000","209,869,000","196,780,000","196,456,000","201,930,000","194,522,000","188,396,000","200,043,000","196,800,000","198,806,000","189,236,000","174,395,000","169,367,000","172,548,000","163,269,000","161,460,000","164,814,000","166,675,000","154,632,000","134,001,000","148,967,000","150,045,000","135,164,000","124,556,000","129,854,000","133,200,000","118,300,000","108,200,000","110,000,000","107,500,000","93,600,000","89,400,000","92,500,000","90,000,000","80,100,000","76,300,000","80,900,000","81,000,000","69,000,000","64,500,000","68,200,000","66,600,000","59,500,000","57,200,000","59,400,000","59,000,000","51,700,000","51,500,000","55,100,000","55,000,000","49,800,000","48,500,000","50,000,000","49,100,000","44,200,000","43,500,000","47,300,000","46,900,000","41,500,000","40,700,000","40,500,000","41,700,000","40,200,000","36,200,000","39,700,000","41,500,000","39,300,000","35,400,000","39,000,000","40,800,000","38,500,000"
	OperatingRevenue,"1,454,836,000","365,623,000","371,198,000","348,327,000","280,374,000","280,654,000","283,111,000","268,241,000","259,729,000","271,487,000","266,172,000","254,613,000","330,294,000","308,609,000","316,594,000","284,190,000","226,496,000","342,193,000","337,244,000","421,025,000","451,469,000","452,089,000","456,350,000","449,892,000","471,701,000","474,221,000","456,203,000","441,413,000","473,189,000","489,830,000","484,880,000","462,044,000","485,073,000","496,117,000","491,269,000","450,913,000","467,643,000","508,752,000","505,244,000","482,736,000","505,887,000","540,807,000","524,049,000","519,038,000","546,750,000","562,730,000","551,463,000","521,428,000","506,674,000","504,385,000","473,012,000","431,110,000","396,239,000","391,882,000","369,615,000","303,717,000","276,805,000","290,973,000","273,737,000","250,318,000","232,829,000","245,825,000","235,604,000","219,215,000","214,651,000","219,070,000","209,430,000","196,361,000","196,107,000","201,781,000","194,438,000","188,396,000","200,025,000","196,750,000","198,765,000","189,179,000","174,265,000","169,256,000","172,431,000","163,184,000","161,871,000","164,729,000","166,541,000","154,440,000","132,831,000","148,967,000","150,045,000","135,164,000","124,556,000","129,854,000","133,200,000","118,300,000","108,200,000","110,000,000","107,500,000","93,600,000","89,400,000","92,500,000","90,000,000","80,100,000","76,300,000","80,900,000","81,000,000","69,000,000","64,500,000","68,200,000","66,600,000","59,500,000","57,200,000","59,400,000","59,000,000","51,700,000","51,500,000","55,100,000","55,000,000","49,800,000","48,500,000","50,000,000","49,100,000","44,200,000","43,500,000","47,300,000","46,900,000","41,500,000","40,700,000","40,500,000","41,700,000","40,200,000","36,200,000","39,700,000","41,500,000","39,300,000","35,400,000","39,000,000","40,800,000","38,500,000"
CostOfRevenue,"646,233,000","166,027,000","180,420,000","163,110,000","125,635,000","123,077,000","126,823,000","113,698,000","116,050,000","118,712,000","127,258,000","128,034,000","160,316,000","156,339,000","158,232,000","148,653,000","90,957,000","179,736,000","178,970,000","248,116,000","232,490,000","239,244,000","239,787,000","250,673,000","247,813,000","252,867,000","241,021,000","245,077,000","249,729,000","253,186,000","250,809,000","246,331,000","256,073,000","242,631,000","242,997,000","241,737,000","235,257,000","241,020,000","243,401,000","242,545,000","251,987,000","244,195,000","241,212,000","238,248,000","234,592,000","232,914,000","229,917,000","228,081,000","215,341,000","214,300,000","199,965,000","196,483,000","184,752,000","178,201,000","167,107,000","139,613,000","127,372,000","130,846,000","123,887,000","121,028,000","120,022,000","125,815,000","120,580,000","120,304,000","114,406,000","115,483,000","111,017,000","111,709,000","109,019,000","110,605,000","108,236,000","109,485,000","105,909,000","105,114,000","104,635,000","104,450,000","92,112,000","88,312,000","93,480,000","92,171,000","86,897,000","87,827,000","90,135,000","83,127,000","87,058,000","72,724,000","73,479,000","71,271,000","62,575,000","66,044,000","66,300,000","65,700,000","52,200,000","59,200,000","54,200,000","52,800,000","44,600,000","47,300,000","46,600,000","45,800,000","38,300,000","43,800,000","44,200,000","40,500,000","34,800,000","39,300,000","38,800,000","34,700,000","31,200,000","34,800,000","33,500,000","31,200,000","27,600,000","32,500,000","31,300,000","29,300,000","26,500,000","29,100,000","28,700,000","26,800,000","22,900,000","29,300,000","26,200,000","23,800,000",,,,,,,,,,,,
GrossProfit,"808,603,000","199,596,000","190,778,000","185,217,000","154,739,000","157,577,000","156,288,000","154,543,000","143,679,000","152,775,000","138,914,000","126,579,000","169,978,000","152,270,000","158,362,000","135,537,000","135,539,000","162,457,000","158,274,000","172,909,000","218,979,000","212,845,000","216,563,000","199,219,000","223,888,000","221,354,000","215,182,000","196,336,000","223,460,000","236,644,000","234,071,000","215,713,000","229,000,000","253,486,000","248,272,000","209,176,000","232,386,000","267,732,000","261,843,000","240,191,000","253,900,000","296,612,000","282,837,000","280,790,000","312,158,000","329,816,000","321,546,000","293,347,000","291,333,000","290,085,000","273,047,000","234,627,000","211,487,000","213,681,000","202,508,000","164,104,000","149,433,000","160,127,000","149,850,000","129,290,000","107,481,000","121,966,000","116,956,000","100,349,000","102,037,000","104,723,000","98,852,000","85,071,000","87,437,000","91,325,000","86,286,000","78,911,000","94,134,000","91,686,000","94,171,000","84,786,000","82,283,000","81,055,000","79,068,000","71,098,000","74,563,000","76,987,000","76,540,000","71,505,000","46,943,000","76,243,000","76,566,000","63,893,000","61,981,000","63,810,000","66,900,000","52,600,000","56,000,000","50,800,000","53,300,000","40,800,000","44,800,000","45,200,000","43,400,000","34,300,000","38,000,000","37,100,000","36,800,000","28,500,000","29,700,000","28,900,000","27,800,000","24,800,000","26,000,000","24,600,000","25,500,000","20,500,000","23,900,000","22,600,000","23,700,000","20,500,000","22,000,000","20,900,000","20,400,000","17,400,000","20,600,000","18,000,000","20,700,000","17,700,000",,,,,,,,,,,,
OperatingExpense,"635,688,000","149,890,000","153,597,000","159,479,000","107,868,000","108,500,000","103,721,000","100,178,000","103,669,000","96,434,000","96,648,000","99,087,000","99,863,000","102,062,000","99,989,000","98,497,000","63,474,000","108,046,000","100,336,000","150,480,000","153,655,000","157,781,000","145,651,000","161,065,000","169,387,000","161,483,000","159,163,000","164,016,000","175,407,000","180,212,000","174,913,000","177,753,000","169,716,000","183,949,000","185,046,000","189,158,000","183,429,000","192,100,000","186,454,000","194,401,000","212,275,000","201,158,000","194,042,000","200,925,000","202,578,000","192,589,000","185,993,000","181,532,000","190,765,000","168,065,000","164,118,000","155,242,000","157,793,000","141,894,000","139,968,000","117,292,000","118,484,000","109,576,000","102,917,000","95,388,000","68,894,000","90,283,000","93,238,000","85,798,000","84,234,000","80,999,000","81,887,000","75,890,000","76,422,000","73,472,000","76,663,000","73,608,000","70,437,000","67,045,000","70,156,000","67,949,000","61,325,000","56,714,000","55,271,000","52,457,000","48,206,000","46,536,000","45,854,000","48,116,000","21,896,000","49,893,000","51,288,000","44,253,000","43,302,000","42,043,000","45,500,000","35,800,000","40,300,000","33,800,000","36,700,000","28,100,000","32,600,000","31,500,000","29,900,000","23,900,000","28,000,000","26,000,000","25,100,000","19,700,000","21,700,000","20,300,000","18,900,000","17,700,000","19,100,000","17,300,000","17,600,000","15,000,000","18,000,000","16,000,000","16,100,000","15,000,000","16,500,000","15,200,000","13,800,000","12,900,000","15,400,000","14,600,000","14,200,000","13,300,000",,,,,,,,,,,,
	SellingGeneralAndAdministration,"635,688,000","149,890,000","153,597,000","159,479,000","107,868,000","108,500,000","103,721,000","100,178,000","103,669,000","96,434,000","96,648,000","99,087,000","99,863,000","102,062,000","99,989,000","98,497,000","63,474,000","108,046,000","100,336,000","150,480,000","153,655,000","157,781,000","145,651,000","161,065,000","169,387,000","161,483,000","159,163,000","164,016,000","175,407,000","180,212,000","174,913,000","177,753,000","169,716,000","183,949,000","185,046,000","189,158,000","183,429,000","192,100,000","186,454,000","194,401,000","212,275,000","201,158,000","194,042,000","200,925,000","202,578,000","192,589,000","185,993,000","181,532,000","190,765,000","168,065,000","164,118,000","155,242,000","152,893,000","137,917,000","139,968,000","117,292,000","118,484,000","109,576,000","102,917,000","91,645,000","89,706,000","90,283,000","93,238,000","85,798,000","84,234,000","80,999,000","81,887,000","75,890,000","76,422,000","73,472,000","76,663,000","73,608,000","70,437,000","67,045,000","70,156,000","67,949,000","61,325,000","56,714,000","55,271,000","52,457,000","48,206,000","46,536,000","45,854,000","48,116,000","45,437,000","41,325,000","43,353,000","37,215,000","36,312,000","35,518,000","39,300,000","30,300,000","35,200,000","29,100,000","32,500,000","24,300,000","28,400,000","27,500,000","27,000,000","21,000,000","24,800,000","22,800,000","22,500,000","17,400,000","19,400,000","18,200,000","17,300,000","16,100,000","17,000,000","15,900,000","16,400,000","13,700,000","15,900,000","14,300,000","14,500,000","13,400,000","14,700,000","13,500,000","12,300,000","11,300,000","13,900,000","12,800,000","12,400,000","11,400,000",,,,,,,,,,,,
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,"99,989,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,,,,,,,,,,,,,,,"99,989,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,568,000","7,935,000","7,038,000","6,990,000","6,525,000","6,200,000","5,500,000","5,100,000","4,700,000","4,200,000","3,800,000","4,200,000","4,000,000","2,900,000","2,900,000","3,200,000","3,200,000","2,600,000","2,300,000","2,300,000","2,100,000","1,600,000","1,600,000","2,100,000","1,400,000","1,200,000","1,300,000","2,100,000","1,700,000","1,600,000","1,600,000","1,800,000","1,700,000","1,500,000","1,600,000","1,500,000","1,800,000","1,800,000","1,900,000",,,,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,568,000","7,935,000","7,038,000","6,990,000","6,525,000","6,200,000","5,500,000","5,100,000","4,700,000","4,200,000","3,800,000","4,200,000","4,000,000","2,900,000","2,900,000","3,200,000","3,200,000","2,600,000","2,300,000","2,300,000","2,100,000","1,600,000","1,600,000","2,100,000","1,400,000","1,200,000","1,300,000","2,100,000","1,700,000","1,600,000","1,600,000","1,800,000","1,700,000","1,500,000","1,600,000","1,500,000","1,800,000","1,800,000","1,900,000",,,,,,,,,,,,
