name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004
TotalAssets,"167,525,000,000","175,979,000,000","170,726,000,000","171,703,000,000","165,737,000,000","165,883,000,000","158,687,000,000","154,902,000,000","145,682,000,000","151,828,000,000","149,513,000,000","148,678,000,000","144,403,000,000","137,216,000,000","145,191,000,000","143,268,000,000","144,762,000,000","147,470,000,000","145,486,000,000","143,144,000,000","140,857,000,000","139,821,000,000","143,623,000,000","142,684,000,000","140,250,000,000","145,342,000,000","145,320,000,000","148,806,000,000","151,448,000,000","148,810,000,000","147,193,000,000","149,160,000,000","145,964,000,000","144,576,000,000","140,208,000,000","137,258,000,000","137,296,000,000","134,729,000,000","138,564,000,000","135,270,000,000","136,757,000,000","133,986,000,000","130,380,000,000","135,138,000,000","133,832,000,000","131,192,000,000","129,044,000,000","121,110,000,000","122,377,000,000","113,774,000,000","111,201,000,000","103,214,000,000","94,581,000,000","95,676,000,000","99,150,000,000","104,267,000,000","104,902,000,000","109,230,000,000","109,854,000,000","108,132,000,000","105,160,000,000","104,172,000,000","99,504,000,000","96,049,000,000","95,821,000,000","93,121,000,000","92,274,000,000","95,952,000,000","93,536,000,000","93,113,000,000"
TotalLiabilitiesNetMinorityInterest,"162,515,000,000","170,294,000,000","165,019,000,000","166,017,000,000","160,235,000,000","160,016,000,000","152,620,000,000","148,402,000,000","138,989,000,000","146,099,000,000","143,516,000,000","142,648,000,000","138,560,000,000","131,628,000,000","139,573,000,000","137,636,000,000","138,922,000,000","141,472,000,000","139,181,000,000","136,894,000,000","134,630,000,000","133,529,000,000","136,827,000,000","135,595,000,000","133,157,000,000","136,937,000,000","136,499,000,000","139,810,000,000","142,189,000,000","139,505,000,000","137,853,000,000","139,483,000,000","136,519,000,000","135,344,000,000","131,039,000,000","128,276,000,000","127,679,000,000","125,017,000,000","128,743,000,000","125,657,000,000","127,008,000,000","123,025,000,000","119,393,000,000","123,910,000,000","122,643,000,000","119,907,000,000","117,540,000,000","109,991,000,000","111,677,000,000","103,898,000,000","101,807,000,000","94,840,000,000","87,944,000,000","89,498,000,000","92,433,000,000","96,953,000,000","97,321,000,000","101,420,000,000","102,096,000,000","100,532,000,000","97,429,000,000","96,247,000,000","91,751,000,000","88,814,000,000","88,480,000,000","85,434,000,000","84,537,000,000","88,959,000,000","87,054,000,000","86,411,000,000"
TotalEquityGrossMinorityInterest,"5,010,000,000","5,685,000,000","5,707,000,000","5,686,000,000","5,502,000,000","5,867,000,000","6,067,000,000","6,500,000,000","6,693,000,000","5,729,000,000","5,997,000,000","6,030,000,000","5,843,000,000","5,588,000,000","5,618,000,000","5,632,000,000","5,840,000,000","5,998,000,000","6,305,000,000","6,250,000,000","6,227,000,000","6,292,000,000","6,796,000,000","7,089,000,000","7,093,000,000","8,405,000,000","8,821,000,000","8,996,000,000","9,259,000,000","9,305,000,000","9,340,000,000","9,677,000,000","9,445,000,000","9,232,000,000","9,169,000,000","8,982,000,000","9,617,000,000","9,712,000,000","9,821,000,000","9,613,000,000","9,749,000,000","10,961,000,000","10,987,000,000","11,228,000,000","11,189,000,000","11,285,000,000","11,504,000,000","11,119,000,000","10,700,000,000","9,876,000,000","9,394,000,000","8,374,000,000","6,637,000,000","6,178,000,000","6,717,000,000","7,314,000,000","7,581,000,000","7,810,000,000","7,758,000,000","7,600,000,000","7,731,000,000","7,925,000,000","7,753,000,000","7,235,000,000","7,341,000,000","7,687,000,000","7,737,000,000","6,993,000,000","6,482,000,000","6,702,000,000"
	StockholdersEquity,"5,010,000,000","5,685,000,000","5,707,000,000","5,686,000,000","5,502,000,000","5,867,000,000","6,067,000,000","6,500,000,000","6,693,000,000","5,729,000,000","5,997,000,000","6,030,000,000","5,843,000,000","5,588,000,000","5,618,000,000","5,632,000,000","5,840,000,000","5,998,000,000","6,305,000,000","6,250,000,000","6,227,000,000","6,292,000,000","6,796,000,000","7,089,000,000","7,093,000,000","7,217,000,000","7,629,000,000","7,875,000,000","8,195,000,000","8,124,000,000","8,260,000,000","8,428,000,000","8,344,000,000","8,192,000,000","8,325,000,000","8,340,000,000","8,960,000,000","9,092,000,000","9,157,000,000","9,005,000,000","9,115,000,000","10,255,000,000","10,271,000,000","10,548,000,000","10,551,000,000","10,725,000,000","10,950,000,000","10,498,000,000","10,108,000,000","9,273,000,000","9,049,000,000","8,110,000,000","6,384,000,000","6,178,000,000","6,717,000,000","7,314,000,000","7,581,000,000","7,810,000,000","7,758,000,000","7,600,000,000","7,731,000,000","7,925,000,000","7,753,000,000","7,235,000,000","7,341,000,000","7,687,000,000","7,737,000,000","6,993,000,000","6,482,000,000","6,702,000,000"
		CapitalStock,"3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","2,000,000","2,000,000","0","0","0"
			CommonStock,"3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","2,000,000","2,000,000","0","0","0"
		AdditionalPaidInCapital,"9,348,000,000","9,220,000,000","9,118,000,000","9,049,000,000","8,982,000,000","8,822,000,000","8,677,000,000","8,622,000,000","8,578,000,000","8,461,000,000","8,392,000,000","8,337,000,000","8,270,000,000","8,260,000,000","8,214,000,000","8,171,000,000","8,116,000,000","8,085,000,000","8,017,000,000","7,903,000,000","7,857,000,000","7,765,000,000","7,709,000,000","7,659,000,000","7,610,000,000","7,611,000,000","7,557,000,000","7,500,000,000","7,423,000,000","7,345,000,000","7,232,000,000","7,144,000,000","7,046,000,000","6,929,000,000","6,840,000,000","6,730,000,000","6,592,000,000","6,503,000,000","6,363,000,000","6,287,000,000","6,237,000,000","6,237,000,000","6,182,000,000","6,108,000,000","6,043,000,000","6,029,000,000","5,917,000,000","5,869,000,000","5,819,000,000","5,748,000,000","5,699,000,000","5,641,000,000","4,719,000,000","4,688,000,000","4,704,000,000","4,649,000,000","4,637,000,000","4,630,000,000","4,593,000,000","4,533,000,000","4,468,000,000","4,353,000,000","4,291,000,000","4,254,000,000","4,208,000,000","4,091,000,000","4,094,000,000","2,926,000,000","2,915,000,000","2,907,000,000"
		RetainedEarnings,"18,153,000,000","17,525,000,000","16,955,000,000","16,057,000,000","15,600,000,000","15,292,000,000","15,241,000,000","15,510,000,000","16,180,000,000","14,279,000,000","13,944,000,000","13,530,000,000","13,172,000,000","12,909,000,000","12,498,000,000","12,126,000,000","11,796,000,000","11,329,000,000","11,271,000,000","10,897,000,000","10,633,000,000","10,351,000,000","10,098,000,000","10,007,000,000","9,799,000,000","9,688,000,000","9,493,000,000","9,300,000,000","9,031,000,000","8,703,000,000","8,460,000,000","8,163,000,000","7,938,000,000","7,626,000,000","7,442,000,000","7,130,000,000","6,978,000,000","6,717,000,000","6,477,000,000","6,384,000,000","6,285,000,000","7,411,000,000","7,222,000,000","7,123,000,000","6,915,000,000","6,748,000,000","6,545,000,000","6,278,000,000","5,959,000,000","5,282,000,000","5,091,000,000","4,875,000,000","4,817,000,000","4,592,000,000","5,004,000,000","5,111,000,000","4,938,000,000","4,811,000,000","4,591,000,000","4,428,000,000","4,268,000,000","4,268,000,000","4,123,000,000","3,976,000,000","3,862,000,000","3,745,000,000","3,661,000,000","3,753,000,000","3,598,000,000","3,415,000,000"
		TreasuryStock,"21,599,000,000","21,066,000,000","20,468,000,000","19,883,000,000","19,400,000,000","18,879,000,000","18,370,000,000","18,029,000,000","17,773,000,000","17,276,000,000","16,679,000,000","16,109,000,000","15,637,000,000","15,293,000,000","14,853,000,000","14,489,000,000","14,070,000,000","13,648,000,000","13,298,000,000","12,852,000,000","12,485,000,000","12,027,000,000","11,609,000,000","11,218,000,000","10,761,000,000","10,338,000,000","9,885,000,000","9,428,000,000","8,966,000,000","8,589,000,000","8,181,000,000","7,802,000,000","7,389,000,000","6,961,000,000","6,565,000,000","6,148,000,000","5,697,000,000","5,325,000,000","4,953,000,000","4,611,000,000","4,261,000,000","4,034,000,000","3,772,000,000","3,319,000,000","2,952,000,000","2,620,000,000","2,412,000,000","2,259,000,000","2,038,000,000","2,023,000,000","2,021,000,000","2,021,000,000","2,021,000,000","2,012,000,000","2,021,000,000","1,927,000,000","1,710,000,000","1,467,000,000","1,180,000,000","1,009,000,000","865,000,000","490,000,000","438,000,000","332,000,000","290,000,000",,,,,
		GainsLossesNotAffectingRetainedEarnings,"-895,000,000","3,000,000","99,000,000","460,000,000","317,000,000","629,000,000","516,000,000","394,000,000","-295,000,000","262,000,000","337,000,000","269,000,000","35,000,000","-291,000,000","-244,000,000","-179,000,000","-5,000,000","229,000,000","312,000,000","299,000,000","219,000,000","200,000,000","595,000,000","638,000,000","442,000,000","253,000,000","461,000,000","500,000,000","704,000,000","662,000,000","746,000,000","920,000,000","746,000,000","595,000,000","605,000,000","625,000,000","1,084,000,000","1,194,000,000","1,267,000,000","942,000,000","851,000,000","638,000,000","636,000,000","633,000,000","542,000,000","565,000,000","897,000,000","607,000,000","365,000,000","263,000,000","277,000,000","-388,000,000","-1,134,000,000","-1,093,000,000","-973,000,000","-522,000,000","-287,000,000","-167,000,000","-249,000,000","-355,000,000","-143,000,000","-209,000,000","-226,000,000","-666,000,000","-442,000,000","-151,000,000","-20,000,000",,,"380,000,000"
