name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011
OperatingCashFlow,"203,267,000","22,723,000","54,514,000","54,642,000","71,388,000","35,828,000","64,847,000","63,882,000","29,484,000","6,859,000","25,626,000","30,277,000","27,034,000","19,709,000","33,685,000","30,494,000","16,929,000","21,094,000","36,527,000","31,105,000","23,220,000","17,185,000","24,412,000","35,133,000","18,642,000","22,961,000","25,882,000","19,350,000","18,630,000","21,469,000","23,360,000","22,712,000","21,158,000","15,629,000","23,912,000","14,647,000","4,024,000","13,790,000","12,646,000","13,966,000","9,107,000","9,815,000","10,083,000","9,526,000","9,571,000","10,367,000"
	CashFlowFromContinuingOperatingActivities,"203,267,000","22,723,000","54,514,000","54,642,000","71,388,000","35,828,000","64,847,000","63,882,000","29,484,000","6,859,000","25,626,000","30,277,000","27,034,000","19,709,000","33,685,000","30,494,000","16,929,000","21,094,000","36,527,000","31,105,000","23,220,000","17,185,000","24,412,000","35,133,000","18,642,000","22,961,000","25,882,000","19,350,000","18,630,000","21,469,000","23,360,000","22,712,000","21,158,000","15,629,000","23,912,000","14,647,000","4,024,000","13,790,000","12,646,000","13,966,000","9,107,000","9,815,000","10,083,000","9,526,000","9,571,000","10,367,000"
		NetIncomeFromContinuingOperations,"88,941,000","26,572,000","16,886,000","16,029,000","29,454,000","29,514,000","25,879,000","22,582,000","18,987,000","4,318,000","4,353,000","4,934,000","3,299,000","7,522,000","14,913,000","7,447,000","-254,000","32,581,000","2,056,000","5,002,000","3,066,000","6,603,000","9,855,000","9,391,000","7,249,000","6,133,000","6,869,000","4,103,000","5,338,000","3,242,000","7,033,000","5,278,000","4,860,000","4,918,000","7,859,000","6,192,000","6,863,000","5,565,000","29,020,000",,,,"5,788,000",,,
		OperatingGainsLosses,,,,,,,,,,,,,,,"0","0","0","-38,613,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfBusiness,,,,,,,,,,,"0","0","0","0","0","0","0","-38,613,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"53,745,000","15,065,000","15,040,000","13,488,000","10,152,000","10,091,000","10,239,000","9,750,000","10,851,000","10,519,000","12,604,000","11,992,000","13,403,000","11,916,000","11,718,000","11,707,000","11,284,000","10,943,000","10,542,000","10,227,000","7,765,000","6,956,000","5,765,000","5,176,000","4,821,000","4,184,000","4,478,000","3,869,000","3,499,000","2,995,000","2,160,000","2,125,000","2,081,000","1,551,000","1,132,000","1,013,000","946,000","779,000","752,000","728,000","632,000","528,000","487,000","409,000","337,000","287,000"
			DepreciationAndAmortization,"53,745,000","15,065,000","15,040,000","13,488,000","10,152,000","10,091,000","10,239,000","9,750,000","10,851,000","10,519,000","12,604,000","11,992,000","13,403,000","11,916,000","11,718,000","11,707,000","11,284,000","10,943,000","10,542,000","10,227,000","7,765,000","6,956,000","5,765,000","5,176,000","4,821,000","4,184,000","4,478,000","3,869,000","3,499,000","2,995,000","2,160,000","2,125,000","2,081,000","1,551,000","1,132,000","1,013,000","946,000","779,000","752,000","728,000","632,000","528,000","487,000","409,000","337,000","287,000"
		DeferredTax,"-2,580,000","-1,242,000","-2,191,000","-1,362,000","2,215,000","-433,000","1,225,000","-899,000","1,079,000","-386,000","-545,000","-168,000","-2,011,000","699,000","-21,000","-1,928,000","-2,677,000","-1,644,000","8,145,000","3,670,000","-810,000","1,486,000","5,220,000","-5,245,000","507,000","1,285,000","-253,000","-2,762,000","-1,740,000","-85,000","-716,000","-1,707,000","-2,072,000","-402,000","762,000","18,213,000","-1,435,000","-1,692,000","-31,049,000","-96,000","-58,000","-97,000","17,000","74,000","74,000","88,000"
			DeferredIncomeTax,"-2,580,000","-1,242,000","-2,191,000","-1,362,000","2,215,000","-433,000","1,225,000","-899,000","1,079,000","-386,000","-545,000","-168,000","-2,011,000","699,000","-21,000","-1,928,000","-2,677,000","-1,644,000","8,145,000","3,670,000","-810,000","1,486,000","5,220,000","-5,245,000","507,000","1,285,000","-253,000","-2,762,000","-1,740,000","-85,000","-716,000","-1,707,000","-2,072,000","-402,000","762,000","18,213,000","-1,435,000","-1,692,000","-31,049,000","-96,000","-58,000","-97,000","17,000","74,000","74,000","88,000"
		AssetImpairmentCharge,"-28,000","361,000","-45,000","-31,000","-313,000","526,000","994,000","500,000",,,"0","0",,,"0","0",,,,,,,,,,,,"0","0","0","0","0","0","367,000",,,,,,,,,,,,
		ProvisionandWriteOffofAssets,,,,,,,,,"428,000","658,000","570,000","149,000","-3,000","-632,000","264,000","439,000","234,000","238,000","311,000","335,000","511,000","135,000","-361,000","713,000","1,427,000","1,183,000","2,003,000","116,000","468,000","366,000","114,000","392,000","187,000","107,000","325,000","285,000","160,000","104,000",,,,,,,,
		StockBasedCompensation,"35,795,000","7,826,000","9,540,000","8,743,000","9,686,000","8,210,000","10,628,000","8,285,000","3,636,000","5,760,000","4,931,000","5,509,000","7,751,000","4,624,000","5,875,000","5,959,000","6,429,000","5,606,000","4,830,000","6,885,000","7,287,000","5,956,000","6,970,000","6,505,000","7,252,000","7,353,000","6,089,000","7,683,000","7,580,000","7,508,000","8,040,000","6,335,000","6,256,000","3,137,000","1,786,000","1,852,000","1,554,000","1,016,000","7,558,000","670,000","1,493,000","664,000","732,000","599,000","462,000","329,000"
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,,,,,,,,,,,,,,,"-133,000","-805,000","-151,000","1,514,000","56,000","-41,000","-1,799,000","99,000","-2,913,000","-1,503,000","-2,376,000","-6,345,000","1,885,000","-2,217,000",,,,,,,,,,
		OtherNonCashItems,,,,,,,,,,,,,,,,,,,"0","0","0","-6,255,000","325,000","105,000","-1,510,000","2,365,000","3,330,000","540,000","383,000","517,000","90,000","70,000",,,"0","0","0","125,000","-90,000","-9,701,000","6,071,000","3,761,000",,,"6,135,000","4,253,000"
		ChangeInWorkingCapital,"27,394,000","-25,859,000","15,284,000","17,775,000","20,194,000","-12,080,000","15,882,000","23,664,000","-5,497,000","-14,010,000","3,713,000","7,861,000","4,595,000","-4,420,000","936,000","6,870,000","-3,968,000","11,983,000","10,643,000","4,986,000","5,401,000","2,304,000","-3,229,000","19,293,000","-953,000","-1,056,000","3,310,000","5,842,000","4,901,000","6,827,000","9,552,000","11,722,000","12,182,000","12,296,000","10,163,000","-10,691,000","-3,055,000","7,893,000","6,129,000","3,842,000","969,000","4,959,000","2,763,000","2,756,000","2,563,000","5,410,000"
			ChangeInReceivables,"4,165,000","2,366,000","-2,465,000","4,428,000","-164,000","-5,892,000","3,648,000","144,000","-3,952,000","673,000","-571,000","-2,852,000","1,066,000","-3,812,000","4,452,000","-1,640,000","-732,000","561,000","-4,654,000","-4,437,000","-520,000","-404,000","333,000","-1,532,000","-4,342,000","-7,691,000","-997,000","-2,517,000","-2,283,000","-5,275,000","-1,071,000","-3,036,000","-2,990,000","-3,052,000","-243,000","-1,319,000","-2,201,000","-1,809,000","339,000","-1,247,000","166,000","-916,000","-190,000","-122,000","316,000","-842,000"
				ChangesInAccountReceivables,"4,165,000","2,366,000","-2,465,000","4,428,000","-164,000","-5,892,000","3,648,000","144,000","-3,952,000","673,000","-571,000","-2,852,000","1,066,000","-3,812,000","4,452,000","-1,640,000","-732,000","561,000","-4,654,000","-4,437,000","-520,000","-404,000","-1,068,000","-1,476,000","-4,694,000","-5,994,000","-2,106,000","-2,372,000","-2,232,000","-3,970,000","-2,367,000","-2,147,000","-3,103,000","-2,124,000","-686,000","-1,235,000","-1,977,000","-964,000","-556,000","-635,000","69,000","-295,000","-204,000","-151,000","-109,000","-89,000"
			ChangeInPrepaidAssets,"-5,254,000","-1,376,000","-1,715,000","-5,577,000","3,414,000","-9,306,000","2,591,000","7,135,000","2,256,000","-2,207,000","4,901,000","-2,599,000","4,726,000","-2,782,000","-6,828,000","-945,000","15,574,000","-7,688,000","3,817,000","-1,947,000","-2,976,000","-5,628,000","470,000","1,435,000","-1,191,000","-3,126,000","1,845,000","-1,535,000","3,526,000","-470,000","4,916,000","6,611,000","5,270,000","3,693,000","3,651,000","-16,760,000","-3,489,000","-259,000","3,748,000","-1,559,000","-1,207,000","-869,000","-276,000","-395,000","-314,000","-226,000"
			ChangeInPayablesAndAccruedExpense,"10,096,000","-25,687,000","9,503,000","17,730,000","8,550,000","-441,000","4,548,000","9,999,000","-3,150,000","-1,735,000","-5,104,000","12,674,000","-1,174,000","4,132,000","4,620,000","7,745,000","-21,230,000","18,274,000","758,000","5,485,000","1,540,000","3,576,000","-9,558,000","12,964,000","-1,677,000","3,001,000","-1,624,000","4,880,000","-1,936,000","4,690,000","1,768,000","2,734,000","4,320,000","3,983,000","4,584,000","4,195,000","-765,000","4,559,000","490,000","4,060,000","442,000","2,969,000","2,280,000","1,672,000","389,000","2,380,000"
