name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
TotalRevenue,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
	OperatingRevenue,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
OperatingExpense,"128,790,000","35,344,000","30,946,000","31,658,000","30,842,000","25,655,000","24,345,000","20,969,000","17,764,000","18,036,000","16,158,000","16,333,000","15,335,000","14,476,000"
	SellingGeneralAndAdministration,"36,742,000","9,790,000","9,099,000","9,667,000","8,186,000","6,902,000","7,971,000","5,661,000","4,308,000","4,642,000","3,427,000","2,886,000","3,098,000","2,757,000"
		GeneralAndAdministrativeExpense,"36,742,000","9,790,000","9,099,000","9,667,000","8,186,000","6,902,000","7,971,000","5,661,000","4,308,000","4,642,000","3,427,000","2,886,000","3,098,000","2,757,000"
			SalariesAndWages,"24,503,000","6,972,000","6,450,000","5,826,000","5,255,000","4,619,000",,"3,117,000","2,261,000",,,"1,535,000","1,470,000",
			OtherGandA,"12,239,000","2,818,000","2,649,000","3,841,000","2,931,000","2,283,000","15,592,000","2,544,000","2,047,000","4,642,000","7,631,000","1,351,000","1,628,000","2,757,000"
	ResearchAndDevelopment,"92,048,000","25,554,000","21,847,000","21,991,000","22,656,000","18,753,000","16,374,000","15,308,000","13,456,000","13,394,000","12,731,000","13,447,000","12,237,000","11,719,000"
OperatingIncome,"-128,790,000","-35,344,000","-30,946,000","-31,658,000","-30,842,000","-25,655,000","-24,345,000","-20,969,000","-17,764,000","-18,036,000","-16,158,000","-16,333,000","-15,335,000","-14,476,000"
NetNonOperatingInterestIncomeExpense,"202,000","345,000","3,000","-197,000","51,000","93,000","119,000","120,000","33,000","319,000","95,000","205,000","303,000","382,000"
	InterestIncomeNonOperating,,"345,000","3,000",,"51,000","93,000",,,,,,,,
	TotalOtherFinanceCost,,,"-3,000","197,000",,,"-119,000","-120,000","-33,000","-319,000","-95,000","-205,000","-303,000","-382,000"
