name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,09/30/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999
TotalRevenue,"1,512,057,000","142,672,000","391,699,000","369,272,000","373,714,000","368,352,000","277,734,000","402,030,000","406,223,000","416,713,000","450,984,000","444,184,000","444,460,000","432,049,000","188,180,000","522,279,000","525,577,000","513,926,000","517,334,000","449,442,000","426,091,000","413,475,000","425,436,000","392,384,000","386,521,000","345,558,000","345,647,000","354,476,000","351,718,000","334,552,000","340,903,000","345,389,000","351,296,000","340,285,000","350,977,000","330,191,000","344,827,000","347,066,000","350,963,000","360,694,000","369,956,000","364,712,000","383,175,000","368,763,000","356,831,000","335,308,000","242,393,000","190,328,000","179,919,000","169,344,000","164,910,000","166,334,000","160,703,000","128,613,000","81,804,000","81,512,000","72,089,000","73,401,000","73,444,000","70,041,000","65,022,000","63,560,000","62,191,000","60,014,000","42,204,000","34,197,000","30,638,000","29,534,000","26,195,000","26,313,000","25,694,000","25,608,000","23,155,000","23,653,000","22,488,000","19,670,000","20,030,000","19,929,000","20,006,000","20,094,000","18,773,000","18,621,000","16,415,000","19,119,000","18,513,000","26,088,000","14,838,000","12,616,000","9,647,000","8,200,000","7,000,000","6,400,000","6,000,000"
	OperatingRevenue,"1,512,057,000","142,672,000","391,699,000","369,272,000","373,714,000","368,352,000","277,734,000","402,030,000","406,223,000","416,713,000","450,984,000","444,184,000","444,460,000","432,049,000","188,180,000","522,279,000","525,577,000","513,926,000","517,334,000","449,442,000","426,091,000","413,475,000","425,436,000","392,384,000","386,521,000","345,558,000","345,647,000","354,476,000","351,718,000","334,552,000","340,903,000","345,389,000","351,296,000","340,285,000","350,977,000","330,191,000","344,827,000","347,066,000","350,963,000","360,694,000","369,956,000","364,712,000","383,175,000","368,763,000","356,831,000","335,308,000","242,393,000","190,328,000","179,919,000","169,344,000","164,910,000","166,334,000","160,703,000","128,613,000","81,804,000","81,512,000","72,089,000","73,401,000","73,444,000","70,041,000","65,022,000","63,560,000","62,191,000","60,014,000","42,204,000","34,197,000","30,638,000","29,534,000","26,195,000","26,313,000","25,694,000","25,608,000","23,155,000","23,653,000","22,488,000","19,670,000","20,030,000","19,929,000","20,006,000","20,094,000","18,773,000","18,621,000","16,415,000","19,119,000","16,599,000","18,382,000","14,838,000","12,616,000","9,647,000","8,200,000","7,000,000","6,400,000","6,000,000"
CostOfRevenue,"881,928,000","69,191,000","222,706,000","220,498,000","221,961,000","218,307,000","195,081,000","240,433,000","241,739,000","259,752,000","270,923,000","268,882,000","260,338,000","257,954,000","115,646,000","303,908,000","312,914,000","292,951,000","303,235,000","247,523,000","238,600,000","234,823,000","239,138,000","226,225,000","219,837,000","193,660,000","191,844,000","201,128,000","208,094,000","204,762,000","204,549,000","213,933,000","211,308,000","202,099,000","212,778,000","204,644,000","208,545,000","212,638,000","214,631,000","203,658,000","212,466,000","209,035,000","212,255,000","201,763,000","189,036,000","175,458,000","117,981,000","87,772,000","78,245,000","73,794,000","75,840,000","74,221,000","77,422,000","61,851,000","41,433,000","40,362,000","36,048,000","37,528,000","36,648,000","34,570,000","32,749,000","29,575,000","31,635,000","28,742,000","22,079,000","18,630,000","17,378,000","15,653,000","14,028,000","13,977,000","14,617,000","15,519,000","14,009,000","14,341,000","13,833,000","13,153,000","13,842,000","14,086,000","14,770,000","15,124,000","14,951,000","17,367,000","16,352,000","16,814,000","12,159,000","13,328,000","10,174,000","8,792,000","7,104,000","6,000,000","5,700,000","5,000,000","4,300,000"
GrossProfit,"630,129,000","73,481,000","168,993,000","148,774,000","151,753,000","150,045,000","82,653,000","161,597,000","164,484,000","156,961,000","180,061,000","175,302,000","184,122,000","174,095,000","72,534,000","218,371,000","212,663,000","220,975,000","214,099,000","201,919,000","187,491,000","178,652,000","186,298,000","166,159,000","166,684,000","151,898,000","153,803,000","153,348,000","143,624,000","129,790,000","136,354,000","131,456,000","139,988,000","138,186,000","138,199,000","125,547,000","136,282,000","134,428,000","136,332,000","157,036,000","157,490,000","155,677,000","170,920,000","167,000,000","167,795,000","159,850,000","124,412,000","102,556,000","101,674,000","95,550,000","89,070,000","92,113,000","83,281,000","66,762,000","40,371,000","41,150,000","36,041,000","35,873,000","36,796,000","35,471,000","32,273,000","33,985,000","30,556,000","31,272,000","20,125,000","15,567,000","13,260,000","13,881,000","12,167,000","12,336,000","11,077,000","10,089,000","9,146,000","9,312,000","8,655,000","6,517,000","6,188,000","5,843,000","5,236,000","4,970,000","3,822,000","1,254,000","63,000","2,305,000","6,354,000","12,760,000","4,664,000","3,824,000","2,543,000","2,200,000","1,300,000","1,400,000","1,700,000"
OperatingExpense,"542,315,000","66,909,000","127,604,000","130,151,000","136,134,000","136,705,000","134,207,000","152,008,000","169,230,000","166,161,000","182,587,000","171,872,000","175,688,000","171,352,000","63,322,000","215,961,000","241,385,000","225,295,000","229,922,000","176,546,000","166,387,000","167,389,000","173,871,000","149,285,000","148,110,000","135,352,000","129,482,000","144,457,000","137,740,000","135,459,000","135,442,000","150,108,000","147,330,000","149,902,000","164,794,000","161,628,000","164,603,000","162,711,000","162,932,000","136,751,000","139,786,000","142,694,000","128,350,000","129,574,000","135,718,000","135,379,000","126,099,000","78,092,000","69,809,000","68,867,000","67,500,000","68,383,000","60,494,000","76,296,000","36,044,000","36,289,000","34,832,000","29,421,000","29,930,000","28,001,000","24,950,000","26,497,000","24,992,000","26,403,000","18,178,000","12,504,000","10,461,000","11,894,000","10,793,000","10,778,000","9,890,000","9,548,000","9,189,000","9,472,000","9,913,000","8,938,000","8,686,000","8,229,000","8,449,000","9,711,000","10,563,000","14,499,000","387,296,000","33,804,000","36,124,000","22,338,000","22,124,000","16,891,000","10,012,000","7,900,000","6,500,000","4,900,000","3,900,000"
	SellingGeneralAndAdministration,"322,968,000","41,318,000","74,222,000","78,794,000","79,090,000","81,708,000","80,802,000","97,231,000","114,620,000","97,288,000","112,835,000","101,152,000","105,542,000","100,245,000","25,602,000","133,214,000","149,081,000","143,070,000","146,037,000","117,352,000","112,037,000","110,845,000","115,132,000","98,778,000","94,802,000","84,153,000","79,354,000","91,043,000","86,749,000","82,029,000","85,038,000","97,034,000","86,663,000","89,946,000","109,273,000","104,506,000","104,402,000","104,232,000","104,350,000","90,412,000","92,291,000","97,317,000","87,771,000","94,120,000","101,532,000","104,148,000","103,826,000","61,745,000","54,672,000","55,622,000","52,959,000","55,181,000","47,709,000","64,113,000","32,605,000","32,850,000","31,393,000","26,694,000","27,173,000","25,425,000","22,374,000","23,921,000","21,947,000","23,122,000","16,808,000","12,068,000","10,025,000","11,458,000","10,357,000","10,337,000","9,453,000","9,103,000","8,760,000","9,084,000","9,618,000","8,804,000","8,552,000","8,096,000","8,314,000","9,577,000","10,425,000","12,952,000","14,873,000","15,176,000","14,907,000","11,416,000","11,624,000","10,748,000","8,945,000","6,900,000","5,700,000","4,600,000","3,500,000"
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,,,,,,,,,,,"6,342,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,"6,342,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"196,431,000","23,420,000","47,739,000","45,540,000","51,219,000","49,173,000","47,148,000","48,476,000","48,282,000","62,155,000","62,912,000","63,873,000","63,414,000","64,310,000","48,343,000","69,747,000","80,342,000","69,977,000","73,471,000","51,057,000","46,459,000","49,232,000","47,836,000","45,142,000","47,891,000","47,037,000","45,995,000","47,702,000","44,367,000","46,727,000","41,538,000","45,962,000","53,016,000","52,305,000","47,870,000","49,400,000","51,822,000","50,978,000","49,994,000","37,802,000","38,240,000","36,122,000","31,306,000","26,032,000","24,764,000","22,004,000","16,697,000","13,859,000","12,649,000","10,724,000","11,978,000","10,633,000","9,913,000","10,927,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"22,916,000","2,171,000","5,643,000","5,817,000","5,825,000","5,824,000","6,257,000","6,301,000","6,328,000","6,718,000","6,840,000","6,847,000","6,732,000","6,797,000","-10,623,000","13,000,000","11,962,000","12,248,000","10,414,000","8,137,000","7,891,000","7,312,000","10,903,000","5,365,000","5,417,000","4,162,000","4,133,000","5,712,000","6,624,000","6,703,000","8,866,000","7,112,000","7,651,000","7,651,000","7,651,000","7,722,000","8,379,000","7,501,000","8,588,000","8,537,000","9,255,000","9,255,000","9,273,000","9,422,000","9,422,000","9,227,000","5,576,000","2,488,000","2,488,000","2,521,000","2,563,000","2,569,000","2,872,000","1,256,000","3,439,000","3,439,000","3,439,000","2,727,000","2,757,000","2,576,000","2,576,000","2,576,000","3,045,000","3,281,000","1,370,000","436,000","436,000","436,000","436,000","441,000","437,000","445,000","429,000","388,000","295,000","134,000","134,000","133,000","135,000","134,000","138,000","201,000","18,478,000","18,628,000","21,217,000","10,922,000","10,500,000","6,143,000","1,067,000","1,000,000","800,000","300,000","400,000"
