name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015
TotalRevenue,"1,787,315,000","479,073,000","424,064,000","446,495,000","437,682,000","376,383,000","340,273,000","281,910,000","233,022,000","302,713,000","326,650,000","310,633,000","345,215,000","314,895,000","386,634,000","368,653,000","400,459,000","359,238,000","370,389,000","366,660,000","361,441,000","376,704,000","259,323,000","323,953,000","308,418,000","299,831,000","315,865,000","335,874,000","367,441,000","310,229,000"
	OperatingRevenue,"1,787,315,000","479,073,000","424,064,000","446,495,000","437,682,000","376,383,000","340,273,000","281,910,000","233,022,000","302,713,000","326,650,000","310,633,000","345,215,000","314,895,000","386,634,000","368,653,000","400,459,000","359,238,000","370,389,000","366,660,000","361,441,000","376,704,000","259,323,000","323,953,000","308,418,000","299,831,000","315,865,000","335,874,000","367,441,000","310,229,000"
CostOfRevenue,"1,468,250,000","375,646,000","369,538,000","366,180,000","356,884,000","317,899,000","287,665,000","265,758,000","198,739,000","272,008,000","311,790,000","280,123,000","303,128,000","266,880,000","332,785,000","343,434,000","342,958,000","321,320,000","325,746,000","309,629,000","299,519,000","314,117,000","279,423,000","285,091,000","273,820,000","245,558,000","279,457,000","289,985,000","315,527,000","294,683,000"
GrossProfit,"319,065,000","103,427,000","54,526,000","80,315,000","80,798,000","58,484,000","52,608,000","16,152,000","34,283,000","30,705,000","14,860,000","30,510,000","42,087,000","48,015,000","53,849,000","25,219,000","57,501,000","37,918,000","44,643,000","57,031,000","61,922,000","62,587,000","-20,100,000","38,862,000","34,598,000","54,273,000","36,408,000","45,889,000","51,914,000","15,546,000"
OperatingExpense,"84,887,000","21,210,000","20,873,000","21,121,000","21,682,000","19,308,000","20,043,000","16,177,000","17,911,000","16,740,000","16,692,000","19,261,000","20,009,000","19,413,000","26,035,000","18,057,000","17,919,000","19,213,000","18,793,000","19,086,000","18,131,000","16,806,000","19,804,000","11,695,000","10,876,000","11,379,000","13,194,000","14,609,000","13,208,000","11,387,000"
	SellingGeneralAndAdministration,"84,887,000","21,210,000","20,873,000","21,121,000","21,682,000","19,308,000","20,043,000","16,177,000","17,911,000","16,740,000","16,692,000","19,261,000","20,009,000","19,413,000","26,035,000","18,057,000","17,919,000","19,213,000","18,793,000","19,086,000","18,131,000","16,806,000","19,804,000","11,695,000","10,876,000","11,379,000","13,194,000","14,609,000","13,208,000","11,387,000"
OperatingIncome,"234,178,000","82,217,000","33,653,000","59,194,000","59,116,000","39,176,000","32,565,000","-25,000","16,372,000","13,965,000","-1,832,000","11,249,000","22,078,000","28,602,000","27,814,000","7,162,000","39,582,000","18,705,000","25,850,000","37,945,000","43,791,000","45,781,000","-39,904,000","27,167,000","23,722,000","42,894,000","23,214,000","31,280,000","38,706,000","4,159,000"
NetNonOperatingInterestIncomeExpense,"-4,042,000","-563,000","-927,000","-1,174,000","-1,379,000","-1,544,000","-1,965,000","-1,981,000","-1,887,000",,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"4,042,000","563,000","927,000","1,174,000","1,379,000","1,544,000","1,965,000","1,981,000","1,887,000",,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,,,,,,,,"1,887,000",,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-165,000","603,000","-649,000","-331,000","211,000","-230,000","163,000","334,000","-783,000","-1,725,000","-1,878,000","-1,815,000","-1,452,000","-1,604,000","-914,000","-1,453,000","-1,582,000","-3,546,000","-2,352,000","-2,133,000","-2,708,000","-1,540,000","-1,894,000","635,000","499,000","658,000","863,000","815,000","552,000","647,000"
	OtherNonOperatingIncomeExpenses,"-165,000","603,000","-649,000","-331,000","211,000","-230,000","163,000","334,000","-783,000","-1,725,000","-1,878,000","-1,815,000","-1,452,000","-1,604,000","-914,000","-1,453,000","-1,582,000","-3,546,000","-2,352,000","-2,133,000","-2,708,000","-1,540,000","-1,894,000","635,000","499,000","658,000","863,000","815,000","552,000","647,000"
PretaxIncome,"229,971,000","82,257,000","32,077,000","57,689,000","57,948,000","37,402,000","30,763,000","-1,672,000","13,702,000","12,240,000","-3,710,000","9,434,000","20,626,000","26,998,000","26,900,000","5,709,000","38,000,000","15,159,000","23,498,000","35,812,000","41,083,000","44,241,000","-41,798,000","27,802,000","24,221,000","43,552,000","24,077,000","32,095,000","39,258,000","4,806,000"
TaxProvision,"55,238,000","19,184,000","8,490,000","13,747,000","13,817,000","9,271,000","3,999,000","-980,000","2,273,000","3,664,000","-1,616,000","1,513,000","5,280,000","6,824,000","6,139,000","229,000","9,590,000","3,566,000","-48,870,000","14,538,000","15,317,000","16,948,000","-17,084,000","11,342,000","9,213,000","16,157,000","8,739,000","11,684,000","14,293,000","1,745,000"
NetIncomeCommonStockholders,"174,733,000","63,073,000","23,587,000","43,942,000","44,131,000","28,131,000","26,764,000","-692,000","11,429,000","8,576,000","-2,094,000","7,921,000","15,346,000","20,174,000","20,761,000","5,480,000","28,410,000","11,593,000","72,368,000","21,274,000","25,766,000","27,293,000","-24,714,000","16,460,000","15,008,000","27,395,000","15,338,000","20,411,000","24,965,000","3,061,000"
	NetIncome,"174,733,000","63,073,000","23,587,000","43,942,000","44,131,000","28,131,000","26,764,000","-692,000","11,429,000","8,576,000","-2,094,000","7,921,000","15,346,000","20,174,000","20,761,000","5,480,000","28,410,000","11,593,000","72,368,000","21,274,000","25,766,000","27,293,000","-24,714,000","16,460,000","15,008,000","27,395,000","15,338,000","20,411,000","24,965,000","3,061,000"
		NetIncomeIncludingNoncontrollingInterests,"174,733,000","63,073,000","23,587,000","43,942,000","44,131,000","28,131,000","26,764,000","-692,000","11,429,000","8,576,000","-2,094,000","7,921,000","15,346,000","20,174,000","20,761,000","5,480,000","28,410,000","11,593,000","72,368,000","21,274,000","25,766,000","27,293,000","-24,714,000","16,460,000","15,008,000","27,395,000","15,338,000","20,411,000","24,965,000","3,061,000"
			NetIncomeContinuousOperations,"174,733,000","63,073,000","23,587,000","43,942,000","44,131,000","28,131,000","26,764,000","-692,000","11,429,000","8,576,000","-2,094,000","7,921,000","15,346,000","20,174,000","20,761,000","5,480,000","28,410,000","11,593,000","72,368,000","21,274,000","25,766,000","27,293,000","-24,714,000","16,460,000","15,008,000","27,395,000","15,338,000","20,411,000","24,965,000","3,061,000"
DilutedNIAvailtoComStockholders,"174,733,000","63,073,000","23,587,000","43,942,000","44,131,000","28,131,000","26,764,000","-692,000","11,429,000","8,576,000","-2,094,000","7,921,000","15,346,000","20,174,000","20,761,000","5,480,000","28,410,000","11,593,000","72,368,000","21,274,000","25,766,000","27,293,000","-24,714,000","16,460,000","15,008,000","27,395,000","15,338,000","20,411,000","24,965,000","3,061,000"
BasicEPS,,"2.24","0.84","1.56","1.57","1","0.95","-0.02","0.41","0.31","-0.08","0.29","0.54","0.7","0.7","0.18","0.93","0.38","2.37","0.7","0.85","0.9","-0.81","0.54","0.492","0.895",,"0.667","0.815","0.1"
DilutedEPS,,"2.15","0.8","1.51","1.53","0.98","0.94","-0.02","0.41","0.31","-0.08","0.28","0.53","0.68","0.68","0.18","0.91","0.37","2.31","0.68","0.83","0.88","-0.81","0.54","0.492","0.895",,"0.667","0.815","0.1"
BasicAverageShares,,"28,199,871","28,201,439","28,182,810","28,131,981","28,093,764","28,081,709","28,079,937","28,012,883","27,942,486","27,913,171","27,608,985","28,162,007","28,820,603","29,567,228","30,160,991","30,481,627","30,488,601","30,482,966","30,482,966","30,482,966","30,482,966","30,482,966","30,482,966","30,500,000","30,620,000",,"30,620,000","30,620,000","30,620,000"
DilutedAverageShares,,"29,371,051","29,417,713","29,100,276","28,920,177","28,741,066","28,349,870","28,079,937","28,073,648","28,050,955","27,913,171","28,581,451","29,136,979","29,786,957","30,350,892","30,983,834","31,305,168","31,285,365","31,325,584","31,159,710","30,986,854","30,894,254","30,503,587","30,482,966","30,500,000","30,620,000",,"30,620,000","30,620,000","30,620,000"
TotalExpenses,"1,553,137,000","396,856,000","390,411,000","387,301,000","378,566,000","337,207,000","307,708,000","281,935,000","216,650,000","288,748,000","328,482,000","299,384,000","323,137,000","286,293,000","358,820,000","361,491,000","360,877,000","340,533,000","344,539,000","328,715,000","317,650,000","330,923,000","299,227,000","296,786,000","284,696,000","256,937,000","292,651,000","304,594,000","328,735,000","306,070,000"
