name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020
OperatingCashFlow,"-14,573,000","1,571,000","-3,513,000","-1,961,000","-10,670,000","-15,529,000","27,489,000","7,701,000"
	CashFlowFromContinuingOperatingActivities,"-14,576,000","1,570,000","-3,513,000","-1,961,000","-10,672,000","-15,527,000","27,489,000","7,701,000"
		NetIncomeFromContinuingOperations,"8,863,000","2,707,000","8,552,000","2,779,000","-5,175,000","626,000","9,276,000","5,361,000"
		OperatingGainsLosses,"-12,604,000","-4,121,000","-2,554,000","-1,399,000","-4,530,000","-5,578,000","-2,765,000","-868,000"
			GainLossOnInvestmentSecurities,"-6,506,000","-4,553,000","-2,636,000","-1,393,000","2,076,000","-5,589,000","-1,777,000","-846,000"
		DepreciationAmortizationDepletion,"21,069,000","7,695,000","5,636,000","4,034,000","3,704,000","2,404,000","2,622,000","2,706,000"
			DepreciationAndAmortization,"21,069,000","7,695,000","5,636,000","4,034,000","3,704,000","2,404,000","2,622,000","2,706,000"
		DeferredTax,"1,739,000","6,918,000",,,"851,000","0",,
			DeferredIncomeTax,"1,739,000","6,918,000",,,"851,000","0",,
		AssetImpairmentCharge,"1,081,000","0",,,"1,081,000","0",,
		ProvisionandWriteOffofAssets,"6,000","-30,000","90,000","-15,000","-39,000","57,000","15,000","15,000"
		StockBasedCompensation,"4,676,000","1,943,000","0","0","2,733,000","143,000","128,000","330,000"
		OtherNonCashItems,"-433,000","239,000","-2,000","13,000","-683,000","-54,000","-4,703,000","-11,000"
		ChangeInWorkingCapital,"-38,970,000","-13,780,000","-9,205,000","-7,373,000","-8,612,000","-13,127,000","19,614,000","168,000"
			ChangeInReceivables,"-22,776,000","-4,938,000","-13,960,000","-1,987,000","-1,891,000","-6,272,000","8,757,000","-3,112,000"
				ChangesInAccountReceivables,"-23,397,000","-10,010,000","-12,114,000","863,000","-2,136,000","-1,630,000","1,359,000","-730,000"
			ChangeInInventory,"15,519,000","1,588,000","7,327,000","-4,671,000","11,275,000","-4,117,000","-133,000","-4,714,000"
			ChangeInPrepaidAssets,"-518,000","5,296,000","-8,412,000","884,000","1,714,000","546,000","-3,028,000","-3,347,000"
			ChangeInPayablesAndAccruedExpense,"-18,877,000","-12,002,000","8,447,000","-1,715,000","-13,607,000","-8,960,000","15,204,000","10,445,000"
				ChangeInPayable,"-13,705,000","-5,939,000","904,000","-3,071,000","-5,599,000","-13,915,000","10,473,000","4,058,000"
					ChangeInAccountPayable,"-13,705,000","-5,939,000","904,000","-3,071,000","-5,599,000","-13,915,000","10,473,000","4,058,000"
				ChangeInAccruedExpense,"-5,172,000","-6,063,000","7,543,000","1,356,000","-8,008,000","4,955,000","4,731,000","6,387,000"
			ChangeInOtherCurrentAssets,"-6,405,000","-3,724,000","-2,607,000","116,000","-190,000","782,000","-1,400,000","2,306,000"
			ChangeInOtherCurrentLiabilities,"-5,913,000","0","0","0","-5,913,000","4,894,000","214,000","-1,410,000"
InvestingCashFlow,"-121,156,000","-16,922,000","-65,344,000","-7,845,000","-31,045,000","-10,137,000","-12,188,000","-6,918,000"
	CashFlowFromContinuingInvestingActivities,"-121,156,000","-16,922,000","-65,344,000","-7,845,000","-31,045,000","-10,137,000","-12,188,000","-6,918,000"
		NetPPEPurchaseAndSale,"-23,067,000","-4,445,000","-3,486,000","-7,792,000","-7,344,000","-10,945,000","-12,872,000","-6,871,000"
			PurchaseOfPPE,"-23,067,000","-4,445,000","-3,486,000","-7,792,000","-7,344,000","-10,945,000","-12,872,000","-6,871,000"
		NetBusinessPurchaseAndSale,"-97,832,000","-12,500,000",,,"-23,564,000","0",,
			PurchaseOfBusiness,"-97,832,000","-12,500,000",,,"-23,564,000","0",,
		NetOtherInvestingChanges,"-257,000","23,000","-90,000","-53,000","-137,000","808,000","684,000","-47,000"
FinancingCashFlow,"210,982,000","9,315,000","27,527,000","9,202,000","164,938,000","23,453,000","-16,774,000","1,608,000"
	CashFlowFromContinuingFinancingActivities,"210,981,000","9,315,000","27,527,000","9,202,000","164,937,000","23,454,000","-16,774,000","1,608,000"
		NetIssuancePaymentsOfDebt,"8,437,000","13,258,000","24,056,000","8,889,000","-37,766,000","11,248,000","-12,619,000","1,636,000"
			NetLongTermDebtIssuance,"31,336,000","-8,322,000","-2,374,000","-2,482,000","44,514,000","-7,938,000","381,000","736,000"
				LongTermDebtIssuance,"67,165,000","0","0","0","67,165,000","2,354,000","2,396,000","4,152,000"
				LongTermDebtPayments,"-35,829,000","-8,322,000","-2,374,000","-2,482,000","-22,651,000","-10,292,000","-2,015,000","-3,416,000"
			NetShortTermDebtIssuance,"-22,899,000","21,580,000","26,430,000","11,371,000","-82,280,000","19,186,000","-13,000,000","900,000"
				ShortTermDebtIssuance,"200,527,000","51,826,000","57,090,000","17,675,000","73,936,000","28,681,000","-1,500,000","5,100,000"
				ShortTermDebtPayments,"-223,426,000","-30,246,000","-30,660,000","-6,304,000","-156,216,000","-9,495,000","-11,500,000","-4,200,000"
		NetCommonStockIssuance,"-34,833,000",,,,"-32,000,000",,,
			CommonStockPayments,"-34,833,000",,,,"-32,000,000",,,
		NetOtherFinancingCharges,"245,322,000","-1,110,000","3,471,000","313,000","242,648,000","12,205,000","-4,155,000","-28,000"
EndCashPosition,"75,709,000","75,709,000","81,745,000","123,075,000","123,679,000","456,000","2,669,000","4,142,000"
	ChangesInCash,"75,253,000","-6,036,000","-41,330,000","-604,000","123,223,000","-2,213,000","-1,473,000","2,391,000"
	BeginningCashPosition,"456,000","81,745,000","123,075,000","123,679,000","456,000","2,669,000","4,142,000","1,751,000"
IncomeTaxPaidSupplementalData,"219,000","-167,000","189,000","0","197,000","21,000","0","4,000"
InterestPaidSupplementalData,"13,651,000","3,362,000","3,543,000","2,603,000","4,143,000","6,950,000","-665,000","2,945,000"
CapitalExpenditure,"-23,067,000","-4,445,000","-3,486,000","-7,792,000","-7,344,000","-10,945,000","-12,872,000","-6,871,000"
IssuanceOfDebt,"267,692,000","51,826,000","57,090,000","17,675,000","141,101,000","31,035,000","896,000","9,252,000"
RepaymentOfDebt,"-259,255,000","-38,568,000","-33,034,000","-8,786,000","-178,867,000","-19,787,000","-13,515,000","-7,616,000"
RepurchaseOfCapitalStock,"-34,833,000",,,,"-32,000,000",,,
FreeCashFlow,"-37,640,000","-2,874,000","-6,999,000","-9,753,000","-18,014,000","-26,474,000","14,617,000","830,000"
