name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019
MarketCap,"866,418,559","1,495,606,330","1,757,106,109","2,089,586,159","2,081,966,356","2,286,387,082","1,074,864,365","842,828,033","822,909,013","444,565,083","516,691,907","543,920,593","586,600,311"
EnterpriseValue,"490,580,559","1,092,520,330","1,329,530,109","1,657,968,159","1,633,642,356","2,266,267,082","1,054,744,365","822,708,033","802,789,013","424,445,083","496,571,907","523,800,593","566,480,311"
PeRatio,"6.981",,,,,,,"7.252",,,,,
PsRatio,"43.935","72.612","100.88","48.046","42.327","43.076","26.29","44.423","49.638","13.923","24.935","36.836","27.983"
PbRatio,"2.765","4.442","5.018","6.006","5.644","15.747","8.249","7.334","6.422","3.155","3.243",,"7.101"
EnterprisesValueRevenueRatio,"25.942","458.657","139.13","530.72","424.543","694.109","178.74","31.941","104.353","75.875","-1,486.742","92.3","101.757"
EnterprisesValueEBITDARatio,"-4.666","-34.784","-62.507","-66.66","-59.211","-107.682","-59.573","155.492","-49.758","-24.246","-24.42","-54.297","-55.439"
