name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009
OperatingCashFlow,"282,228,000","-5,384,000","160,448,000","67,255,000","59,909,000","98,414,000","48,348,000","-7,536,000","162,077,000","-6,447,000","188,367,000","43,935,000","64,789,000","-17,723,000","177,731,000","-25,751,000","35,915,000","-18,605,000","77,470,000","80,661,000","118,778,000","-54,755,000","158,712,000","18,496,000","80,907,000","-18,265,000","91,306,000","155,585,000","78,229,000","5,044,000","160,120,000","22,507,000","5,815,000","-113,517,000","143,913,000","-17,803,000","38,091,000","-26,315,000","264,164,000","-4,555,000","28,552,000","-103,234,000","219,259,000","5,977,000","29,928,000","-81,573,000","230,920,000","18,056,000","-11,038,000","-45,532,000","106,469,000","-17,837,000","123,696,000","40,495,000"
	CashFlowFromContinuingOperatingActivities,"282,228,000","-5,384,000","160,448,000","67,255,000","59,909,000","98,414,000","48,348,000","-7,536,000","162,077,000","-6,447,000","188,367,000","43,935,000","64,789,000","-17,723,000","177,731,000","-25,751,000","35,915,000","-18,605,000","77,470,000","80,661,000","118,778,000","-54,755,000","158,712,000","18,496,000","80,907,000","-18,265,000","91,306,000","155,585,000","78,229,000","5,044,000","160,120,000","22,507,000","5,815,000","-113,517,000","143,913,000","-17,803,000","38,091,000","-26,315,000","264,164,000","-4,555,000","28,552,000","-103,234,000","219,259,000","5,977,000","29,928,000","-81,573,000","230,920,000","18,056,000","-11,038,000","-45,532,000","106,469,000","-17,837,000","123,696,000","40,495,000"
		NetIncomeFromContinuingOperations,"295,547,000","59,074,000","116,906,000","60,158,000","59,409,000","69,815,000","65,985,000","73,195,000","64,396,000","75,620,000","61,569,000","74,998,000","59,000,000","49,110,000","22,081,000","78,077,000","60,734,000","66,413,000","-15,533,000","46,692,000","61,420,000","55,786,000","36,468,000","40,648,000","57,602,000","48,894,000","-310,000","104,034,000","-17,319,000","45,041,000","-103,592,000","60,403,000","23,492,000","41,154,000","160,992,000","57,021,000","69,701,000","44,876,000","74,231,000","38,334,000","61,130,000","43,862,000","62,040,000","39,905,000","46,341,000","13,667,000","53,034,000","35,924,000","47,712,000","16,856,000","19,603,000","26,321,000","48,460,000","53,536,000"
		OperatingGainsLosses,"-39,402,000","-2,161,000","-39,484,000","4,965,000","-2,722,000","-1,677,000","9,202,000","-2,427,000","1,778,000","-1,152,000","4,951,000","-1,679,000","-2,706,000","-2,313,000","68,620,000","-38,282,000","-6,831,000","-1,802,000","13,131,000","170,000","-377,000","2,225,000","26,796,000","-2,266,000","-2,643,000","-7,000","52,686,000","-1,119,000","29,876,000","1,050,000","241,701,000","20,966,000","-114,000","73,000","-185,750,000","5,583,000","-6,734,000","-4,634,000","64,443,000",,"-11,486,000","-7,153,000",,,"-16,600,000","-10,000",,"-27,064,000","61,000","-13,000","14,860,000","-13,811,000","-30,000","207,000"
			NetForeignCurrencyExchangeGainLoss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,"0","1,254,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-13,584,000","-2,975,000","-648,000","-6,501,000","-3,460,000","-2,414,000","2,036,000","-3,256,000","1,002,000","-1,929,000","673,000","-2,328,000","-3,354,000","-2,960,000","365,000","-5,087,000","-1,085,000","-2,299,000","1,789,000","-256,000","-792,000","1,779,000","5,066,000","-2,670,000","-3,000,000","-413,000","2,168,000","-1,527,000","781,000","525,000","1,843,000","25,437,000","-3,823,000","-4,694,000","29,956,000","405,000","-11,239,000","-7,585,000",,,,,,,,,,,,,,,,
			PensionAndEmployeeBenefitExpense,"-36,570,000","814,000","-38,836,000","714,000","738,000","737,000","7,166,000","829,000","776,000","777,000","4,278,000","649,000","648,000","647,000","68,253,000","-34,692,000","488,000","505,000","11,503,000","428,000","446,000","446,000","21,718,000","409,000","407,000","406,000","50,518,000","408,000","2,669,000","510,000","231,184,000","11,763,000","595,000","594,000",,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"70,803,000","17,620,000","18,604,000","17,484,000","17,095,000","15,897,000","15,216,000","14,893,000","14,951,000","15,614,000","15,694,000","15,195,000","15,711,000","15,122,000","16,405,000","15,272,000","14,359,000","14,061,000","14,422,000","13,936,000","14,223,000","13,976,000","13,464,000","12,421,000","12,764,000","11,905,000","13,611,000","13,295,000","25,272,000","26,443,000","48,398,000","22,347,000","18,040,000","17,013,000","19,184,000","17,485,000","16,498,000","17,358,000","16,879,000","-25,769,000","39,348,000","39,239,000","17,510,000","-23,303,000","59,481,000","19,315,000","18,633,000","-23,263,000","38,031,000","38,232,000","105,159,000","-19,107,000","36,432,000","36,865,000"
			DepreciationAndAmortization,"70,803,000","17,620,000","18,604,000","17,484,000","17,095,000","15,897,000","15,216,000","14,893,000","14,951,000","15,614,000","15,694,000","15,195,000","15,711,000","15,122,000","16,405,000","15,272,000","14,359,000","14,061,000","14,422,000","13,936,000","14,223,000","13,976,000","13,464,000","12,421,000","12,764,000","11,905,000","13,611,000","13,295,000","25,272,000","26,443,000","48,398,000","22,347,000","18,040,000","17,013,000","19,184,000","17,485,000","16,498,000","17,358,000",,,"39,348,000","39,239,000",,,"59,481,000","19,315,000","18,633,000","-23,263,000","38,031,000","38,232,000","105,159,000","-19,107,000","36,432,000","36,865,000"
