name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014
OperatingIncome,"602,663,000","140,974,000","150,336,000","143,358,000","167,995,000","98,840,000","89,498,000","102,310,000","-78,195,000","11,513,000","75,587,000","48,337,000","54,327,000","89,873,000","85,538,000","61,057,000","148,577,000","111,686,000","217,351,000","75,388,000","75,990,000","93,426,000","82,147,000","74,728,000","80,840,000","96,330,000","90,543,000","61,969,000","65,724,000","84,768,000","75,154,000","54,086,000"
NetNonOperatingInterestIncomeExpense,"-102,613,000","-26,674,000","-25,014,000","-25,311,000","-25,614,000","-27,267,000","-28,629,000","-29,798,000","-33,980,000","-36,058,000","-37,743,000","-40,517,000","-40,981,000","-37,438,000","-46,800,000","-33,590,000","-31,598,000","-31,111,000","-31,315,000","-31,330,000","-33,853,000","-34,944,000","-35,768,000","-35,275,000","-34,078,000","-35,068,000","-35,459,000","-36,053,000","-36,515,000","-36,462,000","-37,071,000","-37,509,000"
	InterestExpenseNonOperating,"102,613,000","26,674,000","25,014,000","25,311,000","25,614,000","27,267,000","28,629,000","29,798,000","33,980,000","36,058,000","37,743,000","40,517,000","40,981,000","37,438,000","46,800,000","33,590,000","31,598,000","31,111,000","31,315,000","31,330,000","33,853,000","34,944,000","35,768,000","35,275,000","34,078,000","35,068,000","35,459,000","36,053,000","36,515,000","36,462,000","37,071,000","37,509,000"
OtherIncomeExpense,"-3,197,000","-9,336,000","4,346,000","243,000","1,550,000","-177,919,000","-10,343,000","-468,000","-6,242,000","-40,070,000","-32,858,000","-35,460,000","-21,366,000","-30,232,000","-28,006,000","-1,777,000","-3,032,000","12,411,000","-6,500,000","-19,386,000","-104,444,000","-2,589,000","-9,359,000","-1,219,000","-17,532,000","-1,759,000","-6,526,000","-4,900,000","-1,063,000","-2,608,000","-282,000","-16,510,000"
	GainOnSaleOfSecurity,,,"0","-1,000","-86,000","-128,000","-222,000","-108,000","-1,250,000","-20,010,000","1,868,000","-1,739,000","-12,958,000","-6,638,000","-14,938,000","4,229,000","7,321,000","15,803,000","11,053,000","-310,000","3,330,000","39,000","0",,"90,000","-3,000","3,000",,"-1,000","-3,000","-88,000","71,000"
	EarningsFromEquityInterest,"3,747,000","844,000","896,000","774,000","1,233,000","390,000","809,000","658,000","-572,000","202,000","447,000","455,000","521,000","505,000","579,000","499,000","499,000","608,000","390,000","407,000","420,000","415,000","527,000","346,000","428,000","612,000","-261,000","253,000","407,000","410,000","170,000","-272,000"
	SpecialIncomeCharges,"-4,526,000","-10,180,000","5,596,000","-463,000","521,000","-178,133,000","-10,859,000","-918,000","-4,302,000","-20,218,000","-35,092,000","-34,094,000","-8,846,000","-24,030,000","-13,580,000","-6,439,000","-10,786,000","-3,845,000","-9,006,000","-19,483,000","-108,194,000","-3,043,000","-6,994,000","-508,000","-16,632,000","-2,316,000","-6,168,000","-5,143,000","-1,392,000","-2,307,000","-437,000","-16,309,000"
		RestructuringAndMergernAcquisition,,,,,,,,,,,,,,,,,,,,,,,"3,173,000","163,000","8,064,000","1,598,000","1,744,000","4,033,000","908,000","269,000","322,000","741,000"
		WriteOff,,"10,180,000","-20,835,000","463,000","-1,956,000","169,993,000","10,864,000","1,400,000",,,,,,,"0","0",,,"0","1,829,000",,,"0",,"0",,"4,200,000","100,000","2,001,000",,"0","11,739,000"
		OtherSpecialCharges,,,"-13,325,000",,"1,435,000","8,140,000","-5,000","-482,000","4,302,000","20,218,000","35,092,000","34,094,000","8,846,000","24,030,000","13,580,000","6,439,000","10,786,000","3,845,000","-11,641,000","17,654,000","108,194,000","3,043,000","0","186,000","7,084,000","2,368,000","0",,"90,000",,"0","0"
		GainOnSaleOfPPE,,,"-9,887,000",,,,,,,,,,,,,,,,,,,,"-3,821,000","-159,000","-1,484,000","-718,000","-224,000","-1,010,000","1,607,000","-2,038,000","-115,000","-3,829,000"
	OtherNonOperatingIncomeExpenses,,,"-2,146,000","-67,000","-118,000","-48,000","-71,000","-100,000","-118,000","-44,000","-81,000","-82,000","-83,000","-69,000","-67,000","-66,000","-66,000","-155,000","16,059,000","-15,146,000","-8,826,000","-1,024,000","-2,892,000","-1,057,000","-1,418,000","-52,000","-100,000","-10,000","-77,000","-708,000","73,000","0"
PretaxIncome,"496,853,000","104,964,000","129,668,000","118,290,000","143,931,000","-106,346,000","50,526,000","72,044,000","-118,417,000","-64,615,000","4,986,000","-27,640,000","-8,020,000","22,203,000","10,732,000","25,690,000","113,947,000","92,986,000","179,536,000","24,672,000","-62,307,000","55,893,000","37,020,000","38,234,000","29,230,000","59,503,000","48,558,000","21,016,000","28,146,000","45,698,000","37,801,000","67,000"
TaxProvision,"-56,785,000","12,719,000","-70,439,000","354,000","581,000","217,000","896,000","0","0","113,185,000","-1,858,000","-842,000","-953,000","1,919,000","-2,449,000","623,000","14,845,000","10,856,000","133,525,000","2,364,000","-11,813,000","10,679,000","-4,080,000","4,790,000","7,502,000",,,,"0",,,
NetIncomeCommonStockholders,"354,974,000","48,346,000","148,666,000","71,248,000","86,714,000","-64,778,000","29,710,000","43,634,000","-71,542,000","-152,199,000","4,829,000","-15,657,000","-3,846,000","11,323,000","8,946,000","14,680,000","82,735,000","51,180,000","29,509,000","11,780,000","-25,920,000","19,783,000","20,403,000","8,272,000","302,000","57,639,000","48,699,000","19,062,000","25,790,000","44,107,000","37,599,000","-16,763,000"
	NetIncome,"354,974,000","48,346,000","148,666,000","71,248,000","86,714,000","-64,778,000","29,710,000","43,634,000","-71,542,000","-152,199,000","4,829,000","-15,657,000","-3,846,000","11,323,000","8,946,000","14,680,000","82,735,000","51,180,000","29,509,000","11,780,000","-25,920,000","19,783,000","20,403,000","8,272,000","302,000","57,639,000","48,699,000","19,062,000","25,790,000","44,107,000","37,599,000","-16,763,000"
		NetIncomeIncludingNoncontrollingInterests,"553,638,000","92,245,000","200,107,000","117,936,000","143,350,000","-106,563,000","49,630,000","72,044,000","-118,417,000","-177,800,000","6,844,000","-26,798,000","-7,067,000","20,284,000","13,181,000","25,067,000","99,102,000","82,130,000","46,011,000","22,308,000","-50,494,000","45,214,000","41,100,000","33,444,000","21,728,000","59,503,000","48,563,000","21,010,000","28,113,000","45,566,000","37,565,000","-26,235,000"
			NetIncomeContinuousOperations,"553,638,000","92,245,000","200,107,000","117,936,000","143,350,000","-106,563,000","49,630,000","72,044,000","-118,417,000","-177,800,000","6,844,000","-26,798,000","-7,067,000","20,284,000","13,181,000","25,067,000","99,102,000","82,130,000","46,011,000","22,308,000","-50,494,000","45,214,000","41,100,000","33,444,000","21,728,000","59,503,000","48,558,000","21,016,000","28,146,000","45,698,000","37,801,000","67,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,,,,"0",,"0","0","5,000","-6,000","-33,000","-132,000","-236,000","-26,302,000"
		MinorityInterests,"-198,664,000","-43,899,000","-51,441,000","-46,688,000","-56,636,000","41,785,000","-19,920,000","-28,410,000","46,875,000","25,601,000","-2,015,000","11,141,000","3,221,000","-8,961,000","-4,235,000","-10,387,000","-16,367,000","-30,950,000","-16,502,000","-10,528,000","24,574,000","-25,431,000","-20,697,000","-25,172,000","-21,426,000","-1,864,000","136,000","-1,948,000","-2,323,000","-1,459,000","34,000","9,472,000"
AverageDilutionEarnings,"123,932,000","34,680,000",,,"44,732,000",,,,,,,,,,,,"12,852,000","24,306,000",,"6,503,000",,"-24,000",,"-39,000",,,,,,,,
DilutedNIAvailtoComStockholders,"478,906,000","83,026,000","237,918,000","71,248,000","131,446,000","-64,778,000","29,710,000","43,634,000","-71,542,000","-152,199,000","4,829,000","-15,657,000","-3,846,000","11,323,000","8,946,000","14,680,000","95,587,000","75,486,000","26,540,000","18,283,000","-25,920,000","19,759,000","20,441,000","8,233,000","302,000","57,639,000","48,699,000","19,062,000","25,790,000","44,107,000","37,599,000","-16,763,000"
BasicEPS,,"0.79","2.24","1.03","1.24","-0.92","0.42","0.62","-1.01","-2.18","0.07","-0.22","-0.06","0.16","0.13","0.21","1.2","0.74","0.43","0.17","-0.39","0.3","0.37","0.2","0.01","1.479",,"0.489","0.662","1.132",,
DilutedEPS,,"0.77","1.66","0.93","1.12","-0.92","0.39","0.56","-1.01","-2.18","0.05","-0.22","-0.06","0.16","0.11","0.2","0.82","0.65","0.35","0.16","-0.39","0.3","0.37","0.2","0.01","1.479",,"0.489","0.662","1.132",,
BasicAverageShares,,"61,005,000","66,349,000","69,042,000","70,212,000","70,728,000","70,856,000","70,824,000","70,518,000","69,962,000","69,685,000","69,618,000","69,556,000","69,397,000","69,283,000","69,250,000","69,124,000","68,798,000","68,486,000","68,060,000","67,311,000","65,692,000","55,198,000","41,137,000","30,031,000","38,971,058",,"38,971,058","38,971,058","38,971,058",,
DilutedAverageShares,,"107,701,000","114,164,000","116,436,000","117,787,000","70,728,000","117,149,000","117,044,000","70,518,000","69,962,000","116,778,000","69,618,000","69,556,000","116,693,000","116,414,000","117,074,000","117,002,000","116,947,000","116,274,000","115,941,000","67,311,000","65,837,000","55,340,000","41,288,000","30,193,000","38,971,058",,"38,971,058","38,971,058","38,971,058",,
TotalOperatingIncomeAsReported,"603,489,000","130,794,000","161,284,000","142,895,000","168,516,000","-71,153,000","78,634,000","100,910,000","-93,661,000","2,706,000","60,132,000","14,243,000","45,481,000","66,145,000","71,958,000","54,618,000","137,791,000","107,841,000","212,763,000","56,463,000","-31,229,000","92,402,000","72,261,000","73,349,000","69,874,000","93,962,000","84,275,000","56,816,000","64,345,000","81,753,000","74,790,000","37,777,000"
TotalExpenses,"1,064,253,000","260,662,000","272,018,000","271,411,000","260,162,000","253,779,000","253,911,000","250,868,000","186,665,000","365,875,000","385,199,000","417,521,000","428,541,000","357,149,000","345,933,000","351,275,000","267,611,000","309,353,000","176,670,000","324,982,000","327,503,000","324,306,000","312,407,000","272,412,000","270,646,000","262,917,000","257,408,000","261,628,000","272,094,000","258,001,000","258,582,000","255,570,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"354,974,000","48,346,000","148,666,000","71,248,000","86,714,000","-64,778,000","29,710,000","43,634,000","-71,542,000","-152,199,000","4,829,000","-15,657,000","-3,846,000","11,323,000","8,946,000","14,680,000","82,735,000","51,180,000","29,509,000","11,780,000","-25,920,000","19,783,000","20,403,000","8,272,000","302,000","57,639,000","48,699,000","19,062,000","25,790,000","44,107,000","37,599,000","-16,763,000"
NormalizedIncome,"357,818,600","57,294,220","144,580,920","71,710,608","86,280,740","65,352,530","40,594,495.705","44,660,000","-65,990,000","-122,832,560","29,082,520","19,083,093.5","15,367,684.8","39,341,284.8","29,764,140","16,836,297","85,748,510.5","40,617,498.6","28,280,800","29,676,830.6","59,061,785.6","22,213,236","24,599,400","8,716,357.169","12,598,427.506","59,030,400","52,393,000","22,153,800","27,216,000","45,625,000","38,176,250","20,093,700"
InterestExpense,"102,613,000","26,674,000","25,014,000","25,311,000","25,614,000","27,267,000","28,629,000","29,798,000","33,980,000","36,058,000","37,743,000","40,517,000","40,981,000","37,438,000","46,800,000","33,590,000","31,598,000","31,111,000","31,315,000","31,330,000","33,853,000","34,944,000","35,768,000","35,275,000","34,078,000","35,068,000","35,459,000","36,053,000","36,515,000","36,462,000","37,071,000","37,509,000"
NetInterestIncome,"-102,613,000","-26,674,000","-25,014,000","-25,311,000","-25,614,000","-27,267,000","-28,629,000","-29,798,000","-33,980,000","-36,058,000","-37,743,000","-40,517,000","-40,981,000","-37,438,000","-46,800,000","-33,590,000","-31,598,000","-31,111,000","-31,315,000","-31,330,000","-33,853,000","-34,944,000","-35,768,000","-35,275,000","-34,078,000","-35,068,000","-35,459,000","-36,053,000","-36,515,000","-36,462,000","-37,071,000","-37,509,000"
EBIT,"599,466,000","131,638,000","154,682,000","143,601,000","169,545,000","-79,079,000","79,155,000","101,842,000","-84,437,000","-28,557,000","42,729,000","12,877,000","32,961,000","59,641,000","57,532,000","59,280,000","145,545,000","124,097,000","210,851,000","56,002,000","-28,454,000","90,837,000","72,788,000","73,509,000","63,308,000","94,571,000","84,017,000","57,069,000","64,661,000","82,160,000","74,872,000","37,576,000"
EBITDA,"736,427,000"
ReconciledCostOfRevenue,"572,816,000","140,941,000","147,179,000","144,784,000","139,912,000","120,614,000","117,642,000","114,080,000","63,509,000","206,068,000","228,669,000","251,937,000","262,104,000","207,231,000","206,380,000","202,680,000","197,050,000","187,953,000","181,652,000","183,499,000","185,547,000","184,600,000","182,129,000","153,423,000","151,685,000","148,052,000","149,479,000","142,705,000","145,729,000","144,331,000","146,715,000","139,314,000"
ReconciledDepreciation,"136,961,000","33,425,000","33,351,000","34,025,000","36,160,000","54,255,000","57,636,000","57,297,000","57,924,000","58,534,000","57,598,000","57,925,000","55,835,000","50,853,000","46,864,000","44,235,000","45,992,000","43,164,000","43,496,000","42,661,000","46,807,000","45,253,000","42,565,000","36,240,000","38,436,000","39,427,000","33,969,000","32,893,000","35,810,000","35,193,000","32,361,000","32,905,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"354,974,000","48,346,000","148,666,000","71,248,000","86,714,000","-64,778,000","29,710,000","43,634,000","-71,542,000","-152,199,000","4,829,000","-15,657,000","-3,846,000","11,323,000","8,946,000","14,680,000","82,735,000","51,180,000","29,509,000","11,780,000","-25,920,000","19,783,000","20,403,000","8,272,000","302,000","57,639,000","48,694,000","19,068,000","25,823,000","44,239,000","37,835,000","9,539,000"
TotalUnusualItemsExcludingGoodwill,"-4,741,000","-10,180,000","5,596,000","-464,000","435,000","-178,261,000","-11,081,000","-1,026,000","-5,552,000","-40,228,000","-33,224,000","-35,833,000","-21,804,000","-30,668,000","-28,518,000","-2,210,000","-3,465,000","11,958,000","2,047,000","-19,793,000","-104,864,000","-3,004,000","-6,994,000","-508,000","-16,542,000","-2,319,000","-6,165,000","-5,143,000","-1,393,000","-2,310,000","-525,000","-16,238,000"
TotalUnusualItems,"-4,741,000","-10,180,000","5,596,000","-464,000","435,000","-178,261,000","-11,081,000","-1,026,000","-5,552,000","-40,228,000","-33,224,000","-35,833,000","-21,804,000","-30,668,000","-28,518,000","-2,210,000","-3,465,000","11,958,000","2,047,000","-19,793,000","-104,864,000","-3,004,000","-6,994,000","-508,000","-16,542,000","-2,319,000","-6,165,000","-5,143,000","-1,393,000","-2,310,000","-525,000","-16,238,000"
NormalizedEBITDA,"741,168,000","175,243,000","182,437,000","178,090,000","205,270,000","153,437,000","147,872,000","160,165,000","-20,961,000","70,205,000","133,551,000","106,635,000","110,600,000","141,162,000","132,914,000","105,725,000","195,002,000","155,303,000","252,300,000","118,456,000","123,217,000","139,094,000","122,347,000","110,257,000","118,286,000","136,317,000","124,151,000","95,105,000","101,864,000","119,663,000","107,758,000","86,719,000"
TaxRateForCalcs,"0.4","0.121","0.27","0.003","0.004","0.27","0.018","0","0","0.27","0.27","0.031","0.119","0.086","0.27","0.024","0.13","0.117","0.4","0.096","0.19","0.191","0.4","0.125","0.257","0.4","0.4","0.4","0","0.4","0.35","0.35"
TaxEffectOfUnusualItems,"-1,896,400","-1,231,780","1,510,920","-1,392","1,740","-48,130,470","-196,504.295","0","0","-10,861,560","-8,970,480","-1,092,906.5","-2,590,315.2","-2,649,715.2","-7,699,860","-53,703","-451,489.5","1,395,498.6","818,800","-1,896,169.4","-19,882,214.4","-573,764","-2,797,600","-63,642.831","-4,245,572.494","-927,600","-2,466,000","-2,057,200","0","-924,000","-183,750","-5,683,300"
