name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011
OperatingCashFlow,"1,637,993,000","439,717,000","615,149,000","384,654,000","198,473,000","452,428,000","553,746,000","293,802,000","157,210,000","263,683,000","297,114,000","258,002,000","100,319,000","209,163,000","250,513,000","114,296,000","57,616,000","184,233,000","126,548,000","144,031,000","15,126,000","180,022,000","109,472,000","71,459,000","6,258,000","161,466,000","93,921,000","55,146,000","15,511,000","94,059,000","48,275,000","41,042,000","-9,011,000","21,697,000","34,793,000","7,076,000","-12,916,000","17,310,000","5,940,000","-9,358,000","1,924,000","12,708,000","-6,642,000","-5,511,000"
	CashFlowFromContinuingOperatingActivities,"1,637,993,000","439,717,000","615,149,000","384,654,000","198,473,000","452,428,000","553,746,000","293,802,000","157,210,000","263,683,000","297,114,000","258,002,000","100,319,000","209,163,000","250,513,000","114,296,000","57,616,000","184,233,000","126,548,000","144,031,000","15,126,000","180,022,000","109,472,000","71,459,000","6,258,000","161,466,000","93,921,000","55,146,000","15,511,000","94,059,000","48,275,000","41,042,000","-9,011,000","21,697,000","34,793,000","7,076,000","-12,916,000","17,310,000","5,940,000","-9,358,000","1,924,000","12,708,000","-6,642,000","-5,511,000"
		NetIncomeFromContinuingOperations,"-26,278,000","-102,173,000","-73,253,000","43,412,000","105,736,000","-46,522,000","-71,707,000","-24,340,000","-28,016,000","-158,368,000","-127,958,000","-115,729,000","-120,712,000","-116,275,000","-104,361,000","-153,331,000","-86,156,000","-74,410,000","-89,100,000","-85,546,000","-82,532,000","-64,044,000","-105,565,000","-114,066,000","-108,025,000","-80,622,000","-81,128,000","-77,811,000","-69,421,000","-61,558,000","-59,466,000","-59,912,000","-69,215,000","-59,389,000","-55,982,000","-47,534,000","-35,978,000","-33,015,000","-30,944,000","-41,310,000","-26,881,000","-20,055,000","-23,586,000","-19,731,000"
		OperatingGainsLosses,"-143,783,000","8,080,000","-20,366,000","-25,222,000","-106,275,000",,,,,,,,,,,,,,"0","-194,000","-526,000",,"0",,"-65,000",,"0",,"-3,220,000",,,,,,,,,,,,,,,
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,"0","-194,000","-526,000",,"0","0","-65,000",,"0","0","-3,220,000",,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-143,783,000","8,080,000","-20,366,000","-25,222,000","-106,275,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"351,106,000","89,846,000","88,750,000","87,127,000","85,383,000","82,463,000","75,101,000","73,864,000","73,178,000","71,514,000","75,126,000","72,233,000","67,754,000","61,165,000","59,619,000","57,602,000","42,226,000","38,664,000","34,594,000","34,982,000","34,021,000","33,377,000","32,646,000","30,453,000","26,662,000","26,124,000","25,222,000","22,260,000","19,888,000","18,569,000","16,526,000","15,682,000","14,474,000","12,523,000","10,714,000","9,361,000","8,051,000","6,569,000","5,784,000","4,461,000","3,943,000","3,534,000","3,069,000","2,522,000"
			DepreciationAndAmortization,"351,106,000","89,846,000","88,750,000","87,127,000","85,383,000","82,463,000","75,101,000","73,864,000","73,178,000","71,514,000","75,126,000","72,233,000","67,754,000","61,165,000","59,619,000","57,602,000","42,226,000","38,664,000","34,594,000","34,982,000","34,021,000","33,377,000","32,646,000","30,453,000","26,662,000","26,124,000","25,222,000","22,260,000","19,888,000","18,569,000","16,526,000","15,682,000","14,474,000","12,523,000","10,714,000","9,361,000","8,051,000","6,569,000","5,784,000","4,461,000","3,943,000","3,534,000","3,069,000","2,522,000"
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,750,000",,,,"1,824,000"
		AssetImpairmentCharge,,,,,,,,,,,,,,,,,,,"592,000","100,000","0",,"0","0","15,000,000",,,,,,,,,,,,,,,,,,,
