name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,12/31/2009
TotalRevenue,"601,349,000","152,506,000","159,050,000","148,464,000","141,329,000","130,932,000","143,557,000","155,135,000","126,729,000","94,976,000","100,446,000","102,140,000","104,695,000","85,474,000","115,934,000","102,996,000","99,538,000","90,429,000","88,435,000","80,398,000","75,829,000","57,576,000","62,374,000","56,810,000","50,421,000","43,075,000","42,656,000","38,586,000","35,052,000","28,133,000","30,801,000","52,488,000","29,675,000","9,081,000","10,335,000","1,257,000","281,000","147,000","1,089,000","91,000","91,000","208,000","-9,845,000","11,000","750,000","0","-8,626,022","-5,139,590"
	OperatingRevenue,"601,349,000","152,506,000","159,050,000","148,464,000","141,329,000","130,932,000","143,557,000","155,135,000","126,729,000","94,976,000","100,446,000","102,140,000","104,695,000","85,474,000","115,934,000","102,996,000","99,538,000","90,429,000","88,435,000","80,398,000","75,829,000","57,576,000","62,374,000","56,810,000","50,421,000","43,075,000","42,656,000","38,586,000","35,052,000","28,133,000","30,801,000","52,488,000","29,675,000","9,081,000","10,335,000","1,257,000","281,000","147,000","1,089,000","91,000","91,000","208,000","-9,845,000","11,000","750,000","0","-8,626,022","-5,139,590"
CostOfRevenue,"78,039,000","17,932,000","16,994,000","18,085,000","25,028,000","14,954,000","18,533,000","21,388,000","8,386,000","4,152,000","4,113,000","4,819,000","4,044,000","3,684,000","4,188,000","4,207,000","3,683,000","3,278,000","4,155,000","4,251,000","3,861,000","2,949,000","3,772,000","3,428,000","2,751,000","2,035,000","2,795,000","2,248,000","1,762,000","1,618,000","2,282,000","1,321,000","1,661,000","494,000","1,067,000","33,000","4,000","0","0","0","0","0",,"0","0","0","0","0"
GrossProfit,"523,310,000","134,574,000","142,056,000","130,379,000","116,301,000","115,978,000","125,024,000","133,747,000","118,343,000","90,824,000","96,333,000","97,321,000","100,651,000","81,790,000","111,746,000","98,789,000","95,855,000","87,151,000","84,280,000","76,147,000","71,968,000","54,627,000","58,602,000","53,382,000","47,670,000","41,040,000","39,861,000","36,338,000","33,290,000","26,515,000","28,519,000","51,167,000","28,014,000","8,587,000","9,268,000","1,224,000","277,000","147,000","1,090,000","91,000","91,000","208,000",,"11,000","750,000","0","4,777,978","3,448,556"
OperatingExpense,"455,413,000","131,942,000","134,838,000","97,695,000","90,938,000","101,744,000","80,126,000","77,607,000","72,795,000","61,812,000","55,517,000","57,592,000","58,053,000","56,362,000","71,891,000","61,314,000","60,135,000","55,757,000","49,936,000","53,805,000","45,901,000","37,839,000","42,306,000","33,543,000","37,230,000","35,722,000","33,012,000","32,029,000","30,214,000","23,085,000","23,789,000","22,000,000","24,258,000","22,009,000","20,625,000","18,399,000","15,756,000","18,055,000","13,832,000","12,381,000","9,348,000","8,086,000","10,285,000","9,926,000","9,146,000","9,198,000","10,760,530","8,602,343"
	SellingGeneralAndAdministration,"333,761,000","90,459,000","101,735,000","72,032,000","69,535,000","61,457,000","56,300,000","54,660,000","48,103,000","42,875,000","35,725,000","40,649,000","41,083,000","40,968,000","42,050,000","40,892,000","40,097,000","36,849,000","33,764,000","40,825,000","35,078,000","28,238,000","29,054,000","25,675,000","26,121,000","25,160,000","23,567,000","22,900,000","23,336,000","19,402,000","18,019,000","17,343,000","19,581,000","17,527,000","15,224,000","14,620,000","12,214,000","13,533,000","8,682,000","4,075,000","4,645,000","2,728,000","2,785,000","1,501,000","1,895,000","1,747,000","1,691,232","1,146,461"
		GeneralAndAdministrativeExpense,"111,986,000","29,946,000","39,557,000","21,328,000","21,155,000","23,010,000","19,709,000","15,489,000","18,153,000","13,834,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,645,000","2,728,000",,,,"1,747,000","1,691,232","1,146,367"
			OtherGandA,"111,986,000","29,946,000","39,557,000","21,328,000","21,155,000","23,010,000","19,709,000","15,489,000","18,153,000","13,834,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,"221,775,000","60,513,000","62,178,000","50,704,000","48,380,000","38,447,000","36,591,000","39,171,000","29,950,000","29,041,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"77,026,000","20,839,000","21,078,000","19,654,000","15,455,000","34,280,000","17,938,000","16,839,000","22,247,000","18,937,000","19,792,000","16,943,000","16,970,000","15,394,000","29,841,000","20,422,000","20,038,000","18,908,000","16,172,000","12,980,000","10,823,000","9,601,000","13,252,000","7,868,000","11,109,000","10,562,000","9,445,000","9,129,000","6,878,000","3,683,000","5,770,000","4,657,000","4,677,000","4,482,000","5,401,000","3,779,000","3,542,000","4,522,000","5,150,000","8,306,000","4,703,000","5,358,000","7,500,000","8,425,000","7,251,000","7,451,000","9,069,298","7,455,882"
	DepreciationAmortizationDepletionIncomeStatement,"44,626,000","20,644,000","12,025,000","6,009,000","5,948,000","6,007,000","5,888,000","6,108,000","2,445,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,"44,626,000","20,644,000","12,025,000","6,009,000","5,948,000","6,007,000","5,888,000","6,108,000","2,445,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			Amortization,"44,626,000","20,644,000","12,025,000","6,009,000","5,948,000","6,007,000","5,888,000","6,108,000","2,445,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,"44,626,000","20,644,000","12,025,000","6,009,000","5,948,000","6,007,000","5,888,000","6,108,000","2,445,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"67,897,000","2,632,000","7,218,000","32,684,000","25,363,000","14,234,000","44,898,000","56,140,000","45,548,000","29,012,000","40,816,000","39,729,000","42,598,000","25,428,000","39,855,000","37,475,000","35,720,000","31,394,000","34,344,000","22,342,000","26,067,000","16,788,000","16,296,000","19,839,000","10,440,000","5,318,000","6,849,000","4,309,000","3,076,000","3,430,000","4,730,000","29,167,000","3,756,000","-13,422,000","-11,357,000","-17,175,000","-15,479,000","-17,908,000","-12,743,000","-12,290,000","-9,257,000","-7,878,000","-20,130,000","-9,915,000","-8,396,000","-9,198,000","-19,386,552","-13,741,933"
NetNonOperatingInterestIncomeExpense,"2,187,000","12,756,000","-4,047,000","-3,644,000","-2,878,000","-2,285,000","-380,000","-2,826,000","-1,664,000","22,000","96,000","-139,000","148,000","-1,189,000","-1,088,000","-1,104,000","-1,864,000","-212,000","716,000","659,000","438,000","-518,000","-541,000","-827,000","167,000","152,000","-1,000","-123,000","-194,000","-268,000","-1,106,000","-1,211,000","-1,193,000","-1,105,000","-2,011,000","-2,774,000","-2,089,000","-675,000","-775,000","-841,000","-897,000","-943,000","8,734,000","-496,000","-487,000","-345,000","9,314,683","9,231,059"
	InterestIncomeNonOperating,"21,455,000","14,698,000","1,887,000","2,281,000","2,589,000","3,812,000","5,716,000","3,262,000","4,151,000","5,777,000","5,966,000","5,523,000","5,453,000","4,681,000","4,512,000","4,461,000","3,664,000","1,206,000","862,000","814,000","656,000","531,000","409,000","379,000","363,000","331,000","224,000","169,000","137,000","113,000","83,000","78,000","85,000","102,000","96,000","96,000","55,000","52,000","29,000","39,000","32,000","19,000","1,000","3,000","12,000","15,000","-515,854","21,360"
	InterestExpenseNonOperating,"19,268,000","1,942,000","5,934,000","5,925,000","5,467,000","6,097,000","6,096,000","6,088,000","5,815,000","5,755,000","5,870,000","5,662,000","5,305,000","5,870,000","5,600,000","5,565,000","5,528,000","1,418,000","146,000","155,000","218,000","1,049,000","950,000","1,206,000","196,000","179,000","225,000","292,000","331,000","381,000","1,189,000","1,289,000","1,278,000","1,207,000","2,107,000","2,870,000","2,144,000","727,000","804,000","880,000","929,000","962,000","-8,733,000","499,000","499,000","360,000","-9,830,537","-9,209,699"
OtherIncomeExpense,"6,885,000","-665,000","-1,120,000","-80,000","8,750,000","-1,020,000","-4,825,000","-603,000","3,326,000",,,"-139,000","148,000","-1,189,000",,,,,"0","-91,000","-80,000","-47,000","-203,000","124,000","125,000","-285,000","197,000","94,000","-215,000","-2,183,000","731,000","-98,000","639,000","-1,016,000","-9,038,000","-4,147,000","-9,789,000","169,000","5,000","-351,000","141,000","-456,000","87,000","260,000","-57,000","-172,000","488,424","0"
	GainOnSaleOfSecurity,,,,,,,,,,,,,,,,,,,"0",,"23,000","54,000","99,000","125,000","123,000","101,000","127,000","114,000","1,000","-49,000","694,000","760,000","678,000","677,000","-662,000","-4,153,000","-8,619,000",,,,,,,,,,,
