name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015
TotalRevenue,"386,598,000","100,375,000","102,828,000","96,746,000","86,649,000","82,210,000","75,608,000","71,256,000","65,377,000","58,900,000","57,111,000","52,547,000","48,405,000","42,819,000","41,828,000","38,925,000","35,822,000","30,519,000","29,175,000","27,312,000","25,021,000","22,844,000","21,280,000","19,932,000","18,565,000","17,069,000","16,220,000","15,187,000"
	OperatingRevenue,"386,598,000","100,375,000","102,828,000","96,746,000","86,649,000","82,210,000","75,608,000","71,256,000","65,377,000","58,900,000","57,111,000","52,547,000","48,405,000","42,819,000","41,828,000","38,925,000","35,822,000","30,519,000","29,175,000","27,312,000","25,021,000","22,844,000","21,280,000","19,932,000","18,565,000","17,069,000","16,220,000","15,187,000"
CostOfRevenue,"120,793,000","31,857,000","30,961,000","30,310,000","27,665,000","25,280,000","21,831,000","20,885,000","19,423,000","20,889,000","18,361,000","16,454,000","14,739,000","13,981,000","13,322,000","12,296,000","11,532,000","9,660,000","8,534,000","8,076,000","7,239,000","7,654,000","6,443,000","6,173,000","5,676,000","5,475,000","5,579,000","5,165,000"
GrossProfit,"265,805,000","68,518,000","71,867,000","66,436,000","58,984,000","56,930,000","53,777,000","50,371,000","45,954,000","38,011,000","38,750,000","36,093,000","33,666,000","28,838,000","28,506,000","26,629,000","24,290,000","20,859,000","20,641,000","19,236,000","17,782,000","15,190,000","14,837,000","13,759,000","12,889,000","11,594,000","10,641,000","10,022,000"
OperatingExpense,"343,009,000","87,711,000","83,373,000","85,527,000","86,398,000","75,168,000","72,070,000","68,109,000","60,477,000","59,671,000","48,965,000","48,215,000","45,281,000","42,114,000","36,915,000","33,828,000","39,841,000","31,791,000","25,823,000","23,627,000","21,301,000","21,383,000","17,434,000","16,188,000","15,440,000","14,843,000","14,685,000","13,649,000"
	SellingGeneralAndAdministration,"255,882,000","64,152,000","63,253,000","62,330,000","66,147,000","57,089,000","55,615,000","51,161,000","45,540,000","45,499,000","36,105,000","35,338,000","32,479,000","30,629,000","26,158,000","23,478,000","27,814,000","23,620,000","19,664,000","18,001,000","16,122,000","16,106,000","13,229,000","12,271,000","11,977,000","11,663,000","11,658,000","10,624,000"
		GeneralAndAdministrativeExpense,"87,256,000","22,336,000","20,352,000","19,904,000","24,664,000","22,562,000","22,009,000","19,766,000","16,799,000","15,911,000","12,363,000","13,435,000","10,464,000","10,558,000","7,853,000","7,130,000","8,635,000","7,844,000","6,255,000","6,375,000","5,065,000","5,200,000","4,041,000","3,666,000","3,128,000","3,458,000","3,831,000","3,863,000"
			OtherGandA,"87,256,000","22,336,000","20,352,000","19,904,000","24,664,000","22,562,000","22,009,000","19,766,000","16,799,000","15,911,000","12,363,000","13,435,000","10,464,000","10,558,000","7,853,000","7,130,000","8,635,000","7,844,000","6,255,000","6,375,000","5,065,000","5,200,000","4,041,000","3,666,000","3,128,000","3,458,000","3,831,000","3,863,000"
		SellingAndMarketingExpense,"168,626,000","41,816,000","42,901,000","42,426,000","41,483,000","34,527,000","33,606,000","31,395,000","28,741,000","29,588,000","23,742,000","21,903,000","22,015,000","20,071,000","18,305,000","16,348,000","19,179,000","15,776,000","13,409,000","11,626,000","11,057,000","10,906,000","9,188,000","8,605,000","8,849,000","8,205,000","7,827,000","6,761,000"
	ResearchAndDevelopment,"87,127,000","23,559,000","20,120,000","23,197,000","20,251,000","18,079,000","16,455,000","16,948,000","14,937,000","14,172,000","12,860,000","12,877,000","12,802,000","11,485,000","10,757,000","10,350,000","12,027,000","8,171,000","6,159,000","5,626,000","5,179,000","5,277,000","4,205,000","3,917,000","3,463,000","3,180,000","3,027,000","3,025,000"
OperatingIncome,"-77,204,000","-19,193,000","-11,506,000","-19,091,000","-27,414,000","-18,238,000","-18,293,000","-17,738,000","-14,523,000","-21,660,000","-10,215,000","-12,122,000","-11,615,000","-13,276,000","-8,409,000","-7,199,000","-15,551,000","-10,932,000","-5,182,000","-4,391,000","-3,519,000","-6,193,000","-2,597,000","-2,429,000","-2,551,000","-3,249,000","-4,044,000","-3,627,000"
NetNonOperatingInterestIncomeExpense,"-30,370,000","-1,238,000","-9,868,000","-9,709,000","-9,555,000","-6,427,000","-6,015,000","-5,955,000","-5,763,000","-4,349,000","-1,534,000","-665,000","-322,000","-458,000","-1,084,000","-1,132,000","-1,172,000","-1,116,000","-445,000","104,000","75,000","50,000","34,000","-195,000","-174,000","-137,000","-133,000","-160,000"
	InterestIncomeNonOperating,"319,000","62,000","74,000","83,000","100,000","133,000","92,000","107,000","235,000","1,573,000","958,000","1,032,000","1,332,000","1,177,000","526,000","460,000","400,000","456,000","241,000","106,000","77,000","51,000","34,000",,"0","0","0",
	InterestExpenseNonOperating,"30,689,000","1,300,000","9,942,000","9,792,000","9,655,000","6,560,000","6,107,000","6,062,000","5,998,000","5,922,000","2,492,000","1,697,000","1,654,000","1,635,000","1,610,000","1,592,000","1,572,000","1,572,000","686,000","2,000","2,000","1,000","0","195,000","174,000","137,000","133,000","160,000"
OtherIncomeExpense,"7,650,000","280,000","8,632,000","-623,000","-639,000","-2,937,000","-613,000","-239,000","-438,000","-77,000","-1,489,000","-35,000","12,000","-106,000","113,000","-33,000","-6,000","-198,000","-25,000","-23,000","-6,000","-32,000","-14,000","30,000","-34,000","6,000","-10,000","-20,000"
	SpecialIncomeCharges,"10,069,000","0","10,106,000","0","-37,000","-2,888,000","-402,000",,,,"-1,406,000",,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,"-10,106,000",,"37,000","2,888,000","402,000",,,,"1,406,000",,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"-2,419,000","280,000","-1,474,000","-623,000","-602,000","-49,000","-167,000","-239,000","-438,000","-77,000","-83,000","-35,000","12,000","-106,000","113,000","-33,000","-6,000","-198,000","-25,000","-23,000","-6,000","-32,000","-14,000","30,000","-34,000","6,000","-10,000","-20,000"
PretaxIncome,"-99,924,000","-20,151,000","-12,742,000","-29,423,000","-37,608,000","-27,602,000","-24,921,000","-23,932,000","-20,724,000","-26,086,000","-13,238,000","-12,822,000","-11,925,000","-13,840,000","-9,380,000","-8,364,000","-16,729,000","-12,246,000","-5,652,000","-4,310,000","-3,450,000","-6,175,000","-2,577,000","-2,594,000","-2,759,000","-3,380,000","-4,187,000","-3,807,000"
TaxProvision,"-7,844,000","-1,078,000","-2,234,000","-745,000","-3,787,000","-5,813,000","-335,000","273,000","-1,504,000","-701,000","-106,000","99,000","138,000","294,000","425,000","86,000","189,000","96,000","112,000","-79,000","-13,000","27,000","51,000","35,000","45,000","-155,000","-188,000","-186,000"
NetIncomeCommonStockholders,"-92,080,000","-19,073,000","-10,508,000","-28,678,000","-33,821,000","-21,789,000","-24,586,000","-24,205,000","-19,220,000","-25,385,000","-13,132,000","-12,921,000","-12,063,000","-14,134,000","-9,805,000","-8,450,000","-16,918,000","-12,342,000","-5,764,000","-4,231,000","-3,437,000","-6,202,000","-2,628,000","-2,629,000","-2,804,000","-3,225,000","-3,999,000","-3,621,000"
	NetIncome,"-92,080,000","-19,073,000","-10,508,000","-28,678,000","-33,821,000","-21,789,000","-24,586,000","-24,205,000","-19,220,000","-25,385,000","-13,132,000","-12,921,000","-12,063,000","-14,134,000","-9,805,000","-8,450,000","-16,918,000","-12,342,000","-5,764,000","-4,231,000","-3,437,000","-6,202,000","-2,628,000","-2,629,000","-2,804,000","-3,225,000","-3,999,000","-3,621,000"
