name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,12/31/2013
TotalAssets,"4,143,245,000","4,239,125,000","4,216,649,000","4,452,385,000","4,351,257,000","4,308,011,000","4,292,170,000","4,111,218,000","3,992,268,000","4,067,556,000","4,042,114,000","3,954,856,000","3,861,361,000","3,857,641,000","3,896,334,000","3,824,256,000","3,756,580,000","3,787,333,000","3,992,792,000","3,365,168,000","2,971,863,000","2,781,466,000","2,781,038,000","2,702,495,000","2,614,048,000","2,396,179,000","2,330,241,000","1,815,492,000","2,018,254,000","1,729,777,000","1,749,758,000","1,251,060,000"
	CurrentAssets,"777,840,000","869,610,000","834,782,000","1,027,917,000","858,435,000","893,279,000","865,541,000","821,984,000","688,256,000","796,281,000","778,416,000","628,387,000","510,610,000","591,540,000","659,680,000","621,323,000","611,552,000","783,601,000","815,342,000","825,059,000","524,913,000","483,698,000","491,098,000","434,021,000","419,548,000","472,528,000","418,899,000","349,620,000","587,540,000","293,416,000","343,159,000","237,900,000"
		CashCashEquivalentsAndShortTermInvestments,"287,392,000","380,961,000","258,083,000","469,097,000","359,741,000","418,181,000","288,757,000","253,407,000","199,114,000","311,319,000","182,589,000","67,658,000","64,837,000","128,508,000","64,930,000","50,404,000","178,293,000","383,556,000","287,082,000","353,063,000","156,107,000","143,392,000","31,643,000","9,168,000","92,244,000","186,405,000","18,987,000","12,570,000","314,980,000","13,215,000","9,995,000","18,183,000"
			CashAndCashEquivalents,"287,392,000","380,961,000","258,083,000","469,097,000","359,741,000","418,181,000","288,757,000","253,407,000","199,114,000","311,319,000","182,589,000","67,658,000","64,837,000","128,508,000","64,930,000","50,404,000","178,293,000","383,556,000","287,082,000","353,063,000","156,107,000","143,392,000","31,643,000","9,168,000","92,244,000","186,405,000","18,987,000","12,570,000","314,980,000","13,215,000","9,995,000","18,183,000"
				CashFinancial,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,570,000","314,980,000","13,215,000","9,995,000","18,183,000"
		Receivables,"252,562,000","294,826,000","367,532,000","345,332,000","267,182,000","263,362,000","353,378,000","324,467,000","242,534,000","266,344,000","386,775,000","339,975,000","212,490,000","233,120,000","349,299,000","313,300,000","192,767,000","207,842,000","334,807,000","276,758,000","169,770,000","169,827,000","286,227,000","242,074,000","140,310,000","151,234,000","240,114,000","188,780,000","121,777,000","151,476,000","205,870,000","110,104,000"
			AccountsReceivable,"227,789,000","243,808,000","283,082,000","273,018,000","227,905,000","210,695,000","250,164,000","229,866,000","213,764,000","209,480,000","268,653,000","247,170,000","180,239,000","172,611,000","235,684,000","224,465,000","165,941,000","202,501,000","298,598,000","250,753,000","157,637,000","164,962,000","249,243,000","214,933,000","133,800,000","146,635,000","207,631,000","165,797,000","110,829,000","143,113,000","179,865,000","101,154,000"
			DuefromRelatedPartiesCurrent,"0","292,000","877,000","434,000","1,569,000","1,339,000","1,918,000","2,497,000","1,585,000","1,596,000","1,783,000","1,198,000","575,000","629,000","297,000","304,000","320,000","468,000","348,000","373,000","355,000","721,000","574,000","673,000","704,000","635,000","705,000","629,000","928,000","333,000","1,650,000","202,000"
			OtherReceivables,"28,966,000","54,654,000","87,828,000","76,389,000","41,919,000","55,845,000","106,184,000","96,947,000","33,393,000","61,054,000","121,618,000","97,907,000","37,834,000","66,596,000","118,255,000","92,441,000","31,972,000","9,512,000","39,316,000","29,212,000","14,926,000","7,450,000","39,052,000","29,026,000","7,797,000","5,690,000","34,175,000","24,721,000","11,836,000","10,174,000","26,542,000","10,767,000"
			ReceivablesAdjustmentsAllowances,"-4,193,000","-3,928,000","-4,255,000","-4,509,000","-4,211,000","-4,517,000","-4,888,000","-4,843,000","-6,208,000","-5,786,000","-5,279,000","-6,300,000","-6,158,000","-6,716,000","-4,937,000","-3,910,000","-5,466,000","-4,639,000","-3,455,000","-3,580,000","-3,148,000","-3,306,000","-2,642,000","-2,558,000","-1,991,000","-1,726,000","-2,397,000","-2,367,000","-1,816,000","-2,144,000","-2,187,000","-2,019,000"
