name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012
TotalRevenue,"250,594,000","67,783,000","67,336,000","60,370,000","55,105,000","36,703,000","34,536,000","31,121,000","20,704,000","31,122,000","29,730,000","30,973,000","30,136,000","29,529,000","25,750,000","23,466,000","22,751,000","20,041,000","19,596,000","17,519,000","18,406,000","16,432,000","18,257,000","18,603,000","14,675,000","13,550,000","14,042,000","12,335,000","11,908,000","11,218,000","12,199,000","9,838,000","8,677,000","7,476,000","6,838,000","5,594,000","5,068,000","4,384,000","4,457,000","3,224,000"
	OperatingRevenue,"250,594,000","67,783,000","67,336,000","60,370,000","55,105,000","36,703,000","34,536,000","31,121,000","20,704,000","31,122,000","29,730,000","30,973,000","30,136,000","29,529,000","25,750,000","23,466,000","22,751,000","20,041,000","19,596,000","17,519,000","18,406,000","16,432,000","18,257,000","18,603,000","14,675,000","13,550,000","14,042,000","12,335,000","11,908,000","11,218,000","12,199,000","9,838,000","8,677,000","7,476,000","6,838,000","5,594,000","5,068,000","4,384,000","4,457,000","3,224,000"
CostOfRevenue,"85,710,000","23,713,000","22,882,000","21,643,000","17,472,000","12,403,000","11,187,000","10,370,000","7,655,000","12,243,000","10,119,000","9,114,000","8,777,000","8,513,000","8,704,000","8,261,000","8,246,000","7,867,000","7,769,000","7,169,000","6,960,000","6,297,000","6,515,000","6,367,000","6,301,000","6,279,000","6,175,000","5,618,000","5,139,000","4,566,000","4,865,000","4,168,000","3,966,000","3,607,000","3,471,000","3,132,000","3,231,000","2,773,000","2,600,000","1,984,000"
GrossProfit,"164,884,000","44,070,000","44,454,000","38,727,000","37,633,000","24,300,000","23,349,000","20,751,000","13,049,000","18,879,000","19,611,000","21,859,000","21,359,000","21,016,000","17,046,000","15,205,000","14,505,000","12,174,000","11,827,000","10,350,000","11,446,000","10,135,000","11,742,000","12,236,000","8,374,000","7,271,000","7,867,000","6,717,000","6,769,000","6,652,000","7,334,000","5,670,000","4,711,000","3,869,000","3,367,000","2,462,000","1,837,000","1,611,000","1,857,000","1,240,000"
OperatingExpense,"214,193,000","58,426,000","55,671,000","54,989,000","45,107,000","69,715,000","31,421,000","24,817,000","24,100,000","31,079,000","27,808,000","23,622,000","24,459,000","23,083,000","20,103,000","19,509,000","20,422,000","21,129,000","17,871,000","16,718,000","18,055,000","17,652,000","15,414,000","17,122,000","18,868,000","17,022,000","15,818,000","15,605,000","15,843,000","14,205,000","15,393,000","13,481,000","11,272,000","10,444,000","9,129,000","8,563,000","7,254,000","7,504,000","6,973,000","6,179,000"
	SellingGeneralAndAdministration,"161,323,000","44,149,000","26,057,000","47,463,000","34,711,000","62,172,000","25,147,000","19,110,000","21,143,000","25,030,000","22,397,000","19,349,000","20,545,000","19,021,000","9,395,000","17,525,000","17,412,000","19,293,000","15,985,000","15,079,000","16,431,000","15,673,000","13,504,000","15,021,000","16,416,000","15,262,000","13,940,000","13,625,000","14,307,000","13,096,000","13,923,000","12,512,000","10,173,000","8,318,000","7,259,000","6,535,000","6,367,000","5,494,000","5,252,000","4,450,000"
		GeneralAndAdministrativeExpense,"79,939,000","39,178,000","3,845,000","25,793,000","15,049,000","58,745,000","11,998,000","8,155,000","19,139,000","7,446,000","8,214,000","6,261,000","6,602,000","6,544,000","-671,000","7,444,000","7,789,000","7,750,000","6,940,000","7,194,000","8,437,000","8,337,000","7,672,000","7,934,000","8,153,000","8,196,000","7,253,000","7,577,000","7,370,000","7,476,000","6,961,000","6,979,000","5,072,000","3,982,000","3,328,000","3,244,000","3,752,000","2,791,000","2,197,000","2,103,000"
			SalariesAndWages,"53,859,000","33,426,000","-1,792,000","17,557,000","8,383,000","57,751,000","7,077,000","5,706,000","16,126,000","4,988,000","4,937,000","4,806,000","4,594,000","4,200,000","-1,832,000","5,914,000","5,892,000","6,085,000","5,119,000","5,339,000","6,374,000","6,425,000","5,857,000","6,124,000","6,402,000","5,752,000","5,025,000","5,239,000","5,309,000","4,912,000","4,748,000","5,206,000","3,549,000",,,,"2,725,000",,,
			RentAndLandingFees,"5,821,000","1,511,000","1,433,000","1,502,000","1,374,000","745,000","677,000","673,000","655,000","665,000","657,000","615,000","623,000","623,000","587,000","574,000","596,000","619,000","619,000","553,000","529,000","518,000","530,000","537,000","502,000","901,000","805,000","898,000","618,000","407,000","391,000","371,000","378,000",,,,"378,000",,,
			OtherGandA,"20,259,000","4,241,000","4,204,000","6,734,000","5,292,000","249,000","4,244,000","1,776,000","2,358,000","1,793,000","2,620,000","840,000","1,385,000","1,721,000","574,000","956,000","1,301,000","1,046,000","1,202,000","1,302,000","1,534,000","1,394,000","1,285,000","1,273,000","1,249,000","1,543,000","1,423,000","1,440,000","1,443,000","2,157,000","1,822,000","1,402,000","1,145,000","3,982,000","3,328,000","3,244,000","649,000","2,791,000","2,197,000","2,103,000"
		SellingAndMarketingExpense,"81,384,000","4,971,000","22,212,000","21,670,000","19,662,000","3,427,000","13,149,000","10,955,000","2,004,000","17,584,000","14,183,000","13,088,000","13,943,000","12,477,000","10,066,000","10,081,000","9,623,000","11,543,000","9,045,000","7,885,000","7,994,000","7,336,000","5,832,000","7,087,000","8,263,000","7,066,000","6,687,000","6,048,000","6,937,000","5,620,000","6,962,000","5,533,000","5,101,000","4,336,000","3,931,000","3,291,000","2,615,000","2,703,000","3,055,000","2,347,000"
	ResearchAndDevelopment,"33,673,000","9,166,000","25,121,000","2,201,000","6,249,000","5,336,000","4,586,000","4,042,000","1,265,000","4,407,000","4,443,000","3,643,000","3,330,000","3,435,000","10,371,000","1,178,000","2,213,000","1,057,000","1,097,000","847,000","1,358,000","1,712,000","1,643,000","1,835,000","2,185,000","1,493,000","1,611,000","1,714,000","1,269,000","1,109,000","1,470,000","969,000","1,099,000","2,126,000","1,870,000","2,028,000","887,000","2,010,000","1,721,000","1,729,000"
	DepreciationAmortizationDepletionIncomeStatement,"21,624,000","6,003,000","5,609,000","5,744,000","4,147,000","2,207,000","1,688,000","1,665,000","1,692,000","1,642,000","968,000","630,000","584,000","627,000","337,000","806,000","797,000","779,000","789,000","792,000","266,000","267,000","267,000","266,000","267,000","267,000","267,000","266,000","267,000",,,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,"21,624,000","6,003,000","5,609,000","5,744,000","4,147,000","2,207,000","1,688,000","1,665,000","1,692,000","1,642,000","968,000","630,000","584,000","627,000","337,000","806,000","797,000","779,000","789,000","792,000","266,000","267,000","267,000","266,000","267,000","267,000","267,000","266,000","267,000",,,,,,,,,,,
			DepreciationIncomeStatement,"1,958,000","517,000","135,000","761,000","424,000","406,000","415,000","391,000","419,000","367,000","367,000","363,000","318,000","360,000","70,000","539,000","531,000","512,000","522,000","525,000",,,,,,,,,,,,,,,,,,,,
			Amortization,"19,666,000","5,486,000","5,474,000","4,983,000","3,723,000","1,801,000","1,273,000","1,274,000","1,273,000","1,275,000","601,000","267,000","266,000","267,000","267,000","267,000","266,000","267,000","267,000","267,000","266,000","267,000","267,000","266,000","267,000","267,000","267,000","266,000","267,000",,,,,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,"19,666,000","5,486,000","5,474,000","4,983,000","3,723,000","1,801,000","1,273,000","1,274,000","1,273,000","1,275,000","601,000","267,000","266,000","267,000","267,000","267,000","266,000","267,000","267,000","267,000","266,000","267,000","267,000","266,000","267,000","267,000","267,000","266,000","267,000",,,,,,,,,,,
	OtherTaxes,"-2,427,000","-892,000","-1,116,000","-419,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"-49,309,000","-14,356,000","-11,217,000","-16,262,000","-7,474,000","-45,415,000","-8,072,000","-4,066,000","-11,051,000","-12,200,000","-8,197,000","-1,763,000","-3,100,000","-2,067,000","-3,057,000","-4,304,000","-5,917,000","-8,955,000","-6,044,000","-6,368,000","-6,609,000","-7,517,000","-3,672,000","-4,886,000","-10,494,000","-9,751,000","-7,951,000","-8,888,000","-9,074,000","-7,553,000","-8,059,000","-7,811,000","-6,561,000","-6,575,000","-5,762,000","-6,101,000","-5,417,000","-5,893,000","-5,116,000","-4,939,000"
NetNonOperatingInterestIncomeExpense,"-118,000","-22,000","25,000","-34,000","-63,000","-53,000","-54,000","-55,000","-65,000","-55,000","-81,000","-58,000","-235,000","-303,000","-536,000","-498,000","-481,000","-448,000","-2,518,000","-815,000","-808,000","-800,000","-806,000","-799,000","-785,000","-367,000","-109,000","-92,000","-90,000","-89,000","-101,000","-114,000","-113,000","-111,000","-97,000","-126,000","-5,000","0","2,000","0"
	InterestIncomeNonOperating,"131,000","39,000","89,000","27,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,000",,,,,
