name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,12/31/2020
TotalAssets,"434,202,000","414,128,000","448,286,000","128,415,406","431,008,000"
	CurrentAssets,"75,739,000","59,100,000","91,281,000","57,811","72,160,000"
		CashCashEquivalentsAndShortTermInvestments,"48,039,000","37,240,000","72,716,000","211","54,311,000"
			CashAndCashEquivalents,"48,039,000","37,240,000","72,716,000","211","54,311,000"
				CashFinancial,,,,"211",
		Receivables,"6,014,000","5,233,000","3,684,000",,"6,550,000"
			AccountsReceivable,"3,622,000","2,745,000","1,775,000",,"1,134,000"
				GrossAccountsReceivable,"4,140,000","3,028,000","1,926,000",,"1,406,000"
				AllowanceForDoubtfulAccountsReceivable,"-518,000","-283,000","-151,000",,"-272,000"
			NotesReceivable,"2,392,000","2,488,000","1,909,000",,"5,416,000"
		Inventory,"14,715,000","9,549,000","5,747,000",,"3,850,000"
		PrepaidAssets,"6,969,000","7,076,000","9,133,000","57,600","6,576,000"
		OtherCurrentAssets,"2,000","2,000","1,000",,"873,000"
	TotalNonCurrentAssets,"358,463,000","355,028,000","357,005,000","128,357,595","358,848,000"
		NetPPE,"93,653,000","90,625,000","91,007,000",,"90,077,000"
			GrossPPE,"109,233,000","105,404,000","103,732,000",,"97,163,000"
				Properties,"0","0","0",,"0"
				BuildingsAndImprovements,"0","12,513,000","12,513,000",,"12,513,000"
				MachineryFurnitureEquipment,"8,070,000","7,974,000","7,614,000",,"3,704,000"
				OtherProperties,"27,618,000","11,395,000","8,670,000",,"5,884,000"
				ConstructionInProgress,"2,925,000","2,054,000","3,725,000",,"19,773,000"
				Leases,"70,620,000","71,468,000","71,210,000",,"55,289,000"
			AccumulatedDepreciation,"-15,580,000","-14,779,000","-12,725,000",,"-7,086,000"
		GoodwillAndOtherIntangibleAssets,"245,950,000","246,491,000","247,043,000",,"248,683,000"
			Goodwill,"123,304,000","123,304,000","123,304,000",,"123,304,000"
			OtherIntangibleAssets,"122,646,000","123,187,000","123,739,000",,"125,379,000"
		OtherNonCurrentAssets,"18,860,000","17,912,000","18,955,000","128,357,595","20,088,000"
TotalLiabilitiesNetMinorityInterest,"344,297,000","314,710,000","352,070,000","47,454,511","962,408,000"
	CurrentLiabilities,"26,034,000","26,225,000","29,212,000","7,292,011","26,677,000"
		PayablesAndAccruedExpenses,"23,856,000","16,655,000","21,151,000","6,182,741","16,062,000"
			Payables,"10,418,000","9,317,000","7,031,000",,"5,390,000"
				AccountsPayable,"10,418,000","9,317,000","7,031,000",,"5,390,000"
			CurrentAccruedExpenses,"13,438,000","7,338,000","14,120,000",,"10,672,000"
		CurrentDebtAndCapitalLeaseObligation,,"3,051,000","3,046,000","1,109,270","3,008,000"
			CurrentDebt,,,,"1,109,270",
				CurrentNotesPayable,,,,"1,109,270",
			CurrentCapitalLeaseObligation,"0","3,051,000","3,046,000",,"3,008,000"
		CurrentDeferredLiabilities,"2,178,000","2,198,000","2,037,000",,"5,120,000"
			CurrentDeferredRevenue,"2,178,000","2,196,000","2,033,000",,"4,828,000"
		OtherCurrentLiabilities,,"4,321,000","2,978,000",,"2,487,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"318,263,000","288,485,000","322,858,000","40,162,500","935,731,000"
		LongTermDebtAndCapitalLeaseObligation,"30,463,000","28,085,000","28,022,000",,"27,634,000"
			LongTermCapitalLeaseObligation,"30,463,000","28,085,000","28,022,000",,"27,634,000"
		NonCurrentDeferredLiabilities,"1,938,000","1,881,000","1,790,000","0","7,628,000"
			NonCurrentDeferredTaxesLiabilities,"10,000","10,000","7,000","0","7,000"
			NonCurrentDeferredRevenue,"1,928,000","1,871,000","1,783,000",,"7,621,000"
		TradeandOtherPayablesNonCurrent,,,,"10,812,500",
		DerivativeProductLiabilities,"46,894,000","25,962,000","37,186,000","29,350,000","76,640,000"
		PreferredSecuritiesOutsideStockEquity,,"0",,,"550,113,000"
		OtherNonCurrentLiabilities,"238,968,000","232,557,000","255,860,000",,"273,716,000"
TotalEquityGrossMinorityInterest,"89,905,000","99,418,000","96,216,000","80,960,895","-531,400,000"
	StockholdersEquity,"89,905,000","99,418,000","96,216,000","80,960,895","-531,400,000"
		CapitalStock,"14,000","12,000","10,000","128,366,218","1,000"
			PreferredStock,"0","0","0","0",
			CommonStock,"14,000","12,000","10,000","128,366,218","1,000"
		AdditionalPaidInCapital,"812,443,000","763,087,000","755,847,000","0","32,418,000"
		RetainedEarnings,"-722,552,000","-663,681,000","-659,641,000","-47,405,323","-563,563,000"
		TreasuryStock,,"0",,,"256,000"
TotalCapitalization,"89,905,000","99,418,000","96,216,000","80,960,895","-531,400,000"
CommonStockEquity,"89,905,000","99,418,000","96,216,000","80,960,895","-531,400,000"
CapitalLeaseObligations,"30,463,000","31,136,000","31,068,000",,"30,642,000"
NetTangibleAssets,"-156,045,000","-147,073,000","-150,827,000","80,960,895","-780,083,000"
WorkingCapital,"49,705,000","32,875,000","62,069,000","-7,234,200","45,483,000"
InvestedCapital,"89,905,000","99,418,000","96,216,000","82,070,165","-531,400,000"
TangibleBookValue,"-156,045,000","-147,073,000","-150,827,000","80,960,895","-780,083,000"
TotalDebt,"30,463,000","31,136,000","31,068,000","1,109,270","30,642,000"
NetDebt,,,,"1,109,059",
ShareIssued,"137,722,917","124,307,884","123,464,113","122,487,174","122,487,174"
OrdinarySharesNumber,"137,722,917","124,307,884","123,464,113","122,487,174","122,487,174"
