name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013
OperatingCashFlow,"-92,844,000","-54,045,000","-52,322,000","13,711,000","-188,000","1,367,000","33,124,000","47,353,000","60,191,000","13,477,000","17,710,000","54,951,000","12,677,000","-56,983,000","-47,363,000","-42,789,000","-35,530,000","-33,584,000","-29,922,000","-41,513,000","-55,574,000","-73,277,000","-86,892,000","-61,948,000","-27,389,000","-76,316,000","5,567,000","-59,655,000","-20,840,000","-33,062,000","-33,285,000","-5,170,000","-217,000","14,745,000","4,986,000","21,526,000"
	CashFlowFromContinuingOperatingActivities,"-92,844,000","-54,045,000","-52,322,000","13,711,000","-188,000","1,367,000","33,124,000","47,353,000","60,191,000","13,477,000","17,710,000","54,951,000","12,677,000","-56,983,000","-47,363,000","-42,789,000","-35,530,000","-33,584,000","-29,922,000","-41,513,000","-55,574,000","-73,277,000","-86,892,000","-61,948,000","-27,389,000","-76,316,000","5,567,000","-59,655,000","-20,840,000","-33,062,000","-33,285,000","-5,170,000","-217,000","14,745,000","4,986,000","21,526,000"
		NetIncomeFromContinuingOperations,"-210,237,000","-96,084,000","-45,725,000","-38,528,000","-29,900,000","-172,947,000","9,708,000","27,933,000","59,031,000","35,572,000","39,227,000","47,043,000","23,567,000","-20,004,000","-62,596,000","-58,826,000","-43,685,000","-44,302,000","-49,069,000","-58,993,000","-55,402,000","-74,822,000","-75,944,000","83,844,000","-70,150,000","-65,538,000","-52,580,000","-71,485,000","-59,034,000","-40,839,000","-29,023,000","-7,914,000","-25,070,000","-25,170,000","-14,591,000","-21,473,000"
		OperatingGainsLosses,,"6,222,000",,"0","0","3,210,000",,,,,,,,,,,,,"4,000","1,000",,,,,,,,"0",,,"526,000","707,000","3,963,000","8,655,000","783,000","12,692,000"
			GainLossOnSaleOfPPE,"0",,,,,,,,,,,,,,"0",,,,"4,000","1,000",,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,"0","0","3,210,000",,,,,,,,,,,,,,,,,,,,,,,,,"526,000","707,000","6,011,000","8,655,000","783,000","12,692,000"
		DepreciationAmortizationDepletion,"3,372,000","767,000","836,000","892,000","877,000","849,000","840,000","693,000","748,000","607,000","1,055,000","839,000","674,000","691,000","613,000","798,000","902,000","922,000","926,000","770,000","837,000","865,000","797,000","753,000","729,000","717,000","601,000","636,000","400,000","232,000","235,000","192,000","131,000","116,000","108,000","101,000"
			DepreciationAndAmortization,"3,372,000","767,000","836,000","892,000","877,000","849,000","840,000","693,000","748,000","607,000","1,055,000","839,000","674,000","691,000","613,000","798,000","902,000","922,000","926,000","770,000","837,000","865,000","797,000","753,000","729,000","717,000","601,000","636,000","400,000","232,000","235,000","192,000","131,000","116,000","108,000","101,000"
		AmortizationOfSecurities,,,"186,000","260,000","370,000","279,000","-52,000","-103,000",,,"-23,000","-15,000","-73,000","-54,000","-32,000","-155,000","-70,000","-44,000","-6,000","-30,000","-101,000","-19,000",,,,,,,,,,,,,,
		AssetImpairmentCharge,"5,133,000","0","-59,000","5,192,000","0","3,210,000",,,,"0","110,000","0","0","410,000","-1,000",,,,"94,000","0",,,,,,,"254,000",,,,,,,,,
		ProvisionandWriteOffofAssets,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","-1,300,000",,,,,,,,,,
		StockBasedCompensation,"47,359,000","12,879,000","10,946,000","11,939,000","11,595,000","16,884,000","17,373,000","9,307,000","9,425,000","9,555,000","7,272,000","8,833,000","7,992,000","9,494,000","8,827,000","8,560,000","8,690,000","8,720,000","11,000,000","8,183,000","9,072,000","7,810,000","7,685,000","8,270,000","6,148,000","5,318,000","5,174,000","4,744,000","4,621,000","2,182,000","3,826,000","2,735,000","1,210,000","3,291,000","311,000","998,000"
		OtherNonCashItems,"35,361,000","39,288,000","2,103,000","1,638,000","-7,389,000","146,700,000","-5,993,000","4,094,000","6,114,000","1,773,000","12,215,000","1,081,000","993,000","1,366,000","374,000","350,000","-3,036,000","566,000","5,005,000","682,000","-3,186,000","716,000","878,000","-1,268,000","5,439,000","297,000","185,000","136,000","48,000","4,192,000","2,445,000","1,072,000","2,962,000","2,750,000","3,300,000","2,179,000"
		ChangeInWorkingCapital,"18,851,000","-17,117,000","-20,609,000","32,318,000","24,259,000","6,392,000","11,248,000","5,429,000","-15,127,000","-34,030,000","-42,146,000","-2,830,000","-20,476,000","-48,476,000","5,452,000","2,622,000","1,669,000","554,000","2,124,000","7,874,000","-7,304,000","-7,827,000","-20,294,000","-153,549,000","30,439,000","-15,810,000","50,633,000","6,186,000","33,125,000","1,171,000","-11,294,000","-1,962,000","16,587,000","25,103,000","15,075,000","27,029,000"
			ChangeInReceivables,"23,390,000","5,991,000","13,340,000","5,479,000","-1,420,000","16,663,000","3,667,000","11,792,000","-5,051,000","-25,626,000","-52,346,000","-12,261,000","-30,909,000","-46,476,000","0",,,,"0","0","26,000","1,833,000","-1,440,000","0","776,000","365,000","-1,020,000","914,000","2,414,000","402,000","-4,232,000","0","369,000","16,000","-278,000","20,000"
				ChangesInAccountReceivables,"23,390,000","5,991,000","13,340,000","5,479,000","-1,420,000","16,663,000","3,667,000","11,792,000","-5,051,000","-25,626,000","-52,346,000","-12,261,000","-30,909,000","-46,476,000","0",,,,"0","0","26,000","1,833,000","-1,440,000","0","776,000","365,000","-1,020,000","914,000","561,000","402,000","-2,417,000","0","261,000","17,000","-277,000","1,000"
			ChangeInInventory,"2,163,000","-2,962,000","-9,189,000","6,796,000","7,518,000","-11,378,000","-6,135,000","-4,817,000","-15,628,000","-9,608,000","-17,033,000","-14,445,000","-10,274,000","-6,432,000",,,,,,,,,,,,,,,,,,,,,,
			ChangeInPrepaidAssets,"-6,395,000","-7,384,000","5,951,000","-6,253,000","1,291,000","-2,512,000","2,435,000","-6,997,000","-1,636,000","-4,888,000","-4,670,000","3,344,000","1,670,000","-3,142,000","2,630,000","-147,000","4,227,000","1,369,000","5,424,000","13,111,000","-3,730,000","1,153,000","-14,984,000","-1,632,000","10,967,000","8,776,000","-3,094,000","-4,724,000","-6,470,000","0","-2,535,000","-12,162,000","1,454,000","-1,449,000","-2,222,000","-2,507,000"
			ChangeInPayablesAndAccruedExpense,"-3,087,000","-5,618,000","-33,932,000","22,319,000","14,144,000","13,773,000","8,821,000","-484,000","5,525,000","12,213,000","26,298,000","19,060,000","16,033,000","10,008,000","-167,000","2,776,000","-2,341,000","-811,000","-3,544,000","-4,526,000","-4,553,000","-10,864,000","-1,278,000","10,931,000","-1,750,000","-11,586,000","-1,179,000","15,867,000","11,402,000","6,674,000","3,585,000","1,730,000","586,000","3,314,000","3,869,000","525,000"
				ChangeInPayable,"5,428,000","4,757,000","-29,621,000","31,268,000","-976,000","203,000","3,288,000","-7,976,000","-173,000","-4,959,000","11,329,000","-5,510,000","8,038,000","-3,964,000","7,456,000","-5,424,000","-1,299,000","-1,267,000","5,616,000","-5,755,000","1,718,000","-6,033,000","-5,306,000","6,158,000","-1,637,000","-6,851,000","-240,000","9,604,000","5,838,000","4,730,000","134,000","933,000","-1,608,000","5,807,000","1,759,000","-236,000"
					ChangeInAccountPayable,"5,428,000","4,757,000","-29,621,000","31,268,000","-976,000","203,000","3,288,000","-7,976,000","-173,000","-4,959,000","11,329,000","-5,510,000","8,038,000","-3,964,000","7,456,000","-5,424,000","-1,299,000","-1,267,000","5,616,000","-5,755,000","1,718,000","-6,033,000","-5,306,000","6,158,000","-1,637,000","-6,851,000","-240,000","9,604,000","5,838,000","4,730,000","134,000","933,000","-1,608,000","5,807,000","1,759,000","-236,000"
				ChangeInAccruedExpense,"-8,515,000","-10,375,000","-4,311,000","-8,949,000","15,120,000","13,570,000","5,533,000","7,492,000","5,698,000","17,172,000","14,969,000","24,570,000","7,995,000","13,972,000","-7,623,000","8,200,000","-1,042,000","456,000","-9,160,000","1,229,000","-6,271,000","-4,831,000","4,028,000","4,773,000","-113,000","-4,735,000","-939,000","6,263,000","5,564,000","1,944,000","3,451,000","797,000","2,194,000","-2,493,000","2,110,000","761,000"
			ChangeInOtherCurrentAssets,,,,,,,,,,,,,,,"38,000","96,000","-113,000","109,000","251,000","306,000","2,169,000","118,000","-2,468,000","-89,000","4,336,000","-668,000","-998,000","908,000","-1,169,000","-379,000","-3,737,000","11,000","-11,000","0","2,000","0"
			ChangeInOtherCurrentLiabilities,,,,,,,,,,,,,,"-506,000",,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherWorkingCapital,"2,780,000","-7,144,000","3,221,000","3,977,000","2,726,000","-10,154,000","2,460,000","5,935,000","1,663,000","-6,121,000","5,605,000","1,472,000","3,004,000","-2,434,000","8,357,000","-103,000","-104,000","-113,000","-90,000","-1,017,000","-1,216,000","-67,000","-189,000","-162,759,000","16,110,000","-12,697,000","56,952,000","-6,779,000","26,948,000","-5,526,000","-4,406,000","8,459,000","14,189,000","23,222,000","13,704,000","28,991,000"
