name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017
OperatingCashFlow,"118,736,000","32,854,000","31,541,000","60,470,000","-6,129,000","17,715,000","48,019,000","30,536,000","64,126,000","-26,661,000","-936,000","90,913,000","57,525,000","-119,613,000","135,650,000","51,264,000","16,127,000","-1,043,000","5,287,000","33,628,000","6,565,000","-37,270,000"
	CashFlowFromContinuingOperatingActivities,"118,736,000","32,854,000","31,541,000","60,470,000","-6,129,000","17,715,000","48,019,000","30,536,000","64,126,000","-26,661,000","-936,000","90,913,000","57,525,000","-119,613,000","135,650,000","51,264,000","16,127,000","-1,043,000","5,287,000","33,628,000","6,565,000","-37,270,000"
		NetIncomeFromContinuingOperations,"25,668,000","5,156,000","6,610,000","7,125,000","6,777,000","-2,823,000","3,862,000","14,585,000","-9,043,000","-13,570,000","-3,170,000","-5,004,000","3,827,000","-19,019,000","-19,281,000","-23,877,000","-40,667,000","-15,025,000","-1,028,000","-10,094,000","-7,871,000","-13,355,000"
		OperatingGainsLosses,"2,412,000","-615,000","3,363,000","1,080,000",,,"-1,322,000","-15,899,000",,,"3,014,000","0",,,"-1,016,000","705,000","2,573,000","-207,000","524,000","1,184,000","76,000","-19,000"
			GainLossOnSaleOfPPE,,,"436,000","244,000",,,"502,000","187,000",,,,,,,,"506,000","341,000","108,000","384,000","0","0","0"
			GainLossOnInvestmentSecurities,,,"731,000","836,000",,,"-1,824,000",,,,"0","0",,,,,,,"0",,,
			EarningsLossesFromEquityInvestments,,"-615,000",,,,,,,,,,,,,,"186,000","190,000","-315,000","140,000","-124,000","76,000","-19,000"
		DepreciationAmortizationDepletion,"82,974,000","20,511,000","19,827,000","21,941,000","20,695,000","20,926,000","21,808,000","22,167,000","20,525,000","21,424,000","23,647,000","22,804,000","22,863,000","22,745,000","25,876,000","20,488,000","20,933,000","19,887,000","18,657,000","19,806,000","18,613,000","17,060,000"
			DepreciationAndAmortization,"82,974,000","20,511,000","19,827,000","21,941,000","20,695,000","20,926,000","21,808,000","22,167,000","20,525,000","21,424,000","23,647,000","22,804,000","22,863,000","22,745,000","25,876,000","20,488,000","20,933,000","19,887,000","18,657,000","19,806,000","18,613,000","17,060,000"
		DeferredTax,"4,208,000","1,100,000","-5,860,000","3,164,000","5,804,000","5,150,000","3,685,000","2,325,000","1,422,000","-4,833,000","-1,302,000","1,087,000","-8,423,000","-544,000","-2,282,000","28,922,000","-30,205,000","1,787,000","3,393,000","629,000","7,854,000","-362,000"
			DeferredIncomeTax,"4,208,000","1,100,000","-5,860,000","3,164,000","5,804,000","5,150,000","3,685,000","2,325,000","1,422,000","-4,833,000","-1,302,000","1,087,000","-8,423,000","-544,000","-2,282,000","28,922,000","-30,205,000","1,787,000","3,393,000","629,000","7,854,000","-362,000"
