name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,09/30/1994
TotalRevenue,"790,580,000","206,378,000","203,205,000","195,495,000","185,502,000","183,805,000","179,904,000","181,043,000","183,153,000","192,800,000","192,071,000","187,475,000","184,070,000","172,363,000","181,388,000","179,417,000","178,792,000","180,438,000","175,861,000","180,185,000","177,283,000","169,408,000","167,646,000","166,269,000","166,860,000","164,859,000","122,489,000","163,736,000","161,136,000","157,310,000","154,664,000","152,629,000","152,722,000","148,453,000","140,849,000","147,294,000","138,515,000","137,030,000","133,982,000","128,214,000","130,735,000","129,943,000","128,730,000","122,086,000","117,057,000","115,592,000","117,865,000","116,063,000","114,339,000","115,818,000","113,518,000","114,229,000","113,310,000","115,966,000","114,849,000","116,207,000","115,853,000","114,780,000","111,675,000","110,166,000","108,458,000","108,742,000","102,865,000","106,291,000","105,803,000","104,249,000","90,670,000","106,524,000","106,705,000","115,527,000","113,636,000","114,260,000","118,481,000","108,622,000","106,342,000","106,991,000","105,659,000","109,020,000","103,177,000","117,369,000","123,852,000","130,950,000","133,641,000","134,141,000","135,566,000","137,267,000","141,165,000","138,986,000","145,121,000","141,159,000","141,335,000","141,400,000","149,300,000","152,800,000","153,087,000","143,000,000","115,700,000","102,500,000","91,270,000","63,700,000","61,200,000","58,400,000","50,126,000","36,400,000","27,700,000","23,800,000","22,600,000","20,600,000","17,500,000","12,900,000","10,300,000"
	OperatingRevenue,"790,580,000","206,378,000","203,205,000","195,495,000","185,502,000","183,805,000","179,904,000","181,043,000","183,153,000","192,800,000","179,002,000","187,475,000","184,070,000","172,363,000","178,085,000","176,260,000","178,792,000","180,438,000","88,670,000","180,185,000","177,283,000","169,408,000","87,163,000","166,269,000","166,860,000","164,859,000","53,781,000","163,736,000","161,136,000","157,310,000","80,243,000","152,629,000","152,722,000","148,453,000","75,428,000","147,294,000","138,515,000","137,030,000","76,265,000","128,214,000","130,735,000","129,943,000","128,730,000","122,086,000","117,057,000","115,592,000","117,865,000","116,063,000","114,339,000","115,818,000","113,518,000","114,229,000","113,310,000","115,966,000","114,849,000","116,207,000","115,853,000","117,572,000","111,675,000","114,132,000","108,458,000","108,742,000","102,865,000","106,291,000","109,897,000","104,249,000","90,670,000","106,524,000","111,762,000","120,551,000","113,636,000","114,260,000","118,481,000","108,622,000","111,927,000","111,987,000","110,035,000","109,020,000","103,177,000","117,369,000","123,852,000","131,894,000","133,715,000","137,498,000","141,236,000","137,267,000","154,388,000","138,986,000","145,121,000","148,105,000","150,000,000","141,400,000","149,300,000","152,800,000","153,100,000","143,000,000","115,700,000","102,500,000","91,200,000","63,700,000","61,200,000","58,400,000","50,100,000","36,400,000","27,700,000","23,800,000","22,600,000","20,600,000","17,500,000","12,900,000","10,300,000"
CostOfRevenue,"241,669,000","61,422,000","63,454,000","60,567,000","56,226,000","56,189,000","57,612,000","56,892,000","55,119,000","62,202,000","63,267,000","64,135,000","60,558,000","60,551,000","62,167,000","61,153,000","59,663,000","59,432,000","59,404,000","61,234,000","58,854,000","57,396,000","57,370,000","58,620,000","57,515,000","57,580,000","41,392,000","59,758,000","57,278,000","57,513,000","56,456,000","57,383,000","55,275,000","56,390,000","51,542,000","55,365,000","49,633,000","48,941,000","49,302,000","47,233,000","47,089,000","46,124,000","47,788,000","46,019,000","41,143,000","41,379,000","40,844,000","43,505,000","38,324,000","42,096,000","41,141,000","42,939,000","39,458,000","41,797,000","43,142,000","42,165,000","41,572,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GrossProfit,"548,911,000","144,956,000","139,751,000","134,928,000","129,276,000","127,616,000","122,292,000","124,151,000","128,034,000","130,598,000","128,804,000","123,340,000","123,512,000","111,812,000","119,221,000","118,264,000","119,129,000","121,006,000","116,457,000","118,951,000","118,429,000","112,012,000","110,276,000","107,649,000","109,345,000","107,279,000","81,097,000","103,978,000","103,858,000","99,797,000","98,208,000","95,246,000","97,447,000","92,063,000","89,307,000","91,929,000","88,882,000","88,089,000","84,680,000","80,981,000","83,646,000","83,819,000","80,942,000","76,067,000","75,914,000","74,213,000","77,021,000","72,558,000","76,015,000","73,722,000","72,377,000","71,290,000","73,852,000","74,169,000","71,707,000","74,042,000","74,281,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingExpense,"312,152,000","83,223,000","79,976,000","76,897,000","72,056,000","70,879,000","71,533,000","69,458,000","69,545,000","72,080,000","75,399,000","72,567,000","69,020,000","81,585,000","67,169,000","67,212,000","66,234,000","69,346,000","68,759,000","66,220,000","64,866,000","67,635,000","67,232,000","62,786,000","63,644,000","64,631,000","53,849,000","63,834,000","60,132,000","61,745,000","58,378,000","55,813,000","59,176,000","58,879,000","55,812,000","57,093,000","50,791,000","52,726,000","49,642,000","48,376,000","49,176,000","48,035,000","47,296,000","48,532,000","41,408,000","41,605,000","44,009,000","43,163,000","40,333,000","41,419,000","42,001,000","42,122,000","42,417,000","41,739,000","41,089,000","40,994,000","42,131,000","79,880,000","79,773,000","82,124,000","80,605,000","79,786,000","78,381,000","80,288,000","76,127,000","74,661,000","65,561,000","81,498,000","74,710,000","84,345,000","84,207,000","85,701,000","84,703,000","85,648,000","77,923,000","75,003,000","75,806,000","75,957,000","96,264,000","68,573,000","68,238,000","69,792,000","75,214,000","67,200,000","67,480,000","66,115,000","71,039,000","69,593,000","70,789,000","67,789,000","498,522,000","-67,100,000","-71,500,000","-73,500,000","416,628,000","-67,600,000","-56,100,000","-47,000,000","204,276,000","-28,600,000","-26,800,000","-24,600,000","93,008,000","-14,500,000","-11,200,000","-9,900,000","-6,800,000","-8,400,000","-7,400,000","-5,500,000","-4,000,000"
	SellingGeneralAndAdministration,"44,157,000","13,556,000","10,144,000","10,350,000","10,107,000","9,952,000","10,862,000","9,155,000","10,084,000","10,930,000","10,409,000","11,717,000","9,560,000","12,381,000","9,137,000","9,551,000","9,540,000","11,778,000","9,861,000","9,247,000","9,050,000","11,490,000","8,826,000","9,863,000","8,327,000","11,137,000","8,131,000","9,182,000","8,892,000","11,437,000","9,250,000","7,526,000","8,733,000","10,714,000","9,245,000","8,969,000","8,397,000","10,582,000","9,079,000","9,725,000","8,900,000","9,673,000","7,744,000","12,212,000","7,978,000","7,793,000","8,579,000","8,882,000","6,980,000","8,507,000","9,396,000","9,485,000","9,486,000","8,315,000","8,681,000","8,885,000","10,766,000","9,711,000","10,142,000","9,649,000","10,868,000","10,911,000","11,011,000","8,546,000","9,060,000","8,692,000","9,150,000","7,430,000","8,124,000","8,429,000","13,136,000","10,089,000","7,869,000","12,167,000","6,671,000","6,276,000","6,524,000","5,344,000","9,718,000","4,147,000","5,537,000","5,174,000","5,957,000","4,784,000","5,451,000","5,212,000","5,606,000","5,719,000","5,443,000","5,096,000","5,445,000","4,900,000","6,200,000","5,800,000","6,676,000","5,900,000","4,400,000","3,800,000","3,516,000","2,400,000","2,200,000","2,100,000","1,866,000","1,600,000","1,200,000","900,000",,,,,"400,000"
		GeneralAndAdministrativeExpense,"44,157,000","13,556,000","10,144,000","10,350,000","10,107,000","9,952,000","10,862,000","9,155,000","10,084,000","10,930,000","10,409,000","11,717,000","9,560,000","12,381,000","9,137,000","9,551,000","9,540,000","11,778,000","9,861,000","9,247,000","9,050,000","11,490,000","8,826,000","9,863,000","8,327,000","11,137,000","8,131,000","9,182,000","8,892,000","11,437,000","9,250,000","7,526,000","8,733,000","10,714,000","9,245,000","8,969,000","8,397,000","10,582,000",,,,,,,,,,,,,,,,,,,"10,766,000","9,711,000","10,142,000","9,649,000","10,868,000","10,911,000","11,011,000","8,546,000","9,060,000","8,692,000","9,150,000","7,430,000",,,"13,136,000","10,089,000","7,869,000","12,167,000","6,671,000","6,276,000","6,524,000","5,344,000","9,718,000","4,147,000","5,537,000","5,174,000","5,957,000","4,784,000","5,451,000","5,212,000","5,606,000","5,719,000","5,443,000","5,096,000","5,445,000","4,900,000","6,200,000","5,800,000","6,676,000","5,900,000","4,400,000","3,800,000","3,516,000","2,400,000","2,200,000","2,100,000","1,866,000","1,600,000","1,200,000","900,000",,,,,"400,000"
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,766,000","9,711,000","10,142,000","9,649,000","10,868,000","10,911,000","11,011,000","8,546,000","9,060,000","8,692,000","9,150,000","7,430,000",,,"13,136,000","10,089,000","7,869,000","12,167,000","6,671,000","6,276,000","6,524,000","5,344,000","9,718,000","4,147,000","5,537,000","5,174,000","5,957,000","4,784,000","5,451,000","5,212,000","5,606,000","5,719,000","5,443,000","5,096,000","5,400,000","4,900,000","6,200,000","5,800,000","6,700,000","5,900,000","4,400,000","3,800,000","3,500,000","2,400,000","2,200,000","2,100,000","1,900,000","1,600,000","1,200,000","900,000",,,,,"400,000"
			OtherGandA,"44,157,000","13,556,000","10,144,000","10,350,000","10,107,000","9,952,000","10,862,000","9,155,000","10,084,000","10,930,000","10,409,000","11,717,000","9,560,000","12,381,000","9,137,000","9,551,000","9,540,000","11,778,000","9,861,000","9,247,000","9,050,000","11,490,000","8,826,000","9,863,000","8,327,000","11,137,000","8,131,000","9,182,000","8,892,000","11,437,000","9,250,000","7,526,000","8,733,000","10,714,000","9,245,000","8,969,000","8,397,000","10,582,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"267,995,000","69,667,000","69,832,000","66,547,000","61,949,000","60,927,000","60,671,000","60,303,000","59,461,000","61,150,000","64,990,000","60,850,000","59,460,000","69,204,000","58,032,000","57,661,000","56,694,000","57,568,000","58,898,000","56,973,000","55,816,000","56,145,000","58,406,000","52,923,000","55,317,000","53,494,000","45,718,000","54,652,000","51,240,000","50,308,000","49,128,000","48,287,000","50,443,000","48,165,000","46,567,000","48,124,000","42,394,000","42,144,000","40,563,000","38,651,000","40,276,000","38,362,000","39,552,000","36,320,000","33,430,000","33,812,000","35,430,000","34,281,000","33,353,000","32,912,000","32,605,000","32,637,000","32,931,000","33,424,000","32,408,000","32,109,000","31,365,000","31,041,000","29,897,000","32,517,000","30,547,000","29,741,000","28,370,000","29,056,000","29,596,000","28,706,000","22,885,000","29,888,000","29,969,000","35,122,000","29,308,000","33,419,000","34,411,000","34,316,000","33,451,000","31,543,000","32,412,000","33,294,000","34,798,000","31,522,000","31,298,000","31,286,000","33,241,000","29,503,000","29,117,000","29,206,000","31,630,000","30,123,000","29,362,000","28,328,000",,,,,,,,,,,,,,,,,,,,,
