name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015
TotalRevenue,"394,821,000","154,882,000","87,505,000","76,377,000","76,057,000","43,455,000","51,146,000","39,459,000","36,374,000","41,935,000","45,612,000","61,380,000","65,761,000","57,460,000","44,187,057","62,165,738","65,278,057","55,943,148","24,019,051","14,404,979","11,073,502","11,538,272","3,750,659","1,465,121","0","0","0"
	OperatingRevenue,"394,821,000","154,882,000","87,505,000","76,377,000","76,057,000","43,455,000","51,146,000","39,459,000","36,374,000","41,935,000","45,612,000","61,380,000","65,761,000","57,460,000","44,187,057","62,165,738","65,278,057","55,943,148","24,019,051","14,404,979","11,073,502","11,538,272","3,750,659","1,465,121","0","0","0"
CostOfRevenue,"245,467,000","81,253,000","51,644,000","54,808,000","57,762,000","31,198,000","48,745,000","35,689,000","30,134,000","30,934,000","33,262,000","44,983,000","43,219,000","41,006,000","34,957,735","49,406,271","47,860,149","44,330,847","22,743,573","14,751,276","10,474,961","10,845,912","4,587,403","384,254","0","0",
GrossProfit,"149,354,000","73,629,000","35,861,000","21,569,000","18,295,000","12,257,000","2,401,000","3,770,000","6,240,000","11,001,000","12,350,000","16,397,000","22,542,000","16,454,000","9,229,322","12,759,467","17,417,908","11,612,301","1,275,478","-346,297","598,541","692,360","-836,744","1,080,867","0","0",
OperatingExpense,"58,175,000","20,739,000","13,360,000","12,802,000","11,274,000","11,013,000","10,753,000","11,352,000","10,539,000","9,860,000","10,410,000","9,945,000","9,653,000","8,204,000","7,204,145","6,955,640","6,771,103","5,992,112","3,932,522","5,996,231","4,308,135","3,876,067","963,724","2,564,273","603,330","3,833,323","1,432,000"
	SellingGeneralAndAdministration,"28,746,000","11,824,000","5,862,000","5,895,000","5,165,000","4,707,000","5,300,000","5,966,000","5,039,000","4,717,000","5,052,000","4,464,000","4,703,000","3,960,000","3,398,207","3,484,395","3,692,254","3,431,144","3,231,775","3,718,587","2,499,280","3,601,363","738,444","2,409,235","429,506","3,741,623","729,000"
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,"3,399,000",,,,"3,231,775","3,718,587","2,499,280","3,601,363","738,444","2,409,235","429,506","3,741,623","729,000"
			OtherGandA,,,,,,,,,,,,,,,"3,399,000",,,,"3,231,775","3,718,587","2,499,280","3,601,363","738,444","2,409,235","429,506","3,741,623","729,000"
	DepreciationAmortizationDepletionIncomeStatement,"28,730,000","8,680,000","7,344,000","6,751,000","5,955,000","6,155,000","5,311,000","5,258,000","5,341,000","5,002,000","5,230,000","5,353,000","4,822,000","4,116,000","3,682,341","3,347,777","2,955,382","2,437,500","1,819,089","867,968","310,889","156,127","190,684","60,519","0","0",
		DepreciationAndAmortizationInIncomeStatement,"28,730,000","8,680,000","7,344,000","6,751,000","5,955,000","6,155,000","5,311,000","5,258,000",,,,,,,,,,,,,,,,,,,
			DepreciationIncomeStatement,"28,730,000","8,680,000","12,311,000","4,897,000","5,955,000","4,399,000","4,354,000","4,326,000",,,,,,,,,,,,,,,,,,,
			Amortization,,,,"1,854,000",,"1,756,000","957,000","932,000",,,,,,,,,,,,,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,,,,"1,854,000",,"1,756,000","957,000","932,000",,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,"699,000","235,000","154,000","156,000","154,000","151,000","142,000","128,000","159,000","141,000","128,000","128,000","128,000","128,000","123,597","123,468","123,467","123,468","-1,118,342","1,409,676","1,497,966","118,577","34,596","94,519","173,824","91,700","703,000"
OperatingIncome,"91,179,000","52,890,000","22,501,000","8,767,000","7,021,000","1,244,000","-8,352,000","-7,582,000","-4,299,000","1,141,000","1,940,000","6,452,000","12,889,000","8,250,000","2,025,177","5,803,827","10,646,805","5,620,189","-2,657,044","-6,342,528","-3,709,594","-3,183,707","-1,609,784","-1,483,406","-603,330","-3,833,323","-1,432,000"
