name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015
TotalRevenue,"6,000,600,000","1,620,500,000","1,574,800,000","1,444,500,000","1,360,800,000","1,228,600,000","1,265,200,000","1,135,700,000","1,032,800,000","1,119,100,000","1,156,300,000","1,183,900,000","1,212,700,000","1,194,100,000","1,321,600,000","1,280,100,000","1,236,300,000","1,139,000,000","1,191,200,000","1,110,800,000","1,075,172,000","1,006,439,000","1,069,892,000","1,053,200,000","994,573,000","928,103,000","1,026,497,000"
	OperatingRevenue,"6,000,600,000","1,620,500,000","1,574,800,000","1,444,500,000","1,360,800,000","1,228,600,000","1,265,200,000","1,135,700,000","1,032,800,000","1,119,100,000","1,156,300,000","1,183,900,000","1,212,700,000","1,194,100,000","1,321,600,000","1,280,100,000","1,236,300,000","1,139,000,000","1,191,200,000","1,110,800,000","1,075,172,000","1,006,439,000","1,069,892,000","1,053,200,000","994,573,000","928,103,000","1,026,497,000"
CostOfRevenue,"5,109,700,000","1,361,100,000","1,327,300,000","1,235,700,000","1,185,600,000","1,098,600,000","1,118,600,000","1,028,500,000","918,400,000","1,006,700,000","1,007,500,000","1,052,800,000","1,075,300,000","1,079,600,000","1,136,300,000","1,122,500,000","1,082,100,000","1,011,800,000","1,041,600,000","993,400,000","959,940,000","912,352,000","923,146,000","936,700,000","872,000,000","832,232,000","883,826,000"
GrossProfit,"890,900,000","259,400,000","247,500,000","208,800,000","175,200,000","130,000,000","146,600,000","107,200,000","114,400,000","112,400,000","148,800,000","131,100,000","137,400,000","114,500,000","185,300,000","157,600,000","154,200,000","127,200,000","149,600,000","117,400,000","115,232,000","94,087,000","146,746,000","116,500,000","122,573,000","95,871,000","142,671,000"
OperatingExpense,"287,700,000","124,300,000","58,900,000","55,100,000","49,400,000","53,800,000","40,000,000","43,400,000","50,800,000","58,700,000","57,400,000","51,700,000","53,600,000","63,000,000","64,700,000","59,700,000","62,500,000","59,600,000","55,900,000","53,300,000","36,230,000","50,537,000","58,810,000","45,700,000","42,934,000","43,838,000","50,734,000"
	SellingGeneralAndAdministration,"287,700,000","124,300,000","58,900,000","55,100,000","49,400,000","53,800,000","40,000,000","43,400,000","50,800,000","58,700,000","57,400,000","51,700,000","53,600,000","63,000,000","64,700,000","59,700,000","62,500,000","59,600,000","55,900,000","53,300,000","36,230,000","50,537,000","58,810,000","45,700,000","42,934,000","43,838,000","50,734,000"
		GeneralAndAdministrativeExpense,"287,700,000","124,300,000","58,900,000","55,100,000","49,400,000","53,800,000","40,000,000","43,400,000","50,800,000","58,700,000","57,400,000","51,700,000","53,600,000","63,000,000","64,700,000","59,700,000","62,500,000","59,600,000","55,900,000","53,300,000","36,230,000","50,537,000","58,810,000","45,700,000","42,934,000","43,838,000","50,734,000"
			InsuranceAndClaims,"84,400,000","26,400,000","21,700,000","19,300,000","17,000,000","24,400,000","11,200,000","17,400,000","28,300,000","29,200,000","31,600,000","24,400,000","25,400,000","28,200,000","32,800,000","24,100,000","22,200,000","23,100,000","26,000,000","22,200,000","20,252,000","21,831,000","32,026,000","19,800,000","18,599,000","18,669,000","26,455,000"
			OtherGandA,"203,300,000","97,900,000","37,200,000","35,800,000","32,400,000","29,400,000","28,800,000","26,000,000","22,500,000","29,500,000","25,800,000","27,300,000","28,200,000","34,800,000","31,900,000","35,600,000","40,300,000","36,500,000","29,900,000","31,100,000","15,978,000","28,706,000","26,784,000","25,900,000","24,335,000","25,169,000","24,279,000"
	OtherTaxes,"241,700,000",,,,,,,"49,500,000","42,100,000","60,900,000","68,100,000","70,600,000","76,200,000","74,800,000","84,500,000","87,400,000","88,200,000","84,700,000","84,800,000","76,300,000","71,189,000","73,197,000","68,542,000","66,600,000","64,336,000","53,409,000","63,982,000"
	OtherOperatingExpenses,,,,,,,"137,300,000","144,600,000","119,100,000","132,000,000","111,900,000","139,100,000","134,100,000","145,100,000","127,100,000","123,500,000","121,600,000","119,100,000","124,700,000","135,300,000","127,667,000","106,234,000","116,822,000","129,100,000","104,720,000","99,263,000","112,259,000"
OperatingIncome,"603,200,000","135,100,000","188,600,000","153,700,000","125,800,000","76,200,000","106,600,000","63,800,000","63,600,000","53,700,000","91,400,000","79,400,000","83,800,000","51,500,000","120,600,000","97,900,000","91,700,000","67,600,000","93,700,000","64,100,000","79,002,000","43,550,000","87,936,000","70,800,000","79,639,000","52,033,000","91,937,000"
