name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
MarketCap,"546,353,409","616,644,380","502,845,784","533,251,832","663,632,982","682,238,212","664,158,397","476,319,610","456,345,843","287,092,944","409,562,200","290,615,593","423,825,434","220,423,349","219,503,571","208,754,961","123,196,813"
EnterpriseValue,"848,102,409","891,461,380","714,970,784","756,375,832","855,160,982","823,878,212","739,348,397","601,297,610","577,980,843","419,048,944","547,741,200","426,751,593","497,673,434","273,545,349","255,707,571","240,824,961","255,227,813"
PeRatio,,,,,,,,,,,,,,,,,"87.747"
ForwardPeRatio,,,,,,,,,,,,"19.92","29.155","28.249","29.07",,
PegRatio,,,,,,,,,,,,,,"1.413","1.452",,
PsRatio,"2.359","3.566","3.225","3.919","6.599","5.854","6.066","1.774","1.474","0.68","0.788","1.556","0.799","0.661","2.002","0.671","0.421"
PbRatio,"2.681","2.97","2.456","2.663","3.324","4.147","4.269","4.482","4.426","3.455","5.115","3.68","10.333","5.461","5.585","5.596",
EnterprisesValueRevenueRatio,"3.004","11.411","9.67","10.656","13.801","17.213","17.07","15.711","18.306","10.696","13.323","3.931","5.105","3.203","3.013","2.865","3.019"
EnterprisesValueEBITDARatio,"40.591","701.938","116.921","67.8","171.203","102.104","265.857","152.035","141.558","63.695","62.585","65.073","88.57","74.031","36.107","37.291","44.927"
