name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016
TotalAssets,"5,580,594,000","5,544,001,000","5,533,633,000","5,540,742,000","5,546,760,000","5,610,912,000","5,673,504,000","5,715,055,000","5,781,359,000","6,282,878,000","6,445,504,000","6,769,009,000","6,668,427,000","47,705,000","42,258,000","39,408,000","43,090,000","29,759,000","21,535,000","27,077,000","28,592,000","17,369,000"
	CurrentAssets,"80,290,000","83,804,000","87,490,000","92,438,000","91,167,000","93,931,000","108,008,000","100,669,000","151,372,000","108,558,000","109,224,000","115,367,000","116,719,000","2,909,000","4,442,000","6,271,000","14,637,000","5,987,000","2,468,000","11,749,000","17,039,000","9,826,000"
		CashCashEquivalentsAndShortTermInvestments,,"0","0","678,000","261,000","640,000","2,393,000","2,997,000","0","1,235,000","0","7,791,000","1,968,000","2,822,000","4,246,000","5,300,000","14,482,000","5,987,000","2,419,000","11,391,000","16,755,000","9,609,000"
			CashAndCashEquivalents,,"0","0","678,000","261,000","640,000","2,393,000","2,997,000","0","1,235,000","0","7,791,000","1,968,000","2,822,000","4,246,000","5,300,000","14,482,000","5,987,000","2,419,000","11,391,000","16,755,000","9,609,000"
				CashFinancial,,,,,,,,,,,,,,"2,822,000","4,246,000","5,300,000","14,482,000","5,987,000","2,419,000","11,391,000","16,755,000","9,609,000"
		Receivables,"79,411,000","82,884,000","86,949,000","91,402,000","89,940,000","91,812,000","105,094,000","97,027,000","150,121,000","105,603,000","106,122,000","104,484,000","111,236,000",,,,,"0",,"358,000","284,000","217,000"
			AccountsReceivable,"78,471,000","81,944,000","86,009,000","90,462,000","89,000,000","74,561,000","87,547,000","79,480,000","93,664,000","105,603,000","106,122,000","104,484,000","111,236,000",,,,,"0",,"358,000","284,000","217,000"
			TaxesReceivable,"940,000","940,000","940,000","940,000","940,000","17,251,000","17,547,000","17,547,000","56,457,000",,,,,,,,,,,,,
		PrepaidAssets,,,,,,,,,,,,,,"87,000","56,000","867,000","155,000",,"49,000",,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,"140,000","104,000",,,,,,
		OtherCurrentAssets,"879,000","920,000","541,000","358,000","966,000","1,479,000","521,000","645,000","1,251,000","1,720,000","3,102,000","3,092,000","3,515,000",,,,,,,,,
	TotalNonCurrentAssets,"5,500,304,000","5,460,197,000","5,446,143,000","5,448,304,000","5,455,593,000","5,516,981,000","5,565,496,000","5,614,386,000","5,629,987,000","6,174,320,000","6,336,280,000","6,653,642,000","6,551,708,000","44,796,000","37,816,000","33,137,000","28,453,000","23,772,000","19,067,000","15,328,000","11,553,000","7,543,000"
		NetPPE,"3,461,098,000","3,394,746,000","3,345,843,000","3,293,791,000","3,249,726,000","3,254,044,000","3,255,889,000","3,249,643,000","3,228,265,000","3,273,410,000","3,215,978,000","3,744,336,000","3,659,677,000",,,,,,,,,
