name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003
TotalRevenue,"7,474,000,000","1,857,000,000","1,649,000,000","1,995,000,000","1,976,000,000","1,948,000,000","2,179,000,000","2,389,000,000","2,101,000,000","1,877,000,000","2,019,000,000","2,014,000,000","2,167,000,000","2,189,000,000","2,010,000,000","2,140,000,000","2,161,000,000","2,115,000,000","1,686,000,000","2,215,000,000","2,223,000,000","2,171,000,000","2,198,000,000","2,150,000,000","2,236,000,000","1,785,000,000","2,156,000,000","2,100,000,000","2,157,000,000","2,335,000,000","2,424,000,000","2,404,000,000","2,415,000,000","2,322,000,000","2,412,000,000","2,317,000,000","2,371,000,000","2,303,000,000","2,538,000,000","2,536,000,000","2,523,000,000","2,426,000,000","2,600,000,000","2,521,000,000","2,655,000,000","2,568,000,000","2,591,000,000","2,667,000,000","2,410,000,000","2,421,000,000","2,461,000,000","2,391,000,000","2,483,000,000","1,734,000,000","2,629,000,000","2,168,000,000","2,398,000,000","2,753,000,000","2,775,000,000","2,875,000,000","2,765,000,000","2,710,000,000","2,846,000,000","2,804,000,000","2,754,000,000","2,625,000,000","2,655,000,000","2,628,000,000","2,610,000,000","2,611,000,000","2,642,000,000","2,470,000,000","2,917,000,000","3,021,000,000","3,054,000,000","2,916,000,000","2,864,000,000"
	OperatingRevenue,"7,474,000,000","1,857,000,000","1,649,000,000","1,995,000,000","1,976,000,000","1,948,000,000","2,179,000,000","2,389,000,000","2,101,000,000","1,877,000,000","2,019,000,000","2,014,000,000","2,167,000,000","2,189,000,000","2,010,000,000","2,140,000,000","2,161,000,000","2,115,000,000","1,686,000,000","2,215,000,000","2,223,000,000","2,171,000,000","2,198,000,000","2,150,000,000","2,236,000,000","1,785,000,000","2,156,000,000","2,100,000,000","2,157,000,000","2,335,000,000","2,424,000,000","2,404,000,000","2,415,000,000","2,322,000,000","2,412,000,000","2,317,000,000","2,371,000,000","2,303,000,000","2,538,000,000","2,536,000,000","2,523,000,000","2,426,000,000","2,600,000,000","2,521,000,000","2,655,000,000","2,568,000,000","2,591,000,000","2,667,000,000","2,410,000,000","2,421,000,000","2,461,000,000","2,391,000,000","2,483,000,000","1,734,000,000","2,629,000,000","2,168,000,000","2,398,000,000","2,753,000,000","2,775,000,000","2,875,000,000","2,765,000,000","2,710,000,000","2,846,000,000","2,804,000,000","2,754,000,000","2,625,000,000","2,655,000,000","2,628,000,000","2,610,000,000","2,611,000,000","2,642,000,000","2,470,000,000","2,917,000,000","3,021,000,000","3,054,000,000","2,916,000,000","2,864,000,000"
NetNonOperatingInterestIncomeExpense,"-135,000,000","-26,000,000","-31,000,000","-35,000,000","-43,000,000","-51,000,000","-57,000,000","-49,000,000","-44,000,000","-52,000,000","-60,000,000","-59,000,000","-73,000,000","-72,000,000","-74,000,000","-72,000,000","-77,000,000","-76,000,000","-75,000,000","-73,000,000","-74,000,000","-62,000,000","-75,000,000","-77,000,000","-80,000,000","-105,000,000","-104,000,000","-105,000,000","-103,000,000","-116,000,000","-118,000,000","-114,000,000","-120,000,000","-127,000,000","-121,000,000","-124,000,000","-121,000,000","-126,000,000","-124,000,000","-126,000,000","-131,000,000","-95,000,000","-121,000,000","-124,000,000","-134,000,000","-127,000,000","-119,000,000","-114,000,000","-109,000,000","-115,000,000","-87,000,000","-96,000,000","-114,000,000","-96,000,000","-123,000,000","-125,000,000","-110,000,000","-457,000,000","-511,000,000","-515,000,000","-515,000,000","-492,000,000","-495,000,000","-470,000,000","-466,000,000","-455,000,000","-454,000,000","-436,000,000","-416,000,000","-412,000,000","-407,000,000","-388,000,000","-401,000,000",,"-448,000,000","-447,000,000","-433,000,000"
	InterestExpenseNonOperating,"135,000,000","26,000,000","31,000,000","35,000,000","43,000,000","51,000,000","57,000,000","49,000,000","44,000,000","52,000,000","60,000,000","59,000,000","73,000,000","72,000,000","74,000,000","72,000,000","77,000,000","76,000,000","75,000,000","73,000,000","74,000,000","62,000,000","75,000,000","77,000,000","80,000,000","105,000,000","104,000,000","105,000,000","103,000,000","116,000,000","118,000,000","114,000,000","120,000,000","127,000,000","121,000,000","124,000,000","121,000,000","126,000,000","124,000,000","126,000,000","131,000,000","95,000,000","121,000,000","124,000,000","134,000,000","127,000,000","119,000,000","114,000,000","109,000,000","115,000,000","87,000,000","96,000,000","114,000,000","96,000,000","123,000,000","125,000,000","110,000,000","457,000,000","511,000,000","515,000,000","515,000,000","492,000,000","495,000,000","470,000,000","466,000,000","455,000,000","454,000,000","436,000,000","416,000,000","412,000,000","407,000,000","388,000,000","401,000,000",,"448,000,000","447,000,000","433,000,000"
OtherIncomeExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"718,000",,,,,"292,000",,,"1,050,000",,"260,000,000","266,000,000","249,000,000","243,000,000","234,000,000","202,000,000","186,000,000","202,000,000","184,000,000","172,000,000","186,000,000","154,000,000","161,000,000","212,000,000","159,000,000","200,000,000",,"258,000,000","232,000,000","216,000,000"
	SpecialIncomeCharges,"-1,219,000,000","-271,000,000","-354,000,000","-290,000,000","-304,000,000","-275,000,000","-267,000,000","-249,000,000","-228,000,000","-249,000,000","-249,000,000","-247,000,000","-247,000,000","-251,000,000","-261,000,000","-243,000,000","-253,000,000","-240,000,000","-247,000,000","-265,000,000","-240,000,000","-270,000,000","-283,000,000","-269,000,000","-327,000,000","-394,000,000","-433,000,000","-314,000,000","-295,000,000","-380,000,000","-704,000,000","-948,000,000","-404,000,000","-378,000,000","-406,000,000","-407,000,000","-413,000,000","-433,000,000","-1,866,000,000","-89,000,000","0",,,,,,,,,,,,,,,"-12,573,000",,"-528,000,000",,,,"-489,000,000",,,,,,,,,,,,,,,
		RestructuringAndMergernAcquisition,"1,219,000,000","271,000,000","354,000,000","290,000,000","304,000,000","275,000,000","267,000,000","249,000,000","223,000,000","249,000,000","249,000,000","247,000,000","247,000,000","251,000,000","261,000,000","243,000,000","253,000,000","240,000,000","247,000,000","265,000,000","240,000,000","270,000,000","283,000,000","269,000,000","327,000,000","394,000,000","433,000,000","314,000,000","295,000,000","380,000,000","405,000,000","398,000,000","404,000,000","378,000,000","406,000,000","407,000,000","413,000,000","433,000,000","330,000,000",,,,,,,,,,,,,,,,,"12,573,000",,"528,000,000",,,,"489,000,000",,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,,,,,,,"0","0","5,000,000",,,,,,,,,,,,,,,,,,"0","0","0","0","299,000,000","550,000,000",,,"0","0","0","0","0","89,000,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"1,187,000,000","239,000,000","255,000,000","373,000,000","320,000,000","233,000,000","380,000,000","585,000,000","148,000,000","-82,000,000","81,000,000","172,000,000","325,000,000","342,000,000","-413,000,000","273,000,000","360,000,000","228,000,000","-290,000,000","286,000,000","401,000,000","332,000,000","-56,000,000","-125,000,000","351,000,000","150,000,000","-203,000,000","-351,000,000","245,000,000","295,000,000","-923,000,000","-972,000,000","313,000,000","306,000,000","315,000,000","251,000,000","247,000,000","237,000,000","345,000,000","99,000,000","166,000,000","102,000,000","188,000,000","46,000,000","-66,000,000","146,000,000","-255,000,000","140,000,000","72,000,000","119,000,000","102,000,000","-7,000,000","-54,000,000","-833,000,000","-432,000,000","-496,000,000","-178,000,000","164,000,000","249,000,000","450,000,000","458,000,000","449,000,000","520,000,000","448,000,000","464,000,000","486,000,000","459,000,000","443,000,000","412,000,000","484,000,000","415,000,000","407,000,000","439,000,000",,"311,000,000","323,000,000","394,000,000"
TaxProvision,"262,000,000","58,000,000","62,000,000","67,000,000","75,000,000","59,000,000","84,000,000","150,000,000","46,000,000","-10,000,000","26,000,000","34,000,000","107,000,000","112,000,000","-86,000,000","63,000,000","111,000,000","63,000,000","-555,000,000","102,000,000","130,000,000","116,000,000","3,000,000","222,000,000","110,000,000","23,000,000","-36,000,000","-134,000,000","70,000,000","91,000,000","-215,000,000","-185,000,000","85,000,000","87,000,000","70,000,000","105,000,000","73,000,000","76,000,000","81,000,000","29,000,000","57,000,000","22,000,000","48,000,000","-19,000,000","-6,000,000","30,000,000","-129,000,000","18,000,000","-5,000,000","-93,000,000","27,000,000","-52,000,000","-4,000,000","-364,000,000","-111,000,000","-238,000,000","-69,000,000","48,000,000","69,000,000","111,000,000","137,000,000","135,000,000","147,000,000","144,000,000","147,000,000","156,000,000","152,000,000","136,000,000","127,000,000","162,000,000","69,000,000","136,000,000","171,000,000",,"91,000,000","93,000,000","129,000,000"
