name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017
TotalRevenue,"1,247,083,000","377,839,000","336,383,000","283,579,000","250,726,000","207,663,000","149,235,000","121,067,000","82,839,000","181,365,000","229,710,000","244,799,000","242,958,000","218,674,000","255,055,000","0","0","124,978,000","0","0"
	OperatingRevenue,"1,247,083,000","377,839,000","336,383,000","283,579,000","250,726,000","207,663,000","149,235,000","121,067,000","82,839,000","181,365,000","229,710,000","244,799,000","242,958,000","218,674,000","255,055,000","0","0","124,978,000","0","0"
CostOfRevenue,"358,588,000","97,690,000","99,180,000","81,663,000","81,499,000","73,248,000","74,689,000","72,930,000","79,594,000","178,480,000","173,197,000","181,134,000","162,054,000","150,405,000","144,444,000",,,"53,477,000",,
GrossProfit,"888,495,000","280,149,000","237,203,000","201,916,000","169,227,000","134,415,000","74,546,000","48,137,000","3,245,000","2,885,000","56,513,000","63,665,000","80,904,000","68,269,000","110,611,000",,,"71,501,000",,
OperatingExpense,"149,927,000","44,279,000","35,189,000","30,423,000","40,036,000","34,519,000","31,881,000","26,196,000","29,180,000","585,963,000","33,828,000","35,996,000","37,187,000","34,401,000","34,260,000","6,861,992","4,025,836","7,883,000","327,649","206,743"
	SellingGeneralAndAdministration,"71,985,000","17,070,000","15,463,000","14,695,000","24,757,000","20,364,000","18,446,000","16,663,000","15,729,000","18,080,000","16,784,000","17,345,000","19,106,000","16,196,000","18,504,000","6,861,992","4,025,836","5,344,000","327,649","206,743"
		GeneralAndAdministrativeExpense,"71,985,000","17,070,000","15,463,000","14,695,000","24,757,000","20,364,000","18,446,000","16,663,000","15,729,000","18,080,000","16,784,000","17,345,000","19,106,000","16,196,000","18,504,000","6,861,992","4,025,836","5,344,000","327,649","206,743"
			RentAndLandingFees,"84,311,000",,,,,,,"18,802,000","18,310,000","24,163,000","23,033,000","24,344,000","24,895,000","21,518,000","19,737,000",,,"8,589,000",,
			OtherGandA,"71,985,000","17,070,000","15,463,000","14,695,000","24,757,000","20,364,000","18,446,000","16,663,000","15,729,000","18,080,000","16,784,000","17,345,000","19,106,000","16,196,000","18,504,000","6,861,992","4,025,836","5,344,000","327,649","206,743"
	OtherTaxes,"65,954,000","20,882,000","17,177,000","14,082,000","13,812,000","10,762,000","8,376,000","7,331,000","5,525,000","10,018,000","12,903,000","13,333,000","13,091,000","14,401,000","13,819,000",,,"2,165,000",,
	OtherOperatingExpenses,"11,988,000","6,327,000","2,549,000","1,646,000","1,467,000","3,393,000","5,059,000","2,202,000","7,926,000","557,865,000","4,141,000","5,318,000","4,990,000","3,804,000","1,937,000",,,"374,000",,
OperatingIncome,"738,568,000","235,870,000","202,014,000","171,493,000","129,191,000","99,896,000","42,665,000","21,941,000","-25,935,000","-583,078,000","22,685,000","27,669,000","43,717,000","33,868,000","76,351,000","-6,861,992","-4,025,836","63,618,000","-327,649","-206,743"
NetNonOperatingInterestIncomeExpense,"-33,065,000","-9,357,000","-7,483,000","-7,474,000","-8,752,000","-7,294,000","-7,353,000","-7,333,000","-7,256,000","-6,757,000","-6,745,000","-6,896,000","-7,299,000","-7,416,000","-7,494,000","2,608,750","2,073,575","0","1,357,208","652,720"
	InterestIncomeNonOperating,,,,,,,,,,,,,,,,"2,608,750","2,073,575",,"1,357,208","652,720"
	InterestExpenseNonOperating,"33,065,000","9,357,000","7,483,000","7,474,000","8,752,000","7,294,000","7,353,000","7,333,000","7,256,000","6,757,000","6,745,000","6,896,000","7,299,000","7,416,000","7,494,000",,,"0",,
OtherIncomeExpense,"-2,107,000","207,000","37,000","-481,000","-1,869,000","-711,000","6,700,000","-1,252,000","624,000","-1,381,290,000","3,000","113,000","30,000","36,000","-3,131,000",,,"-9,332,000",,
	GainOnSaleOfSecurity,,,"0","-623,000","-2,004,000","-482,000","2,773,000","-2,208,000",,,,,,,,,,"-9,529,000",,
	EarningsFromEquityInterest,,,"0","0","0","0","54,000","1,007,000","611,000","440,000","249,000","92,000","128,000","388,000","465,000",,,"198,000",,
	SpecialIncomeCharges,,,"0","0","0","0","0","0","0","-1,381,258,000","0","0","-85,000","-353,000","-2,241,000",,,"0",,
		RestructuringAndMergernAcquisition,,,,,,,"0","0","0",,"0","0","85,000","353,000","2,241,000",,,"0",,
