name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,09/30/2000
TotalAssets,"6,240,100,000","4,445,700,000","4,574,500,000","5,130,200,000","5,017,300,000","5,243,700,000","5,294,200,000","5,323,700,000","5,177,100,000","5,349,300,000","5,290,700,000","5,087,200,000","4,346,400,000","4,294,500,000","4,366,400,000","4,241,900,000","4,271,200,000","4,284,900,000","4,525,300,000","4,432,600,000","4,374,800,000","4,448,900,000","4,544,200,000","4,593,400,000","5,570,000,000","5,803,700,000","7,328,400,000","7,979,700,000","8,348,200,000","8,461,400,000","8,716,700,000","8,591,000,000","8,480,500,000","8,523,200,000","8,050,400,000","7,565,700,000","2,566,800,000","2,678,900,000","2,207,600,000","3,240,500,000","3,268,100,000","3,381,000,000","3,340,900,000","3,325,900,000","3,145,400,000","3,256,500,000","3,097,100,000","2,345,200,000","2,420,800,000","2,470,200,000","2,133,100,000","2,095,200,000","2,101,800,000","2,185,700,000","2,137,600,000","1,973,700,000","1,863,700,000","1,905,100,000","1,744,400,000","1,641,200,000","1,697,000,000","1,730,700,000","1,639,035,000","1,592,333,000","1,577,024,000","1,736,911,000","1,502,244,000","1,131,734,000","1,168,319,000","1,246,526,000","503,819,000","426,962,000","405,929,000","435,370,000","362,393,000","282,719,000","290,720,000","310,125,000","288,232,000","269,714,000","273,073,000","282,904,000","155,653,000","146,758,000","68,924,000"
	CurrentAssets,"659,400,000","604,700,000","655,500,000","529,800,000","343,700,000","405,900,000","396,300,000","314,600,000","288,900,000","376,400,000","369,400,000","267,200,000","326,100,000","379,300,000","529,600,000","474,600,000","442,200,000","530,500,000","452,300,000","375,500,000","340,000,000","373,400,000","357,600,000","367,300,000","272,400,000","335,800,000","415,600,000","401,200,000","438,800,000","538,100,000","585,100,000","493,800,000","451,300,000","522,000,000","387,200,000","282,800,000","225,400,000","316,900,000","278,500,000","1,378,100,000","334,700,000","460,100,000","427,400,000","481,600,000","319,100,000","417,700,000","1,015,000,000","239,800,000","287,500,000","368,700,000","246,800,000","221,400,000","273,500,000","382,400,000","372,100,000","360,300,000","312,200,000","402,500,000","298,600,000","216,600,000","283,100,000","341,600,000","295,586,000","254,648,000","227,350,000","393,160,000","307,793,000","159,212,000","201,620,000","288,661,000","136,610,000","86,957,000","96,318,000","132,488,000","73,953,000","48,692,000","61,821,000","79,096,000","70,016,000","51,627,000","54,049,000","61,796,000","36,920,000","28,178,000","22,199,000"
		CashCashEquivalentsAndShortTermInvestments,"11,900,000","13,300,000","14,300,000","16,600,000","16,300,000","14,000,000","37,600,000","6,700,000","5,200,000","25,700,000","1,600,000","2,100,000","500,000","900,000","71,700,000","60,100,000","7,300,000","1,300,000","1,400,000","2,300,000","1,000,000","1,600,000","56,000,000","55,900,000","1,100,000","500,000","9,000,000","1,300,000","67,700,000","8,800,000","2,200,000","18,200,000","7,700,000","5,200,000","8,800,000","9,400,000","2,300,000","1,800,000","0","4,900,000","14,600,000","18,700,000","11,500,000","158,600,000","18,500,000","19,300,000","144,300,000","5,400,000","19,200,000","15,800,000","11,600,000","13,000,000","18,100,000","18,900,000","17,300,000","10,700,000","21,100,000","23,100,000","7,700,000","6,800,000","44,000,000","14,200,000","12,044,000","46,065,000","17,104,000","26,423,000","9,500,000","21,059,000","26,529,000","20,597,000","2,256,000","8,009,000","9,657,000","6,567,000","3,528,000","2,066,000","9,123,000","4,524,000","2,088,000","1,066,000","2,475,000","3,864,000","2,171,000","2,727,000",
			CashAndCashEquivalents,"11,900,000","13,300,000","14,300,000","16,600,000","16,300,000","14,000,000","14,500,000","6,700,000","5,200,000","25,700,000","1,600,000","2,100,000","500,000","900,000","2,400,000","6,100,000","7,300,000","1,300,000","1,400,000","2,300,000","1,000,000","1,600,000","1,000,000","900,000","1,100,000","500,000","9,000,000","1,300,000","67,700,000","8,800,000","2,200,000","18,200,000","7,700,000","5,200,000","8,800,000","2,700,000","2,300,000","1,800,000","0","4,900,000","14,600,000","18,700,000","11,500,000","158,600,000","18,500,000","19,300,000","144,300,000","5,400,000","19,200,000","15,800,000","11,600,000","13,000,000","18,100,000","18,900,000","17,300,000","10,700,000","21,100,000","23,100,000","7,700,000","6,800,000","44,000,000","14,200,000","12,044,000","46,065,000","17,104,000","26,423,000","9,500,000","21,059,000","26,529,000","20,597,000","2,256,000","8,009,000","9,657,000","6,567,000","3,528,000","2,066,000","9,123,000","4,524,000","2,088,000","1,066,000","2,475,000","3,864,000","2,171,000","2,727,000",
				CashFinancial,"11,900,000","13,300,000","14,300,000","16,600,000","16,300,000","14,000,000","14,500,000","6,700,000","5,200,000","25,700,000","1,600,000","2,100,000","500,000","900,000","2,400,000","6,100,000","7,300,000","1,300,000","1,400,000","2,300,000","1,000,000","1,600,000","1,000,000","900,000","1,100,000","500,000","9,000,000","1,300,000","67,700,000","8,800,000","2,200,000","18,200,000","7,700,000","5,200,000","8,800,000","2,700,000","2,300,000","1,800,000",,,,,,,,,,,,,,"13,000,000","18,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,727,000",
			OtherShortTermInvestments,,,,,,,"23,100,000",,,,,,,,"69,300,000","54,000,000",,,,,,,"55,000,000","55,000,000",,,,,,,,,,,,"6,700,000",,,"0","0","0","0","0","0","0","0",,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"485,600,000","378,000,000","420,000,000","329,100,000","243,600,000","262,200,000","222,200,000","165,900,000","202,400,000","242,200,000","258,500,000","195,700,000","255,600,000","251,500,000","352,300,000","326,600,000","386,200,000","442,700,000","345,000,000","290,300,000","267,800,000","289,800,000","224,300,000","247,500,000","209,600,000","236,500,000","302,500,000","302,900,000","289,800,000","379,600,000","430,500,000","379,400,000","364,300,000","412,600,000","238,900,000","182,400,000","161,100,000","201,700,000","133,600,000","88,500,000","184,700,000","242,200,000","167,700,000","140,500,000","195,800,000","225,500,000","108,000,000","105,800,000","167,300,000","194,600,000","94,700,000","84,300,000","143,900,000","183,600,000","129,600,000","123,600,000","183,700,000","183,900,000","112,200,000","87,700,000","141,600,000","162,000,000","99,486,000","87,134,000","145,728,000","212,019,000","94,876,000","57,340,000","118,927,000","150,818,000","49,441,000","35,724,000","60,241,000","62,776,000","21,841,000","18,957,000","36,875,000","39,413,000","13,112,000","13,607,000","24,111,000","24,297,000","11,457,000","9,766,000",
			AccountsReceivable,"485,600,000","378,000,000","420,000,000","329,100,000","243,600,000","262,200,000","222,200,000","165,900,000","202,400,000","242,200,000","258,500,000","195,700,000","255,600,000","251,500,000","352,300,000","326,600,000","386,200,000","442,700,000","345,000,000","290,300,000","267,800,000","289,800,000","224,300,000","247,500,000","209,600,000","236,500,000","302,500,000","302,900,000","289,800,000","379,600,000","430,500,000","379,400,000","364,300,000","412,600,000","238,900,000","182,400,000","161,100,000","201,700,000","133,600,000","88,500,000","184,700,000","242,200,000","167,700,000","140,500,000","195,800,000","225,500,000","108,000,000","105,800,000","167,300,000","194,600,000","94,700,000","84,300,000","143,900,000","183,600,000","129,600,000","123,600,000","183,700,000","183,900,000","112,200,000","87,700,000","141,600,000","162,000,000","99,486,000","87,134,000","145,728,000","212,019,000","94,876,000","57,340,000","118,927,000","150,818,000","49,441,000","35,724,000","60,241,000","62,776,000","21,841,000","18,957,000","36,875,000","39,413,000","13,112,000","13,607,000","24,111,000","24,297,000","11,457,000","9,766,000",
				GrossAccountsReceivable,"486,100,000","378,600,000","421,400,000","331,100,000","245,000,000","263,100,000","222,600,000","166,500,000","203,000,000","242,500,000","258,800,000","196,000,000","255,900,000","251,800,000","352,600,000","326,900,000","387,100,000","445,100,000","346,200,000","291,700,000","269,200,000","291,700,000",,,,"236,900,000",,,,"379,700,000",,,,"412,700,000","239,000,000","183,700,000","161,900,000","202,100,000","134,000,000","88,900,000","186,700,000","244,600,000","170,300,000","144,200,000","198,600,000","228,300,000",,,"169,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-500,000","-600,000","-1,400,000","-2,000,000","-1,400,000","-900,000","-400,000","-600,000","-600,000","-300,000","-300,000","-300,000","-300,000","-300,000","-300,000","-300,000","-900,000","-2,400,000","-1,200,000","-1,400,000","-1,400,000","-1,900,000",,,,"-400,000",,,,"-100,000",,,,"-100,000","-100,000","-1,300,000","-800,000",,"-400,000","-400,000","-2,000,000","-2,400,000","-2,600,000","-3,700,000","-2,800,000","-2,800,000",,,"-2,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
