name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000
OperatingCashFlow,"-223,676,000","-58,975,000","-52,714,000","-59,420,000","-52,567,000","-68,550,000","-4,295,000","33,067,000","159,993,000","-18,890,000","-20,816,000","-38,874,000","-39,593,000","-45,119,000","-39,559,000","-27,596,000","122,441,000","-18,134,000","-16,842,000","-15,687,000","56,786,000","-13,078,000","-12,302,000","-17,044,000","-16,177,000","-20,360,000","-9,104,000","-14,198,000","-8,025,000","-2,393,000","-2,712,000","-5,768,000","-8,574,000","11,379,000","-1,657,000","-4,514,000","-5,293,000","-8,018,000","223,000","-5,159,000","-6,013,000","2,867,000","2,000","-6,468,000","-7,471,000","-11,958,000","-2,571,000","-5,918,000","-7,485,000","-7,960,000","11,624,000","-4,603,000","-6,103,000","-7,055,000","6,056,000","-5,231,000","-9,777,000","-8,393,000","-5,102,000","-549,000","-5,055,000","-5,362,000","-3,669,000","-2,580,000","-3,941,000","-4,288,000","5,506,000","-2,233,000","-3,962,000","-3,380,000","-1,774,000","-3,246,000","-3,030,000","-2,114,000","-878,000","-1,515,000","-2,009,000","-3,038,000","43,000","-2,954,000","-4,197,000","-2,564,000","-1,194,000","-1,467,000","-2,946,000","-500,000","-50,000","-872,000","-1,774,000","242,000"
	CashFlowFromContinuingOperatingActivities,"-223,676,000","-58,975,000","-52,714,000","-59,420,000","-52,567,000","-68,550,000","-4,295,000","33,067,000","159,993,000","-18,890,000","-20,816,000","-38,874,000","-39,593,000","-45,119,000","-39,559,000","-27,596,000","122,441,000","-18,134,000","-16,842,000","-15,687,000","56,786,000","-13,078,000","-12,302,000","-17,044,000","-16,177,000","-20,360,000","-9,104,000","-14,198,000","-8,025,000","-2,393,000","-2,712,000","-5,768,000","-8,574,000","11,379,000","-1,657,000","-4,514,000","-5,293,000","-8,018,000","223,000","-5,159,000","-6,013,000","2,867,000","2,000","-6,468,000","-7,471,000","-11,958,000","-2,571,000","-5,918,000","-7,485,000","-7,960,000","11,624,000","-4,603,000","-6,103,000","-7,055,000","6,056,000","-5,231,000","-9,777,000","-8,393,000","-5,102,000","-549,000","-5,055,000","-5,362,000","-3,669,000","-2,580,000","-3,941,000","-4,288,000","5,506,000","-2,233,000","-3,962,000","-3,380,000","-1,774,000","-3,246,000","-3,030,000","-2,114,000","-878,000","-1,515,000","-2,009,000","-3,038,000","43,000","-2,954,000","-4,197,000","-2,564,000","-1,194,000","-1,467,000","-2,946,000","-500,000","-50,000","-872,000","-1,774,000","242,000"
		NetIncomeFromContinuingOperations,"-176,335,000","-43,977,000","-37,496,000","-47,688,000","-47,174,000","-45,939,000","-40,675,000","-1,508,000","-35,965,000","-42,974,000","4,501,000","-27,361,000","-30,356,000","-42,203,000","-19,219,000","-12,843,000","-16,640,000","-20,187,000","-13,091,000","-12,354,000","-12,491,000","-16,632,000","-9,624,000","-18,965,000","-26,575,000","-16,494,000","-14,013,000","-9,245,000","-12,126,000","-5,319,000","-4,319,000","-7,545,000","-6,981,000","-7,572,000","-8,144,000","-6,145,000","-5,450,000","-6,885,000",,,,,,,,"-9,578,000","-8,321,000","-8,695,000","-3,860,000","-3,978,000","-2,393,000","-4,851,000","-4,511,000","-6,832,000","-2,574,000","-6,340,000","-7,416,000","-7,972,000","-6,672,000","-4,268,000","-5,181,000","-5,359,000","-8,948,000","-2,845,000","-3,327,000","-2,744,000","-2,693,000","-3,667,000","-3,380,000","-3,553,000","-3,043,000","-4,571,000","-3,262,000","-2,942,000","-1,680,000","-2,584,000","-3,274,000","-2,895,000","-706,000","-20,940,000","-3,631,000","-4,487,000","-3,366,000","-17,407,000","-2,414,000","-2,062,000","-2,805,000","-1,819,000","-1,724,000","-2,718,000"
		OperatingGainsLosses,,,"-22,000","-30,000","-45,000","27,000","-7,000","214,000","-121,000","73,000","68,000","63,000","-6,000","-545,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"336,000","191,000","-550,000","57,000",,,,,,,"18,000","-2,000",,"76,000","-475,000","446,000","-9,000","104,000","58,000","169,000","328,000","162,000","167,000","416,000","345,000","210,000","-63,000","108,000","-1,024,000","17,852,000","148,000","1,042,000","792,000",,,,"168,000","0","0","1,050,000"
			GainLossOnSaleOfPPE,,,"-22,000",,,,"25,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"191,000","-550,000","57,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,"0","0","-45,000","27,000","-32,000","17,000","-121,000","73,000","0","63,000","-6,000","-545,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"18,678,000","4,938,000","4,859,000","4,592,000","4,289,000","3,898,000","3,664,000","3,278,000","3,230,000","3,197,000","6,865,000","1,159,000","868,000","715,000","691,000","461,000","619,000","588,000","468,000","412,000","317,000","301,000","252,000","252,000","248,000","245,000","243,000","317,000","281,000","147,000","149,000","150,000","127,000","123,000","124,000","140,000","158,000","147,000","160,000","166,000","166,000","168,000","167,000","160,000","157,000","162,000","175,000","170,000","170,000","161,000","133,000","148,000","147,000","144,000","142,000","913,000","-155,000","-377,000","-544,000","-484,000","-391,000","-452,000","-413,000","-257,000","-40,000","24,000","72,000","76,000","148,000","192,000","197,000","328,000","460,000","495,000","1,524,000","205,000","214,000","228,000","1,483,000","360,000","342,000","328,000","3,684,000","-1,255,000","916,000","965,000","1,761,000","1,368,000","1,216,000","887,000"
			DepreciationAndAmortization,"18,678,000","4,938,000","4,859,000","4,592,000","4,289,000","3,898,000","3,664,000","3,278,000","3,230,000","3,197,000","6,865,000","1,159,000","868,000","715,000","691,000","461,000","619,000","588,000","468,000","412,000","317,000","301,000","252,000","252,000","248,000","245,000","243,000","317,000","281,000","147,000","149,000","150,000","127,000","123,000","124,000","140,000","158,000","147,000","160,000","166,000","166,000","168,000","167,000","160,000","157,000","162,000","175,000","170,000","170,000","161,000","133,000","148,000","147,000","144,000","142,000","913,000","-155,000","-377,000","-544,000","-484,000","-391,000","-452,000","-413,000","-257,000","-40,000","24,000","72,000","76,000","148,000","192,000","197,000","328,000","460,000","495,000","1,524,000","205,000","214,000","228,000","1,483,000","360,000","342,000","328,000","3,684,000","-1,255,000","916,000","965,000","1,761,000","1,368,000","1,216,000","887,000"
				Depreciation,"18,595,000","2,832,000","10,963,000","2,555,000","2,245,000","1,875,000","1,683,000","1,360,000","1,328,000","1,311,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"147,000",,,,,,,,,,,,,,,,,,,"129,000","115,000","87,000","77,000","60,000","50,000","45,000","34,000","43,000","49,000","59,000","66,000","71,000","78,000","79,000","149,000","187,000","196,000",,,,,,,,,,,,,,,,
				AmortizationCashFlow,,"2,106,000",,"2,037,000","2,044,000","2,023,000","1,981,000","1,918,000","1,902,000","1,886,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-284,000","-492,000","-631,000","-561,000","-451,000","-502,000","-458,000","-291,000","-83,000","-25,000","13,000","10,000","77,000","114,000","118,000","179,000","273,000","299,000",,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,,"2,106,000",,"2,037,000","2,044,000","2,023,000","1,981,000","1,918,000","1,902,000","1,886,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-284,000","-492,000","-631,000","-561,000","-451,000","-502,000","-458,000","-291,000","-83,000","-25,000","13,000","10,000","77,000","114,000","118,000","179,000","273,000","299,000",,,,,,,,,,,,,,,,
		DeferredTax,,,,,,,,,,,,,,,,,,,"0","0",,,"13,000","-3,000","-24,000","0","-1,635,000","-3,339,000","0","-748,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
