name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,11/30/2012,11/30/2011,05/31/2011
MarketCap,"1,504,650,260","1,636,659,838","1,939,736,097","1,479,692,053","885,771,680","1,509,080,178","1,424,030,986","941,888,032","1,038,927,658","629,605,406","611,862,678","497,887,867","832,519,113","937,709,398","936,644,928","1,173,885,218","1,088,872,349","891,237,737","828,192,147","955,414,248","742,460,085","704,459,887","714,272,987","843,815,430","654,074,565","499,852,662","703,426,304","729,524,024","1,162,661,894","834,896,982","318,833,395","237,408,709","308,784,576","517,753,841","128,909,011","119,446,359","66,991,280","66,369,501","214,456","95,913","95,912"
EnterpriseValue,"1,310,046,260","1,345,763,838","1,612,248,097","1,177,763,053","582,976,680","1,362,830,178","1,180,414,986","694,521,032","889,879,658","435,942,406","407,194,678","271,878,867","604,880,113","683,716,398","672,961,928","963,600,218","870,054,349","635,684,737","569,230,147","704,180,248","538,882,085","493,008,887","484,226,987","666,393,430","475,658,565","314,150,662","511,896,304","680,634,024","1,120,570,015","890,909,868","364,334,308","276,777,511","335,026,746","511,623,540","112,541,810","119,159,845","67,864,656","67,242,877","235,557","117,023","116,955"
PeRatio,,,,,,,,,,,,,,,,,,,,,,,,"8.846","10.062","4.309","9.099",,"236.786",,,,,,,,,,,,
ForwardPeRatio,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34.364","36.364",,,,,,,,,,,,
PsRatio,"6.379","6.778","8.032","6.508","3.746","5.986","6.388","4.285","4.769","3.523","3.451","2.847","5.034","5.571","5.587","6.96","6.685","5.595","5.541","6.674","5.414","5.291","5.606","7.264","6.303","5.139","7.791","9.587","19.519","21.288","20.399","32.369","7,306.876",,,,,,,,
PbRatio,"7.229","5.417","6.311","4.453","2.442","7.145","4.725","2.956","4.602","2.846","2.488","1.797","3.017","2.947","2.936","4.107","3.675","3.041","2.724","3.305","2.467","2.289","2.333","2.684","2.049","1.666","2.417","4.838","6.897",,,"222.536",,,,,,,,,
EnterprisesValueRevenueRatio,"5.731","27.755","28.162","17.265","10.674","28.747","23.153","13.581","18.375","9.126","8.722","6.127","13.53","17.279","15.375","23.672","21.048","16.541","13.496","17.456","13.889","14.664","12.973","19.632","14.279","10.83","16.812","24.304","46.559","51.285","25.867","33.153","58.349","18,337.761","-70.723",,,"-26.979",,,
EnterprisesValueEBITDARatio,"-8.34","-20.294","-39.858","-51.602","-21.206","-32.326","-10.663","-61.353","-57.345","-57.173","-20.02","-10.036","-20.877","-22.191","282.046","-20.603","-50.234","-47.287","-91.267","-49.116","-53.572","-56.421","53.589","-25.384","-28.515","30.799","-3.321","4.571","-59.501","170.963","259.893","-18.358","34.531","-30.409","-34.442","-10.989","-13.586","-14.463","-74.52","-38.775","-38.676"
