name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016
TotalRevenue,"664,291,000","179,714,000","170,197,000","167,428,000","146,952,000","126,624,000","5,921,000","380,319,000","359,525,000","361,598,000","352,375,000","423,801,000","431,675,000","359,221,000","380,041,000","427,203,000","434,713,000","366,197,000","358,074,000","391,829,000","389,267,000","332,931,000","322,731,000","369,979,000"
	OperatingRevenue,"664,291,000","179,714,000","170,197,000","167,428,000","146,952,000","126,624,000","5,921,000","380,319,000","359,525,000","361,598,000","352,375,000","423,801,000","431,675,000","359,221,000","380,041,000","427,203,000","434,713,000","366,197,000","358,074,000","391,829,000","389,267,000","332,931,000","322,731,000","369,979,000"
CostOfRevenue,"470,014,000","131,979,000","115,772,000","113,784,000","108,479,000","96,505,000","10,504,000","283,818,000","266,686,000","272,999,000","271,155,000","310,904,000","316,180,000","278,311,000","292,432,000","319,703,000","326,309,000","288,076,000","273,923,000","289,270,000","281,853,000","250,219,000","252,337,000","274,680,000"
GrossProfit,"194,277,000","47,735,000","54,425,000","53,644,000","38,473,000","30,119,000","-4,583,000","96,501,000","92,839,000","88,599,000","81,220,000","112,897,000","115,495,000","80,910,000","87,609,000","107,500,000","108,404,000","78,121,000","84,151,000","102,559,000","107,414,000","82,712,000","70,394,000","95,299,000"
OperatingExpense,"117,370,000","30,814,000","32,491,000","28,916,000","25,149,000","24,600,000","23,492,000","49,328,000","49,630,000","53,831,000","51,835,000","54,187,000","54,853,000","50,627,000","53,412,000","53,171,000","54,901,000","49,904,000","53,983,000","48,402,000","49,481,000","43,516,000","44,722,000","49,082,000"
	SellingGeneralAndAdministration,"99,187,000","23,536,000","28,959,000","24,836,000","21,856,000","22,130,000","6,000,000","37,070,000","38,926,000","43,298,000","43,269,000","39,528,000","43,375,000","40,708,000","42,388,000","42,145,000","43,477,000","40,618,000","39,227,000","37,419,000","36,608,000","35,962,000","34,835,000","37,253,000"
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,"42,388,000","42,145,000","43,477,000","40,618,000","39,227,000","37,419,000","36,608,000","35,962,000","34,835,000","37,253,000"
			OtherGandA,,,,,,,,,,,,,,,"42,388,000","42,145,000","43,477,000","40,618,000","39,227,000","37,419,000","36,608,000","35,962,000","34,835,000","37,253,000"
	DepreciationAmortizationDepletionIncomeStatement,"10,791,000","2,656,000","2,652,000","3,294,000","2,189,000","2,186,000",,"8,653,000","8,550,000","8,637,000","8,646,000","8,607,000","8,636,000","8,664,000","8,621,000","8,711,000","8,744,000","8,949,000","8,740,000","9,146,000","8,290,000","5,834,000","8,234,000","8,914,000"
		DepreciationAndAmortizationInIncomeStatement,"10,791,000","2,656,000","2,652,000","3,294,000","2,189,000","2,186,000",,"8,653,000","8,550,000","8,637,000","8,646,000","8,607,000","8,636,000","8,664,000","8,621,000","8,711,000","8,744,000","8,949,000","8,740,000","9,146,000","8,290,000","5,834,000","8,234,000","8,914,000"
			Amortization,"10,791,000","2,656,000","2,652,000","3,294,000","2,189,000","2,186,000",,"8,653,000","8,550,000","8,637,000","8,646,000","8,607,000","8,636,000","8,664,000","8,621,000","8,711,000","8,744,000","8,949,000","8,740,000","9,146,000","8,290,000","5,834,000","8,234,000","8,914,000"
				AmortizationOfIntangiblesIncomeStatement,"10,791,000","2,656,000","2,652,000","3,294,000","2,189,000","2,186,000",,"8,653,000","8,550,000","8,637,000","8,646,000","8,607,000","8,636,000","8,664,000","8,621,000","8,711,000","8,744,000","8,949,000","8,740,000","9,146,000","8,290,000","5,834,000","8,234,000","8,914,000"
	OtherOperatingExpenses,"7,392,000","4,622,000","880,000","786,000","1,104,000","284,000","43,332,000","3,605,000","2,154,000","1,896,000","-80,000","6,052,000","2,842,000","1,255,000","2,403,000","2,315,000","2,680,000","337,000","6,016,000","1,837,000","4,583,000","1,720,000","1,653,000","2,915,000"
OperatingIncome,"76,907,000","16,921,000","21,934,000","24,728,000","13,324,000","5,519,000","-28,075,000","47,173,000","43,209,000","34,768,000","29,385,000","58,710,000","60,642,000","30,283,000","34,197,000","54,329,000","53,503,000","28,217,000","30,168,000","54,157,000","57,933,000","39,196,000","25,672,000","46,217,000"
NetNonOperatingInterestIncomeExpense,"-34,984,000","-8,450,000","-8,788,000","-9,005,000","-8,741,000","-10,456,000","-1,607,000","-18,642,000","-22,275,000","-24,455,000","-26,670,000","-27,697,000","-28,540,000","-28,618,000","-29,101,000","-28,238,000","-27,221,000","-29,163,000","-35,003,000","-49,079,000","-48,176,000","-46,785,000","-45,953,000","-48,610,000"
	InterestExpenseNonOperating,"34,984,000","8,450,000","8,788,000","9,005,000","8,741,000","10,456,000","1,607,000","18,642,000","22,275,000","24,455,000","26,670,000","27,697,000","28,540,000","28,618,000","29,101,000","28,238,000","27,221,000","29,163,000","35,003,000","49,079,000","48,176,000","46,785,000","45,953,000","48,610,000"
	TotalOtherFinanceCost,,,,,,,,,,,"26,670,000","27,697,000","28,540,000","28,618,000","29,101,000","28,238,000","27,221,000","29,163,000","35,000,000",,"48,176,000","46,785,000",,
OtherIncomeExpense,"-6,449,000","5,124,000","1,629,000","-8,443,000","-4,759,000","-3,001,000","-251,922,000","-8,957,000","11,575,000","-8,377,000","17,843,000","12,524,000","18,924,000","4,223,000","30,779,000","-3,185,000","3,526,000","973,000","-54,067,000","-2,922,000","-8,420,000","2,364,000","4,836,000","-10,749,000"
	EarningsFromEquityInterest,"28,276,000","5,749,000","7,014,000","8,758,000","6,755,000","5,210,000","1,212,000","183,000","11,492,000","8,350,000","14,409,000","17,261,000","12,300,000","2,064,000","6,488,000","5,605,000","13,666,000","11,852,000","13,893,000","10,257,000","8,745,000","5,877,000","6,697,000","-4,616,000"
	SpecialIncomeCharges,"-35,248,000","-485,000","-3,955,000","-17,419,000","-13,389,000","-3,037,000","-254,946,000","-14,128,000","-2,031,000","-13,922,000","-554,000","-2,903,000","9,659,000","-820,000","22,254,000","-6,339,000","-4,449,000","-5,907,000","-63,719,000","-8,053,000","-2,853,000","-1,544,000","-12,457,000","-1,963,000"
		RestructuringAndMergernAcquisition,"1,057,000","352,000","556,000","78,000","71,000","2,259,000",,"4,577,000","3,051,000","1,989,000","2,295,000","2,930,000",,,"5,805,000","273,000","10,000","120,000","2,912,000","4,106,000","276,000","1,196,000","1,732,000","1,336,000"
		ImpairmentOfCapitalAssets,,,,,,,"260,000,000",,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,"2,268,000","15,185,000","11,717,000",,"8,511,000","14,004,000",,"2,513,000","1,633,000","1,767,000",,,"-2,915,000","864,000","-313,000","4,635,000","61,433,000","453,000",,,"1,924,000","8,962,000"
		GainOnSaleOfPPE,"-5,021,000","-133,000","-1,131,000","-2,156,000","-1,601,000","-778,000",,"4,453,000","1,020,000","-9,420,000","5,371,000","-1,136,000","9,659,000","-820,000","4,532,000","-5,202,000","-4,752,000","-1,152,000","626,000","-3,494,000","-2,577,000","-348,000","-1,928,000","-627,000"
	OtherNonOperatingIncomeExpenses,"523,000","-140,000","-1,430,000","218,000","1,875,000","-5,174,000","1,812,000","4,988,000","2,114,000","-2,805,000","3,988,000","-1,834,000","-3,035,000","2,979,000","2,037,000","-2,451,000","-5,691,000","-4,972,000","-4,241,000","-5,126,000","-14,312,000","-1,969,000","10,596,000","-4,170,000"
PretaxIncome,"35,474,000","13,595,000","14,775,000","7,280,000","-176,000","-7,938,000","-281,604,000","19,574,000","32,509,000","1,936,000","20,558,000","43,537,000","51,026,000","5,888,000","35,875,000","22,906,000","29,808,000","27,000","-58,902,000","2,156,000","1,337,000","-5,225,000","-15,445,000","-13,142,000"
TaxProvision,"23,057,000","5,720,000","7,052,000","2,591,000","7,694,000","-5,190,000","-77,575,000","11,764,000","16,262,000","1,427,000","1,227,000","16,718,000","20,307,000","2,447,000","7,405,000","8,470,000","13,649,000","-529,000","-124,466,000","5,172,000","3,007,000","-2,910,000","-25,972,000","-3,536,000"
NetIncomeCommonStockholders,"-39,439,000","7,875,000","25,435,000","-71,259,000","-1,490,000","-92,635,000","-302,433,000","7,512,000","15,926,000","224,000","19,101,000","26,713,000","30,574,000","3,151,000","28,119,000","14,185,000","15,782,000","214,000","65,011,000","-3,345,000","-1,609,000","-2,454,000","10,664,000","-10,017,000"
	NetIncome,"-39,439,000","7,875,000","25,435,000","-71,259,000","-1,490,000","-92,635,000","-302,433,000","7,512,000","15,926,000","224,000","19,101,000","26,713,000","30,574,000","3,151,000","28,119,000","14,185,000","15,782,000","214,000","65,011,000","-3,345,000","-1,609,000","-2,454,000","10,664,000","-10,017,000"
		NetIncomeIncludingNoncontrollingInterests,"-39,223,000","7,875,000","25,435,000","-71,183,000","-1,350,000","-92,518,000","-306,270,000","7,810,000","16,247,000","509,000","19,331,000","26,819,000","30,719,000","3,441,000","28,470,000","14,436,000","16,159,000","556,000","65,564,000","-3,016,000","-1,670,000","-2,315,000","10,527,000","-9,606,000"
			NetIncomeContinuousOperations,"12,417,000","7,875,000","7,723,000","4,689,000","-7,870,000","-2,748,000","-204,029,000","7,810,000","16,247,000","509,000","19,331,000","26,819,000","30,719,000","3,441,000","28,470,000","14,436,000","16,159,000","556,000","65,564,000","-3,016,000","-1,670,000","-2,315,000","10,527,000","-9,606,000"
			NetIncomeDiscontinuousOperations,"-51,640,000","0","17,712,000","-75,872,000","6,520,000","-89,770,000","-33,900,000",,,,,,,,,,,,,,,,,
		MinorityInterests,"-216,000","0","0","-76,000","-140,000","-117,000","3,837,000","-298,000","-321,000","-285,000","-230,000","-106,000","-145,000","-290,000","-351,000","-251,000","-377,000","-342,000","-553,000","-329,000","61,000","-139,000","137,000","-411,000"
DilutedNIAvailtoComStockholders,"-39,439,000","7,875,000","25,435,000","-71,259,000","-1,490,000","-92,635,000","-302,433,000","7,512,000","15,926,000","224,000","19,101,000","26,713,000","30,574,000","3,151,000","28,119,000","14,185,000","15,782,000","214,000","65,011,000","-3,345,000","-1,609,000","-2,454,000","10,664,000","-10,017,000"
BasicEPS,,"0.06","0.06","-0.52","-0.06","-0.02","-1.35","0.06","0.12","0.001","0.14","0.2","0.23","0.02","0.21","0.11","0.12","0.002","0.49","-0.03","-0.012","-0.024",,"-0.096"
DilutedEPS,,"0.06","0.06","-0.52","-0.06","-0.02","-1.35","0.06","0.12","0.001","0.14","0.2","0.23","0.02","0.21","0.11","0.12","0.001","0.49","-0.03","-0.012","-0.024",,"-0.096"
BasicAverageShares,,"137,684,773","136,256,601","136,129,591","136,095,060","136,006,082","135,406,081","135,106,969","135,083,126","135,240,897","134,912,212","134,511,819","134,142,552","133,946,308","133,765,294","133,336,352","133,222,463","133,154,144","133,138,140","104,096,837","135,219,726","103,981,848",,"103,981,848"
DilutedAverageShares,,"138,749,065","137,528,028","137,354,427","136,095,060","136,006,082","135,406,081","135,979,118","135,671,830","136,086,082","136,151,739","135,649,710","135,323,024","134,894,354","134,987,604","134,576,162","134,209,740","133,884,983","133,895,646","104,096,837","135,219,726","103,981,848",,"103,981,848"
TotalOperatingIncomeAsReported,"68,561,000","16,436,000","17,979,000","22,494,000","11,652,000","2,482,000","-274,510,000","47,049,000","41,178,000","23,359,000","30,464,000","57,574,000","70,301,000","29,463,000","57,459,000","48,854,000","49,054,000","28,189,000","27,882,000","46,557,000","55,080,000","37,652,000","15,139,000","44,254,000"
TotalExpenses,"587,384,000","162,793,000","148,263,000","142,700,000","133,628,000","121,105,000","33,996,000","333,146,000","316,316,000","326,830,000","322,990,000","365,091,000","371,033,000","328,938,000","345,844,000","372,874,000","381,210,000","337,980,000","327,906,000","337,672,000","331,334,000","293,735,000","297,059,000","323,762,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-39,439,000","7,875,000","25,435,000","-71,259,000","-1,490,000","-92,635,000","-302,433,000","7,512,000","15,926,000","224,000","19,101,000","26,713,000","30,574,000","3,151,000","28,119,000","14,185,000","15,782,000","214,000","65,011,000","-3,345,000","-1,609,000","-2,454,000","10,664,000","-10,017,000"
NormalizedIncome,"33,349,800","8,166,000","10,610,150","15,830,836","1,763,970","-647,990","-15,477,374.377","17,825,440","17,408,630","10,387,060","19,621,934.624","28,501,248","24,759,282","3,749,600","10,458,473.728","18,178,570","19,029,770","4,526,110","103,242,400","1,486,800","102,800","-1,527,600","18,138,200","-8,582,047"
