name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,12/31/2004
TotalAssets,"5,228,200,000","5,207,000,000","5,082,300,000","5,081,400,000","5,142,500,000","5,485,700,000","5,385,900,000","5,242,000,000","5,271,000,000","5,139,400,000","5,261,200,000","5,592,900,000","5,765,000,000","5,599,300,000","5,644,200,000","5,660,500,000","5,785,500,000","5,779,300,000","6,685,600,000","6,509,900,000","6,475,000,000","6,545,822,000","6,923,232,000","6,898,603,000","6,864,247,000","3,702,796,000","3,843,722,000","3,817,088,000","3,815,384,000","3,903,004,000","3,946,599,000","2,912,356,000","2,676,422,000","2,721,054,000","2,626,469,000","2,476,483,000","2,534,152,000","2,525,873,000","2,568,734,000","2,502,568,000","2,483,003,000","2,404,529,000","2,476,060,000","2,407,719,000","2,397,186,000","2,391,248,000","2,202,062,000","2,168,231,000","2,172,978,000","1,384,428,000","1,455,508,000","1,391,019,000","1,353,963,000","1,355,682,000","1,439,755,000","1,430,373,000","1,420,893,000","1,455,958,000","1,081,528,000","1,015,969,000","905,729,000","935,623,000","983,474,000","952,083,000","629,538,000","609,697,000","654,841,000","622,088,000","632,922,000"
	CurrentAssets,"1,277,600,000","1,255,800,000","1,126,900,000","1,083,900,000","1,118,900,000","1,428,800,000","1,551,800,000","1,405,200,000","1,413,100,000","1,219,500,000","1,269,000,000","1,433,300,000","1,379,300,000","1,417,100,000","1,445,600,000","1,434,000,000","1,532,900,000","1,484,700,000","1,825,100,000","1,627,900,000","1,523,900,000","1,560,749,000","1,561,863,000","1,501,771,000","1,461,629,000","847,203,000","957,121,000","899,575,000","898,903,000","949,436,000","974,260,000","718,940,000","627,462,000","649,689,000","699,203,000","569,236,000","614,588,000","588,411,000","625,649,000","561,954,000","548,277,000","468,394,000","538,409,000","458,150,000","450,779,000","440,803,000","466,248,000","437,658,000","426,088,000","370,652,000","433,864,000","379,929,000","357,580,000","356,479,000","404,721,000","386,424,000","383,061,000","394,275,000","345,092,000","283,334,000","260,298,000","284,771,000","306,792,000","261,843,000","182,999,000","166,660,000","180,127,000","146,203,000","159,783,000"
		CashCashEquivalentsAndShortTermInvestments,"192,800,000","308,600,000","67,400,000","17,400,000","48,800,000","364,600,000","365,100,000","293,900,000","330,400,000","202,300,000","45,100,000","63,700,000","79,000,000","164,300,000","68,200,000","112,900,000","142,200,000","146,900,000","145,100,000","186,300,000","78,500,000","72,530,000","57,344,000","61,232,000","70,318,000","43,307,000","30,915,000","53,568,000","63,363,000","61,129,000","31,298,000","26,399,000","24,401,000","55,155,000","116,325,000","35,896,000","99,464,000","94,407,000","83,797,000","74,244,000","67,324,000","3,279,000","3,080,000","2,347,000","2,375,000","6,323,000","3,456,000","3,447,000","4,097,000","4,415,000","3,654,000","2,097,000","2,148,000","2,687,000","1,874,000","3,663,000","2,755,000","9,230,000","6,000","90,000","14,000","6,000","4,000","4,000","24,499,000","8,001,000","2,616,000","2,296,000","165,000"
			CashAndCashEquivalents,"192,800,000","308,600,000","67,400,000","17,400,000","48,800,000","364,600,000","365,100,000","293,900,000","330,400,000","202,300,000","45,100,000","63,700,000","79,000,000","164,300,000","52,800,000","98,900,000","128,500,000","132,800,000","131,900,000","174,200,000","67,200,000","62,111,000","47,227,000","51,591,000","61,089,000","34,919,000","22,883,000","44,564,000","54,651,000","51,981,000","22,171,000","17,013,000","15,786,000","46,475,000","108,052,000","28,345,000","91,801,000","94,407,000","83,797,000","74,244,000","67,324,000","3,279,000","3,080,000","2,347,000","2,375,000","6,323,000","3,456,000","3,447,000","4,097,000","4,415,000","3,654,000","2,097,000","2,148,000","2,687,000","1,874,000","3,663,000","2,755,000","9,230,000","6,000","90,000","14,000","6,000","4,000","4,000","24,499,000","8,001,000","2,616,000","2,296,000","165,000"
				CashFinancial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"83,797,000","74,244,000","67,324,000",,"3,080,000","2,347,000","2,375,000",,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,"15,400,000","14,000,000","13,700,000","14,100,000","13,200,000","12,100,000","11,300,000","10,419,000","10,117,000","9,641,000","9,229,000","8,388,000","8,032,000","9,004,000","8,712,000","9,148,000","9,127,000","9,386,000","8,615,000","8,680,000","8,273,000","7,551,000","7,663,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"264,300,000","209,200,000","255,500,000","259,700,000","241,000,000","308,800,000","268,400,000","265,100,000","292,800,000","270,600,000","305,200,000","301,300,000","367,300,000","351,300,000","285,600,000","258,300,000","345,200,000","329,800,000","432,100,000","352,700,000","384,300,000","429,033,000","384,901,000","362,461,000","359,744,000","203,198,000","213,631,000","172,799,000","217,805,000","233,656,000","225,185,000","154,888,000","151,072,000","152,763,000","133,945,000","115,604,000","127,563,000","124,648,000","128,495,000","119,027,000","120,410,000","115,168,000","147,938,000","117,005,000","129,472,000","126,644,000","125,432,000","107,354,000","102,134,000","86,557,000","105,765,000","84,009,000","81,740,000","86,837,000","92,594,000","87,235,000","81,299,000","76,951,000","65,421,000","57,039,000","52,281,000","56,393,000","54,715,000","56,165,000","36,031,000","34,636,000","32,592,000","33,892,000","30,411,000"
			AccountsReceivable,"264,300,000","209,200,000","255,500,000","259,700,000","241,000,000","308,800,000","268,400,000","265,100,000","292,800,000","270,600,000","305,200,000","301,300,000","367,300,000","351,300,000","285,600,000","258,300,000","345,200,000","329,800,000","432,100,000","352,700,000","384,300,000","429,033,000","384,901,000","362,461,000","359,744,000","203,198,000","213,631,000","172,799,000","217,805,000","233,656,000","225,185,000","154,888,000","151,072,000","152,763,000","133,945,000","115,604,000","127,563,000","124,648,000",,,,,,,,,,,,,,,,,"92,594,000","87,235,000","81,299,000","76,951,000","65,421,000","57,039,000","52,281,000","56,393,000","54,715,000","56,165,000","36,031,000","34,636,000","32,592,000","33,892,000",
				GrossAccountsReceivable,,"209,900,000",,,,"309,100,000",,,,"271,500,000",,,,"352,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-700,000",,,,"-300,000",,,,"-900,000",,,,"-1,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
