name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007
OperatingCashFlow,"622,000,000","322,000,000","14,000,000","139,000,000","147,000,000","96,000,000","28,000,000","111,000,000","9,000,000","-58,000,000","94,000,000","269,000,000","156,000,000","228,000,000","101,000,000","290,000,000","204,500,000","24,500,000","-159,900,000","84,700,000","104,900,000","137,200,000","48,600,000","149,000,000","48,300,000","21,600,000","-75,500,000","235,900,000","198,200,000","178,200,000","109,500,000","125,300,000","124,200,000","281,300,000","118,800,000","-41,100,000","84,086,000","278,314,000","-21,178,000","347,934,000","249,529,000","186,339,000","-67,363,000","183,281,000","178,585,000","-15,948,000","74,380,000","105,382,000","2,205,000","43,461,000","-32,888,000","26,691,000","54,798,000","36,673,000","-21,639,000","81,525,000","-876,000","24,194,000","-15,574,381","3,856,430"
	CashFlowFromContinuingOperatingActivities,"622,000,000","322,000,000","14,000,000","139,000,000","147,000,000","96,000,000","28,000,000","111,000,000","9,000,000","-58,000,000","94,000,000","269,000,000","156,000,000","228,000,000","101,000,000","290,000,000","204,500,000","24,500,000","-159,900,000","84,700,000","104,900,000","137,200,000","48,600,000","149,000,000","48,300,000","21,600,000","-75,500,000","235,900,000","198,200,000","178,200,000","109,500,000","125,300,000","124,200,000","281,300,000","118,800,000","-41,100,000","84,086,000","278,314,000","-21,178,000","347,934,000","249,529,000","186,339,000","-67,363,000","183,281,000","178,585,000","-15,948,000","74,380,000","105,382,000","2,205,000","43,461,000","-32,888,000","26,691,000","54,798,000","36,673,000","-21,639,000","81,525,000","-876,000","24,194,000","-15,574,381","3,856,430"
		NetIncomeFromContinuingOperations,"282,000,000","153,000,000","25,000,000","106,000,000","-2,000,000","-55,000,000","-79,000,000","-108,000,000","-32,000,000","-101,000,000","28,000,000","104,000,000","128,000,000","102,000,000","107,000,000","121,000,000","79,400,000","103,600,000","172,700,000","25,300,000","-19,300,000","38,200,000","-6,100,000","2,100,000","43,800,000","-30,900,000","-77,900,000","98,900,000","192,100,000","84,700,000","-69,600,000","21,300,000","144,000,000","213,700,000","-40,600,000","78,200,000","271,655,000","212,745,000","44,824,000","218,454,000","165,358,000","-16,045,000","78,334,000","120,241,000","134,196,000","45,788,000","2,294,000","23,207,000","1,152,000","-12,363,000","9,463,000","-13,439,000","42,669,000","30,661,000","11,071,000","99,655,000","30,988,000","22,221,000","-15,915,299","13,399,189"
		OperatingGainsLosses,"-80,000,000","-5,000,000","-23,000,000","2,000,000","-11,000,000","-62,000,000","-29,000,000","48,000,000","-16,000,000","-30,000,000","1,000,000","2,000,000",,,,,,"-46,200,000","47,400,000","17,500,000","500,000","-10,500,000","15,700,000","3,500,000","14,500,000","22,600,000","-15,500,000","-10,700,000","-15,300,000","25,800,000","14,700,000","12,200,000","-1,700,000","-88,200,000","126,300,000","-44,700,000","-105,872,000","-6,328,000","-10,927,000","115,897,000","-46,580,000","128,733,000","-84,044,000","3,247,000","-4,740,000","5,805,000","5,900,000","1,670,000","14,316,000","-2,337,000","1,429,000","17,000","688,000","8,000",,"0","1,534,000","16,000","26,719","137,681"
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"198,000","306,000","566,000",,,"1,538,000","639,000",,,,"343,000","5,000","17,000","11,000","8,000",,,,,,
			GainLossOnInvestmentSecurities,"-84,000,000","-6,000,000","-15,000,000","1,000,000","-21,000,000","-62,000,000",,,"-18,000,000","-30,000,000",,,,,,,,"-45,600,000","47,300,000","17,000,000","-100,000","-11,000,000","15,800,000","3,500,000","9,000,000","22,600,000","-15,600,000","-11,000,000","-15,900,000","25,000,000","14,500,000","12,400,000","-2,000,000","-88,300,000","126,200,000","-44,700,000","-105,811,000","-32,489,000",,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,,,,,,,,,,,,"-700,000","-600,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"280,000,000","67,000,000","74,000,000","67,000,000","72,000,000","66,000,000","70,000,000","70,000,000","74,000,000","64,000,000","70,000,000","72,000,000","78,000,000","67,000,000","54,000,000","51,000,000","56,100,000","51,900,000","54,800,000","54,100,000","54,000,000","51,100,000","52,300,000","50,100,000","50,700,000","40,000,000","40,900,000","38,700,000","42,500,000","42,000,000","40,700,000","37,800,000","38,600,000","37,300,000","37,400,000","36,200,000","35,002,000","34,198,000","32,594,000","33,109,000","32,190,000","32,112,000","24,242,000","22,025,000","22,043,000","22,011,000","22,005,000","21,943,000","21,553,000","21,260,000","23,164,000","21,634,000","21,107,000","20,909,000","22,844,000","19,620,000","21,574,000","20,130,000","18,936,245","19,103,720"
			DepreciationAndAmortization,"280,000,000","67,000,000","74,000,000","67,000,000","72,000,000","66,000,000","70,000,000","70,000,000","74,000,000","64,000,000","70,000,000","72,000,000","78,000,000","67,000,000","54,000,000","51,000,000","56,100,000","51,900,000","54,800,000","54,100,000","54,000,000","51,100,000","52,300,000","50,100,000","50,700,000","40,000,000","40,900,000","38,700,000","42,500,000","42,000,000","40,700,000","37,800,000","38,600,000","37,300,000","37,400,000","36,200,000","35,002,000","34,198,000","32,594,000","33,109,000","32,190,000","32,112,000","24,242,000","22,025,000","22,043,000","22,011,000","22,005,000","21,943,000","21,553,000","21,260,000","23,164,000","21,634,000","21,107,000","20,909,000","22,844,000","19,620,000","21,574,000","20,130,000","18,936,245","19,103,720"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,080,000","19,635,000","18,105,653","18,108,137"
