name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004
TotalRevenue,"986,586,000","264,775,000","260,736,000","227,697,000","233,378,000","205,147,000","200,101,000","208,164,000","220,827,000","241,922,000","255,199,000","242,925,000","244,288,000","223,062,000","228,680,000","219,744,000","218,277,000","211,298,000","205,240,000","194,358,000","202,348,000","205,799,000","195,200,000","202,493,000","203,241,000","197,050,000","91,745,000","227,237,000","245,033,000","205,008,000","212,099,000","216,728,000","230,546,000","229,834,000","227,610,000","192,277,000","188,530,000","179,372,000","194,709,000","175,358,000","159,225,000","152,433,000","155,236,000","173,066,000","173,505,000","156,087,000","158,913,000","158,302,000","156,608,000","151,566,000","136,418,000","186,880,000","178,993,000","177,249,000","179,841,000","185,355,000","155,973,000","151,007,000","147,396,000","145,337,000","129,176,000","126,044,000","96,717,000","83,115,000","74,460,000","67,626,000","60,475,000","59,149,000","55,208,000","51,130,000","44,883,322","40,333,611","44,347,034"
	OperatingRevenue,"962,476,000","260,049,000","248,294,000","224,007,000","230,126,000","203,213,000","198,347,000","205,304,000","217,857,000","222,619,000","232,269,000","219,289,000","220,754,000","204,445,000","205,454,000","198,448,000","197,544,000","193,679,000","185,927,000","176,376,000","181,418,000","188,849,000","178,124,000","183,400,000","184,259,000","180,489,000","77,632,000","209,881,000","223,644,000","187,853,000","193,147,000","198,049,000","209,405,000","210,731,000","211,344,000","174,735,000","170,407,000","164,036,000","138,945,000","175,358,000","159,225,000","152,433,000","155,236,000","173,066,000","173,505,000","156,087,000","158,913,000","158,302,000","156,608,000","151,566,000","136,418,000","186,880,000","178,993,000","177,249,000","179,841,000","185,355,000","155,973,000","151,007,000","147,396,000","145,337,000","129,176,000","126,044,000","96,717,000","83,115,000","74,460,000","67,626,000","60,475,000","59,149,000","55,208,000","51,130,000","44,883,322","40,333,611","44,347,034"
CostOfRevenue,"700,030,000","192,003,000","185,369,000","157,816,000","164,842,000","150,118,000","143,030,000","148,299,000","152,380,000","175,637,000","175,959,000","166,605,000","165,285,000","156,449,000","155,794,000","149,842,000","148,489,000","150,335,000","131,156,000","131,854,000","134,622,000","132,610,000","131,248,000","127,310,000","122,263,000","128,484,000","49,943,000","132,690,000","146,960,000","142,254,000","141,248,000","148,550,000","145,188,000","143,041,000","144,775,000","123,618,000","120,987,000","121,479,000","117,835,000","103,475,000","107,605,000","111,741,000","101,539,000","112,403,000","111,445,000","107,734,000","104,441,000","101,056,000","103,969,000","108,218,000","88,526,000","124,404,000","119,603,000","115,117,000","110,046,000","120,033,000","98,569,000","95,078,000","92,390,000","93,553,000","77,322,000","79,260,000","60,436,000","50,880,000","44,231,000","41,528,000","37,391,000","35,570,000","32,218,000","30,331,000","27,301,419","25,571,378","27,328,102"
GrossProfit,"286,556,000","72,772,000","75,367,000","69,881,000","68,536,000","55,029,000","57,071,000","59,865,000","68,447,000","66,285,000","79,240,000","76,320,000","79,003,000","66,613,000","72,886,000","69,902,000","69,788,000","60,963,000","74,084,000","62,504,000","67,726,000","73,189,000","63,952,000","75,183,000","80,978,000","68,566,000","41,802,000","94,547,000","98,073,000","62,754,000","70,851,000","68,178,000","85,358,000","86,793,000","82,835,000","68,659,000","67,543,000","57,893,000","76,874,000","71,883,000","51,620,000","40,692,000","53,697,000","60,663,000","62,060,000","48,353,000","54,472,000","57,246,000","52,639,000","43,348,000","47,892,000","62,476,000","59,390,000","62,132,000","69,795,000","65,322,000","57,404,000","55,929,000","55,006,000","51,784,000","51,854,000","46,784,000","36,281,000","32,235,000","30,229,000","26,098,000","23,084,000","23,579,000","22,990,000","20,799,000","17,581,903","14,762,233","17,018,932"
OperatingExpense,"212,473,000","55,259,000","55,868,000","49,842,000","51,546,000","46,119,000","50,977,000","46,107,000","52,384,000","50,861,000","60,667,000","56,247,000","60,859,000","58,582,000","54,819,000","56,372,000","55,373,000","57,929,000","55,657,000","55,059,000","55,032,000","58,761,000","52,070,000","50,894,000","51,022,000","52,857,000","29,150,000","57,419,000","60,634,000","52,396,000","42,932,000","46,818,000","50,741,000","44,845,000","45,201,000","42,840,000","36,398,000","37,700,000","39,797,000","36,042,000","35,540,000","36,225,000","34,435,000","34,125,000","38,773,000","36,191,000","33,226,000","32,322,000","42,249,000","35,518,000","36,217,000","48,476,000","40,354,000","40,290,000","41,294,000","40,695,000","37,174,000","35,300,000","31,773,000","29,958,000","32,087,000","27,869,000","21,875,000","20,112,000","18,922,000","16,425,000","15,100,000","16,361,000","14,840,000","12,570,000","13,016,274","11,292,219","9,457,253"
	SellingGeneralAndAdministration,"186,473,000","48,395,000","49,410,000","43,520,000","45,190,000","39,766,000","43,822,000","38,561,000","44,857,000","43,446,000","51,662,000","48,123,000","52,537,000","50,749,000","42,502,000","45,915,000","45,488,000","47,078,000","43,227,000","41,576,000","43,705,000","46,856,000","40,267,000","38,256,000","39,624,000","42,057,000","25,275,000","43,629,000","46,665,000","42,333,000","35,286,000","39,276,000","43,184,000","37,688,000","38,231,000","37,197,000","30,847,000","32,263,000","31,044,000","31,163,000","31,487,000","31,572,000","29,675,000","29,060,000","34,379,000","31,886,000","28,695,000","27,714,000","37,398,000","30,874,000","31,329,000","42,779,000","34,506,000","34,531,000","34,771,000","34,435,000","31,780,000","30,162,000","27,068,000","25,675,000","25,606,000","23,827,000","18,648,000","16,724,000","15,713,000","14,841,000","13,432,000","13,774,000","13,346,000","11,723,000","12,333,128","10,685,207","8,919,833"
	DepreciationAmortizationDepletionIncomeStatement,"26,000,000","6,864,000","6,458,000","6,322,000","6,356,000","6,353,000","7,155,000","7,546,000","7,527,000","7,415,000","9,005,000","8,124,000","8,322,000","8,289,000","9,346,000","9,570,000","9,885,000","10,021,000","12,208,000","12,603,000","12,429,000","11,905,000","12,297,000","12,144,000","11,398,000","10,800,000","3,875,000","13,790,000","13,969,000","10,289,000","7,646,000","7,542,000","7,557,000","7,157,000","6,970,000","5,643,000","5,551,000","5,437,000","8,753,000","4,879,000","4,053,000","4,653,000","4,760,000","5,065,000","4,394,000","4,305,000","4,531,000","4,608,000","4,851,000","4,644,000","4,888,000","5,697,000","5,848,000","5,759,000","6,523,000","6,260,000","5,394,000","5,138,000","4,705,000","4,283,000","6,481,000","4,042,000","3,227,000","3,388,000","3,209,000","1,584,000","1,668,000","2,587,000","1,494,000","847,000","683,146","607,012","537,421"
		DepreciationAndAmortizationInIncomeStatement,"26,000,000","6,864,000","6,458,000","6,322,000","6,356,000","6,353,000","7,155,000","7,546,000","7,527,000","7,415,000","9,005,000","8,124,000","8,322,000","8,289,000","9,346,000","9,570,000","9,885,000","10,021,000","12,208,000","12,603,000","12,429,000","11,905,000","12,297,000","12,144,000","11,398,000","10,800,000","3,875,000","13,790,000","13,969,000","10,289,000","7,646,000","7,542,000","7,557,000","7,157,000","6,970,000","5,643,000","5,551,000","5,437,000","8,753,000","4,879,000","4,053,000","4,653,000","4,760,000","5,065,000","4,394,000","4,305,000","4,531,000","4,608,000","4,851,000","4,644,000","4,888,000","5,697,000","5,848,000","5,759,000","6,523,000","6,260,000","5,394,000","5,138,000","4,705,000","4,283,000","6,481,000","4,042,000","3,227,000","3,388,000","3,209,000","1,584,000","1,668,000","2,587,000","1,494,000","847,000","683,146","607,012","537,421"
			DepreciationIncomeStatement,"22,197,000","6,864,000","5,400,000","5,412,000","5,446,000","5,428,000","5,794,000","6,176,000","6,193,000","6,114,000","7,080,000","6,962,000","7,151,000","7,172,000","8,294,000","8,561,000","8,917,000","8,803,000","9,664,000","9,946,000","9,684,000","8,919,000","8,435,000","8,092,000","7,558,000","7,414,000","-636,000","8,994,000","9,000,000","7,777,000","6,376,000","6,315,000","6,267,000","6,056,000","5,886,000","4,968,000","4,877,000","4,779,000","4,944,000",,,,,,,,,,,,,,,,,,"5,370,000",,,,"4,177,000",,"3,203,000","2,921,000","1,569,000","1,508,000","1,421,000","1,905,000","1,109,000",,,,
			Amortization,,,"1,058,000","910,000","910,000","925,000","1,361,000","1,370,000","1,334,000","1,301,000","1,925,000","1,162,000","1,171,000","1,117,000","1,052,000","1,009,000","968,000","1,218,000","2,544,000","2,657,000","2,745,000","2,986,000","3,862,000","4,052,000","3,840,000","3,386,000","4,511,000","4,796,000","4,969,000","2,512,000","1,270,000","1,227,000","1,290,000","1,101,000","1,084,000","675,000","674,000","658,000","738,000",,,,,,,,,,,,,,,,,,"24,000",,,,"2,304,000",,"24,000","467,000","1,640,000","76,000","247,000","682,000","385,000",,,,
