name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008
OperatingCashFlow,"262,127,000","134,166,000","16,033,000","84,077,000","27,851,000","40,272,000","74,269,000","-16,584,000","9,260,000","6,648,000","28,107,000","21,752,000","12,444,000","16,045,000","24,173,000","30,721,000","35,824,000","11,971,000","21,743,000","37,739,000","-7,090,000","22,672,000","27,603,000","18,415,000","32,345,000","38,954,000","24,558,000","22,081,000","4,634,000","3,768,000","-5,768,000","6,361,000","7,550,000","4,091,000","2,823,000","3,061,000","6,205,000","801,000","1,362,000","6,307,000","955,000","-1,080,000","-1,937,000","-2,714,000","-364,000","-2,094,000","-3,465,000","7,624,000","-1,469,000","2,148,000","5,325,000","3,546,000","2,343,000","-1,354,000","206,000"
	CashFlowFromContinuingOperatingActivities,"262,127,000","134,166,000","16,033,000","84,077,000","27,851,000","40,272,000","74,269,000","-16,584,000","9,260,000","6,648,000","28,107,000","21,752,000","12,444,000","16,045,000","24,173,000","30,721,000","35,824,000","11,971,000","21,743,000","37,739,000","-7,090,000","22,672,000","27,603,000","18,415,000","32,345,000","38,954,000","24,558,000","22,081,000","4,634,000","3,768,000","-5,768,000","6,361,000","7,550,000","4,091,000","2,823,000","3,061,000","6,205,000","801,000","1,362,000","6,307,000","955,000","-1,080,000","-1,937,000","-2,714,000","-364,000","-2,094,000","-3,465,000","7,624,000","-1,469,000","2,148,000","5,325,000","3,546,000","2,343,000","-1,354,000","206,000"
		NetIncomeFromContinuingOperations,"71,753,000","33,586,000","28,176,000","9,258,000","733,000","3,802,000","-24,672,000","-36,645,000","-21,807,000","-15,469,000","-8,104,000","-4,714,000","-2,229,000","-4,851,000","311,000","-13,935,000","-14,422,000","1,847,000","-19,448,000","-9,167,000","10,965,000","8,463,000","8,348,000","9,679,000","24,149,000","19,116,000","-8,544,000","1,582,000","-30,647,000","-4,722,000","-2,362,000","-3,205,000","-612,000","-862,000","-2,647,000","-4,882,000","-2,904,000","-2,300,000",,,,,,,,"-1,148,000","5,662,000","1,352,000","1,766,000","1,334,000","1,918,000","2,166,000","153,000","92,000","-803,000"
		OperatingGainsLosses,"5,842,000","-157,000","250,000","121,000","5,628,000","389,000","914,000","601,000","20,000","-246,000","430,000","-183,000","-43,000","602,000","162,000","-184,000","-828,000","471,000","705,000","1,019,000","939,000","-304,000","36,000","112,000","-172,000","124,000","71,000","-18,000",,,"-3,000",,,,,,,,,,,,"0",,,,,,,,,,,,
			GainLossOnSaleOfPPE,"324,000","159,000","0","145,000","20,000","368,000",,"0","0","0","0","0","11,000","35,000","430,000",,,"0","-33,000","286,000","3,000","-88,000","318,000","0",,,"113,000","-39,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,"297,000","-316,000","250,000","-24,000","387,000","21,000","914,000","601,000","20,000","-246,000","430,000","-183,000","-54,000","567,000","-268,000","-184,000","-828,000","471,000","738,000","733,000","898,000","-216,000","-282,000","112,000","-170,000","124,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,"0","0",,,"0","0",,,"-42,000","21,000",,,"-3,000",,,,,,,,,,,,"0",,,,,,,,,,,,
		DepreciationAmortizationDepletion,"93,347,000","23,880,000","24,353,000","23,117,000","21,997,000","22,325,000","22,694,000","20,554,000","16,532,000","16,733,000","16,473,000","16,419,000","16,646,000","16,863,000","19,125,000","19,767,000","20,051,000","20,084,000","20,236,000","21,342,000","18,261,000","6,899,000","7,960,000","8,808,000","4,163,000","5,772,000","9,479,000","17,296,000","12,227,000","1,639,000","1,580,000","1,322,000","1,071,000","1,134,000","799,000","874,000","1,061,000","981,000","970,000","860,000","831,000","870,000","865,000","863,000","755,000","676,000","591,000","517,000","436,000","329,000","260,000","215,000","183,000","183,000","178,000"
			DepreciationAndAmortization,"93,347,000","23,880,000","24,353,000","23,117,000","21,997,000","22,325,000","22,694,000","20,554,000","16,532,000","16,733,000","16,473,000","16,419,000","16,646,000","16,863,000","19,125,000","19,767,000","20,051,000","20,084,000","20,236,000","21,342,000","18,261,000","6,899,000","7,960,000","8,808,000","4,163,000","5,772,000","9,479,000","17,296,000","12,227,000","1,639,000","1,580,000","1,322,000","1,071,000","1,134,000","799,000","874,000","1,061,000","981,000","970,000","860,000","831,000","870,000","865,000","863,000","755,000","676,000","591,000","517,000","436,000","329,000","260,000","215,000","183,000","183,000","178,000"
		DeferredTax,"3,066,000","6,842,000","-4,640,000","6,866,000","-6,002,000","541,000","-13,235,000","3,834,000","-2,879,000","-6,208,000","-3,238,000","-1,379,000","-4,600,000","-6,476,000","-8,827,000","304,000","-1,289,000","-2,332,000","16,650,000","4,725,000","-53,297,000","155,000","-114,000","82,000","-100,000","233,000","-197,000","251,000","-1,960,000","0","-2,292,000","0","0","11,000","-166,000",,,,"0","0","0","0","0","8,211,000","-852,000","-691,000",,,,,,,,,
			DeferredIncomeTax,"3,066,000","6,842,000","-4,640,000","6,866,000","-6,002,000","541,000","-13,235,000","3,834,000","-2,879,000","-6,208,000","-3,238,000","-1,379,000","-4,600,000","-6,476,000","-8,827,000","304,000","-1,289,000","-2,332,000","16,650,000","4,725,000","-53,297,000","155,000","-114,000","82,000","-100,000","233,000","-197,000","251,000","-1,960,000","0","-2,292,000","0","0","11,000","-166,000",,,,"0","0","0","0","0","8,211,000","-852,000","-691,000",,,,,,,,,
		AmortizationOfSecurities,,,,,,,,,,,,,,,"0",,,"0","0","0","-107,000","47,000","74,000","12,000","-66,000","149,000","293,000","57,000","55,000","149,000","146,000","168,000","200,000","210,000","233,000","260,000","258,000","223,000","251,000","257,000","301,000","249,000","285,000","293,000","284,000","317,000","445,000","461,000",,,,,,,
		AssetImpairmentCharge,"0","0","0","0","0","655,000","0","1,620,000","0","293,000","7,058,000","0","0","3,624,000","35,000","2,198,000",,,"0",,,,"388,000","1,300,000",,,"23,602,000","721,000",,"0","21,000","8,000","0","0","2,000","34,000","1,131,000","64,000",,,,,,,,,,,,,,,,,
		ProvisionandWriteOffofAssets,,,,,,,,,,,,,,,"0",,,"0","0","46,000","0","87,000","-9,000","87,000","-29,000","38,000","333,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		UnrealizedGainLossOnInvestmentSecurities,,"954,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"64,957,000","18,554,000","16,415,000","16,022,000","13,966,000","12,955,000","14,540,000","14,145,000","12,085,000","6,827,000","7,747,000","8,359,000","8,207,000","7,747,000","7,999,000","7,940,000","7,309,000","8,473,000","7,770,000","7,796,000","11,628,000","5,474,000","5,290,000","6,264,000","5,102,000","5,109,000","4,216,000","5,032,000","6,301,000","3,719,000","3,928,000","4,002,000","3,685,000","3,393,000","3,395,000","3,463,000","3,339,000","2,789,000","2,819,000","2,609,000","2,333,000","2,223,000","2,162,000","2,169,000","1,432,000","1,605,000","1,238,000","1,227,000","1,131,000","619,000","485,000","202,000","135,000","137,000","127,000"
		ExcessTaxBenefitFromStockBasedCompensation,"-12,726,000","-7,120,000","-2,046,000","-738,000","-2,822,000","-1,809,000","-147,000","-152,000","-472,000","94,000","-192,000","-61,000","-2,074,000","-1,737,000","-820,000","-93,000","-318,000","-797,000","-1,961,000","-3,308,000","-2,376,000","-914,000","-2,249,000","-928,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"2,642,000","486,000","416,000","513,000","1,227,000","844,000","19,315,000","15,024,000","397,000","410,000","-7,153,000","380,000","391,000","-2,478,000","287,000","287,000","287,000","287,000","10,002,000","10,508,000",,,"2,663,000","2,752,000","360,000","86,000","0","958,000",,,,,,,,,,,,"450,000","-2,557,000","-6,493,000","-4,571,000","-11,360,000","-5,944,000","1,000","3,000","0","32,000","1,000","0","-1,000","33,000","-1,000","-13,000"
		ChangeInWorkingCapital,"32,292,000","57,141,000","-46,891,000","28,918,000","-6,876,000","570,000","54,860,000","-35,565,000","5,384,000","4,214,000","15,086,000","2,931,000","-3,854,000","2,751,000","5,901,000","14,437,000","24,334,000","-16,062,000","-12,211,000","2,778,000","1,087,000","2,765,000","5,216,000","-9,753,000","4,052,000","8,327,000","-4,695,000","-3,798,000","-221,000","2,983,000","-6,786,000","4,066,000","3,206,000","205,000","1,207,000","3,312,000","3,320,000","-956,000","1,792,000","2,131,000","47,000","2,071,000","-678,000","-2,881,000","2,813,000","-2,854,000","-11,404,000","4,067,000","-5,186,000","-135,000","2,662,000","963,000","1,840,000","-1,765,000","717,000"
			ChangeInReceivables,"-37,580,000","-5,969,000","-12,265,000","28,454,000","-47,800,000","-20,079,000","37,736,000","-63,569,000","3,362,000","5,615,000","5,930,000","280,000","3,022,000","-142,000","-867,000","25,016,000","6,979,000","-24,533,000","9,492,000","7,063,000","-13,496,000","-7,436,000","-815,000","-5,419,000","-3,300,000","1,359,000","-811,000","-205,000","8,319,000","-2,143,000","2,379,000","233,000","690,000","-1,320,000","-1,184,000","-1,019,000","164,000","-3,461,000","1,721,000","-1,331,000","-3,879,000","-648,000","-2,036,000","-63,000","-729,000","-4,546,000","1,490,000","3,813,000","-265,000","1,622,000","-4,830,000","-338,000","-1,747,000","-1,441,000","1,539,000"
				ChangesInAccountReceivables,"-37,580,000","-5,969,000","-12,265,000","28,454,000","-47,800,000","-20,079,000","37,736,000","-63,569,000","3,362,000","5,615,000","5,930,000","280,000","3,022,000","-142,000","-867,000","25,016,000","6,979,000","-24,533,000","9,492,000","7,063,000","-13,496,000","-7,436,000","-815,000","-5,419,000","-3,300,000","1,359,000","-811,000","-205,000","8,319,000","-2,143,000","2,379,000","233,000","690,000","-1,320,000","-1,184,000","-1,019,000","164,000","-3,461,000","1,721,000","-1,331,000","-3,879,000","-648,000","-2,036,000","-63,000","-729,000","-4,546,000","1,490,000","3,813,000","-265,000","1,622,000","-4,830,000","-338,000","-1,747,000","-1,441,000","1,539,000"
			ChangeInInventory,"-46,685,000","-7,338,000","-4,249,000","-28,844,000","-6,254,000","5,658,000","-11,657,000","-17,349,000","-3,184,000","353,000","6,224,000","5,108,000","-122,000","-1,015,000","19,000","2,581,000","1,420,000","7,676,000","543,000","5,060,000","-2,289,000","-5,102,000","2,891,000","-454,000","4,425,000","2,984,000","3,667,000","1,581,000","-9,659,000","-1,991,000","-1,213,000","187,000","1,279,000","-1,010,000","-357,000","-320,000","-693,000","1,229,000","-945,000","-409,000","-1,771,000","1,316,000","1,146,000","-2,553,000","-1,439,000","2,189,000","-1,068,000","-2,116,000","-1,364,000","-27,000","-881,000","502,000","-106,000","1,310,000","364,000"
