name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000
TotalRevenue,"808,484,000","197,172,000","233,894,000","199,008,000","178,410,000","148,880,000","171,683,000","62,978,000","45,116,000","64,249,000","70,838,000","68,816,000","69,241,000","64,680,000","82,073,000","74,575,000","74,329,000","66,838,000","73,460,000","334,555,000","70,509,000","57,510,000","70,291,000","65,281,000","64,829,000","58,113,000","65,432,000","69,261,000","59,891,000","59,550,000","65,262,000","62,274,000","61,846,000","52,656,000","60,093,000","57,786,000","56,950,000","49,087,000","63,752,000","58,486,000","54,491,000","46,524,000","49,972,000","50,115,000","50,265,000","44,044,000","50,647,000","53,325,000","53,431,000","43,073,000","48,066,000","50,754,000","48,696,000","41,715,000","52,762,000","60,988,000","62,932,000","55,653,000","35,785,000","74,289,000","76,044,000","63,928,000","74,235,000","78,309,000","79,289,000","59,919,000","73,164,000","75,537,000","75,109,000","57,155,000","68,034,000","70,024,000","68,945,000","52,048,000","61,118,000","64,419,000","64,148,000","53,028,000","62,499,000","64,682,000","62,160,000","49,128,000","53,622,000","54,468,000","56,864,000","43,954,000","55,663,000","45,049,000","35,660,000"
	OperatingRevenue,"808,484,000","197,172,000","233,894,000","199,008,000","178,410,000","148,880,000","171,683,000","62,978,000","45,116,000","64,249,000","70,838,000","68,816,000","69,241,000","64,680,000","82,073,000","74,575,000","74,329,000","66,838,000","73,460,000","334,555,000","70,509,000","57,510,000","70,291,000","65,281,000","64,829,000","58,113,000","65,432,000","69,261,000","59,891,000","59,550,000","65,262,000","62,274,000","61,846,000","52,656,000","60,093,000","57,786,000","56,950,000","49,087,000","63,752,000","58,486,000","54,491,000","46,524,000","49,972,000","50,115,000","50,265,000","44,044,000","50,647,000","53,325,000","53,431,000","43,073,000","48,066,000","50,754,000","48,696,000","41,715,000","52,762,000","60,988,000","62,932,000","55,653,000","35,785,000","74,289,000","76,044,000","63,928,000","74,235,000","78,309,000","79,289,000","59,919,000","73,164,000","75,537,000","75,109,000","57,155,000","68,034,000","70,024,000","68,945,000","52,048,000","61,118,000","64,419,000","64,148,000","53,028,000","62,499,000","64,682,000","62,160,000","49,128,000","53,622,000","54,468,000","56,864,000","43,954,000","55,663,000","45,049,000","35,660,000"
CostOfRevenue,"629,363,000","157,714,000","181,368,000","152,915,000","137,366,000","111,317,000","117,238,000","31,986,000","28,587,000","34,026,000","40,334,000","40,749,000","38,514,000","36,572,000","41,245,000","44,934,000","42,501,000","41,658,000","44,036,000","52,272,000","38,677,000","28,844,000","32,141,000","30,519,000","30,911,000","29,404,000","31,579,000","29,505,000","28,436,000","28,045,000","30,243,000","28,402,000","26,753,000","24,876,000","27,613,000","25,860,000","25,988,000","24,225,000","24,453,000","23,293,000","22,876,000","21,634,000","22,700,000","22,582,000","22,487,000","20,821,000","20,861,000","21,011,000","22,162,000","20,768,000","20,212,000","21,030,000","20,799,000","21,861,000","24,543,000","25,583,000","25,942,000","24,734,000","5,886,000","31,878,000","31,447,000","30,397,000","31,834,000","31,921,000","31,386,000","28,657,000","31,160,000","31,244,000","30,577,000","27,305,000","29,084,000","28,755,000","28,733,000","26,002,000","27,461,000","27,858,000","27,077,000","28,662,000","30,063,000","29,549,000","28,552,000","25,766,000","25,632,000","26,164,000","25,486,000","22,993,000","20,681,000","14,202,000","13,073,000"
GrossProfit,"179,121,000","39,458,000","52,526,000","46,093,000","41,044,000","37,563,000","54,445,000","30,992,000","16,529,000","30,223,000","30,504,000","28,067,000","30,727,000","28,108,000","40,828,000","29,641,000","31,828,000","25,180,000","29,424,000","282,283,000","31,832,000","28,666,000","38,150,000","34,762,000","33,918,000","28,709,000","33,853,000","39,756,000","31,455,000","31,505,000","35,019,000","33,872,000","35,093,000","27,780,000","32,480,000","31,926,000","30,962,000","24,862,000","39,299,000","35,193,000","31,615,000","24,890,000","27,272,000","27,533,000","27,778,000","23,223,000","29,786,000","32,314,000","31,269,000","22,305,000","27,854,000","29,724,000","27,897,000","19,854,000","28,219,000","35,405,000","36,990,000","30,919,000","29,899,000","42,411,000","44,597,000","33,531,000","42,401,000","46,388,000","47,903,000","31,262,000","42,004,000","44,293,000","44,532,000","29,850,000","38,950,000","41,269,000","40,212,000","26,046,000","33,657,000","36,561,000","37,071,000","24,366,000","32,436,000","35,133,000","33,608,000","23,362,000","27,990,000","28,304,000","31,378,000","20,961,000","34,982,000","30,847,000","22,587,000"
OperatingExpense,"111,757,000","31,039,000","30,463,000","25,253,000","25,002,000","24,282,000","26,946,000","17,421,000","18,124,000","24,107,000","25,443,000","21,860,000","22,755,000","22,628,000","23,915,000","23,405,000","22,958,000","23,208,000","25,266,000","25,359,000","22,226,000","20,613,000","23,540,000","21,489,000","20,588,000","21,066,000","21,631,000","20,745,000","19,492,000","19,456,000","19,654,000","17,715,000","17,012,000","16,982,000","17,410,000","16,755,000","15,980,000","16,135,000","18,657,000","18,071,000","17,892,000","17,600,000","18,109,000","17,521,000","17,483,000","17,720,000","21,975,000","18,903,000","17,286,000","17,527,000","19,393,000","18,165,000","17,416,000","19,255,000","191,760,000","461,184,000","21,075,000","20,674,000","-2,073,000","27,889,000","29,497,000","28,872,000","21,593,000","28,420,000","219,562,000","9,460,000","29,321,000","29,507,000","28,534,000","28,538,000","26,849,000","28,422,000","24,308,000","26,414,000","27,964,000","28,966,000","27,873,000","26,325,000","29,602,000","32,667,000","25,263,000","22,451,000","47,214,000","44,450,000","44,492,000","45,225,000","53,394,000","40,721,000","24,591,000"
	SellingGeneralAndAdministration,"93,330,000","24,763,000","26,333,000","21,783,000","20,451,000","21,011,000","23,329,000","16,170,000","16,281,000","20,431,000","22,036,000","19,242,000","20,046,000","20,708,000","20,881,000","19,311,000","18,939,000","19,269,000","21,315,000","21,022,000","17,649,000","17,067,000","19,922,000","17,677,000","16,703,000","17,039,000","17,592,000","16,715,000","15,534,000","15,494,000","15,794,000","13,930,000","13,509,000","13,467,000","13,845,000","13,142,000","12,160,000","12,180,000","14,667,000","14,058,000","13,816,000","13,253,000","13,628,000","12,506,000","13,058,000","12,988,000","17,210,000","14,036,000","12,412,000","12,804,000","14,253,000","12,893,000","12,225,000","13,825,000","15,097,000","15,166,000","15,433,000","15,129,000","9,799,000","16,359,000","18,099,000","17,363,000","17,627,000","18,422,000","17,050,000","17,745,000","17,732,000","17,737,000","16,914,000","17,107,000","16,806,000","17,794,000","15,453,000","16,631,000","17,048,000","17,072,000","16,907,000","15,334,000","16,700,000","18,861,000","17,393,000","15,835,000","15,161,000","16,266,000","15,299,000","14,638,000","20,471,000","16,764,000","14,331,000"
		GeneralAndAdministrativeExpense,"93,330,000","24,763,000","26,333,000","21,783,000","20,451,000","21,011,000","23,329,000","16,170,000","16,281,000","20,431,000","22,036,000","19,242,000","20,046,000","20,708,000","20,881,000","19,311,000","18,939,000","19,269,000","21,315,000","21,022,000","17,649,000","17,067,000","19,922,000","17,677,000","16,703,000","17,039,000","17,592,000","16,715,000","15,534,000","15,494,000","15,794,000","13,930,000","13,509,000","13,467,000","13,845,000","13,142,000","12,160,000","12,180,000","14,667,000","4,465,000","4,181,000","3,881,000",,"3,885,000","3,772,000","3,745,000","7,368,000","3,823,000","3,477,000","3,748,000","4,316,000","3,351,000","3,378,000","3,873,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,"744,000",,,"1,605,000","603,000","592,000",,,,,,,"979,000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"93,330,000","24,763,000","26,333,000","21,783,000","20,451,000","21,011,000","23,329,000","16,170,000","16,281,000","20,431,000","22,036,000","19,242,000","20,046,000","20,708,000","20,881,000","19,311,000","18,939,000","19,269,000","21,315,000","21,022,000","17,649,000","17,067,000","19,922,000","17,677,000","16,703,000","17,039,000","17,592,000","16,715,000","15,534,000","15,494,000","15,794,000","13,930,000","13,509,000","13,467,000","13,845,000","13,142,000","12,160,000","12,180,000","14,667,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"23,631,000","6,395,000","6,261,000","5,901,000","5,074,000","5,184,000","4,963,000","3,934,000","3,873,000","4,512,000","4,236,000","4,190,000","4,306,000","3,916,000","4,221,000","4,094,000","4,019,000","3,939,000","3,951,000","4,337,000","4,577,000","3,546,000","3,618,000","3,812,000","3,885,000","4,027,000","4,039,000","4,030,000","3,958,000","3,962,000","3,860,000","3,785,000","3,503,000","3,515,000","3,565,000","3,613,000","3,820,000","3,955,000","3,990,000","4,013,000","4,076,000","4,347,000","4,481,000","5,015,000","4,425,000","4,732,000","4,765,000","4,867,000","4,874,000","4,723,000","5,140,000","5,272,000","5,191,000","5,430,000","6,227,000","5,998,000","5,642,000","5,545,000","-11,872,000","11,530,000","11,398,000","11,509,000","11,066,000","11,406,000","11,195,000","11,023,000","11,589,000","11,770,000","11,620,000","11,431,000","10,374,000","10,388,000","11,247,000","10,787,000","10,916,000","10,949,000","10,966,000","10,991,000","12,902,000","13,806,000","7,870,000","6,616,000","32,053,000","28,184,000","29,193,000","30,587,000","32,923,000","23,957,000","10,260,000"
