name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004
TotalAssets,"912,331,000","852,363,000","871,294,000","894,430,000","843,280,000","817,486,000","814,273,000","833,217,000","724,415,000","728,713,347","750,244,382","568,329,965","520,858,996","512,999,049","551,898,869","510,977,108","521,593,913","41,173,169","43,298,794","20,644,557","16,784,560","14,952,911","17,319,617","19,566,533","14,567,599","13,649,572","13,263,092","14,995,063","15,022,972","16,057,989","8,805,255","9,483,377","3,959,782","3,246,326","3,136,702","3,388,145","3,223,085","2,167,364","1,467,677","1,570,313","1,364,048","1,917,160","1,746,548","1,684,060","1,258,139","1,297,300","1,302,455","1,326,042","1,305,441","1,459,147","463,728","385,474","414,232","395,879","91,549","0","0","0","-6","12","12","12","0","0","9","24","39","269","124","91","226","317"
	CurrentAssets,"444,416,000","398,782,000","427,212,000","470,550,000","370,275,000","338,577,000","366,698,000","380,545,000","318,063,000","329,068,418","321,360,707","167,625,710","176,912,063","172,862,792","202,833,453","152,762,941","180,615,388","35,731,720","37,718,993","14,922,250","10,805,439","9,112,887","11,353,416","13,558,497","9,192,609","8,659,766","8,200,512","9,853,079","10,658,308","13,359,190","7,839,812","8,426,180","3,133,944","2,644,304","2,752,028","3,047,900","2,872,122","2,005,333","1,352,041","1,451,123","1,249,224","1,214,755","1,133,016","1,058,572","1,197,483","1,203,497","1,196,947","1,208,166","1,179,751","1,442,115","437,074","348,481","366,901","326,425","91,549","0","0","0","-6","12","12","12","0","0","9","24","39","269","124","91","226","317"
		CashCashEquivalentsAndShortTermInvestments,"280,835,000","286,514,000","333,326,000","364,493,000","272,807,000","261,165,000","284,391,000","270,097,000","197,967,000","219,728,001","231,452,732","53,876,133","94,150,786","108,018,605","120,921,389","102,263,204","104,870,238","30,203,773","31,206,495","8,664,211","3,988,565","3,793,502","6,509,589","9,270,010","4,644,722","3,924,922","3,890,477","5,014,242","6,951,763","4,372,306","6,170,105","6,831,478","1,451,407","1,012,290","1,252,410","1,575,500","1,176,727","500,964","259,095","193,931","164,361","249,653","343,150","281,869","397,101","501,639","534,332","504,540","665,737","863,394","90,737","59,220","84,161","148,099","90,507",,,,"-6","12","12","12",,,"9","24","39","269","124","91","226","317"
			CashAndCashEquivalents,"237,942,000","233,097,000","204,768,000","177,287,000","205,876,000","193,470,000","166,082,000","152,441,000","80,892,000","103,189,328","230,298,252","52,726,305","93,007,780","106,891,503","119,779,499","101,132,237","103,731,761","30,203,773","31,206,495","8,664,211","3,988,565","3,793,502","6,509,589","9,270,010","4,644,722","3,924,922","3,890,477","5,014,242","6,951,763","3,950,125","5,762,423","6,831,478","1,451,407","1,012,290","1,252,410","1,575,500","1,176,727","500,964","259,095","193,931","164,361","249,653","343,150","281,869","397,101","501,639","534,332","504,540","665,737","863,394","90,737","59,220","84,161","148,099","90,507",,,,"-6","12","12","12",,,"9","24","39","269","124","91","226","317"
			OtherShortTermInvestments,"42,893,000","53,417,000","128,558,000","187,206,000","66,931,000","67,695,000","118,309,000","117,656,000","117,075,000","116,538,673","1,154,480","1,149,828","1,143,006","1,127,102","1,141,890","1,130,967","1,138,477",,,,,,,,,,,,,"422,181","407,682",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"148,950,000","93,631,000","82,152,000","93,869,000","87,838,000","60,665,000","70,188,000","99,260,000","108,210,000","98,950,324","79,391,887","100,090,172","74,776,858","56,455,956","70,084,171","34,541,815","52,805,123","5,229,470","6,229,766","5,988,871","6,317,724","4,889,107","4,334,817","3,994,659","4,189,574","4,324,831","4,051,811","4,046,269","3,530,562","8,801,774","1,570,043","1,532,502","1,511,188","1,480,730","1,426,022","1,320,087","1,588,153","1,351,017","1,007,055","1,154,451","999,622","889,886","738,186","721,976","733,744","655,623","650,048","680,805","483,850","419,436","333,030","271,298","257,715","150,943",,,,,,,,,,,,,,,,,,
			AccountsReceivable,"131,690,000","79,984,000","72,379,000","85,307,000","83,320,000","56,318,000","59,775,000","76,916,000","68,923,000","59,139,876","57,439,367","80,764,961","62,529,082","56,455,956","70,084,171","34,541,815","52,805,123","4,857,136","5,423,618","5,506,472","5,985,903","4,578,114","3,999,532","3,392,941","3,654,703","4,015,715","3,692,757","3,801,584","3,506,674","3,369,780","1,531,405","1,508,461","1,509,589","1,475,980","1,426,022","1,320,087","1,582,505","1,323,261","998,255","1,146,522","994,118","885,161","708,620","692,403","704,971","643,107","622,734","653,672","457,517","416,586","330,980","269,248","255,665","150,943",,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,,,,,,,,,,,,,,,,,"5,238,155","5,885,268","5,981,552","6,747,903","5,249,114","4,768,532","3,993,941",,,,"3,897,065",,,,,"1,560,063",,,,"1,661,327",,,,,,,,,"677,853",,,,"433,004",,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,,"-381,019","-461,650","-475,080","-762,000","-671,000","-769,000","-601,000",,,,"-95,481",,,,,"-50,474",,,,"-78,822",,,,,,,,,"-34,746",,,,"-16,418",,,,,,,,,,,,,,,,,,,,,,
			LoansReceivable,"4,000,000","4,000,000","4,000,000","4,000,000",,"50,000","6,425,000","6,425,000","22,925,000","22,925,000","6,425,000","6,425,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
