name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003
TotalAssets,"624,251,000","700,122,000","717,673,000","724,429,000","755,173,000","782,616,000","795,664,000","759,649,000","747,450,000","783,183,000","765,586,000","460,883,000","501,105,000","540,202,000","266,456,000","314,960,000","351,040,000","384,506,000","413,714,000","456,315,000","503,013,000","561,153,000","617,384,000","438,034,000","466,590,000","221,896,000","245,320,000","275,539,000","301,963,000","325,458,000","341,763,000","359,465,000","373,506,000","189,118,000","199,285,000","206,909,000","103,015,000","108,590,000","23,750,000","21,874,000","26,519,000","32,114,000","37,022,000","41,309,000","46,887,000","38,394,000","35,750,000","39,166,000","43,273,000","49,680,000","58,475,000","70,063,000","50,371,000","64,677,000","78,203,000","96,080,000","113,325,000","134,584,000","148,346,000","160,221,000","75,748,000","89,544,000","100,914,000","115,568,000","63,518,000","62,505,800","70,270,600","73,630,500","45,924,300","40,365,000","47,749,500","53,303,500","27,416,200","31,693,000"
	CurrentAssets,"542,223,000","617,823,000","640,917,000","645,730,000","673,984,000","717,616,000","730,213,000","735,735,000","724,421,000","760,250,000","742,330,000","436,940,000","476,406,000","526,106,000","254,116,000","301,096,000","340,014,000","373,477,000","401,972,000","443,745,000","489,753,000","547,897,000","603,490,000","423,897,000","462,352,000","218,989,000","242,847,000","273,393,000","299,899,000","324,618,000","341,065,000","358,854,000","372,820,000","188,360,000","198,675,000","206,761,000","102,985,000","108,548,000","23,685,000","21,775,000","26,387,000","31,949,000","36,763,000","41,015,000","46,548,000","37,849,000","34,992,000","38,318,000","42,267,000","48,473,000","56,804,000","68,214,000","48,287,000","62,382,000","75,535,000","93,107,000","110,170,000","131,253,000","144,951,000","156,893,000","72,365,000","85,783,000","97,804,000","112,661,000","61,121,000","60,124,700","67,999,500","71,398,200","43,652,600","37,818,100","44,905,400","50,258,100","23,689,800","28,272,200"
		CashCashEquivalentsAndShortTermInvestments,"445,977,000","520,706,000","540,291,000","556,918,000","577,768,000","631,958,000","644,441,000","658,551,000","651,406,000","697,429,000","683,847,000","381,887,000","414,324,000","473,520,000","214,136,000","256,855,000","298,063,000","341,342,000","366,625,000","417,320,000","469,481,000","529,036,000","588,859,000","412,555,000","457,243,000","215,132,000","240,691,000","270,777,000","297,893,000","322,486,000","337,799,000","354,453,000","369,285,000","185,790,000","196,180,000","205,451,000","101,463,000","107,967,000","23,058,000","21,349,000","25,924,000","31,048,000","36,150,000","40,361,000","45,664,000","37,087,000","32,226,000","34,275,000","40,576,000","47,060,000","54,909,000","66,152,000","46,384,000","60,083,000","72,698,000","89,621,000","106,499,000","126,858,000","140,962,000","153,869,000","69,899,000","83,255,000","94,657,000","94,135,000","43,684,000","43,001,000","62,731,100","68,960,800","41,646,100","35,927,400","43,157,800","48,792,700","22,494,100","27,214,000"
			CashAndCashEquivalents,"204,920,000","147,435,000","94,640,000","266,956,000","304,487,000","326,028,000","452,352,000","310,441,000","173,059,000","189,680,000","385,474,000","74,432,000","97,557,000","134,758,000","63,897,000","74,182,000","116,328,000","69,418,000","112,616,000","143,789,000","157,383,000","163,620,000","153,679,000","131,774,000","175,220,000","102,138,000","70,799,000","93,212,000","76,424,000","61,854,000","36,369,000","13,698,000","96,455,000","11,707,000","11,803,000","24,247,000","18,436,000","57,899,000","8,016,000","9,208,000","5,558,000","6,889,000","8,317,000","8,020,000","6,829,000","6,849,000","9,656,000","8,811,000","18,067,000","18,122,000","17,322,000","17,984,000","18,840,000","21,171,000","22,213,000","20,285,000","21,005,000","16,987,000","23,462,000","39,631,000","22,315,000","15,480,000","26,229,000","38,420,000","11,264,000","9,796,100","23,352,700","15,812,400","11,235,900","8,301,700","5,692,600","8,156,500","4,367,900","6,308,100"
			OtherShortTermInvestments,"241,057,000","373,271,000","445,651,000","289,962,000","273,281,000","305,930,000","192,089,000","348,110,000","478,347,000","507,749,000","298,373,000","307,455,000","316,767,000","338,762,000","150,239,000","182,673,000","181,735,000","271,924,000","254,009,000","273,531,000","312,098,000","365,416,000","435,180,000","280,781,000","282,023,000","112,994,000","169,892,000","177,565,000","221,469,000","260,632,000","301,430,000","340,755,000","272,830,000","174,083,000","184,377,000","181,204,000","83,027,000","50,068,000","15,042,000","12,141,000","20,366,000","24,159,000","27,833,000","32,341,000","38,835,000","30,238,000","22,570,000","25,464,000","22,509,000","28,938,000","37,587,000","48,168,000","27,544,000","38,912,000","50,485,000","69,336,000","85,494,000","109,871,000","117,500,000","114,238,000","47,584,000","67,775,000","68,428,000","55,715,000","32,420,000","33,204,900","39,378,400","53,148,400","30,410,200","27,625,700","37,465,200","40,636,200","18,126,200","20,905,900"
		Receivables,"63,482,000","65,344,000","61,668,000","51,820,000","57,390,000","50,282,000","47,784,000","46,128,000","44,571,000","37,874,000","32,269,000","32,722,000","33,770,000","27,789,000","20,682,000","26,682,000","23,348,000","18,430,000","15,254,000","12,378,000","9,519,000","7,140,000","5,224,000","1,633,000","783,000","1,638,000","206,000","1,508,000","746,000","964,000","1,139,000","1,320,000","1,642,000",,,,,,,,,,,,,,"1,934,000","2,930,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			AccountsReceivable,"62,713,000","64,366,000","60,696,000","51,367,000","56,832,000","48,247,000","46,344,000","43,785,000","41,636,000","35,781,000","30,804,000","31,781,000","29,958,000","26,090,000","19,958,000","25,696,000","22,445,000","17,343,000","14,221,000","11,594,000","7,660,000","5,903,000","3,839,000","293,000",,,,,,,,,,,,,,,,,,,,,,,"1,934,000","2,930,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			AccruedInterestReceivable,"769,000","978,000","972,000","453,000","558,000","2,035,000","1,440,000","2,343,000","2,935,000","2,093,000","1,465,000","941,000","3,812,000","1,699,000","724,000","986,000","903,000","1,087,000","1,033,000","784,000","1,859,000","1,237,000","1,385,000","1,340,000","783,000","1,638,000","206,000","1,508,000","746,000","964,000","1,139,000","1,320,000","1,642,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"7,009,000","7,881,000","14,336,000","10,786,000","10,311,000","9,682,000","7,979,000","6,210,000","6,318,000","6,341,000","4,846,000","3,824,000","4,570,000","4,070,000","4,347,000","4,737,000","5,583,000","5,248,000","5,536,000","6,003,000","3,881,000","4,175,000","4,301,000","2,867,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			RawMaterials,"0",,"6,217,000","1,504,000","1,633,000","1,862,000","2,083,000","2,677,000","2,907,000","1,481,000","1,695,000","2,108,000","2,229,000","2,477,000","3,005,000","3,334,000","3,975,000","4,084,000","4,088,000","4,088,000","1,820,000","1,820,000","2,144,000","2,144,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
