name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013
TotalRevenue,"966,538,000","253,329,000","243,624,000","232,376,000","237,209,000","232,473,000","215,294,000","201,073,000","182,687,000","175,479,000","163,178,000","153,798,000","135,461,000","122,234,000","115,095,000","106,963,000","97,423,000","92,288,000","86,678,000","70,250,000","64,995,000","64,829,000","57,350,000","51,960,000","49,110,000","47,444,000","43,252,000","37,092,000","35,238,000","34,612,000","30,756,000","28,407,000","24,744,000","26,332,000","24,803,000","20,499,000","18,691,000","19,134,000"
	OperatingRevenue,"966,538,000","253,329,000","243,624,000","232,376,000","237,209,000","232,473,000","215,294,000","201,073,000","182,687,000","175,479,000","163,178,000","153,798,000","135,461,000","122,234,000","115,095,000","106,963,000","97,423,000","92,288,000","86,678,000","70,250,000","64,995,000","64,829,000","57,350,000","51,960,000","49,110,000","47,444,000","44,857,000","37,092,000","35,238,000","34,612,000","30,849,000","27,892,000","24,960,000","26,535,000","25,111,000","20,282,000","18,907,000","19,262,000"
CostOfRevenue,"275,887,000","72,854,000","68,613,000","64,767,000","69,653,000","66,332,000","63,569,000","62,689,000","56,550,000","51,011,000","49,297,000","48,687,000","37,301,000","26,875,000","24,712,000","22,937,000","23,304,000","19,540,000","18,262,000","14,731,000","13,458,000","10,925,000","10,859,000","10,351,000","10,260,000","9,512,000","8,748,000","7,845,000","7,903,000","7,550,000","7,012,000","6,598,000","7,000,000","6,248,000","6,202,000","5,842,000","5,656,000","5,018,000"
GrossProfit,"690,651,000","180,475,000","175,011,000","167,609,000","167,556,000","166,141,000","151,725,000","138,384,000","126,137,000","124,468,000","113,881,000","105,111,000","98,160,000","95,359,000","90,383,000","84,026,000","74,119,000","72,748,000","68,416,000","55,519,000","51,537,000","53,904,000","46,491,000","41,609,000","38,850,000","37,932,000","34,504,000","29,247,000","27,335,000","27,062,000","23,744,000","21,809,000","17,744,000","20,084,000","18,601,000","14,657,000","13,035,000","14,116,000"
OperatingExpense,"873,543,000","233,061,000","224,693,000","211,142,000","204,647,000","203,273,000","181,778,000","184,291,000","175,202,000","178,378,000","155,217,000","169,693,000","144,200,000","119,778,000","87,075,000","95,883,000","96,091,000","88,767,000","68,390,000","71,273,000","62,312,000","57,539,000","48,863,000","48,404,000","47,269,000","41,378,000","37,824,000","37,126,000","36,863,000","32,432,000","27,672,000","29,000,000","28,236,000","26,351,000","23,800,000","24,794,000","21,945,000","17,876,000"
	SellingGeneralAndAdministration,"686,349,000","182,004,000","174,171,000","168,036,000","162,138,000","160,349,000","138,869,000","144,068,000","137,895,000","142,868,000","119,713,000","135,561,000","118,157,000","99,984,000","68,699,000","79,522,000","80,856,000","74,927,000","55,544,000","58,538,000","51,172,000","48,334,000","40,367,000","39,734,000","38,427,000","34,103,000","30,295,000","30,044,000","30,397,000","26,298,000","22,269,000","23,274,000","22,418,000","20,677,000","17,272,000","19,681,000","17,349,000","14,641,000"
		GeneralAndAdministrativeExpense,"212,508,000","51,022,000","64,256,000","49,736,000","47,494,000","47,112,000","46,319,000","44,000,000","39,554,000","43,653,000","37,549,000","42,040,000","28,408,000","23,023,000","19,666,000","18,974,000","22,480,000","21,869,000","17,844,000","17,227,000","13,930,000","13,664,000","13,061,000","11,569,000","10,944,000","10,447,000","10,064,000","8,477,000","8,871,000","6,711,000","5,973,000","6,303,000","5,708,000","5,436,000","4,046,000","4,269,000","3,654,000","2,871,000"
			OtherGandA,"212,508,000","51,022,000","64,256,000","49,736,000","47,494,000","47,112,000","46,319,000","44,000,000","39,554,000","43,653,000","37,549,000","42,040,000","28,408,000","23,023,000","19,666,000","18,974,000","22,480,000","21,869,000","17,844,000","17,227,000","13,930,000","13,664,000","13,061,000","11,569,000","10,944,000","10,447,000","10,064,000","8,477,000","8,871,000","6,711,000","5,973,000","6,303,000","5,708,000","5,436,000","4,046,000","4,269,000","3,654,000","2,871,000"
		SellingAndMarketingExpense,"473,841,000","130,982,000","109,915,000","118,300,000","114,644,000","113,237,000","92,550,000","100,068,000","98,341,000","99,215,000","82,164,000","93,521,000","89,749,000","76,961,000","49,033,000","60,548,000","58,376,000","53,058,000","37,700,000","41,311,000","37,242,000","34,670,000","27,306,000","28,165,000","27,483,000","23,656,000","20,231,000","21,567,000","21,526,000","19,587,000","16,296,000","16,971,000","16,710,000","15,241,000","13,226,000","15,412,000","13,695,000","11,770,000"
	ResearchAndDevelopment,"187,194,000","51,057,000","50,522,000","43,106,000","42,509,000","42,924,000","42,909,000","40,223,000","37,307,000","35,510,000","35,504,000","34,132,000","26,043,000","19,794,000","18,376,000","16,361,000","15,235,000","13,840,000","12,846,000","12,735,000","11,140,000","9,205,000","8,496,000","8,670,000","8,842,000","7,275,000","7,529,000","7,082,000","6,466,000","6,134,000","5,403,000","5,726,000","5,818,000","5,674,000","6,528,000","5,113,000","4,596,000","3,235,000"
