name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013
TotalRevenue,"1,174,109,000","216,705,000","391,149,000","316,669,000","249,586,000","203,680,000","357,772,000","280,507,000","134,246,000","119,400,000","528,345,000","131,169,000","292,429,000","242,708,000","377,378,000","285,936,000","282,677,000","202,346,000","334,796,000","329,805,000","296,526,000","218,614,000","540,621,000","240,569,000","220,755,000","183,536,000","436,603,000","400,340,000","419,919,000","363,109,000","633,913,000","279,971,000","244,605,000","235,716,000","361,452,000","192,146,000","177,082,000","255,057,000"
	OperatingRevenue,"1,174,109,000","216,705,000","391,149,000","316,669,000","249,586,000","203,680,000","357,772,000","280,507,000","134,246,000","119,400,000","528,345,000","131,169,000","292,429,000","242,708,000","377,378,000","285,936,000","282,677,000","202,346,000","334,796,000","329,805,000","296,526,000","218,614,000","540,621,000","240,569,000","220,755,000","183,536,000","436,603,000","400,340,000","419,919,000","363,109,000","633,913,000","279,971,000","244,605,000","235,716,000","361,452,000","192,146,000","177,082,000","255,057,000"
CostOfRevenue,"685,224,000","126,229,000","230,075,000","178,616,000","150,304,000","124,984,000","221,689,000","181,195,000","93,554,000","80,973,000","326,520,000","102,737,000","190,244,000","162,361,000","235,261,000","194,904,000","199,308,000","157,430,000","255,010,000","199,259,000","190,894,000","150,048,000","328,486,000","143,500,000","127,753,000","123,822,000","308,092,000","213,710,000","225,579,000","199,376,000","330,100,000","155,932,000","141,736,000","139,202,000","209,948,000","128,135,000","120,242,000","165,628,000"
GrossProfit,"488,885,000","90,476,000","161,074,000","138,053,000","99,282,000","78,696,000","136,083,000","99,312,000","40,692,000","38,427,000","201,825,000","28,432,000","102,185,000","80,347,000","142,117,000","91,032,000","83,369,000","44,916,000","79,786,000","130,546,000","105,632,000","68,566,000","212,135,000","97,069,000","93,002,000","59,714,000","128,511,000","186,630,000","194,340,000","163,733,000","303,813,000","124,039,000","102,869,000","96,514,000","151,504,000","64,011,000","56,840,000","89,429,000"
OperatingExpense,"363,808,000","82,265,000","102,412,000","89,403,000","89,728,000","82,151,000","80,939,000","86,038,000","84,349,000","94,558,000","105,725,000","99,630,000","108,569,000","100,697,000","108,947,000","111,968,000","113,810,000","117,370,000","137,542,000","121,942,000","130,346,000","155,663,000","226,157,000","212,662,000","202,144,000","179,469,000","169,805,000","158,994,000","148,202,000","141,465,000","130,125,000","110,582,000","119,535,000","79,958,000","80,929,000","64,683,000","62,796,000","54,673,000"
	SellingGeneralAndAdministration,"223,146,000","50,667,000","67,606,000","52,945,000","51,928,000","49,721,000","53,424,000","48,803,000","49,791,000","62,277,000","74,046,000","64,690,000","69,758,000","63,233,000","72,012,000","70,811,000","75,585,000","66,391,000","85,038,000","66,844,000","74,849,000","89,497,000","133,429,000","116,516,000","109,095,000","102,490,000","103,373,000","91,622,000","89,749,000","92,028,000","84,051,000","68,206,000","84,872,000","51,219,000","55,478,000","45,096,000","46,109,000","42,661,000"
		GeneralAndAdministrativeExpense,"66,869,000","15,294,000","19,724,000","15,593,000","16,258,000","13,931,000","14,889,000","14,425,000","14,826,000","18,775,000","15,888,000","15,842,000","17,623,000","15,943,000","15,213,000","14,940,000","15,329,000","17,221,000","19,613,000","20,222,000","18,171,000","21,641,000","20,713,000","24,949,000","24,207,000","23,041,000","20,724,000","25,195,000","26,255,000","35,659,000","22,825,000","20,097,000","41,171,000","9,878,000","9,858,000","7,683,000","7,044,000","6,988,000"
			SalariesAndWages,"12,217,000","3,108,000","3,840,000","2,516,000","2,753,000","2,439,000","2,259,000","2,875,000","1,692,000","2,395,000","1,985,000","2,730,000","2,979,000","2,382,000","2,504,000","2,397,000","2,248,000","2,689,000","3,313,000","2,854,000","3,435,000","4,257,000","4,091,000","6,185,000","6,227,000","6,160,000",,,,,,,,,,,,
			OtherGandA,"54,652,000","12,186,000","15,884,000","13,077,000","13,505,000","11,492,000","12,630,000","11,550,000","13,134,000","16,380,000","13,903,000","13,112,000","14,644,000","13,561,000","12,709,000","12,543,000","13,081,000","14,532,000","16,300,000","17,368,000","14,736,000","17,384,000","16,622,000","18,764,000","17,980,000","16,881,000","-27,801,000","25,195,000","26,255,000","35,659,000","22,825,000","20,097,000","41,171,000","9,878,000","9,858,000","7,683,000","7,044,000","6,988,000"
		SellingAndMarketingExpense,"156,277,000","35,373,000","47,882,000","37,352,000","35,670,000","35,790,000","38,535,000","34,378,000","34,965,000","43,502,000","58,158,000","48,848,000","52,135,000","47,290,000","56,799,000","55,871,000","60,256,000","49,170,000","65,425,000","46,622,000","56,678,000","67,856,000","112,716,000","91,567,000","84,888,000","79,449,000","82,649,000","66,427,000","63,494,000","56,369,000","61,226,000","48,109,000","43,701,000","41,341,000","45,620,000","37,413,000","39,065,000","35,673,000"
