name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
TotalRevenue,"375,583,000","86,280,000","94,426,000","98,076,000","96,801,000","98,662,000","94,964,000","90,882,000","74,810,000","86,495,000","77,459,000","82,957,000","77,569,000","70,304,000","72,484,000","75,356,000"
	OperatingRevenue,"375,583,000","86,280,000","94,426,000","98,076,000","96,801,000","98,662,000","94,964,000","90,882,000","74,810,000","86,495,000","77,459,000","83,148,000","77,569,000","70,304,000","72,484,000","75,295,000"
CostOfRevenue,"96,495,000","24,306,000","24,227,000","24,127,000","23,835,000","26,224,000","26,881,000","25,584,000","27,603,000","28,730,000","25,934,000","27,018,000","23,675,000","24,444,000","24,207,000","22,243,000"
GrossProfit,"279,088,000","61,974,000","70,199,000","73,949,000","72,966,000","72,438,000","68,083,000","65,298,000","47,207,000","57,765,000","51,525,000","55,939,000","53,894,000","45,860,000","48,277,000","53,113,000"
OperatingExpense,"214,705,000","55,220,000","42,352,000","60,876,000","56,257,000","54,558,000","47,764,000","46,668,000","48,602,000","42,889,000","46,068,000","43,910,000","40,576,000","41,181,000","42,106,000","39,144,000"
	SellingGeneralAndAdministration,"87,224,000","22,109,000","13,406,000","29,002,000","22,707,000","22,511,000","20,515,000","21,499,000","23,441,000","18,418,000","19,426,000","17,066,000","14,469,000","15,488,000","15,166,000","13,268,000"
		GeneralAndAdministrativeExpense,"52,916,000","13,800,000","7,527,000","18,416,000","13,173,000","12,956,000","11,617,000","12,930,000","14,261,000","10,712,000","11,483,000","8,280,000","6,237,000","5,689,000","5,721,000","4,915,000"
			OtherGandA,"52,916,000","13,800,000","7,527,000","18,416,000","13,173,000","12,956,000","11,617,000","12,930,000","14,261,000","10,712,000","11,483,000","8,280,000","6,237,000","5,689,000","5,721,000","4,915,000"
		SellingAndMarketingExpense,"34,308,000","8,309,000","5,879,000","10,586,000","9,534,000","9,555,000","8,898,000","8,569,000","9,180,000","7,706,000","7,943,000","8,786,000","8,232,000","9,799,000","9,445,000","8,353,000"
	ResearchAndDevelopment,"114,843,000","29,976,000","25,792,000","28,705,000","30,370,000","28,864,000","24,091,000","22,001,000","22,041,000","21,346,000","23,511,000","23,717,000","22,975,000","22,561,000","23,808,000","22,743,000"
	DepreciationAmortizationDepletionIncomeStatement,"12,638,000","3,135,000","3,154,000","3,169,000","3,180,000","3,183,000","3,158,000","3,168,000","3,120,000","3,125,000","3,131,000","3,127,000","3,132,000","3,132,000","3,132,000","3,133,000"
		DepreciationAndAmortizationInIncomeStatement,"12,638,000","3,135,000","3,154,000","3,169,000","3,180,000","3,183,000","3,158,000","3,168,000","3,120,000","3,125,000","3,131,000","3,127,000","3,132,000","3,132,000","3,132,000","3,133,000"
			Amortization,"12,638,000","3,135,000","3,154,000","3,169,000","3,180,000","3,183,000","3,158,000","3,168,000","3,120,000","3,125,000","3,131,000","3,127,000","3,132,000","3,132,000","3,132,000","3,133,000"
				AmortizationOfIntangiblesIncomeStatement,"12,638,000","3,135,000","3,154,000","3,169,000","3,180,000","3,183,000","3,158,000","3,168,000","3,120,000","3,125,000","3,131,000","3,127,000","3,132,000","3,132,000","3,132,000","3,133,000"
	OtherOperatingExpenses,,,,,,"45,000",,,,,,,,,,
OperatingIncome,"64,383,000","6,754,000","27,847,000","13,073,000","16,709,000","17,880,000","20,319,000","18,630,000","-1,395,000","14,876,000","5,457,000","12,029,000","13,318,000","4,679,000","6,171,000","13,969,000"
NetNonOperatingInterestIncomeExpense,"-13,261,000","-3,277,000","-3,337,000","-3,387,000","-3,260,000","-3,460,000","-3,781,000","-3,672,000","-5,508,000","-6,455,000","-6,517,000",,"0","0","0",
	InterestIncomeNonOperating,"248,000","83,000","90,000","41,000","34,000","16,000","18,000","22,000","38,000","244,000","281,000",,"0","0","0",
	InterestExpenseNonOperating,"13,509,000","3,360,000","3,427,000","3,428,000","3,294,000","3,476,000","3,799,000","3,694,000","5,546,000","6,699,000","6,798,000",,"0","0","0",
OtherIncomeExpense,"-9,446,000","-508,000","-5,167,000","-2,184,000","-1,587,000","2,959,000","-2,284,000","-7,465,000","-23,747,000","-2,644,000","-7,700,000","-7,187,000","-10,207,000","-4,245,000","-3,378,000","-3,182,000"
	GainOnSaleOfSecurity,,,,,,,,,,"226,000","-146,000","231,000","-149,000","266,000","-16,000","50,000"
	SpecialIncomeCharges,"-9,464,000","-474,000","-4,915,000","-2,315,000","-1,760,000","-537,000","-47,000","-4,512,000","-3,301,000","-2,870,000","-7,554,000","-7,418,000","-10,057,000","-4,511,000","-3,362,000","-3,232,000"
		RestructuringAndMergernAcquisition,"4,763,000","183,000","4,915,000","2,315,000","1,760,000","492,000","47,000","4,512,000","3,301,000","2,870,000","7,554,000","7,418,000","10,057,000","4,511,000","3,362,000","3,232,000"
		OtherSpecialCharges,,"291,000",,,,"45,000",,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"18,000","-34,000","-252,000","131,000","173,000","3,496,000","-2,237,000","-2,953,000","-20,446,000","226,000","-146,000","231,000","-150,000","266,000","-16,000","50,000"
PretaxIncome,"41,676,000","2,969,000","19,343,000","7,502,000","11,862,000","17,379,000","14,254,000","7,493,000","-30,650,000","5,777,000","-8,760,000","4,842,000","3,111,000","434,000","2,793,000","10,787,000"
