name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018
TotalAssets,"2,707,046,000","2,669,808,000","2,617,668,000","2,565,752,000","2,498,737,000","2,485,624,000","2,394,266,000","2,324,293,000","2,319,097,000","2,185,529,000","2,134,846,000","2,081,598,000","2,059,912,000","1,376,862,000"
	CurrentAssets,"461,132,000","442,745,000","430,405,000","401,990,000","364,651,000","381,957,000","344,663,000","334,833,000","373,094,000","270,826,000","277,991,000","247,619,000","256,614,000","240,372,000"
		CashCashEquivalentsAndShortTermInvestments,"137,996,000","140,085,000","155,976,000","126,623,000","95,292,000","105,326,000","59,082,000","79,803,000","160,936,000","28,101,000","44,020,000","18,677,000","19,596,000","21,063,000"
			CashAndCashEquivalents,"137,996,000","140,085,000","155,976,000","126,623,000","95,292,000","105,326,000","59,082,000","79,803,000","160,936,000","28,101,000","44,020,000","18,677,000","19,596,000","21,063,000"
		Receivables,"11,582,000","10,378,000","9,618,000","9,350,000","8,570,000","11,393,000","11,846,000","13,243,000","11,206,000","9,852,000","9,710,000","8,503,000","8,774,000","7,125,000"
			AccountsReceivable,"8,349,000","7,219,000","6,003,000","6,286,000","5,925,000","5,443,000","6,122,000","6,783,000","5,884,000","5,148,000","4,892,000","6,796,000","6,043,000","5,056,000"
				GrossAccountsReceivable,,"8,625,000",,,,,,"7,897,000","6,472,000","5,753,000","5,476,000","8,096,000","7,337,000","6,197,000"
				AllowanceForDoubtfulAccountsReceivable,,"-1,406,000",,,,,,"-1,114,000","-588,000","-605,000","-584,000","-1,300,000","-1,294,000","-1,141,000"
			LoansReceivable,,,,"6,286,000","5,925,000","3,283,000","3,880,000","6,783,000","5,884,000","5,148,000","4,892,000","6,796,000",,
			NotesReceivable,,,,,,"2,160,000","2,242,000",,"1,852,000","1,855,000","1,702,000",,,
			OtherReceivables,"3,233,000","3,159,000","3,615,000","3,064,000","2,645,000","5,950,000","5,724,000","6,460,000","3,470,000","2,849,000","3,116,000","1,707,000","2,731,000","2,069,000"
			ReceivablesAdjustmentsAllowances,,,,,,,,"-44,000","-22,000","-19,000","-16,000","-16,000","-15,000","-24,000"
		Inventory,"297,394,000","275,502,000","245,844,000","248,172,000","243,270,000","245,157,000","252,777,000","229,273,000","188,346,000","219,420,000","206,418,000","202,715,000","212,520,000","198,304,000"
			FinishedGoods,"297,394,000","275,502,000","245,844,000","248,172,000","243,270,000","245,157,000","252,777,000","229,273,000","188,346,000","219,420,000","206,418,000","202,715,000","212,520,000","198,304,000"
		PrepaidAssets,"14,160,000","16,780,000","18,967,000","17,845,000","17,519,000","20,081,000","20,958,000","12,514,000","12,606,000","13,453,000","17,843,000","17,724,000","15,724,000","13,880,000"
	TotalNonCurrentAssets,"2,245,914,000","2,227,063,000","2,187,263,000","2,163,762,000","2,134,086,000","2,103,667,000","2,049,603,000","1,989,460,000","1,946,003,000","1,914,703,000","1,856,855,000","1,833,979,000","1,803,298,000","1,136,490,000"
