name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005
OperatingCashFlow,"48,729,000","12,756,000","1,871,000","11,146,000","22,956,000","25,277,000","6,038,000","7,277,000","21,338,000","6,466,000","-18,603,000","983,000","4,363,000","-3,512,000","-8,076,000","-973,000","-4,930,000","3,026,000","3,496,000","-17,387,000","87,000","-9,332,000","-5,021,000","7,202,000","13,937,000","32,997,000","-8,298,000","3,946,000","10,601,000","15,880,000","13,064,000","6,761,000","-3,962,000","4,115,000","4,942,000","29,918,000","6,409,000","10,623,000","-207,000","12,875,000","702,000","26,380,000","12,189,000","11,386,000","12,229,000","9,490,000","6,781,000","7,514,000","8,518,000","12,203,000","3,698,000","4,574,000","7,108,000","5,654,000","-8,701,000","12,412,000","5,501,000","3,824,000","7,254,000","5,235,000","-3,615,000","122,000","2,732,000","3,047,000","2,005,000","7,509,000","5,102,000"
	CashFlowFromContinuingOperatingActivities,"48,729,000","12,756,000","1,871,000","11,146,000","22,956,000","25,277,000","6,038,000","7,277,000","21,338,000","6,466,000","-18,603,000","983,000","4,363,000","-3,512,000","-8,076,000","-973,000","-4,930,000","3,026,000","3,496,000","-17,387,000","87,000","-9,332,000","-5,021,000","7,202,000","13,937,000","32,997,000","-8,298,000","3,946,000","10,601,000","15,880,000","13,064,000","6,761,000","-3,962,000","4,115,000","4,942,000","29,918,000","6,409,000","10,623,000","-207,000","12,977,000","1,054,000","26,489,000","12,109,000","12,125,000","12,229,000","9,490,000","6,781,000","7,514,000","8,518,000","12,203,000","3,698,000","4,574,000","7,108,000","5,654,000","-8,701,000","12,412,000","5,501,000","3,824,000","7,254,000","5,235,000","-3,615,000","122,000","2,732,000","3,047,000","2,005,000","7,509,000","5,102,000"
		NetIncomeFromContinuingOperations,"56,746,000","11,970,000","3,602,000","32,756,000","8,418,000","5,261,000","4,514,000","5,447,000","213,000","-4,238,000","-5,196,000","-5,227,000","-4,649,000","-4,362,000","-5,022,000","-1,043,000","-3,705,000","-5,655,000","-1,212,000","-13,967,000","-8,615,000","-8,208,000","-8,397,000","-53,755,000","-124,000","-850,000","-5,197,000","-43,695,000","1,615,000","1,381,000","-64,116,000","-707,000","18,373,000","5,631,000","7,093,000","10,409,000","11,288,000","12,698,000","6,709,000","5,545,000","14,863,000","18,762,000","9,126,000","15,294,000","-1,057,000","5,059,000","1,383,000","2,506,000","2,990,000","3,577,000","2,940,000","642,000","3,400,000","1,675,000","2,000","2,696,000","3,848,000","2,646,000","2,363,000","3,179,000","3,053,000","2,474,000","2,313,000","2,230,000","2,355,000","1,928,000","1,468,000"
		OperatingGainsLosses,"0","198,000","-211,000","-30,000","43,000","45,000","-1,000","0","-4,000","-13,000","-12,000","-35,000","26,000","5,000","-11,000","9,000","-8,000",,,,,,,,,,,"7,963,000",,,,,,,,"0","0","0","-1,000,000",,,,,,,,,,,,,,,,,,,,"4,000",,,,"-4,000","-159,000","-161,000","339,000","315,000"
			GainLossOnSaleOfBusiness,,,"-205,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,"23,000","-7,000","-6,000","-7,000","43,000","45,000","-1,000","0","-4,000","-13,000","-12,000","-35,000","26,000","5,000","-11,000","9,000","-8,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"8,334,000","2,604,000","2,302,000","1,723,000","1,705,000","1,670,000","1,871,000","1,574,000","1,567,000","1,577,000","1,572,000","1,516,000","1,206,000","1,165,000","1,204,000","1,224,000","1,020,000","1,144,000","1,211,000","1,568,000","1,365,000","1,434,000","1,429,000","1,554,000","1,616,000","1,660,000","1,672,000","1,994,000","2,044,000","1,994,000","3,203,000","3,663,000","4,277,000","4,244,000","4,411,000","4,399,000","4,391,000","4,387,000","4,197,000","3,599,000","3,497,000","3,524,000","3,546,000","1,152,000","1,594,000","1,555,000","1,393,000","1,389,000","1,260,000","1,174,000","1,114,000","1,175,000","1,031,000","881,000","842,000","849,000","787,000","668,000","591,000","570,000","557,000","512,000","476,000","428,000","382,000","377,000","367,000"
			DepreciationAndAmortization,"8,334,000","2,604,000","2,302,000","1,723,000","1,705,000","1,670,000","1,871,000","1,574,000","1,567,000","1,577,000","1,572,000","1,516,000","1,206,000","1,165,000","1,204,000","1,224,000","1,020,000","1,144,000","1,211,000","1,568,000","1,365,000","1,434,000","1,429,000","1,554,000","1,616,000","1,660,000","1,672,000","1,994,000","2,044,000","1,994,000","3,203,000","3,663,000","4,277,000","4,244,000","4,411,000","4,399,000","4,391,000","4,387,000","4,197,000","3,599,000","3,497,000","3,524,000","3,546,000","1,152,000","1,594,000","1,555,000","1,393,000","1,389,000","1,260,000","1,174,000","1,114,000","1,175,000","1,031,000","881,000","842,000","849,000","787,000","668,000","591,000","570,000","557,000","512,000","476,000","428,000","382,000","377,000","367,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"429,000","382,000","373,000","356,000"
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,000","0","4,000","11,000"
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,000","0","4,000","11,000"
		DeferredTax,"-22,984,000","709,000","881,000","-24,606,000","32,000","32,000","32,000","-122,000","-134,000","262,000","100,000","55,000","0","61,000","20,000","-6,131,000","101,000","102,000","-5,017,000","-620,000","0",,,"28,615,000","-17,000","-2,421,000","0","15,863,000","0","0","-22,145,000","828,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DeferredIncomeTax,"-22,984,000","709,000","881,000","-24,606,000","32,000","32,000","32,000","-122,000","-134,000","262,000","100,000","55,000","0","61,000","20,000","-6,131,000","101,000","102,000","-5,017,000","-620,000","0",,,"28,615,000","-17,000","-2,421,000","0","15,863,000","0","0","-22,145,000","828,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetImpairmentCharge,"1,166,000",,,"0","1,135,000",,,,,,,,,,,,,,,"935,000","886,000",,,"18,998,000","0","0","0","51,176,000","0","0","96,238,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ProvisionandWriteOffofAssets,"133,000","0","11,000","28,000","94,000","160,000","15,000","69,000","65,000","45,000","21,000","-6,000","58,000","45,000","81,000","410,000","261,000","165,000","1,857,000","2,638,000","3,614,000","3,687,000","799,000","645,000","793,000","199,000","1,286,000","3,862,000","-2,070,000","-1,331,000","73,000","56,000","-16,000","148,000","234,000","-127,000","-512,000","14,000","-854,000","1,994,000","-824,000","42,000","-211,000","52,000","117,000","188,000","-136,000",,,,,,,,,,,,,,,,,,,,
		UnrealizedGainLossOnInvestmentSecurities,,,,,,,,,,,,"0","0","0","0","0","0","-20,000","110,000","176,000","0","179,000","-928,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
