name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
OperatingCashFlow,"-40,022,000","-12,572,000","-9,419,000","-8,262,000","-9,769,000","-6,057,000","-4,638,000","-3,272,000","-3,985,000","-2,739,000"
	CashFlowFromContinuingOperatingActivities,"-40,022,000","-12,572,000","-9,419,000","-8,262,000","-9,769,000","-6,057,000","-4,638,000","-3,272,000","-3,985,000","-2,739,000"
		NetIncomeFromContinuingOperations,"-50,658,000","-14,660,000","-12,696,000","-12,949,000","-10,353,000","-6,815,000","-6,342,000","-3,642,000","-3,954,000","-3,185,000"
		DepreciationAmortizationDepletion,"320,000","127,000","78,000","64,000","51,000","79,000","50,000","50,000","45,000","40,000"
			DepreciationAndAmortization,"320,000","127,000","78,000","64,000","51,000","79,000","50,000","50,000","45,000","40,000"
				Depreciation,"320,000","127,000","78,000","64,000","51,000","79,000","50,000","50,000","45,000","40,000"
		AmortizationOfSecurities,,"670,000",,,,,,,,
		StockBasedCompensation,"6,086,000","1,978,000","1,873,000","1,548,000","687,000","296,000","190,000","70,000","49,000","45,000"
		ChangeInWorkingCapital,"3,560,000","-687,000","1,326,000","3,075,000","-154,000","383,000","1,464,000","250,000","-125,000","361,000"
			ChangeInPrepaidAssets,"-1,928,000","398,000","-441,000","1,060,000","-2,945,000","-66,000","-34,000","-304,000","-38,000","-41,000"
			ChangeInPayablesAndAccruedExpense,"4,790,000","342,000","1,000,000","1,358,000","2,090,000","952,000","1,007,000","324,000","-286,000","480,000"
				ChangeInPayable,"3,905,000","1,188,000","1,551,000","-524,000","1,690,000","-63,000","137,000","205,000","-279,000","458,000"
					ChangeInAccountPayable,"3,905,000","1,188,000","1,551,000","-524,000","1,690,000","-63,000","137,000","205,000","-279,000","458,000"
				ChangeInAccruedExpense,"885,000","-846,000","-551,000","1,882,000","400,000","1,015,000","870,000","119,000","-7,000","22,000"
			ChangeInOtherCurrentLiabilities,,"24,000",,,,,,,,
			ChangeInOtherWorkingCapital,"674,000","-1,451,000","767,000","657,000","701,000","-503,000","491,000","230,000","199,000","-78,000"
InvestingCashFlow,"-146,068,000","31,386,000","14,121,000","-31,608,000","-159,967,000","-64,773,000","-24,178,000","-6,000","-188,000","-9,000"
	CashFlowFromContinuingInvestingActivities,"-146,068,000","31,386,000","14,121,000","-31,608,000","-159,967,000","-64,773,000","-24,178,000","-6,000","-188,000","-9,000"
		NetPPEPurchaseAndSale,"-975,000","-369,000","-79,000","-451,000","-76,000","-62,000","0","-6,000","-188,000","-9,000"
			PurchaseOfPPE,"-975,000","-369,000","-79,000","-451,000","-76,000","-62,000","0","-6,000","-188,000","-9,000"
		NetInvestmentPurchaseAndSale,"-145,093,000","31,755,000","14,200,000","-31,157,000","-159,891,000","-64,711,000","-24,178,000","0","0","0"
			PurchaseOfInvestment,"-237,448,000","-13,956,000","-15,044,000","-41,357,000","-167,091,000","-64,711,000","-24,178,000","0","0","0"
			SaleOfInvestment,"92,355,000","45,711,000","29,244,000","10,200,000",,,,"0",,
FinancingCashFlow,"-493,000","73,000","293,000","37,000","-896,000","186,950,000","95,001,000","25,142,000","135,000","0"
	CashFlowFromContinuingFinancingActivities,"-493,000","73,000","293,000","37,000","-896,000","186,950,000","95,001,000","25,142,000","135,000","0"
		NetCommonStockIssuance,"-903,000","0","0","0","-903,000","187,051,000",,"0","0","0"
			CommonStockIssuance,"-903,000","0","0","0","-903,000","187,051,000",,"0","0","0"
		NetPreferredStockIssuance,,,"0",,,,"95,001,000",,,
			PreferredStockIssuance,,,"0",,,,"95,001,000",,,
		ProceedsFromStockOptionExercised,"410,000","73,000","293,000","37,000","7,000","23,000","0","67,000","135,000","0"
		NetOtherFinancingCharges,,,"0","0","0","-124,000",,,,
EndCashPosition,"34,453,000","34,453,000","15,566,000","10,571,000","50,404,000","221,036,000","104,916,000","38,731,000","16,867,000","20,905,000"
	ChangesInCash,"-186,583,000","18,887,000","4,995,000","-39,833,000","-170,632,000","116,120,000","66,185,000","21,864,000","-4,038,000","-2,748,000"
	BeginningCashPosition,"221,036,000","15,566,000","10,571,000","50,404,000","221,036,000","104,916,000","38,731,000","16,867,000","20,905,000","23,653,000"
CapitalExpenditure,"-975,000","-369,000","-79,000","-451,000","-76,000","-62,000",,"-6,000","-188,000","-9,000"
IssuanceOfCapitalStock,"-903,000","0","0","0","-903,000","187,051,000","95,001,000","25,075,000","0","0"
FreeCashFlow,"-40,997,000","-12,941,000","-9,498,000","-8,713,000","-9,845,000","-6,119,000","-4,638,000","-3,278,000","-4,173,000","-2,748,000"
