name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,12/31/1988,12/31/1987
TotalAssets,"4,466,700,000","4,299,000,000","4,222,500,000","4,166,600,000","4,074,400,000","3,964,700,000","4,108,600,000","4,085,200,000","3,934,700,000","3,799,900,000","3,814,200,000","3,756,400,000","3,651,800,000","3,321,500,000","3,193,900,000","3,100,100,000","3,029,600,000","2,910,500,000","2,901,600,000","2,851,400,000","2,786,400,000","2,668,884,000","2,730,468,000","2,699,136,000","2,642,781,000","2,532,462,000","2,495,277,000","2,480,932,000","2,423,937,000","2,359,102,000","2,372,995,000","2,282,973,000","2,165,106,000","2,075,784,000","2,060,419,000","1,993,443,000","1,945,296,000","1,815,832,000","1,919,711,000","1,850,747,000","1,813,332,000","1,684,948,000","1,651,020,000","1,581,871,000","1,524,613,000","1,468,283,000","1,469,337,000","1,441,855,000","1,370,275,000","1,327,358,000","1,337,764,000","1,328,684,000","1,302,649,000","1,304,149,000","1,308,892,000","1,270,663,000","1,222,575,000","1,163,061,000","1,149,777,000","1,129,028,000","1,095,186,000","1,039,016,000","997,270,000","980,533,000","953,372,000","890,035,000","848,194,000","820,368,000","808,416,000","770,234,000","745,153,000","727,778,000","690,227,000","651,543,000","635,774,000","611,736,000","587,740,000","559,008,000","539,644,000","525,982,000","504,623,000","475,244,000","477,983,000","444,670,000","432,935,000","402,464,000","388,470,000","371,552,000","352,980,000","318,600,000","304,800,000","289,200,000","274,800,000","251,200,000","243,600,000","238,700,000","220,700,000","205,100,000","195,200,000","180,700,000","173,100,000","151,500,000","144,200,000","133,900,000","121,100,000","109,300,000","101,300,000","96,100,000","89,500,000","81,800,000","73,900,000","67,600,000","62,200,000","57,500,000","53,500,000","49,500,000","47,100,000","43,900,000","41,200,000","38,500,000","36,700,000","34,100,000","32,100,000","30,700,000","30,100,000","28,000,000","26,600,000","24,500,000","23,400,000","21,500,000","20,200,000","18,000,000","16,500,000","12,300,000"
	CurrentAssets,"3,034,000,000","2,856,600,000","2,770,300,000","2,705,300,000","2,614,200,000","2,499,600,000","2,646,700,000","2,606,300,000","2,464,300,000","2,457,200,000","2,500,800,000","2,468,300,000","2,389,200,000","2,316,200,000","2,225,500,000","2,140,700,000","2,060,300,000","1,935,700,000","1,930,200,000","1,872,900,000","1,810,700,000","1,720,770,000","1,777,662,000","1,790,906,000","1,767,180,000","1,664,776,000","1,672,990,000","1,663,373,000","1,628,947,000","1,583,265,000","1,619,405,000","1,555,782,000","1,475,492,000","1,408,461,000","1,436,830,000","1,405,318,000","1,376,836,000","1,286,656,000","1,422,890,000","1,378,096,000","1,349,975,000","1,236,138,000","1,217,364,000","1,171,815,000","1,132,921,000","1,085,698,000","1,116,803,000","1,088,486,000","1,029,183,000","982,364,000","998,090,000","988,997,000","967,580,000","975,403,000","981,034,000","959,019,000","918,375,000","880,771,000","876,704,000","856,749,000","822,911,000","767,776,000","724,089,000","723,999,000","700,170,000","649,008,000","621,389,000","594,474,000","589,097,000","538,066,000","520,017,000","509,304,000","486,679,000","454,196,000","459,328,000","436,896,000","418,857,000","396,486,000","381,905,000","380,110,000","366,001,000","341,241,000","349,464,000","319,817,000","311,388,000","293,424,000","283,389,000","271,577,000","256,852,000","227,400,000","222,500,000","210,700,000","194,600,000","173,300,000","172,700,000","168,900,000","157,600,000","144,200,000","136,200,000","124,500,000","118,000,000","103,500,000","99,200,000","92,000,000","89,800,000","81,100,000","74,800,000","72,100,000","66,000,000","59,500,000","54,400,000","49,000,000","45,300,000","41,000,000","37,700,000","33,600,000","30,000,000","28,000,000","28,500,000","26,600,000","24,600,000","23,500,000","21,800,000","21,800,000","22,300,000","20,000,000","19,200,000","17,300,000","17,500,000","15,600,000","14,700,000","13,200,000","12,100,000","8,200,000"
		CashCashEquivalentsAndShortTermInvestments,"234,200,000","236,200,000","250,500,000","321,800,000","333,900,000","245,700,000","331,800,000","201,500,000","160,700,000","174,900,000","191,200,000","175,000,000","185,400,000","167,200,000","129,700,000","135,500,000","137,100,000","116,900,000","133,400,000","115,100,000","134,300,000","112,735,000","146,983,000","155,458,000","150,552,000","129,019,000","111,775,000","121,166,000","120,790,000","114,496,000","116,329,000","106,393,000","89,474,000","58,957,000","92,631,000","123,290,000","159,657,000","79,965,000","222,831,000","213,082,000","226,072,000","144,841,000","137,251,000","115,652,000","151,056,000","169,760,000","197,206,000","220,856,000","203,262,000","189,252,000","195,039,000","174,583,000","110,766,000","86,743,000","52,335,000","77,116,000","75,419,000","57,379,000","58,605,000","61,475,000","69,312,000","30,181,000","13,743,000","49,819,000","69,899,000","56,873,000","32,309,000","41,893,000","68,482,000","38,999,000","33,615,000","62,357,000","75,690,000","70,892,000","79,795,000","59,697,000","44,554,000","51,358,000","56,206,000","74,756,000","77,023,000","68,522,000","58,217,000","48,730,000","38,773,000","32,707,000","23,918,000","28,574,000","40,234,000","27,800,000","24,300,000","16,500,000","11,500,000","2,100,000","1,600,000","800,000","400,000","400,000","300,000","300,000","300,000","400,000","900,000","900,000","8,200,000","6,600,000","2,600,000","200,000","1,100,000","3,100,000","3,900,000","2,800,000","3,300,000","2,000,000","2,600,000","900,000","400,000","1,300,000","3,300,000","2,100,000","1,500,000","3,400,000","3,100,000","3,700,000","5,400,000","4,600,000","4,300,000","3,600,000","4,500,000","3,200,000","3,200,000","2,500,000","2,300,000","1,600,000"
			CashAndCashEquivalents,"234,200,000","236,200,000","250,500,000","321,800,000","333,900,000","245,700,000","331,800,000","201,500,000","160,700,000","174,900,000","191,200,000","175,000,000","185,400,000","167,200,000","129,700,000","135,500,000","137,100,000","116,900,000","133,400,000","115,100,000","134,300,000","112,735,000","146,983,000","155,458,000","150,552,000","129,019,000","111,775,000","121,166,000","120,790,000","114,496,000","116,329,000","105,940,000","89,021,000","58,506,000","92,190,000","122,853,000","159,240,000","79,611,000","195,603,000","185,916,000","198,878,000","117,676,000","111,048,000","89,409,000","124,848,000","143,693,000","172,565,000","196,392,000","178,822,000","164,852,000","193,744,000","173,667,000","109,867,000","85,892,000","52,107,000","76,438,000","75,212,000","57,220,000","54,145,000","57,330,000","59,388,000","19,346,000","7,438,000","42,792,000","69,118,000","56,204,000","32,029,000","39,645,000","65,995,000","33,503,000","26,032,000","42,701,000","53,088,000","49,750,000","55,127,000","36,840,000","18,801,000","14,296,000","25,485,000","46,693,000","47,791,000","47,264,000","56,217,000","46,713,000","35,746,000","32,707,000","23,918,000","28,574,000","40,234,000","27,800,000","24,300,000","16,500,000","11,500,000","2,100,000","1,600,000","800,000","400,000","400,000","300,000","300,000","300,000","400,000","900,000","900,000","8,200,000","6,600,000","2,600,000","200,000","1,100,000","3,100,000","3,900,000","2,800,000","3,300,000","2,000,000","2,600,000","900,000","400,000","1,300,000","3,300,000","2,100,000","1,500,000","3,400,000","3,100,000","3,700,000","5,400,000","4,600,000","4,300,000","3,600,000","4,500,000","3,200,000","3,200,000","2,500,000","2,300,000","1,600,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","453,000","453,000","451,000","441,000","437,000","417,000","354,000","27,228,000","27,166,000","27,194,000","27,165,000","26,203,000","26,243,000","26,208,000","26,067,000","24,641,000","24,464,000","24,440,000","24,400,000","1,295,000","916,000","899,000","851,000","228,000","678,000","207,000","159,000","4,460,000","4,145,000","9,924,000","10,835,000","6,305,000","7,027,000","781,000","669,000","280,000","2,248,000","2,487,000","5,496,000","7,583,000","19,656,000","22,602,000","21,142,000","24,668,000","22,857,000","25,753,000","37,062,000","30,721,000","28,063,000","29,232,000","21,258,000","2,000,000","2,017,000","3,027,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"1,071,600,000","900,200,000","949,400,000","908,900,000","851,000,000","769,400,000","834,500,000","881,500,000","833,900,000","741,800,000","817,300,000","819,800,000","793,000,000","714,300,000","772,500,000","733,700,000","688,600,000","607,800,000","632,100,000","613,500,000","574,700,000","499,716,000","543,744,000","537,341,000","533,485,000","468,375,000","537,055,000","537,650,000","521,094,000","462,077,000","522,265,000","502,330,000","473,181,000","414,331,000","453,652,000","436,452,000","418,733,000","372,159,000","411,033,000","399,993,000","386,882,000","338,594,000","361,075,000","357,195,000","325,685,000","270,133,000","301,721,000","280,823,000","262,463,000","214,169,000","239,323,000","228,257,000","240,658,000","244,940,000","309,184,000","292,056,000","273,360,000","236,331,000","258,738,000","255,101,000","238,657,000","209,532,000","232,091,000","229,679,000","212,517,000","183,556,000","204,340,000","195,124,000","183,431,000","162,500,000","170,265,000","163,946,000","151,192,000","128,756,000","137,864,000","127,397,000","120,042,000","105,553,000","121,802,000","122,969,000","115,663,000","101,356,000","121,753,000","112,918,000","113,501,000","106,120,000","111,612,000","105,609,000","97,464,000","84,600,000","90,800,000","86,300,000","80,700,000","68,500,000","71,700,000","71,900,000","67,200,000","57,500,000","61,300,000","57,400,000","52,200,000","41,600,000","42,800,000","39,800,000","36,300,000","31,900,000","33,200,000","29,900,000","27,600,000","23,600,000","23,800,000","20,900,000","18,300,000","15,700,000","15,200,000","14,900,000","12,700,000","10,700,000","11,100,000","10,400,000","9,500,000","8,200,000","8,400,000","7,800,000","6,700,000","6,600,000","6,900,000","6,400,000","6,100,000","5,400,000","5,600,000","5,000,000","4,100,000","2,700,000"
			AccountsReceivable,"1,071,600,000","900,200,000","949,400,000","908,900,000","851,000,000","769,400,000","834,500,000","881,500,000","833,900,000","741,800,000","817,300,000","819,800,000","793,000,000","714,300,000","772,500,000","733,700,000","688,600,000","607,800,000","632,100,000","613,500,000","574,700,000","499,716,000","543,744,000","537,341,000","533,485,000","468,375,000","537,055,000","537,650,000","521,094,000","462,077,000","522,265,000","502,330,000","473,181,000","414,331,000","453,652,000","436,452,000","418,733,000","372,159,000","411,033,000","399,993,000","386,882,000","338,594,000","361,075,000","357,195,000","325,685,000","270,133,000","301,721,000","280,823,000","262,463,000","214,169,000","239,323,000","228,257,000","240,658,000","244,940,000","309,184,000","292,056,000","273,360,000","236,331,000","258,738,000","255,101,000","238,657,000","209,532,000","232,091,000","228,061,000","212,517,000","183,556,000","204,340,000","195,124,000","183,431,000","162,500,000","170,265,000","163,946,000","151,192,000","128,756,000","137,864,000","127,397,000","120,042,000","105,553,000","121,802,000","122,969,000","115,663,000","101,356,000","121,753,000","112,918,000","113,501,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"1,082,500,000","912,200,000","960,500,000","920,000,000","862,600,000","781,700,000","846,300,000","893,300,000","845,500,000","752,700,000","828,800,000","831,200,000","804,800,000","727,100,000","784,200,000","745,100,000","699,900,000","619,700,000","643,500,000","625,100,000","586,200,000","510,965,000","555,213,000","548,464,000","544,919,000","480,104,000","548,850,000","549,828,000","534,410,000","474,696,000","533,852,000","512,918,000","483,130,000","423,579,000","462,055,000","444,060,000","425,461,000","378,887,000","417,087,000","405,927,000","392,696,000","344,241,000","366,222,000","361,907,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-10,900,000","-12,000,000","-11,100,000","-11,100,000","-11,600,000","-12,300,000","-11,800,000","-11,800,000","-11,600,000","-10,900,000","-11,500,000","-11,400,000","-11,800,000","-12,800,000","-11,700,000","-11,400,000","-11,300,000","-11,900,000","-11,400,000","-11,600,000","-11,500,000","-11,249,000","-11,469,000","-11,123,000","-11,434,000","-11,729,000","-11,795,000","-12,178,000","-13,316,000","-12,619,000","-11,587,000","-10,588,000","-9,949,000","-9,248,000","-8,403,000","-7,608,000","-6,728,000","-6,728,000","-6,054,000","-5,934,000","-5,814,000","-5,647,000","-5,147,000","-4,712,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,618,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
