name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,12/31/2013
TotalAssets,"141,727,000","105,761,000","116,312,000","124,251,000","53,847,000","27,376,352","20,539,574","23,758,883","12,313,745","16,807,446","23,618,877","3,200,000","14,838,000","17,428,000","10,881,000","15,151,000","21,325,000","11,035,000","15,828,000","22,127,000","28,310,000","36,078,000","42,795,000","21,278,000","28,515,000","36,786,000","45,301,000","53,238,000","61,580,000","65,499,000","12,995,000","14,844,000","14,796,000"
	CurrentAssets,"138,027,000","102,646,000","113,450,000","121,626,000","51,356,000","25,877,682","19,758,723","22,892,661","11,362,485","15,766,219","22,818,644","3,200,000","8,140,000","16,400,000","6,017,000","9,653,000","16,365,000","8,175,000","12,877,000","18,844,000","24,670,000","32,081,000","38,195,000","16,276,000","23,363,000","31,236,000","38,088,000","46,119,000","54,010,000","58,856,000","7,371,000","10,377,000","10,346,000"
		CashCashEquivalentsAndShortTermInvestments,"129,771,000","94,958,000","107,349,000","115,642,000","44,792,000","24,039,325","19,105,830","14,968,161","3,193,188","7,444,052","15,301,082","2,786,000","7,376,000","15,542,000","5,192,000","8,772,000","15,507,000","7,981,000","12,619,000","18,540,000","24,374,000","31,908,000","37,994,000","15,926,000","22,897,000","30,915,000","37,723,000","45,222,000","53,181,000","58,060,000","4,258,000","7,776,000","8,734,000"
			CashAndCashEquivalents,"129,771,000","94,958,000","107,349,000","115,642,000","44,792,000","24,039,325","19,105,830","14,968,161","3,193,188","7,444,052","15,301,082","2,786,000","7,376,000","15,542,000","5,192,000","8,772,000","15,507,000","7,081,000","10,798,000","10,562,000","16,374,000","31,908,000","37,994,000","15,926,000","22,897,000","30,915,000","37,723,000","45,222,000","53,181,000","58,060,000","4,258,000","7,776,000","8,734,000"
				CashFinancial,,,,,,,,,,,,"2,775,000","2,629,000",,,,,,,,,,,,,,,,,,,,
				CashEquivalents,,,,,,,,,,,,"11,000","4,747,000",,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,"0","0",,"0","900,000","1,821,000","7,978,000","8,000,000",,,,,,,,,,,,
		PrepaidAssets,"8,256,000","7,688,000","6,101,000","5,984,000","6,564,000","1,838,357","652,893","924,500","1,169,297","1,322,167","517,562","414,000","764,000","686,000","825,000","881,000","858,000","82,000","258,000","304,000","296,000","105,000","201,000","350,000","466,000","126,000","365,000","897,000","829,000","650,000","664,000","344,000","486,000"
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","2,371,000","2,226,000","1,093,000"
		AssetsHeldForSaleCurrent,,,,,,"0","0","7,000,000","7,000,000","7,000,000","7,000,000",,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,"172,000",,,,"112,000",,,,"68,000",,,,"195,000",,,,"146,000","78,000","31,000","33,000"
	TotalNonCurrentAssets,"3,700,000","3,115,000","2,862,000","2,625,000","2,491,000","1,498,670","780,851","866,222","951,260","1,041,227","800,233","0","6,698,000","1,028,000","4,864,000","5,498,000","4,960,000","2,860,000","2,951,000","3,283,000","3,640,000","3,997,000","4,600,000","5,002,000","5,152,000","5,550,000","7,213,000","7,119,000","7,570,000","6,643,000","5,624,000","4,467,000","4,450,000"
		NetPPE,"1,921,000","1,164,000","1,052,000","944,000","762,000","632,967","214,100","232,354","248,997","222,464","213,229","0","135,000","141,000","4,352,000","5,173,000","4,448,000","2,723,000","2,814,000","3,146,000","3,503,000","3,860,000","4,263,000","4,665,000","4,815,000","5,213,000","5,513,000","5,428,000","5,422,000","4,878,000","3,378,000","2,163,000","2,283,000"
			GrossPPE,"2,362,000","1,538,000","1,386,000","1,219,000","988,000","858,664",,,,,,"0","10,248,000","10,427,000","15,632,000","16,412,000","15,539,000","13,642,000","13,377,000","13,321,000","13,284,000","13,247,000","13,519,000","13,516,000","13,234,000","13,202,000","13,070,000","12,571,000","12,169,000","11,253,000","9,510,000","8,126,000","7,932,000"
				Properties,"0","0","0","0","0","0",,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				MachineryFurnitureEquipment,"1,199,000","1,139,000","1,178,000","307,000","221,000","165,755",,,,,,"0","329,000","362,000","375,000","375,000","375,000","375,000","375,000","375,000","375,000","362,000","635,000","635,000","635,000","635,000","627,000","600,000","600,000","502,000","502,000","502,000","460,000"
				OtherProperties,,,,"749,000","609,000","515,945",,,,,,,"4,536,000","4,561,000","4,670,000","4,635,000","4,632,000","4,565,000","4,511,000","4,470,000","4,436,000","4,443,000","4,442,000","4,439,000","4,345,000","4,337,000","4,292,000","4,062,000","3,925,000","2,978,000","2,181,000","1,990,000","1,838,000"
				ConstructionInProgress,"996,000","232,000","41,000",,,,,,,,,,,"0","2,876,000","2,799,000","1,929,000","990,000","779,000","765,000","762,000","759,000","759,000","759,000","571,000","547,000","469,000","227,000","0","270,000","1,338,000","145,000","145,000"
				Leases,"167,000","167,000","167,000","163,000","158,000","176,964",,,,,,"0","5,383,000","5,504,000","7,711,000","8,603,000","8,603,000","7,712,000","7,712,000","7,711,000","7,711,000","7,683,000","7,683,000","7,683,000","7,683,000","7,683,000","7,682,000","7,682,000","7,644,000","7,503,000","5,489,000","5,489,000","5,489,000"
			AccumulatedDepreciation,"-441,000","-374,000","-334,000","-275,000","-226,000","-225,697",,,,,,"0","-10,113,000","-10,286,000","-11,280,000","-11,239,000","-11,091,000","-10,919,000","-10,563,000","-10,175,000","-9,781,000","-9,387,000","-9,256,000","-8,851,000","-8,419,000","-7,989,000","-7,557,000","-7,143,000","-6,747,000","-6,375,000","-6,132,000","-5,963,000","-5,649,000"
		GoodwillAndOtherIntangibleAssets,,,,,,,,,,,,,,,,,,,,,,"0","200,000","200,000","200,000","200,000","510,000","510,000","510,000","510,000","570,000","570,000","570,000"
			OtherIntangibleAssets,,,,,,,,,,,,,,,,,,,,,,,"200,000","200,000","200,000","200,000","510,000","510,000","510,000","510,000","570,000","570,000","570,000"
		NonCurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,053,000","1,044,000","1,034,000","651,000","1,058,000","1,058,000","1,058,000"
			NonCurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,053,000","1,044,000","1,034,000","651,000","1,058,000","1,058,000","1,058,000"
		OtherNonCurrentAssets,"1,779,000","1,951,000","1,810,000","1,681,000","1,729,000","865,703","566,751","633,868","702,263","818,763","587,004",,"6,563,000","887,000","512,000","325,000","512,000","137,000","137,000","137,000","137,000","137,000","137,000","137,000","137,000","137,000","137,000","137,000","604,000","604,000","618,000","676,000","539,000"
TotalLiabilitiesNetMinorityInterest,"10,598,000","9,943,000","9,202,000","7,842,000","7,358,000","5,825,911","6,117,929","9,135,856","5,016,640","5,789,035","36,712,139","11,931,000","20,370,000","17,886,000","20,557,000","38,589,000","41,395,000","22,303,000","20,641,000","21,321,000","21,338,000","22,511,000","38,759,000","8,389,000","7,923,000","8,588,000","9,125,000","9,373,000","10,356,000","11,293,000","8,967,000","105,444,000","90,350,000"
	CurrentLiabilities,"7,687,000","7,000,000","6,229,000","4,840,000","4,281,000","3,613,551","4,130,787","7,041,353","3,314,998","4,543,959","35,412,756","791,000","2,317,000","2,873,000","8,943,000","11,657,000","8,420,000","3,805,000","2,914,000","3,827,000","3,895,000","5,171,000","7,209,000","6,721,000","5,975,000","6,359,000","6,690,000","6,687,000","7,499,000","8,251,000","7,579,000","6,059,000","5,087,000"
