name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,12/31/1995
TotalAssets,"12,080,800,000","11,146,900,000","10,204,600,000","10,092,500,000","8,251,600,000","7,902,100,000","6,395,700,000","5,539,000,000","6,014,100,000","6,083,900,000","5,737,500,000","5,774,600,000","5,692,000,000","5,384,000,000","5,174,569,000","5,164,162,000","5,086,983,000","4,683,066,000","4,371,593,000","3,976,495,000","3,801,964,000","3,844,150,000","3,563,606,000","3,322,070,000","3,267,618,000","3,227,299,000","3,059,829,000","3,004,855,000","2,924,385,000","2,880,932,000","1,904,903,000","1,940,127,000","1,844,276,000","1,725,121,000","1,539,178,000","1,572,516,000","1,459,703,000","1,492,702,000","1,366,537,000","1,283,575,000","1,198,727,000","1,146,133,000","1,115,215,000","1,101,201,000","1,020,790,000","971,676,000","955,089,000","909,292,000","921,500,000","895,100,000","857,221,000","938,212,000","1,048,285,000","1,133,459,000","1,194,862,000","1,391,619,000","1,674,452,000","1,626,735,000","1,561,528,000","1,747,102,000","1,608,986,000","1,579,357,000","1,528,879,000","1,739,989,000","1,485,038,000","1,452,714,000","1,305,791,000","1,429,355,000","1,305,567,000","1,256,904,000","1,220,768,000","1,273,146,000","1,122,685,000","1,102,782,000","1,039,636,000","1,048,834,000","992,521,000","942,049,000","889,751,000","880,760,000","740,812,000","662,944,000","657,379,000","639,729,000","630,433,000","628,003,000","558,813,000","593,611,000","565,956,000","506,400,000","415,600,000","446,900,000","291,500,000","294,400,000","224,900,000","251,800,000","208,000,000","166,500,000","101,300,000","87,200,000","77,600,000","63,800,000","39,200,000"
	CurrentAssets,"3,884,600,000","3,533,300,000","3,075,500,000","3,870,800,000","3,288,900,000","3,337,600,000","2,750,400,000","2,430,100,000","2,925,800,000","3,070,500,000","2,929,900,000","3,031,500,000","3,027,900,000","2,991,400,000","2,825,734,000","2,893,329,000","2,971,440,000","2,782,782,000","2,511,268,000","2,323,768,000","2,233,496,000","2,287,194,000","2,032,698,000","1,940,803,000","1,899,409,000","1,878,865,000","1,738,037,000","1,710,547,000","1,634,799,000","1,615,509,000","1,165,785,000","1,212,904,000","1,167,550,000","1,081,549,000","935,198,000","971,343,000","891,040,000","933,209,000","837,496,000","766,126,000","694,266,000","648,191,000","604,164,000","607,175,000","561,417,000","508,544,000","489,403,000","449,385,000","444,634,000","418,063,000","442,898,000","522,013,000","611,028,000","696,552,000","779,533,000","895,633,000","819,456,000","778,538,000","727,993,000","934,046,000","780,117,000","779,640,000","807,306,000","1,032,394,000","822,275,000","804,248,000","667,943,000","807,031,000","697,504,000","662,875,000","657,031,000","728,142,000","632,374,000","636,937,000","596,774,000","628,600,000","593,680,000","555,778,000","513,913,000","529,382,000","434,883,000","380,409,000","395,115,000","397,808,000","388,229,000","396,522,000","356,291,000","394,305,000","379,703,000","334,600,000","276,200,000","312,400,000","201,300,000","204,200,000","153,500,000","182,800,000","149,300,000","119,900,000","68,100,000","64,400,000","58,600,000","49,100,000","32,800,000"
		CashCashEquivalentsAndShortTermInvestments,"161,400,000","174,800,000","137,800,000","780,900,000","170,300,000","160,200,000","57,100,000","120,300,000","56,600,000","84,000,000","27,100,000","44,700,000","45,000,000","31,600,000","31,432,000","29,991,000","68,985,000","57,253,000","38,577,000","31,177,000","31,440,000","50,282,000","24,116,000","15,044,000","21,559,000","45,008,000","32,707,000","23,394,000","21,023,000","29,898,000","21,666,000","28,203,000","22,340,000","23,686,000","16,093,000","20,257,000","15,006,000","42,839,000","19,757,000","16,247,000","8,965,000","20,851,000","15,936,000","11,738,000","13,118,000","9,306,000","15,301,000","15,379,000","13,623,000","24,469,000","129,227,000","157,030,000","9,104,000","10,874,000","17,621,000","21,352,000","27,855,000","21,665,000","15,749,000","32,903,000","21,023,000","26,600,000","41,329,000","23,435,000","33,425,000","48,566,000","41,687,000","29,842,000","19,562,000","29,264,000","39,129,000","9,971,000","39,813,000","74,408,000","50,231,000","55,010,000","29,593,000","15,932,000","63,518,000","64,339,000","50,877,000","59,855,000","43,508,000","40,646,000","28,315,000","38,789,000","52,520,000","29,432,000","34,233,000","30,400,000","26,300,000","42,000,000","24,800,000","20,900,000","17,700,000","27,100,000","14,200,000","18,500,000","7,400,000","15,300,000","13,500,000","15,400,000","9,400,000"
			CashAndCashEquivalents,"161,400,000","174,800,000","137,800,000","780,900,000","170,300,000","160,200,000","57,100,000","120,300,000","56,600,000","84,000,000","27,100,000","44,700,000","45,000,000","31,600,000","31,432,000","29,991,000","68,985,000","57,253,000","38,577,000","31,177,000","31,440,000","50,282,000","24,116,000","15,044,000","21,559,000","45,008,000","32,707,000","23,394,000","21,023,000","29,898,000","21,666,000","28,203,000","22,340,000","23,686,000","16,093,000","20,257,000","15,006,000","42,839,000","19,757,000","16,247,000","8,965,000","20,851,000","15,936,000","11,738,000","13,118,000","9,306,000","15,301,000","15,379,000","11,421,000","12,776,000","4,382,000","17,009,000","9,104,000","10,874,000","17,621,000","21,352,000","27,855,000","21,665,000","15,749,000","32,903,000","21,023,000","26,600,000","41,329,000","23,435,000","33,425,000","48,566,000","41,687,000","29,842,000","19,562,000","29,264,000","39,129,000","9,971,000","39,813,000","74,408,000","50,231,000","55,010,000","29,593,000","15,932,000","63,518,000","64,339,000","50,877,000","59,855,000","43,508,000","40,646,000","28,315,000","38,789,000","52,520,000","29,432,000","34,233,000","30,400,000","26,300,000","42,000,000","24,800,000","20,900,000","17,700,000","27,100,000","14,200,000","18,500,000","7,400,000","15,300,000","13,500,000","15,400,000","9,400,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","2,202,000","11,693,000","124,845,000","140,021,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"923,800,000","910,000,000","812,600,000","799,700,000","740,700,000","614,000,000","511,700,000","446,400,000","298,200,000","505,000,000","459,700,000","489,200,000","491,000,000","529,400,000","470,689,000","483,995,000","479,638,000","521,938,000","446,613,000","359,010,000","341,591,000","417,714,000","317,664,000","305,293,000","286,292,000","308,462,000","285,730,000","287,808,000","290,638,000","295,379,000","181,855,000","191,228,000","182,777,000","170,519,000","140,086,000","143,833,000","134,109,000","133,149,000","128,602,000","117,747,000","111,040,000","99,407,000","84,247,000","88,793,000","79,659,000","75,011,000","41,235,000","36,187,000","34,635,000","30,157,000","30,788,000","33,189,000","36,442,000","41,816,000","49,491,000","55,598,000","102,374,000","60,913,000","112,508,000","131,278,000","130,119,000","118,528,000","99,935,000","113,912,000","52,109,000","106,443,000","93,086,000","106,270,000","84,615,000","84,489,000","41,169,000","84,352,000","85,244,000","42,407,000","43,032,000","43,331,000","38,528,000","40,847,000","38,730,000","40,869,000","37,614,000","34,557,000","33,602,000","33,897,000","34,010,000","34,206,000","36,758,000","33,798,000","31,184,000","28,500,000","29,600,000","30,500,000","19,700,000","20,400,000","15,200,000","12,400,000","11,000,000","8,100,000","6,400,000","4,100,000","3,600,000","3,000,000","1,900,000"
			AccountsReceivable,"923,800,000","910,000,000","493,100,000","413,800,000","353,800,000","614,000,000","242,300,000","446,400,000","298,200,000","505,000,000","459,700,000","489,200,000","491,000,000","529,400,000","470,689,000","483,995,000","479,638,000","521,938,000","446,613,000","359,010,000","341,591,000","417,714,000","317,664,000","305,293,000","286,292,000","308,462,000","285,730,000","287,808,000","290,638,000","295,379,000","181,855,000","191,228,000","182,777,000","170,519,000","140,086,000","143,833,000","134,109,000","133,149,000","128,602,000","117,747,000","111,040,000","99,407,000","84,247,000","88,793,000","79,659,000","75,011,000","41,235,000",,,"30,157,000","49,687,000",,,"41,816,000","49,491,000","55,598,000","102,374,000","60,913,000","112,508,000","131,278,000","130,119,000","118,528,000","99,935,000","113,912,000","52,109,000","53,990,000","47,801,000","106,270,000","41,932,000","41,576,000","41,099,000","43,568,000","42,587,000","42,199,000","42,908,000","43,159,000","38,340,000","40,680,000","38,389,000","40,336,000","36,705,000","33,196,000","32,214,000","32,218,000","32,289,000",,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,"927,300,000","507,400,000","424,900,000","362,200,000","619,900,000","248,600,000",,"305,000,000","512,300,000","466,600,000","495,800,000",,,"477,115,000","491,728,000","485,898,000","529,324,000","452,758,000","365,467,000","346,544,000","422,995,000","322,077,000","309,265,000","290,021,000","310,705,000","287,204,000","289,674,000","292,615,000","297,570,000","182,821,000","192,033,000","183,365,000","170,692,000","140,239,000","143,985,000","134,250,000","133,485,000","128,921,000","118,039,000","111,306,000","99,668,000","84,494,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-17,300,000","-14,300,000","-11,100,000","-8,400,000","-5,900,000","-6,300,000",,"-6,800,000","-7,300,000","-6,900,000","-6,600,000",,,"-6,426,000","-7,733,000","-6,260,000","-7,386,000","-6,145,000","-6,457,000","-4,953,000","-5,281,000","-4,413,000","-3,972,000","-3,729,000","-2,243,000","-1,474,000","-1,866,000","-1,977,000","-2,191,000","-966,000","-805,000","-588,000","-173,000","-153,000","-152,000","-141,000","-336,000","-319,000","-292,000","-266,000","-261,000","-247,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LoansReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"70,000","86,000","116,000","208,000","124,000","172,000","188,000","167,000","341,000","533,000","909,000","1,361,000","1,388,000",,,,,,,,,,,,,,,,,,,,
