name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001
TotalRevenue,"82,985,000","11,471,000","15,510,000","35,352,000","20,652,000","23,748,000","14,985,000","12,825,000","17,455,000","-25,247,000","3,364,000","8,815,000","12,319,000","12,646,000","-337,000","-6,880,000","15,381,000","12,454,000","10,376,000","8,833,000","9,307,000","7,664,000","4,448,000","23,853,000","8,932,000","-2,744,000","-5,330,000","-1,556,000","6,382,000","12,681,000","3,503,000","26,021,000","-15,865,000","898,000","13,295,000","31,290,000","499,000","-332,000","11,248,000","7,751,000","7,816,000","7,955,000","8,181,000","8,035,000","7,578,000","7,920,000","8,126,000","7,124,000","7,078,000","8,678,000","8,269,000","7,622,000","8,787,000","8,913,000","8,902,000","3,623,000","11,348,000","11,031,574","6,028,471","-1,535,975","9,407,651","7,056,631","6,994,132","6,846,250","7,114,361","6,052,534","9,169,176","2,455,248","5,804,490","5,447,008","6,174,215","2,146,396","6,461,699","4,355,818","3,967,949","3,778,064","4,059,744","3,859,293","3,235,432","3,701,707","2,915,046","2,149,551","1,689,399"
	OperatingRevenue,"82,985,000","11,471,000","15,510,000","35,352,000","20,652,000","23,748,000","14,985,000","12,825,000","17,455,000","-25,247,000","3,364,000","8,815,000","12,319,000","12,646,000","-337,000","-6,880,000","15,381,000","12,454,000","10,376,000","8,833,000","9,307,000","7,664,000","4,448,000","23,853,000","8,932,000","-2,744,000","-5,330,000","-1,556,000","6,382,000","12,681,000","3,503,000","26,021,000","-15,865,000","898,000","13,295,000","31,290,000","499,000","-332,000","11,248,000","7,751,000","7,816,000","7,955,000","8,181,000","8,035,000","7,578,000","7,920,000","8,126,000","7,124,000","7,078,000","8,678,000","8,269,000","7,622,000","8,787,000","8,913,000","8,902,000","3,623,000","11,348,000","11,031,574","6,028,471","-1,535,975","9,407,651","7,056,631","6,994,132","6,846,250","7,114,361","6,052,534","9,169,176","2,455,248","5,804,490","5,447,008","6,174,215","2,146,396","6,461,699","4,355,818","3,967,949","3,778,064","4,059,744","3,859,293","3,235,432","3,701,707","2,915,046","2,149,551","1,689,399"
PretaxIncome,"71,103,000","8,303,000","12,103,000","32,743,000","17,954,000","21,299,000","12,303,000","10,247,000","14,957,000","-27,775,000","698,000","5,391,000","8,856,000","9,330,000","-3,708,000","-9,909,000","12,093,000","9,304,000","7,160,000","5,445,000","6,163,000","4,656,000","916,000","20,695,000","5,516,000","-6,139,000","-8,704,000","-4,696,000","3,307,000","9,542,000","331,000","23,004,000","-20,175,000","-2,102,000","10,506,000","28,675,000","-2,059,000","-2,763,000","8,366,000",,,,,,,,,,,,,,,,,,,,,,,,,"5,115,109",,,"8,283,586","2,406,803",,,"5,083,626",,,,,,,,,,,,
TaxProvision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51,680",,,"50,237","70,600",,,"138,678",,,,,,,,,,,,
NetIncomeCommonStockholders,"71,103,000","8,303,000","12,103,000","32,743,000","17,954,000","21,299,000","12,303,000","10,247,000","14,957,000","-27,775,000","698,000","5,391,000","8,856,000","9,330,000","-3,708,000","-9,909,000","12,093,000","9,304,000","7,160,000","5,445,000","6,163,000","4,656,000","916,000","20,695,000","5,516,000","-6,139,000","-8,704,000","-4,696,000","3,307,000","9,542,000","331,000","23,004,000","-20,175,000","-2,102,000","10,506,000","28,675,000","-2,059,000","-2,763,000","8,366,000","5,466,000","-10,580,000","-1,603,000","-1,289,000","-539,000","-14,310,000","-8,381,000","2,132,000","3,837,000","-1,748,000","7,980,000","6,326,000","3,394,000","-788,000","10,280,000","-9,103,000","-14,068,000","2,809,000","-11,904,178","1,900,497","738,950","5,964,600","4,084,851","4,163,603","5,063,429","5,543,076","5,203,816","8,233,349","2,336,203","3,934,153","4,431,258","4,944,948","750,740","5,609,893","2,828,583","1,381,074","2,628,512","2,370,899","3,662,015","2,412,154","2,786,565","2,224,574","1,408,482","1,196,980"
	NetIncome,"71,103,000","8,303,000","12,103,000","32,743,000","17,954,000","21,299,000","12,303,000","10,247,000","14,957,000","-27,775,000","698,000","5,391,000","8,856,000","9,330,000","-3,708,000","-9,909,000","12,093,000","9,304,000","7,160,000","5,445,000","6,163,000","4,656,000","916,000","20,695,000","5,516,000","-6,139,000","-8,704,000","-4,696,000","3,307,000","9,542,000","331,000","23,004,000","-20,175,000","-2,102,000","10,506,000","28,675,000","-2,059,000","-2,763,000","8,366,000","5,466,000","-10,580,000","-1,603,000","-1,289,000","-539,000","-14,310,000","-8,381,000","2,132,000","3,837,000","-1,748,000","7,980,000","6,326,000","3,394,000","-788,000","10,280,000","-9,103,000","-14,068,000","2,809,000","-11,904,178","1,900,497","738,950","5,964,600","4,084,851","4,163,603","5,063,429","5,543,076","5,203,816","8,233,349","2,336,203","3,934,153","4,431,258","4,944,948","750,740","5,609,893","2,828,583","1,381,074","2,628,512","2,370,899","3,662,015","2,412,154","2,786,565","2,224,574","1,408,482","1,196,980"
		NetIncomeIncludingNoncontrollingInterests,"71,103,000","8,303,000","12,103,000","32,743,000","17,954,000","21,299,000","12,303,000","10,247,000","14,957,000","-27,775,000","698,000","5,391,000","8,856,000","9,330,000","-3,708,000","-9,909,000","12,093,000","9,304,000","7,160,000","5,445,000","6,163,000","4,656,000","916,000","20,695,000","5,516,000","-6,139,000","-8,704,000","-4,696,000","3,307,000","9,542,000","331,000","23,004,000","-20,175,000","-2,102,000","10,506,000","28,675,000","-2,059,000","-2,763,000","8,366,000","5,466,000","-10,580,000","-1,603,000","-1,289,000","-539,000","-14,310,000","-8,381,000","2,132,000","3,837,000","-1,748,000","7,980,000","6,326,000","3,394,000","-788,000","10,280,000","-9,103,000","-14,068,000","2,809,000","-11,904,178","1,900,497","738,950","5,964,600","4,084,851","4,163,603","5,063,429","5,543,076","5,203,816","8,233,349","2,336,203","3,934,153","4,431,258","4,944,948","750,740","5,609,893","2,828,583","1,381,074","2,628,512","2,370,899","3,662,015","2,412,154","2,786,565","2,224,574","1,408,482","1,196,980"
			NetIncomeContinuousOperations,"71,103,000","8,303,000","12,103,000","32,743,000","17,954,000","21,299,000","12,303,000","10,247,000","14,957,000","-27,775,000","698,000","5,391,000","8,856,000","9,330,000","-3,708,000","-9,909,000","12,093,000","9,304,000","7,160,000","5,445,000","6,163,000","4,656,000","916,000","20,695,000","5,516,000","-6,139,000","-8,704,000","-4,696,000","3,307,000","9,542,000","331,000","23,004,000","-20,175,000","-2,102,000","10,506,000","28,675,000","-2,059,000","-2,763,000","8,366,000","5,466,000","-10,580,000","-1,603,000","-1,289,000","-539,000","-14,310,000","-8,381,000","2,132,000","3,837,000","-1,748,000","7,980,000","6,326,000","3,394,000","-788,000","10,280,000","-9,103,000","-14,068,000","2,809,000","-11,904,178","1,900,497","738,950","5,964,600","4,084,851","4,163,603","5,063,429","5,543,076","5,203,816","8,233,349","2,336,203","3,934,153","4,431,258","4,944,948","750,740","5,609,893","2,828,583","1,381,074","2,628,512","2,370,899","3,662,015","2,412,154","2,786,565","2,224,574","1,408,482","1,196,980"
DilutedNIAvailtoComStockholders,"71,103,000","8,303,000","12,103,000","32,743,000","17,954,000","21,299,000","12,303,000","10,247,000","14,957,000","-27,775,000","698,000","5,391,000","8,856,000","9,330,000","-3,708,000","-9,909,000","12,093,000","9,304,000","7,160,000","5,445,000","6,163,000","4,656,000","916,000","20,695,000","5,516,000","-6,139,000","-8,704,000","-4,696,000","3,307,000","9,542,000","331,000","23,004,000","-20,175,000","-2,102,000","10,506,000","28,675,000","-2,059,000","-2,763,000","8,366,000","5,466,000","-10,580,000","-1,603,000","-1,289,000","-539,000","-14,310,000","-8,381,000","2,132,000","3,837,000","-1,748,000","7,980,000","6,326,000","3,394,000","-788,000","10,280,000","-9,103,000","-14,068,000","2,809,000","-11,904,178","1,900,497","738,950","5,964,600","4,084,851","4,163,603","5,063,429","5,543,076","5,203,816","8,233,349","2,336,203","3,934,153","4,431,258","4,944,948","750,740","5,609,893","2,828,583","1,381,074","2,628,512","2,370,899","3,662,015","2,412,154","2,786,565","2,224,574","1,408,482","1,196,980"
BasicEPS,,"0.24","0.35",,"0.53","0.65","0.38",,"0.48","-0.89","0.02",,"0.3","0.33","-0.13",,"0.45","0.35","0.27",,"0.24","0.18","0.04",,"0.24","-0.26","-0.38",,"0.16","0.45","0.02",,"-0.96","-0.1","0.5",,"-0.1","-0.13","0.4",,"-0.5","-0.08","-0.06",,"-0.68","-0.4","0.1",,"-0.08","0.38","0.3",,"-0.04","0.48","-0.43",,"0.13","-0.61","0.11",,"0.44","0.33","0.34",,"0.49","0.49","0.73",,"0.35","0.38","0.44",,"0.56","0.28","0.14",,"0.24","0.36","0.24",,"0.22","0.14","0.12"
