name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016
OperatingCashFlow,"19,976,000","6,269,000","4,776,000","7,657,000","1,274,000","2,766,000","5,843,000","3,687,000","22,619,000","11,704,000","26,322,000","31,110,000","34,429,000","23,010,000","58,826,000","28,941,000","24,155,000","4,443,000","13,730,000","11,454,000","-1,296,000","2,841,000","3,753,000","1,317,000","650,000","-1,199,000"
	CashFlowFromContinuingOperatingActivities,"19,976,000","6,269,000","4,776,000","7,657,000","1,274,000","2,766,000","5,843,000","3,687,000","22,619,000","11,704,000","26,322,000","31,110,000","34,429,000","23,010,000","58,826,000","28,941,000","24,155,000","4,443,000","13,730,000","11,454,000","-1,296,000","2,841,000","3,753,000","1,317,000","650,000","-1,199,000"
		NetIncomeFromContinuingOperations,"6,387,000","5,722,000","1,103,000","1,432,000","-1,870,000","-1,925,000","-2,841,000","-5,603,000","-9,497,000","-33,152,000","25,333,000","19,083,000","22,509,000","23,435,000","24,652,000","26,437,000","21,448,000","13,415,000","9,237,000","7,406,000","1,062,000","4,782,000","3,023,000","711,000","-804,000","-127,000"
		OperatingGainsLosses,"214,000","107,000","12,000","-4,000","99,000","18,000","-11,000","37,000","1,345,000","57,000","80,000","-103,000","71,000","213,000","96,000","160,000","59,000","3,000","47,000","42,000","384,000","25,000",,,,
		DepreciationAmortizationDepletion,"27,446,000","6,929,000","6,922,000","6,843,000","6,752,000","6,693,000","6,643,000","6,593,000","6,671,000","7,114,000","7,050,000","6,908,000","6,622,000","6,345,000","5,908,000","5,328,000","3,984,000","3,202,000","2,359,000","1,742,000","1,370,000","1,164,000","1,053,000","959,000","911,000","869,000"
			DepreciationAndAmortization,"27,446,000","6,929,000","6,922,000","6,843,000","6,752,000","6,693,000","6,643,000","6,593,000","6,671,000","7,114,000","7,050,000","6,908,000","6,622,000","6,345,000","5,908,000","5,328,000","3,984,000","3,202,000","2,359,000","1,742,000","1,370,000","1,164,000","1,053,000","959,000","911,000","869,000"
		DeferredTax,"1,889,000","1,455,000","405,000","334,000","-305,000","-302,000","-854,000","-930,000","-1,594,000","-5,775,000","4,838,000","3,404,000","3,888,000","3,992,000","3,277,000","4,056,000","3,038,000","1,906,000","24,593,000","586,000",,,,,,
			DeferredIncomeTax,"1,889,000","1,455,000","405,000","334,000","-305,000","-302,000","-854,000","-930,000","-1,594,000","-5,775,000","4,838,000","3,404,000","3,888,000","3,992,000","3,277,000","4,056,000","3,038,000","1,906,000","24,593,000","586,000",,,,,,
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,"417,000",,,,,,
		AssetImpairmentCharge,,,"0","0","0","0","0","0","0","47,828,000","0",,,,,,,,,,,,,,,
		ProvisionandWriteOffofAssets,"82,000","0","-265,000","31,000","316,000","283,000","30,000","1,247,000","740,000","893,000",,,,,,,,,,,,,"46,000",,,
		StockBasedCompensation,"5,604,000","1,593,000","1,303,000","1,355,000","1,353,000","1,199,000","1,003,000","1,076,000","1,327,000","1,329,000","1,210,000","1,225,000","1,178,000","862,000","721,000","338,000","1,289,000","1,513,000","1,604,000","1,420,000","645,000","32,000","19,000","36,000","36,000","36,000"
		OtherNonCashItems,"12,000","39,000","47,000","37,000","-111,000","53,000","2,000","38,000","-124,000","67,000","59,000","48,000","415,000","81,000","47,000","477,000","338,000","54,000","7,000","1,000","3,000","12,000",,,,
		ChangeInWorkingCapital,"-21,658,000","-9,576,000","-4,751,000","-2,371,000","-4,960,000","-3,253,000","1,871,000","1,229,000","23,751,000","-6,657,000","-12,587,000","343,000","-254,000","-11,918,000","24,125,000","-7,855,000","-6,001,000","-15,650,000","-23,238,000","-160,000","-5,695,000","-3,174,000","-392,000","-474,000","507,000","-1,977,000"
			ChangeInReceivables,"-24,319,000","-12,537,000","4,605,000","-6,150,000","-10,237,000","-3,460,000","-230,000","-8,130,000","36,001,000","-10,241,000","5,222,000","228,000","-4,013,000","-584,000","-5,167,000","-7,474,000","-7,038,000","-7,087,000","-3,436,000","-2,412,000","-1,610,000","-1,011,000","-896,000","-1,576,000","-74,000","-519,000"
				ChangesInAccountReceivables,"-24,319,000","-12,537,000","4,605,000","-6,150,000","-10,237,000","-3,460,000","-230,000","-8,130,000","36,001,000","-10,241,000","5,222,000","228,000","-4,013,000","-584,000","-5,167,000","-7,474,000","-7,038,000","-7,087,000","-3,436,000","-2,412,000","-1,610,000","-1,011,000","-896,000","-1,576,000","-74,000","-519,000"
			ChangeInInventory,"-1,508,000","-1,152,000","-264,000","371,000","-463,000","-622,000","124,000","174,000","354,000","-887,000","-189,000","741,000","249,000","-3,545,000","-1,895,000","-1,602,000","151,000","-7,124,000","-857,000","-2,327,000","-3,897,000","-451,000","-180,000","-86,000","507,000","86,000"
			ChangeInPrepaidAssets,"-5,244,000","1,717,000","-3,460,000","-2,524,000","-977,000","235,000","547,000","2,093,000","-760,000","543,000","244,000","98,000","859,000","1,131,000","2,981,000","954,000","-2,052,000","-2,569,000","1,231,000","947,000","-1,884,000","-3,567,000","106,000","-28,000","-221,000","252,000"
			ChangeInPayablesAndAccruedExpense,"9,413,000","2,396,000","-5,632,000","5,932,000","6,717,000","594,000","1,430,000","7,092,000","-11,844,000","3,928,000","-1,914,000","2,480,000","5,821,000","-5,786,000","2,748,000","267,000","2,938,000","1,130,000","-20,176,000","3,632,000","1,696,000","1,855,000","578,000","1,216,000","295,000","-1,796,000"
				ChangeInPayable,"2,944,000","5,040,000","-4,117,000","-163,000","2,184,000","5,055,000","-2,194,000","5,098,000","-3,037,000","3,184,000","327,000","752,000","366,000","-5,027,000","4,028,000","-1,591,000","1,522,000","510,000","-23,302,000","2,362,000","684,000","1,458,000","-113,000","589,000","28,000","-463,000"
					ChangeInAccountPayable,"2,944,000","5,040,000","-4,117,000","-163,000","2,184,000","5,055,000","-2,194,000","5,098,000","-3,037,000","3,184,000","327,000","752,000","366,000","-5,027,000","4,028,000","-1,591,000","1,522,000","510,000","-280,000","2,362,000","684,000","1,458,000","-113,000","589,000","28,000","-463,000"
				ChangeInAccruedExpense,"6,469,000","-2,644,000","-1,515,000","6,095,000","4,533,000","-4,461,000","3,624,000","1,994,000","-8,807,000","744,000","-2,241,000","1,728,000","5,455,000","-759,000","-1,280,000","1,858,000","1,416,000","620,000","3,126,000","1,270,000","1,012,000","397,000","691,000","627,000","267,000","-1,333,000"
			ChangeInOtherWorkingCapital,,,,,,,,,,,"-15,950,000","-3,204,000","-3,170,000","-3,134,000",,,,,,,,,,,,
InvestingCashFlow,"-28,424,000","-11,507,000","-5,899,000","-5,955,000","-5,063,000","-2,607,000","-1,651,000","-1,279,000","-172,000","-673,000","-1,836,000","-3,487,000","-8,333,000","-20,346,000","-35,686,000","-38,757,000","-44,936,000","-41,166,000","-49,935,000","-27,539,000","-13,894,000","-7,616,000","-4,984,000","-2,482,000","-1,151,000","-2,318,000"
	CashFlowFromContinuingInvestingActivities,"-28,424,000","-11,507,000","-5,899,000","-5,955,000","-5,063,000","-2,607,000","-1,651,000","-1,279,000","-172,000","-673,000","-1,836,000","-3,487,000","-8,333,000","-20,346,000","-35,686,000","-38,757,000","-44,936,000","-41,166,000","-49,935,000","-27,539,000","-13,894,000","-7,616,000","-4,984,000","-2,482,000","-1,151,000","-2,318,000"
		NetPPEPurchaseAndSale,"-28,767,000","-11,776,000","-5,936,000","-5,986,000","-5,069,000","-2,647,000","-1,760,000","-1,343,000","-859,000","-699,000","-1,938,000","-4,197,000","-8,347,000","-20,370,000","-36,066,000","-38,858,000","-44,995,000","-41,160,000","-44,897,000","-27,533,000","-13,864,000","-7,618,000","-4,973,000","-2,457,000","-1,151,000","-2,318,000"
			PurchaseOfPPE,"-28,767,000","-11,776,000","-5,936,000","-5,986,000","-5,069,000","-2,647,000","-1,760,000","-1,343,000","-859,000","-699,000","-1,938,000","-4,197,000","-8,347,000","-20,370,000","-36,066,000","-38,858,000","-44,995,000","-41,160,000","-44,897,000","-27,533,000","-13,864,000","-7,618,000","-4,973,000","-2,457,000","-1,151,000","-2,318,000"
		NetIntangiblesPurchaseAndSale,,,,,,,,,,,"0","0","0","0","0","0","0","-6,000","-38,000","-6,000","-22,000","-6,000","-11,000",,,
			PurchaseOfIntangibles,,,,,,,,,,,"0","0","0","0","0","0","0","-6,000","-38,000","-6,000","-22,000","-6,000","-11,000",,,
		NetOtherInvestingChanges,"343,000","269,000","37,000","31,000","6,000","40,000","109,000","64,000","687,000","26,000","102,000","710,000","14,000","24,000","380,000","101,000",,,,,,"8,000",,,,
FinancingCashFlow,"-21,484,000","-6,131,000","-5,211,000","-5,147,000","-4,995,000","-5,465,000","-4,770,000","-5,096,000","-4,842,000","-31,886,000","-9,290,000","-5,656,000","-5,728,000","-18,370,000","-160,000","6,451,000","-190,000","-285,000","45,630,000","-7,000","83,500,000","2,985,000","3,220,000","-245,000","105,000","-21,000"
