name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014
TotalAssets,"963,871,000","987,625,000","1,078,066,000","1,016,168,000","950,257,000","1,171,607,000","1,147,291,000","1,010,331,000","878,711,000","952,777,000","856,318,000","801,544,000","766,346,000","671,817,000","581,682,000","533,744,000","501,587,000","558,965,000","562,019,000","539,592,000","510,596,000","590,476,000","559,799,000","515,386,000","491,684,000","467,252,000","301,595,000","357,791,000","358,594,000","347,951,000"
	CurrentAssets,"428,052,000","489,748,000","511,545,000","439,409,000","371,243,000","532,679,000","415,786,000","372,317,000","334,090,000","443,466,000","363,909,000","230,215,000","189,155,000","245,978,000","298,349,000","241,721,000","215,461,000","258,308,000","205,398,000","204,278,000","208,123,000","306,891,000","277,881,000","222,885,000","206,322,000","190,139,000","127,133,000","204,649,000","207,495,000","185,256,000"
		CashCashEquivalentsAndShortTermInvestments,"75,807,000","200,481,000","261,102,000","139,106,000","99,604,000","299,513,000","138,461,000","115,123,000","88,344,000","215,950,000","108,039,000","84,214,000","54,347,000","106,110,000","166,374,000","95,534,000","56,340,000","145,619,000","102,281,000","60,880,000","73,465,000","152,431,000","156,899,000","103,200,000","85,983,000","82,322,000","21,691,000","70,781,000","33,498,000","38,533,000"
			CashAndCashEquivalents,"75,807,000","200,481,000","261,102,000","139,106,000","99,604,000","299,513,000","138,461,000","115,123,000","88,344,000","215,950,000","108,039,000","84,214,000","54,347,000","106,110,000","166,374,000","95,534,000","56,340,000","145,619,000","102,281,000","60,880,000","73,465,000","152,431,000","156,899,000","103,200,000","85,983,000","82,322,000","21,691,000","70,781,000","33,498,000","38,533,000"
		Receivables,"352,245,000","289,267,000","250,443,000","300,303,000","271,639,000","233,166,000","277,325,000","257,194,000","245,746,000","227,516,000","255,870,000","146,001,000","134,808,000","139,868,000","131,975,000","146,187,000","159,121,000","112,689,000","103,117,000","143,398,000","134,658,000","154,460,000","120,982,000","119,685,000","119,537,000","106,990,000","105,442,000","132,355,000","172,452,000","145,603,000"
			AccountsReceivable,"352,245,000","289,267,000","250,443,000","300,303,000","271,639,000","233,166,000","277,325,000","257,194,000","245,746,000","227,516,000","255,870,000","146,001,000","134,808,000","139,868,000","123,320,000","135,608,000","146,966,000","112,689,000","103,117,000","143,398,000","134,658,000","154,460,000","120,982,000","119,685,000","119,537,000","106,990,000","88,928,000","85,653,000","108,321,000","102,024,000"
				GrossAccountsReceivable,"355,562,000","291,120,000","252,577,000","302,380,000","272,840,000","234,496,000","279,049,000","258,669,000","247,156,000","227,516,000","256,380,000","146,351,000","135,087,000","140,594,000","125,583,000","137,542,000","148,900,000","114,623,000","105,051,000","145,400,000","136,678,000","158,834,000","124,282,000","121,858,000","120,374,000","107,852,000","91,946,000","88,671,000","112,688,000","105,782,000"
				AllowanceForDoubtfulAccountsReceivable,"-3,317,000","-1,853,000","-2,134,000","-2,077,000","-1,201,000","-1,330,000","-1,724,000","-1,475,000","-1,410,000","0","-510,000","-350,000","-279,000","-726,000","-2,263,000","-1,934,000","-1,934,000","-1,934,000","-1,934,000","-2,002,000","-2,020,000","-4,374,000","-3,300,000","-2,173,000","-837,000","-862,000","-3,018,000","-3,018,000","-4,367,000","-3,758,000"
			TaxesReceivable,,,,,,,,,,,,,,,"8,655,000","10,579,000","12,155,000",,,,,,,,,,,,,
			DuefromRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,"0","16,514,000","46,702,000","64,131,000","43,579,000"
		PrepaidAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,513,000","1,545,000","1,120,000"
		RestrictedCash,,,,,,,,,,,,,,,,,,,,,,"0","0","0","802,000","827,000",,,,
	TotalNonCurrentAssets,"535,819,000","497,877,000","566,521,000","576,759,000","579,014,000","638,928,000","731,505,000","638,014,000","544,621,000","509,311,000","492,409,000","571,329,000","577,191,000","425,839,000","283,333,000","292,023,000","286,126,000","300,657,000","356,621,000","335,314,000","302,473,000","283,585,000","281,918,000","292,501,000","285,362,000","277,113,000","174,462,000","153,142,000","151,099,000","162,695,000"
