name,ttm
OperatingCashFlow,"25,996,031"
FinancingCashFlow,"-26,862,502"
EndCashPosition,"0"
	ChangesInCash,"-866,471"
	BeginningCashPosition,"866,471"
IssuanceOfDebt,"7,896,460"
RepaymentOfDebt,"-3,016,568"
FreeCashFlow,"25,996,031"
